Index,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z
0,"0,001","0,003","0,885","0,005","0,004","1,001","-0,002","0,002","0,944","0,003","0,001","0,952","0,001","0,005","1,035","0,004","-0,003","0,959","-0,006","0,003","0,974"
1,"0,005","0,001","0,883","0,004","0,006","1,005","0,001","0,003","0,945","0,003","0,009","0,960","0,008","0,004","1,029","0,004","0,001","0,958","-0,004","0,003","0,973"
2,"0,002","0,003","0,885","0,000","0,005","1,004","-0,001","0,004","0,950","0,002","0,004","0,947","0,004","0,002","1,034","0,006","-0,001","0,961","-0,004","-0,005","0,970"
3,"0,003","0,003","0,881","0,000","0,001","1,007","0,001","0,004","0,949","0,003","0,004","0,952","0,004","0,001","1,036","0,003","-0,004","0,956","-0,005","0,004","0,970"
4,"0,003","-0,001","0,890","0,006","0,005","1,007","-0,002","0,008","0,949","-0,004","0,002","0,947","0,003","0,005","1,033","-0,003","-0,003","0,961","0,000","-0,001","0,972"
5,"0,001","-0,004","0,886","-0,006","0,008","1,003","-0,002","0,008","0,943","-0,003","0,001","0,952","-0,001","0,001","1,036","0,002","0,000","0,958","0,001","0,004","0,977"
6,"0,003","0,000","0,883","-0,002","0,002","1,004","-0,002","0,006","0,949","-0,005","-0,002","0,956","0,002","0,000","1,035","0,000","-0,006","0,958","-0,001","-0,008","0,974"
7,"0,003","-0,001","0,888","-0,001","-0,005","1,007","0,001","0,002","0,944","-0,002","-0,001","0,957","0,000","0,004","1,035","-0,001","0,004","0,957","0,001","-0,002","0,975"
8,"0,006","-0,002","0,881","-0,001","-0,001","1,004","-0,001","-0,001","0,947","0,001","0,000","0,947","0,000","-0,004","1,035","0,003","0,001","0,960","0,002","0,000","0,977"
9,"0,004","-0,002","0,879","0,001","0,003","1,007","-0,005","0,004","0,948","0,001","0,000","0,948","-0,002","-0,001","1,034","-0,004","0,000","0,958","0,002","0,003","0,976"
10,"0,000","0,002","0,892","-0,004","-0,002","1,003","-0,001","0,002","0,947","0,003","0,003","0,955","0,001","0,003","1,036","-0,004","0,000","0,957","0,000","-0,003","0,974"
11,"0,000","-0,001","0,884","-0,002","0,003","1,002","-0,001","0,003","0,948","0,000","0,001","0,950","0,004","-0,005","1,037","0,001","-0,001","0,965","-0,001","-0,001","0,972"
12,"0,000","0,002","0,883","-0,005","0,004","1,003","-0,002","0,004","0,944","-0,001","0,003","0,955","0,002","-0,003","1,036","0,001","-0,001","0,959","-0,001","0,000","0,979"
13,"-0,003","-0,002","0,886","0,000","-0,003","1,002","-0,001","0,003","0,942","0,001","0,002","0,957","0,002","0,003","1,039","0,001","-0,003","0,959","0,003","-0,004","0,975"
14,"0,001","-0,003","0,886","0,001","-0,002","1,007","-0,002","0,003","0,949","-0,001","0,004","0,946","0,003","-0,003","1,035","-0,001","0,000","0,960","-0,002","-0,001","0,973"
