Index,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z
0,"0,003","-0,024","0,879","0,002","0,007","1,011","0,005","0,000","0,946","-0,001","-0,024","0,953","-0,005","0,001","1,045","0,001","-0,001","0,961","0,004","-0,010","1,000"
1,"0,002","-0,029","0,879","0,000","-0,001","1,004","0,002","0,004","0,948","-0,004","-0,028","0,950","-0,008","0,006","1,043","0,001","-0,001","0,959","0,007","-0,013","0,995"
2,"0,001","-0,030","0,881","0,000","0,001","1,005","0,004","-0,004","0,942","-0,001","-0,028","0,948","-0,005","0,001","1,048","-0,002","-0,003","0,962","0,003","-0,013","0,999"
3,"-0,001","-0,031","0,881","0,001","0,003","1,009","0,002","0,002","0,950","-0,005","-0,028","0,947","-0,005","0,003","1,046","-0,002","0,000","0,962","0,006","-0,009","1,000"
4,"0,002","-0,030","0,881","0,002","-0,002","1,009","0,003","0,000","0,948","-0,006","-0,027","0,954","-0,001","-0,003","1,045","0,002","0,001","0,962","0,007","-0,013","1,005"
5,"-0,001","-0,032","0,878","0,000","-0,001","1,006","0,001","0,001","0,950","-0,009","-0,031","0,952","-0,001","0,004","1,044","-0,001","-0,001","0,959","0,006","-0,013","1,004"
6,"-0,005","-0,036","0,883","-0,004","-0,004","1,013","-0,001","-0,001","0,946","-0,005","-0,028","0,960","-0,002","-0,002","1,049","0,005","-0,002","0,956","0,004","-0,010","1,001"
7,"0,000","-0,030","0,882","-0,003","0,001","1,008","0,001","0,004","0,951","-0,002","-0,031","0,954","0,002","0,001","1,044","-0,002","0,000","0,955","0,003","-0,016","1,005"
8,"0,001","-0,030","0,882","0,002","0,001","1,009","0,003","-0,001","0,948","-0,006","-0,034","0,948","-0,004","-0,003","1,046","-0,006","-0,001","0,963","0,005","-0,011","1,006"
9,"-0,001","-0,034","0,883","-0,001","0,000","1,007","-0,002","0,000","0,950","-0,008","-0,028","0,949","-0,001","0,001","1,041","0,003","-0,003","0,958","-0,002","-0,006","1,004"
10,"0,001","-0,031","0,880","0,004","0,003","1,007","0,002","0,002","0,951","-0,010","-0,030","0,950","-0,003","-0,001","1,044","0,001","0,003","0,961","0,000","-0,009","0,999"
11,"-0,004","-0,031","0,879","-0,004","0,001","1,007","-0,003","-0,004","0,945","-0,005","-0,026","0,954","0,000","0,003","1,049","0,004","-0,001","0,957","0,002","-0,008","0,998"
12,"-0,005","-0,029","0,880","-0,001","0,001","1,011","0,003","0,000","0,945","-0,007","-0,026","0,951","0,000","0,003","1,044","0,001","0,005","0,959","0,002","-0,006","0,997"
13,"0,003","-0,028","0,881","0,002","0,005","1,008","0,000","-0,005","0,945","-0,005","-0,022","0,955","0,002","0,006","1,042","0,002","0,000","0,954","0,000","-0,005","1,002"
14,"-0,003","-0,027","0,883","0,003","0,006","1,007","0,001","-0,001","0,950","-0,012","-0,029","0,944","0,000","0,002","1,046","0,003","-0,001","0,959","0,000","-0,010","1,000"
15,"0,002","-0,029","0,879","0,000","0,002","1,013","-0,002","-0,002","0,949","-0,006","-0,025","0,952","-0,001","0,006","1,048","0,001","-0,002","0,961","0,001","-0,007","1,000"
16,"0,000","-0,028","0,882","0,000","-0,003","1,011","0,000","-0,001","0,948","-0,007","-0,025","0,949","-0,001","0,000","1,046","0,001","-0,001","0,962","0,003","-0,010","1,000"
17,"0,000","-0,026","0,881","-0,001","0,003","1,001","0,001","-0,003","0,946","-0,004","-0,025","0,952","-0,003","0,004","1,044","0,002","-0,002","0,962","0,004","-0,016","1,002"
18,"-0,002","-0,027","0,881","0,000","0,002","1,012","0,001","0,004","0,949","-0,006","-0,025","0,951","0,001","0,001","1,044","0,003","0,000","0,960","0,002","-0,005","1,001"
19,"0,000","-0,024","0,885","0,004","0,005","1,009","-0,002","-0,003","0,945","-0,005","-0,028","0,944","0,003","0,002","1,046","-0,001","-0,002","0,958","0,002","-0,004","1,006"
20,"0,000","-0,023","0,875","0,003","0,003","1,004","0,003","-0,001","0,949","-0,006","-0,029","0,952","-0,001","0,007","1,043","0,000","-0,002","0,958","0,001","-0,009","1,003"
21,"0,000","-0,027","0,884","0,000","0,004","1,006","-0,002","-0,002","0,945","-0,006","-0,027","0,949","0,000","0,006","1,049","0,003","0,003","0,960","0,002","-0,007","1,004"
22,"-0,001","-0,025","0,883","0,002","0,003","1,008","0,000","0,003","0,954","0,000","-0,028","0,953","-0,001","0,003","1,045","0,000","0,004","0,959","0,007","-0,008","1,001"
23,"-0,002","-0,030","0,879","0,002","0,004","1,006","-0,002","-0,002","0,948","-0,002","-0,027","0,950","0,001","0,003","1,044","0,001","0,003","0,963","0,001","-0,003","1,005"
24,"0,001","-0,028","0,882","0,000","0,000","1,010","0,001","0,004","0,947","-0,004","-0,025","0,957","-0,003","0,001","1,041","0,004","-0,002","0,957","0,004","-0,003","0,999"
25,"-0,001","-0,029","0,883","0,005","0,007","1,003","-0,003","0,000","0,945","0,000","-0,025","0,952","0,002","-0,004","1,046","0,003","-0,001","0,962","0,003","-0,008","1,001"
26,"-0,004","-0,025","0,876","-0,002","0,009","1,004","-0,003","0,001","0,947","-0,004","-0,025","0,950","0,001","0,005","1,045","0,002","0,003","0,962","0,003","-0,013","1,004"
