Index,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z
0,"-19,136","5,422","1,554","-3,904","-2,060","0,172","71,186","-2,894","7,648","-7,795","9,324","1,151","-10,444","-0,434","0,314","73,748","9,447","-2,694","7,532","-1,572","0,103"
1,"-19,135","5,329","1,532","-3,945","-2,330","0,158","71,536","-2,849","7,679","-7,863","9,606","1,194","-10,344","-0,598","0,278","73,996","9,423","-2,868","7,532","-1,572","0,103"
2,"-19,066","4,998","1,457","-3,901","-2,296","0,157","71,582","-2,860","7,712","-7,796","9,577","1,188","-10,298","-0,231","0,295","74,054","9,324","-2,812","7,598","-1,602","0,106"
3,"-18,883","4,999","1,446","-3,894","-2,248","0,154","71,564","-2,799","7,572","-7,797","9,381","1,161","-10,164","-0,008","0,322","73,932","9,321","-2,654","7,587","-1,599","0,106"
4,"-18,880","4,773","1,392","-3,894","-2,248","0,154","71,440","-2,813","7,563","-7,797","9,381","1,161","-10,131","0,188","0,329","74,011","9,344","-2,693","7,587","-1,599","0,106"
5,"-18,781","4,828","1,396","-3,905","-2,191","0,159","71,488","-2,805","7,561","-7,848","9,319","1,151","-9,966","0,173","0,327","73,983","9,429","-2,711","7,521","-1,597","0,105"
6,"-18,876","4,825","1,401","-3,908","-2,105","0,168","71,410","-2,855","7,643","-7,863","9,329","1,153","-9,995","0,133","0,322","74,057","9,444","-2,747","7,521","-1,597","0,105"
7,"-18,876","4,865","1,410","-3,940","-2,120","0,170","71,315","-2,933","7,661","-7,848","9,319","1,151","-10,069","0,088","0,321","73,981","9,448","-2,754","7,521","-1,597","0,105"
8,"-18,951","4,967","1,457","-3,954","-2,117","0,173","71,338","-2,950","7,711","-7,860","9,260","1,136","-10,139","0,087","0,323","74,007","9,438","-2,750","7,521","-1,709","0,112"
9,"-18,944","4,997","1,443","-4,047","-2,159","0,180","71,127","-2,951","7,654","-7,903","9,360","1,156","-10,094","-0,052","0,314","73,974","9,447","-2,757","7,466","-1,597","0,104"
10,"-19,385","5,458","1,684","-3,595","-2,626","-0,001","71,447","-2,907","7,671","-7,856","9,306","1,142","-10,169","-0,007","0,331","74,282","9,250","-2,385","7,229","-1,841","0,136"
11,"-19,057","4,987","1,436","-4,246","-2,498","0,151","71,250","-2,824","7,478","-8,151","9,577","1,207","-9,710","-0,090","0,275","74,255","9,396","-2,621","7,273","-1,503","0,093"
12,"-19,148","5,244","1,564","-4,825","-2,180","0,323","70,714","-3,030","7,671","-8,738","9,306","1,113","-9,782","-0,372","0,195","74,196","9,393","-2,616","6,942","-1,578","0,104"
13,"-18,849","5,065","1,468","-4,167","-2,206","0,186","71,202","-2,845","7,508","-8,096","9,230","1,112","-10,070","0,146","0,361","73,945","9,458","-2,746","7,253","-1,720","0,123"
14,"-18,276","5,218","1,524","-4,125","-2,362","0,144","71,603","-2,955","7,814","-8,061","9,431","1,172","-9,524","0,045","0,294","74,011","9,303","-2,476","7,591","-1,658","0,117"
15,"-18,908","5,126","1,502","-4,127","-2,365","0,145","71,096","-2,859","7,492","-8,146","9,183","1,100","-9,608","-0,088","0,259","74,062","9,562","-2,891","7,253","-1,695","0,124"
16,"-18,849","5,094","1,487","-4,122","-2,247","0,166","70,974","-2,822","7,392","-7,592","8,898","1,040","-10,043","0,031","0,321","73,862","9,471","-2,768","7,468","-1,959","0,160"
17,"-19,076","5,003","1,454","-4,124","-2,248","0,163","70,800","-3,163","7,926","-7,452","9,507","1,211","-10,583","-0,150","0,300","73,757","9,355","-2,592","7,448","-1,618","0,117"
18,"-19,069","5,456","1,681","-4,117","-2,213","0,165","71,025","-2,964","7,658","-7,541","9,225","1,132","-10,676","-0,087","0,328","73,740","9,351","-2,590","7,680","-1,867","0,153"
19,"-19,312","5,021","1,468","-3,776","-1,916","0,157","71,246","-3,064","7,894","-7,838","9,043","1,070","-10,295","0,194","0,394","73,811","9,351","-2,589","7,371","-1,723","0,138"
20,"-19,326","4,469","1,189","-3,774","-1,924","0,155","70,996","-2,795","7,359","-7,789","9,096","1,083","-10,296","0,194","0,404","73,914","9,402","-2,665","7,209","-1,422","0,104"
21,"-19,145","5,008","1,448","-3,802","-1,890","0,166","71,304","-3,049","7,884","-7,815","9,052","1,067","-10,026","0,013","0,345","73,933","9,356","-2,591","7,435","-1,678","0,141"
22,"-18,823","5,398","1,627","-4,073","-2,239","0,149","71,128","-2,935","7,638","-7,712","9,042","1,063","-9,439","0,097","0,339","74,340","9,444","-2,677","7,471","-2,018","0,191"
23,"-19,185","5,121","1,497","-4,055","-1,970","0,200","71,191","-2,943","7,670","-8,080","9,210","1,093","-10,031","-0,108","0,322","73,965","9,360","-2,577","7,410","-1,684","0,152"
24,"-19,297","5,658","1,767","-4,116","-2,168","0,173","71,087","-3,045","7,804","-7,998","9,120","1,070","-10,247","-0,348","0,268","73,887","9,300","-2,480","7,211","-1,960","0,192"
25,"-19,131","5,061","1,465","-4,601","-2,348","0,235","70,554","-3,260","7,997","-8,094","9,716","1,233","-9,873","0,035","0,353","74,187","9,473","-2,714","7,305","-1,633","0,156"
26,"-18,709","5,524","1,680","-3,972","-2,549","0,067","70,912","-2,981","7,622","-7,512","9,570","1,214","-10,018","-0,278","0,265","73,692","9,608","-2,977","7,559","-1,862","0,190"
27,"-19,234","5,183","1,529","-4,007","-2,619","0,057","70,924","-2,835","7,375","-8,076","9,678","1,227","-10,025","0,026","0,354","73,805","9,368","-2,568","7,310","-1,631","0,165"
28,"-19,215","5,703","1,787","-4,007","-2,337","0,108","70,890","-2,952","7,564","-7,912","9,256","1,117","-10,024","-0,509","0,199","73,917","9,528","-2,810","7,156","-1,935","0,207"
29,"-19,292","5,335","1,606","-4,033","-2,356","0,105","71,197","-2,903","7,574","-7,906","9,255","1,118","-10,644","-0,382","0,285","73,665","9,340","-2,538","7,352","-1,657","0,173"
30,"-19,290","5,343","1,612","-4,003","-2,324","0,100","71,253","-2,886","7,568","-7,935","9,206","1,102","-10,587","-0,395","0,279","73,713","9,366","-2,574","7,322","-1,674","0,179"
31,"-19,243","5,338","1,613","-4,032","-2,265","0,113","71,209","-2,901","7,593","-7,916","9,154","1,084","-10,535","-0,362","0,278","73,718","9,370","-2,575","7,349","-1,696","0,184"
32,"-19,216","5,283","1,590","-4,010","-2,211","0,121","71,231","-2,886","7,580","-7,905","9,148","1,076","-10,494","-0,322","0,278","73,730","9,386","-2,589","7,363","-1,668","0,181"
33,"-19,243","5,259","1,582","-4,020","-2,185","0,137","71,279","-2,885","7,588","-7,977","9,138","1,064","-10,456","-0,278","0,283","73,739","9,397","-2,601","7,326","-1,674","0,182"
34,"-19,261","5,235","1,570","-4,030","-2,247","0,134","71,256","-2,873","7,562","-7,979","9,194","1,073","-10,486","-0,250","0,293","73,737","9,400","-2,604","7,338","-1,645","0,177"
35,"-19,256","5,241","1,574","-3,995","-2,254","0,126","71,281","-2,858","7,553","-7,978","9,191","1,067","-10,446","-0,200","0,307","73,766","9,402","-2,612","7,326","-1,680","0,181"
36,"-19,256","5,240","1,574","-3,943","-2,270","0,112","71,301","-2,837","7,536","-7,932","9,196","1,067","-10,442","-0,195","0,313","73,785","9,421","-2,654","7,350","-1,702","0,182"
37,"-19,195","5,224","1,561","-3,967","-2,292","0,113","71,293","-2,839","7,539","-7,896","9,242","1,082","-10,408","-0,223","0,306","73,819","9,436","-2,681","7,379","-1,687","0,177"
38,"-19,138","5,220","1,557","-3,959","-2,281","0,118","71,245","-2,859","7,554","-7,842","9,276","1,094","-10,359","-0,269","0,288","73,864","9,461","-2,715","7,404","-1,664","0,174"
39,"-19,068","5,213","1,552","-3,929","-2,272","0,117","71,276","-2,885","7,601","-7,783","9,295","1,101","-10,294","-0,272","0,282","73,890","9,491","-2,756","7,439","-1,668","0,175"
40,"-19,042","5,172","1,531","-3,900","-2,239","0,117","71,246","-2,907","7,626","-7,758","9,326","1,112","-10,234","-0,276","0,274","73,899","9,515","-2,791","7,431","-1,638","0,172"
41,"-0,903","-0,294","0,000","-0,155","0,214","0,000","-0,064","-0,128","0,000","-0,767","-0,084","-0,001","0,196","0,315","0,002","0,280","0,076","0,000","-0,729","-0,090","-0,174"
42,"-0,484","-0,283","0,000","-0,093","0,156","0,000","-0,214","-0,129","-0,001","-0,335","-0,038","0,000","0,187","0,315","0,002","0,279","-0,025","0,000","-0,301","-0,103","-0,174"
43,"-0,408","-0,367","0,000","-0,093","0,156","0,000","-0,214","-0,052","0,000","-0,191","-0,038","0,000","0,119","0,399","0,002","0,279","-0,025","0,000","-0,157","-0,103","-0,174"
44,"-0,406","-0,281","0,000","-0,119","0,090","0,000","-0,196","-0,065","0,000","-0,187","-0,035","0,000","-0,006","0,322","0,001","0,154","0,052","0,000","-0,157","-0,103","-0,174"
45,"-0,615","-0,264","0,000","-0,088","0,090","0,000","-0,215","-0,065","0,000","-0,187","-0,052","0,000","-0,213","0,322","0,000","0,077","0,052","0,000","-0,158","-0,119","-0,174"
46,"-0,484","-0,164","0,000","-0,118","0,042","0,000","-0,245","-0,004","0,000","-0,237","-0,065","0,000","-0,033","0,275","0,001","0,075","0,014","0,000","-0,207","-0,119","-0,174"
47,"-0,622","-0,052","0,001","-0,088","0,102","0,000","-0,214","-0,062","0,000","-0,237","-0,176","-0,001","-0,171","0,256","0,000","0,075","0,016","0,000","-0,208","-0,231","-0,174"
48,"-0,526","-0,121","0,000","-0,089","0,044","0,000","-0,166","-0,006","0,000","-0,278","-0,065","0,000","-0,033","0,217","0,000","0,154","0,013","0,000","-0,249","-0,119","-0,174"
49,"-0,484","-0,118","0,000","0,020","0,029","0,000","-0,057","-0,004","0,000","-0,237","-0,055","0,000","-0,033","0,217","0,000","0,154","0,013","0,000","-0,207","-0,122","-0,174"
50,"-0,457","-0,046","0,000","-0,088","-0,001","0,000","-0,159","0,013","0,000","-0,237","-0,055","0,000","-0,006","0,161","0,000","0,225","0,013","0,000","-0,207","-0,122","-0,174"
51,"0,213","-0,049","0,002","0,227","0,511","0,000","0,202","-0,496","0,000","0,114","-0,311","-0,002","-0,010","0,145","0,009","-0,400","0,138","-0,007","0,127","-0,036","-0,169"
52,"0,308","0,076","0,008","0,203","0,158","-0,003","-0,255","-0,031","-0,002","0,184","-0,389","0,000","0,501","0,018","0,014","-0,341","0,103","-0,013","-0,087","-0,310","-0,165"
53,"0,429","-0,575","0,018","-0,459","0,073","-0,006","-0,894","-0,060","-0,005","-0,014","-0,108","0,002","0,730","0,123","0,012","0,237","0,235","-0,014","0,055","0,000","-0,162"
54,"0,178","-0,358","0,019","-0,480","0,134","-0,009","-0,374","0,059","-0,007","-0,667","0,104","0,007","0,630","0,082","0,008","0,140","0,274","-0,012","-0,267","0,123","-0,160"
55,"0,121","-0,086","0,018","-0,478","0,118","-0,008","-0,532","-0,193","-0,011","-0,045","-0,120","0,007","0,090","0,282","0,004","0,166","0,253","-0,007","0,010","-0,077","-0,158"
56,"0,099","0,054","0,016","-0,586","-0,173","-0,002","-0,213","0,390","-0,016","-0,067","-0,199","0,006","-0,590","0,314","0,004","-0,501","0,071","-0,005","0,330","-0,197","-0,156"
57,"0,071","0,143","0,012","-0,484","0,005","0,002","-0,637","-0,148","-0,019","-0,075","-0,069","0,004","0,049","0,290","0,015","-0,082","0,263","-0,003","-0,013","-0,138","-0,155"
58,"0,080","0,478","0,009","0,177","-0,173","0,003","0,001","0,079","-0,022","-0,055","-0,120","0,003","0,055","0,288","0,028","-0,702","-0,103","-0,012","-0,314","-0,312","-0,154"
59,"0,144","-0,041","0,007","0,503","-0,728","0,002","0,210","0,110","-0,025","0,467","0,328","0,006","0,180","0,427","0,048","-0,498","-0,307","-0,021","-0,064","-0,079","-0,154"
60,"-0,414","0,187","0,005","0,646","-0,540","-0,001","0,280","0,425","-0,028","-0,064","0,080","0,014","0,282","0,036","0,062","0,127","-0,274","-0,025","-0,406","-0,043","-0,156"
61,"-0,595","0,237","0,004","0,141","-0,104","-0,004","0,283","-0,124","-0,024","-0,363","-0,425","0,018","-0,039","0,018","0,070","-0,092","-0,312","-0,026","-0,408","-0,386","-0,162"
62,"-0,289","0,072","0,000","-0,365","0,351","-0,007","-0,267","-0,111","-0,020","-0,574","-0,338","0,017","0,461","0,112","0,072","0,422","-0,702","-0,019","-0,391","-0,042","-0,162"
63,"-0,276","-0,056","-0,007","-0,043","-0,237","-0,003","0,121","0,451","-0,018","-0,134","0,021","0,014","-0,215","0,176","0,076","-0,180","-0,427","-0,012","-0,045","-0,013","-0,164"
64,"-0,386","-0,097","-0,014","-0,379","0,366","0,001","-0,129","-0,180","-0,014","-0,466","-0,584","0,005","-0,173","0,174","0,086","-0,553","-0,050","-0,006","-0,217","-0,311","-0,166"
65,"-0,115","0,041","-0,020","-0,038","-0,059","0,009","-0,442","0,289","-0,011","0,141","-0,300","0,004","-0,297","0,155","0,096","-0,379","-0,210","-0,008","0,059","-0,107","-0,167"
66,"-0,165","-0,351","-0,020","0,088","-0,194","0,012","0,191","0,238","-0,012","-0,344","0,155","0,003","0,176","0,115","0,100","0,139","0,209","-0,009","-0,246","0,063","-0,170"
67,"-0,143","-0,410","-0,011","0,331","-0,030","0,010","0,399","-0,323","-0,011","0,290","0,262","0,007","-0,342","0,520","0,089","-0,322","-0,302","-0,009","0,088","-0,007","-0,171"
68,"0,299","-0,438","0,002","0,318","-0,515","0,012","-0,199","-0,067","-0,019","0,726","0,794","0,008","0,130","0,011","0,081","-0,093","0,304","-0,005","0,283","0,273","-0,173"
69,"0,496","-0,130","0,011","0,619","-0,362","0,005","0,146","-0,218","-0,020","0,585","0,143","0,019","0,690","0,286","0,073","-0,036","0,347","-0,001","0,126","-0,036","-0,171"
70,"0,385","-0,104","0,017","0,037","-0,010","0,000","-0,126","-0,023","-0,018","0,321","-0,411","0,022","0,340","0,861","0,064","-0,344","-0,240","-0,001","0,132","-0,383","-0,168"
71,"0,356","-0,066","0,018","0,010","-0,004","-0,001","-0,125","-0,023","-0,016","0,266","-0,389","0,019","0,371","0,810","0,065","-0,281","-0,213","0,001","0,097","-0,387","-0,166"
72,"0,321","-0,060","0,017","-0,058","0,010","0,002","-0,137","-0,004","-0,016","0,213","-0,375","0,013","0,327","0,755","0,067","-0,316","-0,218","0,000","0,077","-0,363","-0,164"
73,"0,269","-0,052","0,013","-0,107","-0,013","0,008","-0,184","0,041","-0,018","0,154","-0,368","0,008","0,320","0,700","0,071","-0,288","-0,220","-0,001","0,051","-0,345","-0,162"
74,"0,239","-0,046","0,006","-0,100","0,003","0,009","-0,120","0,039","-0,018","0,109","-0,368","0,006","0,295","0,634","0,074","-0,276","-0,211","0,002","0,029","-0,319","-0,161"
75,"0,220","-0,030","0,001","-0,104","-0,001","0,005","-0,103","0,044","-0,014","0,071","-0,382","0,006","0,340","0,599","0,073","-0,205","-0,228","0,007","-0,001","-0,301","-0,160"
76,"0,216","-0,020","-0,004","-0,077","0,021","-0,001","-0,096","0,030","-0,009","0,036","-0,403","0,007","0,352","0,541","0,072","-0,236","-0,166","0,009","-0,033","-0,287","-0,159"
77,"0,193","-0,003","-0,004","-0,056","0,084","-0,006","-0,071","0,037","-0,007","0,016","-0,420","0,008","0,382","0,483","0,070","-0,173","-0,123","0,012","-0,061","-0,269","-0,157"
78,"0,173","0,013","-0,002","0,012","0,076","-0,007","-0,071","0,040","-0,006","0,023","-0,409","0,008","0,416","0,427","0,064","-0,169","-0,070","0,014","-0,091","-0,251","-0,158"
79,"0,170","0,020","0,004","0,054","0,025","-0,004","-0,031","0,046","-0,008","0,020","-0,371","0,006","0,411","0,388","0,063","-0,174","-0,037","0,010","-0,120","-0,233","-0,157"
80,"0,181","0,001","0,008","0,049","0,017","-0,001","-0,088","0,078","-0,007","0,028","-0,343","0,003","0,433","0,353","0,064","-0,164","-0,028","0,006","-0,144","-0,209","-0,157"
81,"0,141","0,018","0,010","0,081","0,037","0,001","-0,077","0,015","-0,007","0,031","-0,313","0,000","0,386","0,313","0,067","-0,234","-0,033","0,001","-0,173","-0,193","-0,156"
82,"0,080","0,035","0,013","0,096","0,046","0,002","-0,125","-0,013","-0,006","0,025","-0,284","-0,001","0,325","0,282","0,069","-0,249","0,003","-0,001","-0,207","-0,187","-0,155"
83,"0,065","0,055","0,017","0,088","0,008","0,002","-0,192","0,010","-0,007","0,067","-0,290","0,001","0,258","0,289","0,068","-0,309","0,036","-0,004","-0,190","-0,219","-0,154"
84,"0,067","0,063","0,024","0,082","-0,017","-0,003","-0,175","0,064","-0,008","0,005","-0,310","0,005","0,261","0,328","0,065","-0,308","0,029","-0,006","-0,220","-0,243","-0,152"
85,"0,115","0,022","0,032","0,020","-0,042","-0,008","-0,214","0,035","-0,007","-0,008","-0,262","0,004","0,264","0,361","0,063","-0,347","0,045","-0,008","-0,205","-0,216","-0,149"
86,"0,086","-0,008","0,038","-0,008","0,007","-0,009","-0,273","0,038","-0,005","-0,001","-0,264","0,002","0,198","0,350","0,061","-0,409","0,032","-0,011","-0,202","-0,184","-0,146"
87,"0,091","-0,023","0,042","0,032","0,064","-0,005","-0,223","-0,009","-0,007","0,053","-0,292","-0,003","0,188","0,337","0,061","-0,424","0,064","-0,011","-0,170","-0,185","-0,143"
88,"0,051","-0,072","0,043","0,029","0,047","-0,001","-0,226","0,009","-0,009","-0,005","-0,271","-0,007","0,207","0,366","0,061","-0,417","0,042","-0,012","-0,195","-0,161","-0,141"
89,"0,044","-0,078","0,042","0,070","-0,008","0,000","-0,166","0,042","-0,011","0,020","-0,208","-0,008","0,182","0,306","0,062","-0,385","0,083","-0,010","-0,184","-0,130","-0,139"
90,"0,013","-0,136","0,041","0,101","0,005","0,000","-0,195","0,027","-0,014","0,034","-0,156","-0,007","0,157","0,366","0,063","-0,382","0,017","-0,010","-0,200","-0,099","-0,137"
