Index,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z
0,"-0,090","-0,375","0,077","-0,135","-0,115","-0,167","-0,069","0,034","0,014","-0,050","0,046","-0,004","-0,005","-0,153","-0,149","0,039","0,028","-0,170","-0,265","0,075","-0,017"
1,"0,125","-0,245","-0,007","0,116","-0,102","-0,152","-0,289","0,005","0,147","-0,113","0,164","-0,032","0,398","0,003","0,095","0,418","-0,129","-0,023","-0,204","0,018","-0,180"
2,"-0,031","-0,206","-0,169","-0,097","0,081","0,019","0,127","0,169","0,117","0,007","0,210","-0,107","-0,019","0,085","-0,048","0,064","0,139","-0,014","-0,143","0,073","-0,153"
3,"-0,062","-0,028","-0,235","-0,074","0,064","0,152","-0,004","0,079","0,048","-0,117","0,180","-0,224","-0,085","0,163","-0,020","0,074","0,099","-0,058","-0,143","0,075","-0,017"
4,"-0,023","0,025","-0,054","-0,100","0,196","-0,022","-0,087","0,166","-0,015","-0,115","-0,026","-0,299","-0,081","0,027","-0,031","0,029","0,069","-0,125","0,223","0,021","-0,045"
5,"0,004","0,120","-0,149","-0,028","0,157","0,045","-0,087","0,166","-0,015","-0,053","-0,158","-0,331","-0,142","0,026","-0,037","-0,048","0,160","-0,058","-0,021","0,128","-0,127"
6,"0,197","0,059","-0,234","-0,025","0,042","0,085","-0,373","0,091","0,083","0,069","-0,157","-0,333","-0,044","0,119","0,200","-0,194","0,051","-0,077","0,040","0,157","-0,046"
7,"0,347","-0,134","-0,149","0,116","0,079","0,178","-0,534","0,180","-0,052","0,195","-0,393","-0,277","0,006","0,222","0,296","-0,094","-0,055","-0,042","0,101","0,185","0,035"
8,"-0,003","0,139","-0,091","0,123","0,214","0,194","-0,474","0,185","-0,064","0,440","-0,361","-0,163","-0,181","0,298","0,312","0,129","-0,096","0,047","0,040","0,159","0,090"
9,"0,059","0,210","-0,043","0,044","0,118","0,111","-0,266","0,149","0,021","0,138","-0,395","-0,025","-0,056","0,165","0,312","-0,003","0,005","0,092","0,223","0,159","0,089"
10,"-0,046","0,008","0,079","-0,051","0,174","-0,089","-0,383","-0,112","-0,064","-0,103","-0,341","0,216","0,026","-0,038","0,139","0,041","0,094","0,021","0,101","0,130","0,008"
11,"0,070","0,091","0,194","0,052","0,015","-0,182","-0,224","0,162","-0,075","-0,046","-0,029","0,202","-0,019","0,085","-0,048","0,029","0,009","0,012","0,162","0,020","-0,044"
12,"0,033","0,115","0,051","-0,027","-0,082","-0,264","-0,068","-0,090","-0,041","-0,052","0,238","0,012","-0,014","0,006","-0,082","0,096","-0,041","-0,010","0,101","-0,035","-0,071"
13,"-0,084","0,206","0,071","-0,015","-0,119","-0,188","0,069","-0,086","0,019","0,007","0,372","0,042","0,118","-0,094","-0,160","0,108","-0,016","0,136","0,101","-0,171","-0,068"
14,"-0,024","0,199","0,080","0,086","-0,220","-0,301","0,051","-0,079","-0,065","0,007","0,446","0,087","0,119","-0,037","-0,182","0,085","-0,001","0,034","-0,081","-0,114","0,095"
15,"-0,050","0,281","-0,081","0,035","-0,141","-0,255","0,122","0,005","0,016","0,008","0,386","0,101","0,058","-0,039","-0,188","0,052","0,054","-0,023","-0,082","-0,006","0,011"
16,"-0,320","0,311","0,071","-0,008","0,016","-0,172","0,062","0,000","0,028","0,068","0,358","-0,019","-0,117","-0,008","-0,285","0,217","-0,102","-0,010","-0,021","0,075","-0,018"
17,"0,000","0,217","-0,053","0,056","-0,100","-0,142","0,003","-0,006","0,040","0,070","0,328","0,114","-0,003","-0,040","-0,194","0,019","0,050","0,056","-0,021","-0,006","0,011"
18,"0,057","0,132","-0,082","-0,033","-0,036","0,049","0,003","-0,006","0,040","0,318","0,167","0,213","0,039","-0,027","0,003","0,085","-0,001","0,034","0,041","-0,004","0,147"
19,"0,183","0,099","-0,120","-0,005","0,140","0,178","-0,241","0,057","0,097","0,071","0,195","0,084","0,095","0,053","0,043","-0,025","0,145","0,044","-0,021","-0,006","0,011"
20,"0,101","-0,086","-0,130","0,015","-0,001","-0,038","-0,254","0,103","0,059","-0,049","-0,087","-0,035","-0,106","0,061","0,217","-0,016","-0,021","-0,055","0,040","-0,090","-0,097"
21,"-0,021","-0,325","0,068","-0,035","0,021","0,029","-0,123","0,068","0,073","0,009","-0,055","-0,169","-0,046","0,006","0,245","0,028","-0,116","-0,042","0,040","0,104","0,064"
22,"-0,045","-0,166","-0,055","0,108","0,001","0,141","-0,075","0,120","0,023","-0,052","-0,130","-0,212","-0,099","0,095","0,138","-0,014","0,105","-0,001","0,040","-0,006","0,011"
23,"-0,131","-0,254","0,030","0,009","0,045","0,275","-0,248","0,142","0,105","-0,054","-0,099","-0,345","-0,038","0,096","0,144","0,029","0,009","0,012","-0,021","-0,061","-0,015"
24,"-0,085","-0,221","0,154","-0,110","-0,009","0,316","-0,123","0,068","0,073","-0,479","-0,149","-0,265","-0,092","0,129","0,059","-0,059","0,015","0,069","0,041","-0,087","0,040"
25,"-0,068","-0,184","0,078","-0,016","0,119","0,122","-0,127","-0,096","-0,029","-0,051","-0,042","-0,108","-0,084","-0,143","0,037","-0,115","0,026","0,047","-0,082","0,049","0,038"
