Index,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z
37,"0,621","0,208","-1,959","0,661","0,018","0,070","0,229","0,367","-0,052","0,300","-0,127","-0,634","0,375","0,280","0,264","0,022","-0,054","-0,134","-0,155","-0,015","-0,212"
38,"1,885","0,412","-1,471","0,666","0,149","0,107","0,260","0,185","0,004","0,693","0,215","0,303","0,318","0,115","0,117","0,066","-0,150","-0,124","0,026","-0,083","-0,272"
39,"1,180","0,204","-0,466","0,629","0,081","-0,250","0,360","0,209","-0,105","1,128","0,530","1,113","0,320","0,158","0,042","-0,024","-0,018","-0,337","0,567","-0,172","-0,523"
40,"0,684","0,055","-0,216","0,609","0,107","-0,440","-0,244","-0,418","-0,014","1,100","0,822","1,304","0,384","0,068","-0,058","-0,178","-0,029","-0,120","0,748","-0,180","-0,589"
41,"0,678","-0,318","-1,788","0,595","-0,029","-1,162","0,328","0,270","-0,223","1,849","0,637","0,978","0,434","0,178","0,355","-0,112","0,109","-0,221","0,567","-0,112","-0,530"
42,"0,895","-0,878","-2,732","0,650","-0,017","-2,417","0,284","-0,155","-0,052","1,433","0,017","-0,082","0,541","0,276","0,963","0,234","0,005","-0,135","0,268","-0,030","-0,346"
43,"0,810","-0,578","-2,067","0,501","-0,198","-2,056","0,025","0,323","-0,146","0,558","-0,590","-1,327","0,413","0,514","1,149","0,234","0,005","-0,135","-0,039","0,146","-0,418"
44,"0,745","0,247","-0,233","0,413","-0,027","-1,143","0,354","0,415","-0,029","0,329","-0,476","-1,634","0,477","0,424","1,048","0,256","-0,136","-0,092","0,146","0,213","-0,370"
45,"1,169","1,105","1,537","0,271","0,097","-0,153","0,245","0,069","0,169","0,414","-0,318","-1,493","0,422","0,303","0,827","0,457","-0,038","-0,047","0,391","0,219","-0,316"
46,"1,526","1,342","1,777","0,273","0,211","0,449","-0,364","0,425","0,137","0,521","-0,038","-0,814","0,244","0,255","0,646","0,245","-0,098","-0,046","0,881","0,285","-0,277"
47,"1,285","1,180","1,708","0,146","0,141","0,413","-0,383","0,316","-0,009","0,721","0,472","0,051","0,131","0,161","0,289","0,224","-0,020","0,046","1,189","0,176","-0,151"
48,"1,349","0,883","1,643","-0,002","0,277","0,153","0,016","0,123","0,006","0,772","1,000","1,567","0,014","0,290","0,062","0,158","0,216","-0,007","0,949","0,191","-0,023"
49,"0,725","0,114","0,361","0,064","0,114","-0,384","-0,175","0,031","-0,054","0,902","0,739","1,227","0,205","0,272","-0,243","0,013","0,044","0,105","1,012","0,136","0,042"
50,"-1,117","-0,549","-1,012","0,051","0,092","-0,503","-0,218","0,262","-0,144","0,964","0,622","0,422","0,276","0,104","-0,639","-0,065","0,196","0,040","1,191","-0,120","-0,057"
51,"-0,486","-0,822","-1,603","0,028","0,100","-0,128","-0,091","-0,181","-0,059","0,674","-0,022","-1,031","0,317","0,189","0,160","-0,344","0,063","0,007","1,134","0,015","0,052"
52,"0,244","-0,099","0,172","0,254","0,177","0,270","-0,194","0,044","-0,137","0,350","-0,352","-1,918","0,290","0,529","1,205","-0,578","0,332","-0,112","1,320","0,028","0,168"
53,"0,387","0,265","1,285","0,379","0,133","-0,296","-0,134","0,171","-0,087","-0,242","-0,447","-1,742","0,584","0,699","1,609","-0,722","0,534","-0,153","1,074","0,022","0,115"
54,"0,791","0,814","1,922","0,457","0,052","-0,726","-0,165","0,353","-0,143","0,427","-0,269","-1,000","0,540","0,468","0,975","-0,511","0,095","-0,059","0,580","0,057","-0,120"
55,"-0,023","1,143","2,481","0,622","0,070","-0,310","-0,018","0,554","-0,236","0,279","-0,251","-0,349","0,608","0,449","0,667","-0,500","0,180","-0,047","0,153","0,058","-0,107"
56,"0,087","1,293","2,818","0,616","0,059","-0,369","0,044","0,311","-0,063","-0,037","0,584","0,332","0,499","0,383","0,177","-0,424","-0,219","-0,098","-0,089","0,005","-0,033"
57,"0,063","1,337","1,727","0,694","-0,022","-0,799","0,267","0,342","0,115","-0,348","0,636","0,305","0,387","0,214","-0,223","-0,056","-0,089","-0,122","-0,392","-0,108","0,051"
58,"-0,049","0,709","-0,269","0,640","-0,130","-0,711","0,098","0,524","0,001","-0,022","0,244","-0,352","0,146","0,181","-0,347","-0,133","-0,001","-0,052","-0,455","-0,054","-0,015"
59,"0,051","0,097","-1,328","0,539","0,019","0,083","0,172","-0,010","0,085","0,576","-0,018","-0,448","0,281","0,057","-0,815","-0,021","-0,023","-0,008","0,153","-0,063","-0,094"
60,"0,745","-0,776","-1,914","0,540","0,313","0,651","0,107","-0,053","0,049","0,491","0,097","-0,208","0,346","-0,048","-0,975","-0,166","0,366","-0,126","0,635","-0,206","-0,276"
61,"1,062","-1,253","-2,223","0,442","0,246","0,300","0,226","0,081","0,086","1,080","0,641","0,779","0,332","0,092","-0,445","0,202","0,121","0,003","0,572","-0,213","-0,335"
62,"0,272","-0,842","-2,369","0,511","0,100","-0,803","0,313","0,154","-0,057","0,424","0,452","0,544","0,419","0,511","0,898","0,124","0,086","0,015","0,199","-0,117","-0,580"
63,"-0,717","-0,342","-2,028","0,505","0,029","-0,851","0,310","-0,131","0,080","0,121","0,303","0,181","0,414","0,440","1,106","0,123","-0,037","-0,044","0,140","0,011","-0,531"
64,"-1,382","0,412","-0,518","0,465","0,117","-0,053","0,382","-0,052","0,165","0,048","-0,020","0,140","0,372","0,429","0,350","0,412","-0,066","-0,115","0,268","0,334","-0,387"
65,"0,465","0,697","0,759","0,448","0,257","0,359","0,347","-0,277","0,184","-0,441","-0,203","0,193","0,158","-0,061","-0,787","0,167","-0,133","-0,034","0,212","0,354","-0,203"
66,"1,725","1,198","1,314","0,411","0,129","0,013","0,413","-0,355","0,158","0,058","0,207","0,592","0,052","-0,218","-1,379","0,246","0,026","0,013","0,338","0,428","-0,093"
67,"1,535","1,298","1,530","0,223","0,120","-0,028","0,619","-0,148","0,052","0,811","0,332","0,258","0,041","-0,109","-0,967","0,135","-0,017","0,104","0,526","0,327","0,097"
68,"0,884","-0,170","-0,710","0,132","0,238","0,271","0,365","-0,531","0,143","0,576","-0,021","0,375","-0,160","0,137","-0,280","0,012","0,108","-0,030","0,341","0,199","0,056"
69,"0,710","-1,293","-2,619","-0,014","0,255","0,034","0,150","-0,404","0,077","0,264","-0,183","-0,046","0,068","0,176","0,346","-0,020","0,037","0,185","0,526","0,206","0,111"
70,"0,322","-1,211","-2,000","0,003","0,055","-0,367","-0,227","0,183","0,070","0,295","-0,102","-1,081","0,166","0,309","1,323","0,203","0,057","0,138","0,399","0,004","-0,047"
71,"-0,070","-0,248","0,429","0,014","-0,036","-0,850","-0,168","0,068","-0,005","0,632","-0,051","-1,714","0,216","0,418","1,737","0,158","0,029","0,070","0,402","-0,104","0,088"
72,"-0,574","0,918","2,562","-0,082","-0,049","-0,588","0,078","-0,241","0,117","0,156","-0,400","-1,561","0,041","0,457","1,407","-0,109","0,104","0,107","0,651","-0,084","0,262"
73,"-0,234","1,437","3,277","-0,099","0,091","-0,176","-0,053","-0,205","0,107","0,021","-0,392","-0,404","0,123","0,239","0,584","-0,054","-0,030","0,071","0,777","0,050","0,366"
74,"-0,042","1,640","2,992","-0,086","-0,007","-0,034","0,026","-0,211","0,178","0,146","-0,086","0,393","0,071","0,027","0,260","0,158","-0,158","0,147","0,843","0,191","0,532"
75,"0,621","1,159","1,493","-0,195","0,077","0,087","0,341","-0,313","0,136","0,557","0,282","1,447","0,067","0,192","0,405","0,191","-0,214","0,202","0,901","0,117","0,416"
76,"0,766","0,108","-0,839","-0,193","0,131","0,700","0,084","-0,326","0,103","0,543","0,564","2,144","0,072","0,263","0,197","0,213","-0,292","0,110","0,903","0,245","0,463"
77,"0,756","-0,790","-2,241","-0,309","0,383","0,727","0,066","-0,192","0,082","0,813","0,484","1,488","0,081","0,110","-0,141","-0,300","0,155","-0,060","0,901","0,238","0,403"
78,"1,492","-1,166","-2,314","-0,053","0,223","0,855","0,038","-0,259","0,213","0,743","-0,012","-0,159","0,081","0,051","-0,125","-0,344","0,250","-0,070","0,960","0,049","0,361"
79,"1,176","-0,458","-0,302","-0,162","0,307","0,975","-0,047","-0,290","0,094","0,097","0,085","0,045","0,062","0,239","0,582","-0,266","0,098","-0,005","0,718","0,118","0,422"
80,"-0,114","0,303","1,651","0,190","0,160","0,842","-0,159","-0,266","0,167","0,274","0,044","0,407","0,236","0,333","0,940","-0,501","0,057","-0,105","0,352","0,179","0,426"
81,"-0,876","0,756","2,490","0,261","0,068","0,352","0,048","0,062","0,124","-0,759","-0,282","-0,688","0,352","0,455","1,163","-0,534","-0,074","-0,084","-0,252","0,141","0,632"
82,"-0,983","0,884","2,028","0,387","-0,036","-0,203","-0,012","0,056","0,136","-0,701","-0,164","-0,724","0,288","0,427","1,295","-0,200","-0,075","-0,087","-0,372","0,148","0,697"
83,"-1,009","0,514","1,056","0,422","-0,081","-0,447","0,094","0,117","0,076","-0,709","0,033","0,434","0,361","0,302","0,825","-0,389","0,035","-0,061","-0,435","0,202","0,631"
84,"-0,299","0,016","-0,033","0,316","-0,004","0,298","-0,162","0,104","0,043","-0,491","0,024","0,655","0,198","0,158","0,039","-0,178","-0,029","-0,120","-0,376","0,256","0,562"
85,"0,505","-0,187","-0,314","0,196","0,171","0,901","-0,233","0,268","0,084","-0,357","0,074","0,307","0,207","0,005","-0,299","0,167","0,055","-0,111","-0,071","0,134","0,566"
86,"1,254","-0,410","-0,789","0,069","0,162","0,854","-0,018","0,020","0,088","0,609","0,484","0,950","0,085","0,004","-0,302","-0,165","0,302","0,009","0,291","0,058","0,441"
87,"1,056","-0,155","-0,376","-0,012","0,368","0,636","-0,209","0,049","0,091","1,326","0,610","2,013","0,084","0,020","-0,243","-0,154","0,076","0,039","0,350","0,112","0,372"
88,"0,690","-0,020","-0,383","-0,055","0,110","0,253","-0,078","-0,108","0,038","1,364","0,272","1,894","-0,049","0,188","0,151","-0,043","0,055","0,083","0,168","0,113","0,377"
89,"0,353","0,187","0,516","-0,135","0,136","0,069","0,125","-0,186","0,070","0,841","-0,082","0,917","0,222","0,474","1,470","0,202","-0,066","0,080","0,164","0,160","0,249"
90,"-0,663","0,629","1,619","-0,147","-0,006","-0,027","0,237","-0,210","-0,004","-0,386","-0,180","-0,263","0,270","0,673","1,987","0,124","-0,101","0,091","0,288","0,105","0,313"
91,"-0,868","0,656","2,268","-0,099","0,031","-0,164","0,184","-0,301","-0,005","-0,789","0,070","-0,511","0,108","0,454","1,157","0,123","-0,224","0,033","0,470","0,287","0,287"
92,"-0,538","0,276","1,581","-0,044","0,019","-0,230","0,228","-0,410","0,147","-0,778","0,024","-0,439","-0,220","-0,056","-0,294","0,304","-0,113","0,305","0,415","0,125","0,491"
93,"0,409","-0,010","0,673","-0,112","0,068","-0,295","0,300","-0,574","0,107","-0,447","-0,120","-0,267","-0,138","-0,333","-1,101","0,182","-0,053","0,307","0,537","0,186","0,481"
94,"1,009","-0,467","-0,772","-0,135","0,136","0,069","0,562","-0,525","0,188","-0,777","-0,036","-0,425","-0,142","-0,345","-0,909","0,247","-0,038","0,148","0,352","0,119","0,433"
95,"0,032","-0,445","-0,750","-0,231","0,123","0,331","0,437","-0,573","0,165","-0,423","0,099","-0,131","-0,348","0,006","-0,061","0,113","-0,062","0,137","0,291","0,058","0,441"
96,"-0,113","0,047","-0,107","-0,438","0,080","0,112","0,209","-0,398","0,064","0,298","0,263","0,543","-0,243","0,060","0,621","0,024","-0,182","0,136","0,166","-0,015","0,330"
97,"0,071","0,350","-0,170","-0,543","0,062","-0,311","-0,100","-0,260","0,155","0,476","-0,111","0,537","-0,188","0,182","0,843","-0,176","-0,157","0,150","0,350","0,051","0,379"
98,"0,716","0,542","0,570","-0,604","0,123","-0,316","-0,006","-0,150","0,060","0,834","-0,211","0,062","-0,186","0,225","0,768","0,024","-0,182","0,136","0,288","-0,016","0,327"
99,"0,376","0,663","1,574","-0,369","0,205","0,767","0,100","-0,866","0,199","0,611","0,095","-0,226","-0,115","0,116","0,358","-0,233","0,292","-0,161","0,349","0,045","0,318"
100,"-0,048","0,308","1,517","-0,325","0,343","1,173","-0,103","-0,545","0,292","0,278","0,352","1,221","-0,339","-0,088","-0,414","-0,433","0,130","-0,071","0,166","0,045","0,324"
101,"-0,239","-0,479","0,058","-0,386","0,284","1,190","0,346","-0,640","-0,003","0,160","0,176","1,279","-0,329","-0,123","-0,784","0,046","0,238","-0,051","0,164","-0,022","0,270"
102,"0,656","-0,618","-1,118","-0,199","0,180","0,629","-0,250","-0,212","0,062","0,153","0,046","0,425","-0,218","-0,072","-0,353","-0,434","0,194","-0,206","-0,024","0,079","0,080"
103,"0,541","-0,390","-1,359","-0,199","0,120","0,640","-0,031","-0,174","-0,072","0,149","-0,262","-0,390","-0,238","0,131","0,413","0,145","0,009","-0,077","0,406","0,152","0,182"
104,"-0,689","-0,189","-1,092","-0,024","0,166","0,551","-0,115","0,038","-0,066","-0,359","-0,078","-0,923","-0,122","0,077","0,683","-0,166","-0,008","0,027","0,467","0,091","0,187"
105,"-1,171","0,319","0,469","-0,004","0,020","0,764","-0,175","0,031","-0,054","-0,881","0,053","-0,303","-0,172","0,144","0,223","-0,056","-0,089","-0,122","0,526","0,024","0,131"
106,"-1,408","0,802","1,982","0,025","0,083","0,437","-0,050","-0,041","-0,093","-0,532","-0,005","-0,027","-0,156","0,031","-0,441","0,113","-0,062","0,137","0,162","0,032","0,203"
107,"-1,053","0,680","2,317","0,083","0,028","-0,183","0,169","0,239","-0,102","-0,512","-0,094","-0,706","-0,090","-0,133","-0,585","-0,323","0,173","-0,162","-0,205","-0,034","0,160"
108,"-0,244","0,347","1,894","0,047","0,074","0,062","-0,215","0,013","0,042","-0,438","-0,103","-1,031","-0,159","0,062","-0,323","-0,177","0,094","-0,062","0,033","-0,056","-0,029"
109,"-0,567","-0,069","0,665","-0,079","0,298","0,594","-0,540","0,327","-0,150","-0,535","0,174","-0,068","-0,051","0,085","0,241","-0,300","0,155","-0,060","0,578","-0,192","-0,153"
110,"-0,623","-0,758","-1,168","-0,005","0,260","0,718","-0,350","0,298","-0,153","-0,866","0,255","0,597","0,073","0,070","0,185","-0,365","0,327","0,022","0,694","-0,152","-0,345"
111,"-0,011","-0,478","-1,272","-0,084","0,107","0,568","-0,337","0,371","-0,056","-0,859","0,114","0,249","-0,099","-0,099","-0,216","-0,154","0,076","0,039","0,511","-0,031","-0,353"
112,"0,865","-0,056","-0,160","-0,256","0,078","0,093","-0,408","0,534","-0,016","-0,240","0,253","-0,573","-0,210","-0,091","-0,663","0,013","0,231","0,029","0,574","0,097","-0,308"
113,"-0,367","0,171","0,163","-0,285","0,075","0,408","-0,150","-0,066","0,016","0,349","0,251","-0,348","-0,316","-0,263","-1,314","-0,199","0,359","-0,047","0,454","0,165","-0,251"
114,"-1,392","0,098","-0,176","-0,230","0,357","0,911","-0,268","-0,078","0,041","0,468","0,365","0,430","-0,313","-0,294","-1,432","-0,277","0,388","-0,170","0,151","0,112","-0,174"
115,"-1,216","0,310","0,003","-0,382","0,242","0,637","0,016","0,123","0,006","0,294","0,228","0,109","-0,215","-0,103","-0,470","-0,289","0,116","-0,106","0,395","-0,010","-0,168"
116,"-0,543","0,207","-0,060","-0,336","0,105","-0,091","0,000","-0,356","-0,016","-0,090","-0,101","-0,769","-0,236","0,234","0,323","-0,076","0,111","0,028","1,904","-0,493","-0,650"
117,"-0,166","0,002","-0,356","-0,377","0,020","0,117","-0,396","0,243","-0,106","-0,968","-0,259","-0,851","-0,166","0,199","-0,044","-0,076","0,111","0,028","3,825","-0,851","-1,650"
118,"0,369","-0,149","0,065","-0,302","0,275","0,809","-0,234","0,025","-0,041","-0,761","-0,436","-1,096","-0,274","-0,001","-0,562","0,003","0,083","0,151","4,619","-0,907","-1,606"
119,"0,597","-0,195","0,563","-0,258","0,294","1,238","-0,122","0,123","-0,052","-0,722","-0,285","-1,262","-0,162","0,034","-0,190","-0,098","0,065","0,061","2,992","-0,652","-0,972"
120,"-0,414","0,115","1,524","-0,175","0,285","0,856","-0,287","-0,066","-0,042","-0,957","-0,089","-1,207","-0,122","0,312","0,621","-0,065","0,196","0,040","0,988","-0,437","-0,691"
121,"-1,717","0,275","2,141","-0,188","0,029","0,158","-0,081","0,262","-0,086","-1,005","-0,040","-0,706","-0,068","0,568","0,870","-0,110","-0,019","0,049","-0,170","-0,433","-0,656"
122,"-1,030","0,133","1,695","0,052","-0,088","-0,470","-0,091","-0,302","-0,121","-1,034","0,036","-0,086","-0,111","0,144","0,224","0,102","0,040","0,048","-0,105","-0,359","-0,544"
123,"-0,623","-0,063","0,527","0,192","-0,056","-0,303","0,041","-0,095","0,013","-1,149","0,014","0,379","-0,084","-0,078","-0,852","-0,098","0,065","0,061","0,079","-0,231","-0,502"
124,"-1,244","-0,363","-0,900","-0,025","-0,008","-0,040","0,140","-0,071","-0,096","-0,830","0,308","0,832","-0,198","-0,216","-1,134","-0,189","0,010","-0,074","-0,105","-0,177","-0,564"
125,"-1,527","-0,447","-1,541","0,060","0,037","0,192","0,035","-0,010","0,027","-0,584","0,553","1,624","-0,215","0,074","-0,517","0,046","0,051","0,026","0,022","-0,036","-0,400"
126,"-0,410","-0,557","-2,053","0,044","0,057","0,627","0,078","-0,362","0,055","-1,218","0,485","1,927","-0,151","-0,016","-0,618","0,191","-0,027","0,126","0,508","-0,044","-0,475"
127,"0,098","-0,750","-2,617","0,036","0,345","0,511","0,213","0,008","-0,011","-0,554","0,201","1,447","-0,252","-0,353","-1,415","-0,288","0,239","-0,048","0,264","-0,225","-0,447"
128,"-0,106","-0,556","-2,043","-0,013","0,075","0,068","0,250","-0,258","0,031","-0,332","0,503","1,660","-0,304","-0,565","-1,738","-0,020","0,101","0,050","-0,220","-0,149","-0,318"
129,"0,337","-0,252","-0,759","-0,191","-0,025","-0,456","0,278","-0,191","-0,100","-0,314","0,256","1,397","-0,319","-0,409","-1,149","0,202","0,121","0,003","-0,344","0,026","-0,395"
130,"0,259","-0,163","-0,267","-0,257","-0,095","-0,498","0,375","-0,331","-0,009","-0,771","0,153","0,416","-0,450","-0,315","-0,799","0,202","-0,066","0,080","-0,711","0,081","-0,452"
131,"-0,720","-0,308","-0,170","-0,433","-0,022","-0,431","0,271","-0,228","-0,149","-0,653","0,000","-0,832","-0,642","-0,282","-0,434","0,503","-0,074","0,156","-1,016","0,082","-0,443"
132,"-0,554","-0,355","0,326","-0,650","-0,093","-0,145","0,200","-0,064","-0,108","0,009","-0,221","-2,148","-0,708","-0,117","-0,290","0,392","-0,304","0,324","-0,711","0,020","-0,445"
133,"-1,579","-0,180","-0,057","-0,814","0,063","0,030","-0,031","-0,053","-0,009","0,157","-0,456","-2,370","-0,942","-0,212","-0,650","-0,043","0,055","0,083","-0,523","-0,020","-0,262"
134,"-1,256","-0,213","-0,566","-0,583","0,270","0,465","-0,244","-0,418","-0,014","-0,865","-0,345","-1,796","-0,810","-0,380","-1,043","-0,142","0,097","0,187","-0,514","-0,108","0,054"
135,"-0,162","-0,295","-0,423","-0,620","0,143","0,119","-0,215","-0,108","-0,020","-0,250","0,023","-0,204","-0,706","-0,133","-0,349","-0,142","0,284","0,110","-0,758","-0,167","0,068"
