Index,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z
0,"0,973","-0,230","-0,036","0,000","0,992","-0,098","0,078","0,000","0,867","0,498","0,008","0,000","0,987","-0,132","0,096","0,000","0,990","-0,140","-0,032","0,000","0,871","0,479","-0,109","0,000","0,998","-0,066","0,014","0,000"
1,"0,973","-0,230","-0,035","0,000","0,992","-0,098","0,078","0,000","0,866","0,500","0,008","0,000","0,986","-0,133","0,098","0,000","0,990","-0,141","-0,030","0,000","0,871","0,480","-0,108","0,000","0,998","-0,066","0,014","0,000"
2,"0,973","-0,230","-0,032","0,000","0,992","-0,099","0,078","0,000","0,866","0,500","0,008","0,000","0,986","-0,133","0,098","0,000","0,989","-0,142","-0,030","0,000","0,871","0,480","-0,107","0,000","0,998","-0,066","0,014","0,000"
3,"0,973","-0,228","-0,032","0,000","0,992","-0,099","0,077","0,000","0,866","0,500","0,008","0,000","0,986","-0,132","0,096","0,000","0,989","-0,141","-0,032","0,000","0,871","0,480","-0,108","0,000","0,998","-0,066","0,014","0,000"
4,"0,973","-0,228","-0,030","0,000","0,992","-0,099","0,077","0,000","0,866","0,499","0,008","0,000","0,986","-0,132","0,096","0,000","0,989","-0,141","-0,031","0,000","0,871","0,480","-0,108","0,000","0,998","-0,066","0,014","0,000"
5,"0,973","-0,227","-0,030","0,000","0,992","-0,099","0,077","0,000","0,866","0,500","0,008","0,000","0,987","-0,132","0,096","0,000","0,989","-0,141","-0,032","0,000","0,871","0,480","-0,109","0,000","0,998","-0,066","0,014","0,000"
6,"0,973","-0,228","-0,030","0,000","0,992","-0,099","0,078","0,000","0,866","0,499","0,008","0,000","0,987","-0,133","0,096","0,000","0,989","-0,142","-0,031","0,000","0,871","0,480","-0,109","0,000","0,998","-0,066","0,014","0,000"
7,"0,973","-0,228","-0,030","0,000","0,992","-0,098","0,077","0,000","0,867","0,499","0,008","0,000","0,987","-0,132","0,096","0,000","0,989","-0,141","-0,031","0,000","0,871","0,480","-0,109","0,000","0,998","-0,066","0,014","0,000"
8,"0,973","-0,228","-0,030","0,000","0,992","-0,098","0,078","0,000","0,867","0,499","0,008","0,000","0,987","-0,132","0,096","0,000","0,989","-0,141","-0,031","0,000","0,870","0,480","-0,109","0,000","0,998","-0,066","0,015","0,000"
9,"0,973","-0,228","-0,032","0,000","0,992","-0,097","0,077","0,000","0,867","0,498","0,008","0,000","0,987","-0,132","0,096","0,000","0,989","-0,141","-0,031","0,000","0,871","0,480","-0,109","0,000","0,998","-0,065","0,014","0,000"
10,"0,973","-0,229","-0,034","0,000","0,992","-0,099","0,075","0,000","0,866","0,499","0,005","0,001","0,987","-0,130","0,098","0,000","0,989","-0,142","-0,034","0,000","0,869","0,482","-0,108","-0,001","0,998","-0,063","0,016","0,000"
11,"0,973","-0,227","-0,032","0,000","0,992","-0,096","0,076","0,000","0,866","0,500","0,008","0,000","0,986","-0,133","0,097","0,000","0,989","-0,144","-0,032","0,000","0,871","0,480","-0,108","0,000","0,998","-0,063","0,013","0,000"
12,"0,974","-0,225","-0,034","-0,001","0,993","-0,093","0,077","0,000","0,867","0,499","0,006","0,001","0,986","-0,135","0,095","0,000","0,990","-0,141","-0,031","0,000","0,870","0,482","-0,107","-0,001","0,998","-0,061","0,014","0,000"
13,"0,974","-0,225","-0,031","0,000","0,992","-0,096","0,077","0,000","0,866","0,500","0,008","-0,001","0,987","-0,132","0,096","0,000","0,990","-0,139","-0,033","0,000","0,869","0,482","-0,110","0,000","0,998","-0,063","0,015","0,000"
14,"0,974","-0,223","-0,033","0,000","0,992","-0,099","0,077","0,000","0,866","0,500","0,006","0,001","0,986","-0,135","0,097","0,000","0,989","-0,141","-0,034","0,000","0,870","0,480","-0,108","0,000","0,998","-0,066","0,015","0,000"
15,"0,974","-0,226","-0,032","0,000","0,992","-0,097","0,075","0,000","0,867","0,498","0,007","0,000","0,987","-0,133","0,095","0,000","0,989","-0,143","-0,031","0,000","0,871","0,479","-0,110","0,001","0,998","-0,063","0,015","0,000"
16,"0,973","-0,227","-0,029","0,001","0,993","-0,094","0,076","0,000","0,866","0,500","0,008","0,000","0,987","-0,130","0,095","0,000","0,990","-0,141","-0,030","0,000","0,871","0,480","-0,107","-0,001","0,998","-0,065","0,017","0,000"
17,"0,973","-0,229","-0,031","0,000","0,993","-0,093","0,078","0,000","0,866","0,500","0,006","0,001","0,987","-0,128","0,098","0,001","0,990","-0,138","-0,030","0,000","0,870","0,481","-0,106","-0,001","0,998","-0,065","0,014","0,000"
18,"0,973","-0,230","-0,034","0,000","0,992","-0,096","0,078","0,000","0,867","0,499","0,008","0,000","0,987","-0,131","0,097","0,000","0,990","-0,139","-0,033","0,000","0,870","0,480","-0,109","0,000","0,998","-0,067","0,016","0,000"
19,"0,973","-0,230","-0,031","0,000","0,992","-0,098","0,078","0,000","0,867","0,498","0,006","0,001","0,987","-0,131","0,094","0,000","0,989","-0,142","-0,033","0,000","0,871","0,479","-0,108","0,000","0,998","-0,064","0,015","0,000"
20,"0,973","-0,229","-0,028","0,001","0,992","-0,097","0,076","0,000","0,867","0,498","0,008","0,000","0,987","-0,129","0,092","0,000","0,990","-0,141","-0,030","0,000","0,871","0,480","-0,107","-0,001","0,998","-0,063","0,012","0,000"
