Index,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z
1279,"0,997","-0,021","-0,068","0,003","0,807","-0,584","0,069","-0,052","0,651","-0,732","-0,187","-0,075","0,963","0,257","-0,078","0,003","0,997","0,008","-0,078","-0,002","0,999","-0,026","-0,025","-0,025","1,000","0,009","-0,011","0,017"
1280,"0,997","-0,021","-0,068","0,003","0,807","-0,584","0,069","-0,052","0,650","-0,733","-0,186","-0,075","0,963","0,257","-0,078","0,003","0,997","0,008","-0,079","-0,002","0,999","-0,027","-0,025","-0,025","1,000","0,009","-0,011","0,017"
1281,"0,997","-0,021","-0,068","0,003","0,807","-0,584","0,069","-0,053","0,650","-0,733","-0,186","-0,075","0,963","0,257","-0,078","0,003","0,997","0,008","-0,079","-0,002","0,999","-0,027","-0,026","-0,025","1,000","0,009","-0,011","0,017"
1282,"0,997","-0,020","-0,068","0,003","0,807","-0,584","0,069","-0,053","0,651","-0,733","-0,186","-0,074","0,963","0,257","-0,078","0,002","0,997","0,008","-0,079","-0,003","0,999","-0,027","-0,026","-0,025","1,000","0,009","-0,011","0,017"
1283,"0,997","-0,020","-0,068","0,002","0,807","-0,584","0,069","-0,053","0,650","-0,733","-0,186","-0,074","0,963","0,257","-0,078","0,002","0,997","0,008","-0,079","-0,003","0,999","-0,027","-0,026","-0,025","1,000","0,009","-0,011","0,017"
1284,"0,997","-0,020","-0,069","0,002","0,807","-0,584","0,069","-0,053","0,650","-0,733","-0,186","-0,075","0,963","0,257","-0,078","0,002","0,997","0,009","-0,079","-0,003","0,999","-0,026","-0,026","-0,025","1,000","0,009","-0,010","0,017"
1285,"0,997","-0,020","-0,069","0,002","0,807","-0,585","0,069","-0,053","0,650","-0,733","-0,185","-0,075","0,963","0,257","-0,078","0,002","0,997","0,009","-0,079","-0,003","0,999","-0,026","-0,026","-0,025","1,000","0,009","-0,010","0,017"
1286,"0,997","-0,020","-0,069","0,002","0,807","-0,585","0,070","-0,053","0,650","-0,733","-0,185","-0,076","0,963","0,257","-0,078","0,002","0,997","0,009","-0,079","-0,003","0,999","-0,026","-0,026","-0,025","1,000","0,010","-0,010","0,017"
1287,"0,997","-0,020","-0,068","0,002","0,806","-0,585","0,070","-0,053","0,650","-0,733","-0,185","-0,076","0,963","0,257","-0,078","0,002","0,997","0,009","-0,079","-0,003","0,999","-0,026","-0,026","-0,025","1,000","0,010","-0,011","0,016"
1288,"0,997","-0,020","-0,068","0,002","0,806","-0,585","0,070","-0,053","0,650","-0,733","-0,185","-0,076","0,963","0,257","-0,078","0,002","0,997","0,009","-0,078","-0,003","0,999","-0,026","-0,025","-0,025","1,000","0,009","-0,011","0,016"
1289,"0,997","-0,020","-0,068","0,002","0,807","-0,585","0,071","-0,053","0,650","-0,733","-0,185","-0,077","0,963","0,258","-0,078","0,002","0,997","0,008","-0,078","-0,003","0,999","-0,027","-0,025","-0,025","1,000","0,010","-0,011","0,016"
1290,"0,998","-0,020","-0,068","0,002","0,806","-0,585","0,071","-0,053","0,650","-0,733","-0,185","-0,077","0,963","0,258","-0,079","0,002","0,997","0,008","-0,078","-0,003","0,999","-0,027","-0,024","-0,025","1,000","0,010","-0,011","0,016"
1291,"0,998","-0,020","-0,068","0,002","0,806","-0,585","0,071","-0,054","0,649","-0,734","-0,185","-0,077","0,963","0,258","-0,079","0,002","0,997","0,008","-0,077","-0,003","0,999","-0,027","-0,024","-0,025","1,000","0,010","-0,012","0,016"
