Index,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z
0,"-17,751","3,341","1,098","-1,693","-1,221","-0,032","67,057","8,449","0,465","-5,751","7,112","0,980","-9,105","0,581","0,265","71,667","18,466","-7,371","11,103","-1,489","0,145"
1,"-17,615","3,341","1,096","-2,092","-1,457","-0,029","66,825","8,757","0,317","-6,022","7,340","1,037","-9,105","0,581","0,265","71,409","18,481","-7,334","11,239","-1,488","0,146"
2,"-17,638","3,032","1,020","-2,312","-1,485","-0,015","66,882","8,788","0,301","-6,122","7,365","1,054","-9,056","0,898","0,295","71,792","18,544","-7,393","11,361","-1,488","0,148"
3,"-17,641","3,140","1,045","-2,103","-1,532","-0,037","67,090","8,761","0,285","-6,040","7,374","1,043","-8,954","1,149","0,346","71,667","18,366","-7,051","11,234","-1,487","0,146"
4,"-17,767","3,137","1,049","-2,224","-1,531","-0,028","67,072","8,765","0,284","-6,162","7,371","1,049","-9,080","1,151","0,348","71,691","18,374","-7,059","11,234","-1,487","0,146"
5,"-17,802","3,232","1,056","-2,231","-1,556","-0,029","66,915","8,763","0,248","-6,082","7,460","1,062","-9,106","0,942","0,328","71,744","18,330","-7,054","11,198","-1,375","0,135"
6,"-17,767","3,259","1,068","-2,349","-1,511","-0,014","66,967","8,758","0,275","-6,164","7,427","1,062","-9,106","0,942","0,328","71,728","18,344","-7,058","11,234","-1,404","0,138"
7,"-17,763","3,324","1,084","-2,534","-1,437","0,011","66,803","8,713","0,289","-6,168","7,358","1,051","-9,093","0,875","0,322","71,744","18,330","-7,054","11,226","-1,403","0,138"
8,"-17,763","3,324","1,084","-2,534","-1,437","0,011","66,826","8,720","0,285","-6,168","7,358","1,051","-9,067","0,807","0,310","71,790","18,363","-7,117","11,226","-1,403","0,138"
9,"-17,751","3,323","1,078","-2,533","-1,299","0,025","66,845","8,728","0,255","-6,174","7,207","1,029","-9,073","0,849","0,319","71,692","18,384","-7,072","11,217","-1,374","0,135"
10,"-17,431","3,845","1,340","-1,932","-1,513","-0,133","67,374","8,811","0,258","-5,637","6,972","0,980","-9,185","0,340","0,145","71,418","18,321","-6,997","11,417","-1,645","0,185"
11,"-17,626","4,023","1,427","-1,840","-0,887","0,018","67,085","8,700","0,345","-5,820","6,786","0,924","-9,030","0,368","0,156","71,294","18,304","-6,977","11,096","-1,535","0,158"
12,"-17,156","3,722","1,232","-2,000","-1,231","-0,052","67,431","8,753","0,348","-6,002","7,130","1,032","-8,775","0,092","0,058","71,261","18,698","-7,519","11,246","-1,233","0,094"
13,"-17,323","4,260","1,513","-1,843","-1,077","-0,032","67,896","9,063","0,029","-6,086","6,511","0,836","-8,735","0,065","0,057","71,645","18,474","-7,173","11,284","-1,565","0,157"
14,"-17,761","3,828","1,282","-2,463","-0,862","0,117","67,316","8,942","0,069","-6,689","6,621","0,856","-9,205","0,466","0,222","71,101","18,485","-7,224","11,003","-1,371","0,117"
