Index,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z
20,"0,005","0,002","0,888","-0,005","0,001","1,010","-0,005","-0,001","0,950","-0,001","0,000","0,953","0,002","0,007","1,047","0,006","-0,001","0,962","-0,001","-0,006","1,005"
21,"0,005","0,002","0,883","0,000","-0,003","1,011","0,001","-0,005","0,950","0,001","-0,001","0,950","0,000","0,001","1,045","0,004","-0,002","0,965","0,003","0,002","1,006"
22,"-0,001","0,003","0,882","-0,002","0,002","1,009","-0,001","-0,001","0,953","-0,003","0,002","0,957","0,000","0,001","1,048","0,006","-0,002","0,962","0,003","-0,005","1,008"
23,"-0,002","0,000","0,878","0,000","-0,003","1,006","-0,004","0,001","0,953","-0,002","0,003","0,957","-0,002","-0,001","1,046","0,000","0,002","0,967","0,002","0,006","1,006"
24,"-0,002","0,009","0,883","-0,002","0,003","1,008","-0,003","-0,007","0,952","-0,002","0,004","0,955","0,001","-0,001","1,049","0,009","-0,002","0,962","0,001","-0,001","1,008"
25,"-0,006","0,004","0,885","-0,004","0,002","1,008","-0,004","-0,004","0,948","-0,002","0,004","0,949","-0,003","0,000","1,046","0,004","0,006","0,969","0,002","0,001","1,007"
26,"0,003","0,002","0,881","-0,001","0,001","1,008","-0,003","0,003","0,956","-0,002","-0,002","0,956","-0,002","-0,002","1,048","0,004","0,000","0,966","0,004","-0,002","1,004"
27,"-0,002","-0,001","0,880","-0,003","0,001","1,001","-0,002","-0,005","0,952","0,003","-0,001","0,951","-0,003","0,005","1,045","0,005","-0,001","0,962","0,000","0,001","1,006"
28,"-0,003","0,001","0,888","0,003","-0,007","1,008","-0,001","-0,002","0,955","0,001","0,001","0,954","-0,005","0,009","1,044","0,005","-0,006","0,964","0,001","-0,003","1,005"
29,"-0,002","0,002","0,884","-0,001","0,003","1,009","0,001","-0,001","0,955","0,000","-0,003","0,954","-0,003","0,002","1,050","0,004","-0,001","0,965","0,000","0,002","1,008"
30,"0,001","-0,001","0,879","0,000","-0,003","1,005","-0,004","0,000","0,954","0,001","0,003","0,956","-0,003","0,001","1,044","0,001","-0,004","0,965","0,001","0,002","1,005"
31,"0,001","0,003","0,887","-0,001","-0,005","1,008","-0,001","0,003","0,959","-0,001","0,000","0,951","-0,002","0,002","1,041","0,003","-0,001","0,966","0,002","-0,001","1,008"
32,"-0,001","0,002","0,880","0,001","0,000","1,004","-0,001","0,000","0,954","-0,003","0,002","0,957","-0,003","0,001","1,046","0,001","-0,004","0,961","0,001","0,001","1,007"
33,"-0,002","0,004","0,881","0,004","-0,003","1,005","-0,002","0,000","0,957","0,003","-0,003","0,949","0,002","0,001","1,049","-0,001","-0,003","0,965","0,001","0,002","1,005"
34,"0,001","0,003","0,880","0,002","0,002","1,011","0,000","-0,005","0,954","0,000","-0,003","0,953","0,000","0,001","1,048","0,003","0,000","0,967","-0,001","0,001","1,000"
35,"0,001","0,004","0,881","0,000","-0,006","1,010","-0,001","-0,004","0,950","0,003","0,001","0,956","0,000","0,008","1,044","-0,003","0,002","0,970","0,005","-0,001","1,004"
36,"0,000","0,001","0,884","0,001","0,001","1,008","-0,004","0,000","0,953","0,001","-0,006","0,950","0,003","-0,005","1,050","0,001","-0,004","0,964","-0,001","-0,003","0,999"
37,"-0,003","-0,002","0,886","-0,003","-0,003","1,006","-0,002","-0,003","0,952","-0,004","-0,002","0,956","0,001","0,005","1,048","-0,001","0,002","0,967","0,001","0,000","1,004"
38,"0,002","-0,003","0,881","-0,002","0,001","1,007","-0,003","0,000","0,951","-0,001","0,002","0,954","-0,002","-0,002","1,050","-0,001","-0,006","0,967","0,001","-0,004","1,004"
39,"-0,001","0,001","0,881","0,001","0,003","1,008","-0,004","0,000","0,958","0,000","0,000","0,950","0,003","-0,002","1,050","0,002","0,002","0,962","-0,003","0,003","1,004"
40,"0,002","-0,003","0,882","0,000","-0,004","1,012","0,000","0,001","0,954","0,001","0,002","0,959","0,006","-0,004","1,049","-0,001","0,001","0,968","-0,002","-0,002","1,004"
41,"0,004","0,006","0,883","0,005","-0,002","1,004","-0,002","-0,005","0,953","0,003","-0,006","0,948","-0,001","0,005","1,044","0,003","-0,003","0,964","0,001","-0,002","1,005"
42,"0,002","-0,003","0,880","-0,002","0,005","1,009","-0,002","-0,003","0,952","0,000","-0,002","0,952","0,004","-0,001","1,044","0,000","-0,002","0,967","0,002","0,000","1,007"
43,"0,002","0,001","0,889","0,001","0,004","1,002","0,000","-0,007","0,954","0,002","-0,004","0,949","-0,003","0,002","1,043","0,001","0,001","0,965","0,001","0,001","1,007"
44,"0,002","0,002","0,887","0,000","-0,001","1,011","-0,001","-0,005","0,954","0,000","-0,003","0,952","-0,003","-0,001","1,050","0,004","-0,006","0,966","0,002","0,002","1,006"
45,"-0,001","-0,002","0,885","0,002","-0,001","1,009","-0,002","-0,007","0,951","0,002","0,003","0,948","0,004","0,001","1,049","0,004","-0,002","0,960","0,003","-0,002","1,007"
46,"0,001","0,002","0,880","-0,006","-0,002","1,005","-0,001","-0,002","0,955","-0,001","0,001","0,953","0,004","0,000","1,049","0,001","-0,005","0,964","-0,004","-0,001","1,009"
47,"-0,004","0,003","0,887","-0,003","-0,005","1,007","-0,004","0,001","0,952","0,001","0,000","0,954","0,004","-0,001","1,048","0,003","-0,006","0,964","0,001","0,011","1,004"
48,"0,003","0,004","0,878","-0,005","0,002","1,007","0,000","-0,003","0,953","-0,001","-0,001","0,953","0,001","0,000","1,051","-0,004","-0,005","0,960","-0,001","0,011","1,005"
49,"0,002","0,006","0,888","-0,001","-0,001","1,009","-0,003","-0,005","0,954","0,004","-0,003","0,953","0,002","-0,001","1,047","0,008","-0,004","0,963","0,000","0,002","1,006"
50,"-0,004","0,002","0,886","0,001","0,005","1,000","0,002","-0,003","0,952","0,003","0,000","0,954","0,002","-0,002","1,044","0,001","-0,003","0,965","0,001","0,005","1,007"
51,"-0,006","0,002","0,881","0,001","0,003","1,003","-0,001","-0,002","0,950","0,000","0,003","0,952","0,002","0,006","1,043","0,001","0,002","0,969","-0,002","0,000","1,005"
52,"-0,003","0,006","0,875","-0,001","0,003","1,011","-0,004","0,004","0,955","-0,004","0,002","0,954","0,002","-0,001","1,048","0,001","0,006","0,966","0,004","0,001","1,004"
53,"-0,001","0,008","0,881","-0,001","0,000","1,009","-0,001","0,002","0,954","0,000","0,002","0,950","0,002","0,005","1,047","0,005","0,000","0,963","-0,002","0,007","1,002"
54,"-0,003","0,008","0,881","-0,003","-0,002","1,013","0,000","-0,004","0,953","-0,002","-0,001","0,948","-0,002","0,005","1,048","-0,001","-0,006","0,960","0,007","0,001","1,000"
55,"-0,001","0,006","0,890","-0,002","0,006","1,006","-0,002","-0,001","0,951","0,000","0,004","0,951","0,003","-0,001","1,051","0,000","-0,005","0,965","0,003","0,001","0,997"
56,"0,005","0,001","0,884","0,001","0,007","1,010","-0,001","0,000","0,951","-0,002","0,003","0,948","-0,001","0,001","1,051","-0,001","-0,001","0,966","0,005","-0,001","1,003"
57,"0,000","0,003","0,887","0,001","0,000","1,013","0,002","0,002","0,952","-0,003","0,001","0,947","-0,002","-0,001","1,048","0,000","0,004","0,966","0,002","0,003","1,007"
58,"0,006","0,002","0,883","0,003","0,004","1,007","-0,001","-0,002","0,952","-0,001","0,003","0,956","-0,002","0,001","1,046","0,000","0,002","0,962","0,004","-0,001","1,002"
59,"0,000","-0,001","0,890","-0,001","0,000","1,006","0,000","-0,004","0,955","-0,001","0,003","0,954","-0,004","-0,001","1,050","0,001","0,003","0,965","0,005","-0,007","1,006"
60,"0,004","-0,002","0,884","0,000","-0,005","1,010","-0,002","-0,001","0,953","-0,003","-0,002","0,952","-0,002","-0,001","1,048","0,000","-0,009","0,961","0,003","-0,001","1,003"
61,"0,003","0,000","0,883","-0,002","-0,004","1,005","0,002","-0,003","0,952","0,002","-0,006","0,949","0,001","-0,001","1,051","-0,002","0,003","0,970","0,004","-0,003","1,006"
62,"0,002","0,000","0,876","0,001","-0,006","1,007","0,000","-0,004","0,954","0,006","-0,005","0,953","0,003","-0,003","1,050","0,001","-0,006","0,964","0,002","-0,004","1,007"
63,"0,001","-0,006","0,880","-0,003","-0,004","1,002","-0,003","-0,002","0,953","0,002","-0,004","0,951","0,002","-0,005","1,051","0,000","0,001","0,964","0,007","-0,001","1,009"
64,"-0,002","-0,004","0,883","-0,001","-0,001","1,009","-0,002","-0,004","0,956","0,003","-0,005","0,947","0,003","0,001","1,047","-0,001","-0,003","0,960","0,005","-0,001","1,007"
65,"0,000","0,001","0,888","0,001","-0,013","1,009","-0,002","-0,005","0,951","0,003","-0,004","0,951","0,003","-0,001","1,046","-0,001","-0,001","0,965","0,005","0,002","1,010"
66,"-0,002","0,003","0,885","-0,001","-0,004","1,003","-0,003","-0,002","0,953","0,001","-0,004","0,950","0,000","-0,008","1,050","0,001","-0,002","0,964","0,005","0,002","1,009"
67,"0,002","0,004","0,882","-0,001","-0,006","1,004","-0,005","-0,004","0,954","0,001","-0,008","0,951","0,003","-0,001","1,046","0,001","-0,003","0,963","0,003","0,003","1,002"
68,"0,001","0,006","0,879","0,000","-0,002","1,009","-0,001","0,003","0,955","0,000","-0,003","0,952","0,007","-0,003","1,050","0,000","-0,001","0,963","0,001","0,007","1,003"
69,"0,002","0,003","0,884","0,000","-0,003","1,008","-0,005","0,002","0,950","0,001","0,001","0,954","0,009","0,006","1,047","0,002","-0,001","0,959","-0,002","0,002","1,003"
70,"0,001","0,006","0,885","-0,001","-0,001","1,009","0,000","-0,001","0,958","-0,003","-0,002","0,951","0,001","-0,002","1,049","0,002","-0,002","0,966","-0,003","0,001","1,002"
71,"0,003","0,002","0,886","0,005","0,004","1,010","-0,001","-0,002","0,950","0,001","0,001","0,951","0,003","0,004","1,046","-0,002","-0,003","0,964","-0,001","0,003","1,002"
72,"-0,002","0,005","0,881","0,004","-0,003","1,013","-0,002","-0,004","0,949","-0,001","0,005","0,953","-0,001","0,001","1,048","0,001","-0,005","0,960","-0,001","0,004","1,000"
73,"0,005","0,000","0,875","-0,003","0,001","1,003","0,000","-0,003","0,953","-0,001","0,003","0,946","0,003","0,008","1,046","-0,003","0,002","0,964","-0,001","-0,001","1,003"
74,"0,001","0,004","0,886","-0,001","0,004","1,003","-0,004","0,004","0,952","0,002","-0,001","0,955","-0,001","0,002","1,049","-0,001","0,001","0,969","0,000","0,000","1,002"
75,"-0,001","0,003","0,885","0,001","-0,004","1,009","0,001","-0,003","0,951","0,002","0,004","0,954","0,001","0,000","1,046","0,002","-0,009","0,962","0,005","0,005","1,005"
76,"0,007","0,003","0,882","-0,001","-0,002","1,006","-0,002","0,001","0,953","0,001","0,004","0,958","-0,001","0,005","1,043","0,001","-0,003","0,962","0,003","0,004","1,005"
77,"0,002","0,006","0,883","0,002","0,000","1,007","0,000","0,000","0,955","0,000","0,000","0,950","0,002","0,005","1,045","-0,004","0,001","0,962","0,004","0,007","1,005"
78,"0,002","0,005","0,880","-0,001","-0,001","1,006","-0,003","-0,004","0,953","0,002","0,001","0,950","-0,001","0,002","1,046","0,003","-0,006","0,961","0,001","0,002","1,008"
79,"0,003","0,002","0,879","0,002","-0,006","1,004","-0,002","-0,002","0,956","0,003","-0,002","0,946","0,002","0,005","1,045","0,001","0,004","0,967","0,000","0,006","1,008"
80,"-0,003","0,003","0,883","-0,003","-0,002","1,005","0,001","-0,002","0,955","0,001","0,000","0,953","-0,001","-0,005","1,050","0,001","-0,004","0,966","-0,004","0,002","1,007"
81,"-0,002","0,006","0,883","0,002","-0,001","1,007","-0,003","0,000","0,952","0,003","0,000","0,949","0,003","0,004","1,045","-0,001","0,004","0,965","0,004","0,004","1,007"
82,"-0,003","0,002","0,883","-0,004","-0,003","1,006","-0,004","-0,006","0,946","0,003","0,002","0,948","0,004","0,002","1,043","0,000","-0,007","0,959","0,005","0,009","1,005"
83,"-0,002","-0,001","0,885","-0,004","0,002","1,002","-0,003","0,000","0,956","0,000","0,004","0,951","0,002","0,004","1,049","0,000","0,001","0,965","0,005","0,009","1,008"
84,"-0,007","0,005","0,885","-0,002","0,000","1,010","-0,001","-0,001","0,952","0,002","0,001","0,946","-0,001","0,002","1,046","0,002","-0,004","0,962","0,001","0,007","1,002"
85,"0,001","0,005","0,886","0,001","-0,002","1,008","-0,001","0,000","0,954","-0,003","0,001","0,949","0,001","-0,002","1,052","-0,006","-0,001","0,968","0,006","0,001","1,008"
86,"0,002","0,006","0,884","-0,004","0,004","1,013","-0,001","0,004","0,956","-0,003","0,002","0,960","0,000","-0,001","1,048","0,002","0,003","0,964","0,000","0,007","1,001"
87,"0,005","0,005","0,887","-0,001","0,001","1,011","-0,003","-0,004","0,949","-0,001","0,004","0,956","0,002","0,006","1,048","0,001","-0,002","0,960","-0,004","0,007","1,003"
88,"0,003","-0,002","0,879","0,001","0,003","1,009","0,001","-0,003","0,951","-0,005","0,001","0,953","0,000","0,007","1,049","0,001","0,004","0,964","0,003","0,001","1,005"
89,"0,006","0,002","0,879","-0,002","-0,003","1,013","-0,003","0,002","0,958","-0,003","-0,001","0,955","0,001","0,003","1,050","-0,003","-0,005","0,967","0,002","0,001","1,005"
90,"0,004","0,003","0,885","-0,001","0,000","1,006","0,001","-0,001","0,953","-0,004","-0,005","0,956","-0,002","-0,005","1,049","-0,003","-0,004","0,963","-0,002","0,003","1,007"
91,"0,000","0,000","0,887","0,001","0,002","1,004","-0,002","0,002","0,948","-0,001","-0,001","0,955","0,002","0,002","1,051","-0,003","-0,001","0,965","-0,001","0,004","1,005"
92,"0,005","0,002","0,883","-0,003","0,001","1,005","0,000","-0,002","0,955","-0,003","0,002","0,948","-0,002","0,000","1,051","0,000","-0,003","0,964","-0,001","0,005","1,005"
93,"0,005","-0,001","0,878","-0,002","-0,002","1,004","0,000","-0,004","0,956","0,001","-0,004","0,949","0,000","-0,001","1,050","-0,001","-0,003","0,969","0,003","0,003","1,010"
94,"0,001","0,006","0,888","-0,001","0,000","1,004","-0,004","-0,004","0,953","0,002","0,000","0,949","0,006","-0,001","1,049","0,002","-0,006","0,963","-0,001","-0,002","1,008"
95,"-0,003","0,004","0,883","0,000","0,000","1,005","-0,003","-0,003","0,951","0,002","0,001","0,953","0,000","0,003","1,047","0,001","-0,003","0,967","0,000","0,002","1,009"
96,"-0,002","0,002","0,880","0,000","0,007","1,008","0,001","-0,002","0,948","0,004","-0,002","0,954","-0,001","-0,001","1,049","0,004","-0,004","0,963","0,002","-0,001","1,006"
97,"-0,004","0,002","0,879","-0,001","-0,004","1,004","-0,004","-0,003","0,953","0,004","0,001","0,946","0,004","0,006","1,046","0,001","-0,004","0,964","0,001","0,005","1,007"
98,"0,002","0,002","0,886","-0,002","0,001","1,007","0,000","-0,006","0,952","0,000","0,002","0,953","-0,001","0,000","1,047","-0,001","0,006","0,968","0,000","0,001","1,008"
99,"-0,002","0,003","0,886","0,000","0,002","1,006","0,000","0,000","0,957","0,000","0,000","0,955","0,002","0,006","1,045","0,000","0,004","0,963","0,003","0,007","1,006"
100,"-0,001","0,002","0,881","0,002","-0,001","1,011","-0,001","0,002","0,954","-0,003","-0,001","0,946","0,003","0,003","1,049","0,004","0,000","0,964","0,005","0,009","1,005"
101,"0,001","0,006","0,891","0,003","0,001","1,005","-0,002","-0,001","0,952","0,000","0,000","0,958","-0,001","0,001","1,046","0,005","-0,004","0,967","0,005","-0,004","1,010"
102,"0,005","0,000","0,888","-0,002","0,002","1,010","-0,003","-0,002","0,951","0,001","0,002","0,951","0,003","-0,004","1,050","0,001","0,002","0,971","0,005","0,012","1,004"
103,"0,003","0,008","0,888","0,003","-0,003","1,007","-0,002","0,002","0,953","0,004","0,000","0,955","0,004","0,004","1,048","-0,001","0,000","0,963","0,003","0,011","1,006"
104,"-0,001","0,007","0,883","0,001","0,007","1,005","-0,003","-0,003","0,957","0,003","0,004","0,946","0,003","-0,003","1,045","-0,001","-0,001","0,964","0,003","0,009","1,007"
105,"0,007","0,005","0,883","0,002","0,002","1,004","-0,002","-0,003","0,949","0,001","-0,001","0,951","0,005","0,001","1,048","0,000","-0,003","0,965","0,000","0,008","1,005"
106,"0,004","0,004","0,887","-0,007","-0,002","1,006","-0,005","-0,003","0,956","0,004","0,000","0,953","0,001","0,003","1,050","0,005","-0,002","0,965","0,003","0,006","1,005"
107,"-0,001","0,004","0,887","-0,004","-0,003","1,011","0,000","-0,003","0,955","-0,001","0,000","0,952","0,001","0,006","1,049","0,000","-0,002","0,964","0,003","0,008","1,008"
108,"0,002","0,004","0,879","-0,003","0,001","1,005","0,001","0,000","0,950","0,000","0,003","0,948","0,000","0,004","1,048","-0,002","0,001","0,965","0,007","0,009","1,007"
109,"0,002","0,004","0,887","-0,002","0,003","1,005","0,002","-0,002","0,954","0,004","0,001","0,950","0,000","0,001","1,047","-0,002","-0,001","0,964","0,006","0,003","1,003"
110,"0,003","0,002","0,883","-0,002","0,004","1,008","-0,003","0,000","0,952","0,000","-0,001","0,955","0,001","0,002","1,046","0,002","-0,003","0,957","-0,002","0,006","1,009"
111,"0,003","-0,004","0,884","0,000","-0,002","1,010","-0,002","0,000","0,952","0,005","-0,004","0,948","0,001","0,005","1,046","0,002","-0,004","0,965","0,000","0,009","1,005"
112,"0,000","0,002","0,881","-0,003","0,000","1,007","-0,002","0,001","0,953","0,002","-0,002","0,948","0,002","0,000","1,046","0,001","-0,005","0,965","-0,003","0,003","1,007"
113,"0,003","0,001","0,886","0,002","-0,002","1,011","0,000","-0,005","0,953","0,002","0,002","0,949","0,004","0,001","1,048","0,000","-0,001","0,964","0,000","0,004","1,005"
114,"-0,002","-0,002","0,881","0,001","-0,004","1,005","0,001","0,000","0,954","0,000","-0,002","0,950","-0,005","-0,006","1,045","0,002","-0,002","0,967","-0,002","0,004","1,005"
115,"-0,001","0,001","0,888","-0,003","0,001","1,004","-0,002","-0,004","0,948","-0,006","0,001","0,950","0,003","0,004","1,042","-0,004","-0,004","0,961","0,003","0,001","1,005"
116,"-0,005","0,001","0,887","-0,001","0,004","1,007","-0,001","-0,002","0,952","-0,002","-0,001","0,957","0,000","-0,002","1,049","-0,003","-0,003","0,964","-0,002","0,004","1,004"
117,"-0,003","-0,002","0,875","-0,004","-0,002","1,010","-0,003","-0,001","0,954","-0,006","-0,003","0,962","0,002","0,002","1,049","-0,003","0,000","0,967","-0,003","0,003","1,007"
118,"-0,001","0,005","0,883","0,000","-0,001","1,009","-0,001","0,002","0,953","-0,003","-0,001","0,945","0,002","0,001","1,046","0,001","0,001","0,962","-0,005","0,004","1,005"
119,"-0,002","0,000","0,883","-0,002","-0,001","1,004","-0,004","-0,005","0,952","-0,003","0,003","0,954","0,002","-0,001","1,052","-0,002","-0,001","0,964","0,002","0,005","1,006"
120,"0,000","0,000","0,885","-0,001","-0,001","1,006","-0,001","-0,004","0,951","0,003","0,002","0,951","0,003","-0,002","1,050","0,000","-0,002","0,964","-0,006","0,008","1,009"
121,"-0,003","0,001","0,883","0,002","-0,004","1,008","0,000","-0,002","0,952","-0,001","-0,001","0,949","0,004","-0,002","1,042","0,001","0,001","0,965","-0,004","0,004","1,012"
122,"-0,002","0,003","0,886","0,000","0,005","1,008","-0,002","-0,003","0,949","0,004","0,005","0,952","-0,001","0,008","1,044","-0,003","-0,003","0,963","0,001","0,005","1,007"
123,"-0,003","0,005","0,888","-0,002","0,002","1,008","-0,003","0,002","0,953","-0,002","-0,001","0,948","-0,001","0,004","1,046","-0,003","0,007","0,967","0,001","0,003","1,005"
124,"-0,001","0,007","0,885","-0,001","0,007","1,008","-0,003","0,001","0,959","0,000","0,008","0,957","0,001","0,004","1,051","0,001","-0,002","0,963","0,000","0,004","1,009"
125,"-0,003","0,005","0,884","0,000","0,002","1,010","-0,001","0,003","0,953","-0,001","0,003","0,951","0,002","0,002","1,053","0,002","-0,002","0,962","0,003","0,008","1,001"
126,"0,004","0,002","0,878","0,002","0,003","1,008","0,001","0,001","0,949","-0,001","0,004","0,957","0,003","0,001","1,048","-0,006","-0,004","0,962","0,002","0,009","1,005"
127,"-0,003","0,005","0,888","0,000","-0,002","1,011","-0,002","0,003","0,955","0,001","0,001","0,953","-0,001","0,002","1,045","-0,002","0,001","0,965","0,001","0,013","1,001"
128,"-0,002","0,001","0,886","-0,001","0,001","1,011","0,000","0,001","0,956","0,002","0,002","0,946","-0,002","-0,001","1,047","0,000","0,000","0,964","0,004","0,004","1,006"
129,"-0,001","0,006","0,887","0,000","0,000","1,009","-0,002","-0,003","0,954","0,000","0,005","0,954","-0,002","0,001","1,047","-0,001","0,009","0,968","0,004","0,010","1,004"
130,"0,001","0,005","0,885","0,001","0,003","1,008","0,002","-0,003","0,960","-0,007","0,004","0,951","0,002","0,003","1,053","-0,001","0,000","0,966","0,005","0,008","1,003"
131,"0,003","0,001","0,887","0,000","-0,006","1,008","-0,002","0,000","0,951","0,001","0,004","0,956","0,001","0,002","1,048","-0,001","0,000","0,966","-0,002","0,000","1,004"
132,"0,006","0,000","0,881","0,002","0,001","1,003","-0,002","-0,005","0,951","-0,003","-0,003","0,948","0,001","0,001","1,047","-0,001","-0,002","0,964","0,003","0,002","1,004"
133,"0,007","-0,001","0,881","0,001","-0,004","1,011","-0,001","0,001","0,956","0,002","-0,003","0,950","0,000","0,005","1,050","-0,003","-0,007","0,963","0,003","-0,001","1,007"
134,"0,002","-0,002","0,880","0,001","-0,001","1,010","-0,001","-0,005","0,953","0,003","-0,006","0,946","0,005","-0,003","1,053","0,001","-0,006","0,964","0,005","0,003","1,005"
135,"0,000","0,001","0,879","-0,001","-0,001","1,004","-0,001","-0,002","0,951","0,006","-0,004","0,948","0,002","-0,002","1,048","-0,003","0,001","0,968","0,004","0,002","1,006"
136,"0,003","-0,001","0,887","0,000","-0,001","1,004","-0,002","-0,003","0,954","0,000","-0,003","0,950","0,007","-0,002","1,049","0,000","0,006","0,966","0,004","0,003","1,009"
137,"-0,001","0,000","0,876","0,001","-0,007","1,006","0,001","-0,005","0,948","0,003","-0,003","0,945","0,000","-0,002","1,046","-0,003","-0,001","0,965","0,002","0,006","1,007"
138,"0,000","-0,006","0,883","0,003","-0,004","1,004","-0,001","-0,002","0,950","0,001","-0,002","0,953","0,005","0,000","1,044","0,004","0,000","0,970","0,000","0,008","1,011"
139,"0,006","0,000","0,882","0,003","-0,001","1,005","-0,002","-0,003","0,954","0,000","-0,003","0,948","0,003","0,002","1,043","0,002","-0,007","0,965","0,006","0,004","1,007"
140,"0,002","0,001","0,886","0,000","-0,003","1,008","-0,005","-0,004","0,951","0,001","0,004","0,956","0,005","0,001","1,047","0,002","-0,004","0,967","0,000","0,007","1,005"
141,"0,003","0,005","0,888","0,001","-0,002","1,010","0,000","-0,004","0,951","0,001","0,000","0,954","0,005","0,004","1,045","-0,002","0,000","0,965","-0,002","0,008","1,000"
