Index,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z
0,"0,965","-0,262","-0,020","0,000","0,992","-0,110","0,064","0,000","0,892","0,435","0,123","0,000","0,984","-0,161","0,072","0,000","0,988","-0,151","-0,023","0,000","0,888","0,417","-0,195","0,000","0,990","-0,138","0,020","0,000"
1,"0,965","-0,262","-0,019","0,000","0,991","-0,113","0,067","0,000","0,892","0,435","0,123","0,000","0,984","-0,162","0,076","0,000","0,988","-0,154","-0,020","0,000","0,888","0,417","-0,195","0,000","0,990","-0,140","0,020","0,000"
2,"0,965","-0,262","-0,019","0,000","0,991","-0,113","0,068","0,000","0,892","0,435","0,123","0,000","0,984","-0,162","0,076","0,000","0,988","-0,154","-0,020","0,000","0,888","0,418","-0,190","0,000","0,990","-0,141","0,020","0,000"
3,"0,965","-0,261","-0,020","0,000","0,991","-0,111","0,068","0,000","0,893","0,432","0,121","0,000","0,984","-0,162","0,076","0,000","0,988","-0,152","-0,021","0,000","0,888","0,417","-0,193","0,000","0,990","-0,140","0,020","0,000"
4,"0,965","-0,261","-0,019","0,000","0,991","-0,113","0,068","0,000","0,893","0,433","0,122","0,000","0,984","-0,162","0,076","0,000","0,988","-0,152","-0,021","0,000","0,888","0,417","-0,193","0,000","0,990","-0,140","0,020","0,000"
5,"0,965","-0,261","-0,019","0,000","0,991","-0,112","0,067","0,000","0,893","0,434","0,121","0,000","0,984","-0,161","0,076","0,000","0,988","-0,151","-0,022","0,000","0,888","0,417","-0,194","0,000","0,990","-0,140","0,020","0,000"
6,"0,965","-0,261","-0,019","0,000","0,991","-0,113","0,067","0,000","0,893","0,434","0,121","0,000","0,984","-0,161","0,076","0,000","0,988","-0,151","-0,022","0,000","0,888","0,417","-0,193","0,000","0,990","-0,140","0,020","0,000"
7,"0,966","-0,258","-0,019","0,000","0,991","-0,112","0,067","0,000","0,893","0,434","0,121","0,000","0,984","-0,161","0,076","0,000","0,988","-0,151","-0,022","0,000","0,888","0,417","-0,194","0,000","0,990","-0,139","0,020","0,000"
8,"0,966","-0,258","-0,019","0,000","0,991","-0,112","0,067","0,000","0,893","0,433","0,122","0,000","0,984","-0,163","0,076","0,000","0,988","-0,151","-0,021","0,000","0,888","0,418","-0,193","0,000","0,990","-0,139","0,020","0,000"
9,"0,966","-0,258","-0,019","0,000","0,991","-0,112","0,067","0,000","0,893","0,433","0,122","0,000","0,984","-0,161","0,076","0,000","0,988","-0,151","-0,021","0,000","0,888","0,418","-0,193","0,000","0,990","-0,137","0,019","0,000"
