frame,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,left_elbow_angle,right_elbow_x,right_elbow_y,right_elbow_confidence,right_elbow_angle,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,left_hip_angle,right_hip_x,right_hip_y,right_hip_confidence,right_hip_angle,left_knee_x,left_knee_y,left_knee_confidence,left_knee_angle,right_knee_x,right_knee_y,right_knee_confidence,right_knee_angle,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence
0,0.5703230500221252,0.5150972604751587,0.5437107086181641,0.5363937616348267,0.5139226317405701,0.427213191986084,0.5552434921264648,0.5349716544151306,0.3554275929927826,0.7887935589138203,0.5212848782539368,0.5323296785354614,0.3511822521686554,0.09413820891864455,0.553688108921051,0.5239120721817017,0.2663517892360687,0.5300283432006836,0.523516833782196,0.2654717564582824,0.5535621643066406,0.5915694832801819,0.4517268240451813,2.6705439176082484,0.5322816967964172,0.5876339077949524,0.4523869752883911,2.323152472782035,0.5166940689086914,0.6365309953689575,0.2312112152576446,2.46959521817561,0.4937240779399872,0.6198889017105103,0.2081108391284942,2.225798024737976,0.5158272981643677,0.6950305104255676,0.2357125580310821,0.4964323043823242,0.6849120855331421,0.306157499551773
1,0.5703386068344116,0.5148375034332275,0.5364184379577637,0.5368998050689697,0.513585090637207,0.4305460155010223,0.5547483563423157,0.5350295305252075,0.3560578525066376,0.8337817667336919,0.5213193297386169,0.5323541760444641,0.3509485721588135,0.0740792184959026,0.5528255105018616,0.5242352485656738,0.2671058177947998,0.5295191407203674,0.5238454937934875,0.2643157839775085,0.5534687638282776,0.5912049412727356,0.4453184008598327,2.677068883732113,0.5323458909988403,0.5874045491218567,0.4528918266296386,2.3363841911439933,0.5167198777198792,0.6364695429801941,0.2326156497001648,2.479435298075715,0.4939918518066406,0.6199712753295898,0.2083255797624588,2.23918411128329,0.5155634880065918,0.6949290633201599,0.2351913601160049,0.4963034689426422,0.684898316860199,0.3043144643306732
2,0.5697551965713501,0.5148493051528931,0.5439125895500183,0.5363165140151978,0.5138807892799377,0.4297024309635162,0.5545529127120972,0.5350737571716309,0.3569510579109192,0.7528541944941777,0.5212923884391785,0.5322229266166687,0.3485234379768371,0.11409555380192754,0.5533549189567566,0.524053156375885,0.2668602764606476,0.5301184058189392,0.5236574411392212,0.2654456198215484,0.5534641146659851,0.5918081998825073,0.4540985524654388,2.6438711659839975,0.5324139595031738,0.5876662731170654,0.4534315764904022,2.3137997923091707,0.5153551697731018,0.6364760398864746,0.2229645401239395,2.439471477742125,0.4932759404182434,0.6199789643287659,0.2095399647951126,2.219101691724731,0.515108048915863,0.6952263712882996,0.2325810939073562,0.4960058629512787,0.6851614117622375,0.3090539872646332
3,0.5699948072433472,0.5152492523193359,0.5555423498153687,0.5358276963233948,0.5142210125923157,0.428748607635498,0.5549049973487854,0.5349369049072266,0.3548070788383484,0.6698956326681914,0.5211107134819031,0.532455563545227,0.3521120250225067,0.16808733213856025,0.5547279119491577,0.523830235004425,0.2666195631027221,0.5312390327453613,0.5235065817832947,0.2681251466274261,0.5538148880004883,0.5930383801460266,0.4740912020206451,2.616696492675827,0.5316194295883179,0.5885847210884094,0.4459096193313598,1.9905407374489383,0.515387773513794,0.6359803080558777,0.220269426703453,2.4067679877464423,0.4749332666397095,0.6101298332214355,0.3513112962245941,1.681727193009746,0.5156754851341248,0.6952369809150696,0.2329633831977844,0.4943936169147491,0.6856231689453125,0.3146808743476867
4,0.5698889493942261,0.5158896446228027,0.564789891242981,0.5355157852172852,0.515021562576294,0.4126570224761963,0.5545618534088135,0.5355361700057983,0.355727881193161,0.6368488960980537,0.521494448184967,0.5331510305404663,0.3485743403434753,0.14072741795971644,0.5548853278160095,0.5229358077049255,0.2584002017974853,0.5320409536361694,0.5228883624076843,0.2652090489864349,0.5534955859184265,0.5931164026260376,0.463581919670105,2.5925863782358403,0.5322564840316772,0.5888566374778748,0.4546831250190735,2.2723394514310065,0.5131756067276001,0.6356934905052185,0.2075758874416351,2.3866904220312914,0.4925290942192077,0.6195259094238281,0.2083502411842346,2.169182426500674,0.5129821300506592,0.6947735548019409,0.2328908145427703,0.4964323043823242,0.6855573654174805,0.3056755661964416
5,0.5697599649429321,0.5148619413375854,0.5335776805877686,0.5367656350135803,0.5138306617736816,0.4239616990089416,0.5537334680557251,0.53557288646698,0.3558538258075714,0.8095210503141261,0.5219175219535828,0.5335034132003784,0.3476828038692474,0.06495857374161108,0.5519846081733704,0.5240753293037415,0.2629778385162353,0.5300225615501404,0.5241022706031799,0.2625242173671722,0.554224967956543,0.5913915038108826,0.4332639276981354,2.5818100510791266,0.5340101718902588,0.5875246524810791,0.4747104942798614,2.279558549259,0.5129294991493225,0.6348350048065186,0.2043405920267105,2.383034346703355,0.4938907921314239,0.6194002032279968,0.2092044949531555,2.1897420317418765,0.5128402709960938,0.6944606304168701,0.2321966886520385,0.4973656833171844,0.6855993866920471,0.3024556934833526
6,0.5705536603927612,0.5155953168869019,0.5538182854652405,0.5370433330535889,0.5139736533164978,0.431317925453186,0.5539030432701111,0.5360932350158691,0.355042427778244,0.8668452808911022,0.5215394496917725,0.5335667133331299,0.3487893342971802,0.02057917791034633,0.5516351461410522,0.5239506363868713,0.2655045390129089,0.5291469693183899,0.5235351920127869,0.2604940831661224,0.5545129179954529,0.5921729803085327,0.4495184123516083,2.597374686756969,0.5336201190948486,0.5880153179168701,0.4691237807273865,2.2742816679918008,0.5144915580749512,0.6350724697113037,0.2181576639413833,2.3725993744032015,0.49248206615448,0.6197641491889954,0.2050498127937317,2.1672411340312827,0.5155852437019348,0.6948609352111816,0.2431568801403045,0.4965011477470398,0.6857426762580872,0.3126777410507202
7,0.5697232484817505,0.5153918266296387,0.547063410282135,0.5366925597190857,0.5138217806816101,0.4311868250370025,0.5549850463867188,0.5352806448936462,0.3396210670471191,0.8445220783502406,0.5214340686798096,0.5327121615409851,0.3549757599830627,0.00202705506516417,0.5523614287376404,0.5227744579315186,0.2540916204452514,0.5296355485916138,0.522600531578064,0.2612730264663696,0.5550808906555176,0.590298056602478,0.5173376798629761,2.6066276738975063,0.533388078212738,0.5857715010643005,0.4703683853149414,2.3336886786631004,0.5150759816169739,0.6351801156997681,0.227367028594017,2.4098837878654495,0.49489226937294,0.6193309426307678,0.2217056453227996,2.2446531057662438,0.5153005719184875,0.6958431005477905,0.23245470225811,0.4977554082870483,0.6856580376625061,0.2993538379669189
8,0.5698459148406982,0.5152909755706787,0.5440304279327393,0.5370229482650757,0.5134679675102234,0.4348116815090179,0.5540871620178223,0.5351901054382324,0.3414643704891205,0.7973015537751427,0.5216374397277832,0.5323030352592468,0.3526245653629303,0.11432134199331018,0.552702784538269,0.5243911147117615,0.2635845243930816,0.5304242968559265,0.5237563848495483,0.2733407616615295,0.554872989654541,0.5914440751075745,0.5057717561721802,2.5974960593141043,0.5331136584281921,0.5867152810096741,0.4630598127841949,2.3163983758978324,0.5144466757774353,0.635875403881073,0.2219680249691009,2.394117818919167,0.493248701095581,0.6197704672813416,0.2124073356389999,2.2110951468318913,0.5149973034858704,0.6954748630523682,0.2301302254199981,0.4966784417629242,0.6856895089149475,0.3070183992385864
9,0.5694783329963684,0.5155542492866516,0.5507299304008484,0.53737872838974,0.5143330097198486,0.410350501537323,0.5540904998779297,0.5360844135284424,0.3560085892677307,0.82451243679167,0.5225170850753784,0.5340059399604797,0.3362778723239898,0.02087101136116936,0.551932692527771,0.5243143439292908,0.2717804312705993,0.5296415090560913,0.5241541266441345,0.2659779191017151,0.5540207028388977,0.5927335619926453,0.4590653479099273,2.6150503049649627,0.5339414477348328,0.5890386700630188,0.4787073135375976,2.312122753836833,0.5143713355064392,0.6375582814216614,0.2267616391181945,2.4341732779613685,0.4950732290744781,0.6214690208435059,0.2200646251440048,2.220052891460812,0.5133801698684692,0.6965868473052979,0.2204700261354446,0.4980928301811218,0.68693608045578,0.3165093064308166
10,0.5704585909843445,0.5157365798950195,0.5353383421897888,0.5364394783973694,0.5143322944641113,0.4144107699394226,0.556090772151947,0.5361088514328003,0.3536233305931091,1.0383801253092908,0.5214430093765259,0.5334246158599854,0.3422345817089081,0.03333371575070975,0.5512041449546814,0.5252866148948669,0.2776331007480621,0.5278750061988831,0.525775134563446,0.3236722946166992,0.5537429451942444,0.5927796363830566,0.4580757915973663,2.64224975737569,0.5321819186210632,0.5888085961341858,0.4469925463199615,2.3314820971418673,0.5150495767593384,0.6375246644020081,0.2305785119533538,2.4379418628108662,0.4935974478721618,0.6215447783470154,0.2109593152999878,2.223015578806187,0.5145015716552734,0.6961602568626404,0.2219981849193573,0.4969690144062042,0.6871302127838135,0.3113396465778351
11,0.5680966973304749,0.5146914720535278,0.5089686512947083,0.535520076751709,0.513698160648346,0.4204798638820648,0.560070276260376,0.5323355197906494,0.3387304842472076,1.0936233081513382,0.5212163925170898,0.5325614809989929,0.3364141285419464,0.14307481940189798,0.5532639622688293,0.523685872554779,0.2667976319789886,0.529955267906189,0.5239347219467163,0.2631937563419342,0.5537385940551758,0.5911533236503601,0.5086637735366821,2.6826608504887095,0.5318189859390259,0.5870751142501831,0.4453318119049072,2.3869668782744977,0.5180943012237549,0.6385751962661743,0.2524997591972351,2.5172454684258128,0.4954351186752319,0.6220582723617554,0.2220574021339416,2.3050582908799866,0.5169110298156738,0.6971326470375061,0.2245651632547378,0.4974744021892547,0.6867516040802002,0.303524374961853
12,0.5683220028877258,0.5146341323852539,0.5172220468521118,0.5356259346008301,0.514488697052002,0.4057022929191589,0.5601145625114441,0.5326595306396484,0.3380961418151855,1.121375728826282,0.521296501159668,0.5332031846046448,0.3350853323936462,0.12110289594119084,0.5530112981796265,0.5241245627403259,0.2638385891914367,0.529609203338623,0.5247084498405457,0.2600179314613342,0.553723156452179,0.5907146334648132,0.5113446712493896,2.650255489281261,0.532505989074707,0.5870867967605591,0.4596701264381408,2.395756922077099,0.5156811475753784,0.6376694440841675,0.2372229099273681,2.4886738713606866,0.497704416513443,0.6216534376144409,0.2291432023048401,2.332348567775805,0.5140300393104553,0.696620523929596,0.2208750694990158,0.4990407824516296,0.686962902545929,0.2899088263511657
13,0.5694660544395447,0.5146304965019226,0.5087448954582214,0.5362915396690369,0.5143487453460693,0.4115152359008789,0.5612947940826416,0.5323472023010254,0.3363345265388489,1.2686329496232973,0.5226253271102905,0.5335193276405334,0.3389575481414795,0.06205761194748954,0.5528046488761902,0.5246831178665161,0.2690872550010681,0.5288821458816528,0.5258037447929382,0.2624898850917816,0.5544883012771606,0.5922613143920898,0.4485472738742828,2.62415230225569,0.5323590636253357,0.5890599489212036,0.4621583521366119,2.3160993810362323,0.5156338214874268,0.6376459002494812,0.239879161119461,2.423675928202232,0.4929050207138061,0.621803343296051,0.218615248799324,2.1948238507623494,0.5162220597267151,0.6971666812896729,0.2221628278493881,0.4974114000797272,0.68730628490448,0.3090465366840362
14,0.5686711072921753,0.5158425569534302,0.5317326188087463,0.5366091728210449,0.5145341753959656,0.410319983959198,0.5561794638633728,0.5358560681343079,0.3469829559326172,0.9948180473331661,0.5224692821502686,0.5334200859069824,0.3316689729690552,0.05396125664356948,0.5512463450431824,0.5252904891967773,0.2636701166629791,0.5275990962982178,0.5257371068000793,0.2579834461212158,0.5547366738319397,0.5927866697311401,0.4675618708133697,2.368673658292811,0.533423900604248,0.5897862315177917,0.4800205528736114,2.2810710571209545,0.5058785676956177,0.6275726556777954,0.3251154720783233,2.049476368907695,0.4934662878513336,0.6213111281394958,0.2225587218999862,2.158777777597718,0.5164113640785217,0.7022926211357117,0.2417119145393371,0.4987349212169647,0.6870363354682922,0.3078913688659668
15,0.5697950720787048,0.5154809355735779,0.536834716796875,0.5365104675292969,0.5147789120674133,0.4075495600700378,0.5563474297523499,0.5361943244934082,0.3470246195793152,1.1408965368471393,0.5213642120361328,0.534414529800415,0.3313570618629455,0.0022459944350546046,0.5498413443565369,0.5259328484535217,0.2723397612571716,0.5269798040390015,0.5271005630493164,0.3167099356651306,0.555424690246582,0.5928451418876648,0.4714536368846893,2.361153607174978,0.5333815217018127,0.5897505283355713,0.4835212528705597,2.2741777710425906,0.5059729218482971,0.6271656155586243,0.3255968987941742,2.0282444485291826,0.4928836524486542,0.6212896704673767,0.2254102230072021,2.163269034994582,0.516442060470581,0.6967877745628357,0.222243845462799,0.4974238872528076,0.6867972612380981,0.3126102983951568
16,0.5710099339485168,0.5148580074310303,0.5248624086380005,0.5370541214942932,0.5141453146934509,0.4219104647636413,0.555108368396759,0.5364088416099548,0.348062127828598,1.2152878446699191,0.5218029618263245,0.5343480110168457,0.3351976871490478,0.03662734506247032,0.5487403273582458,0.5266806483268738,0.2654623389244079,0.5266193747520447,0.5274568796157837,0.3182697594165802,0.5560324192047119,0.593414843082428,0.4757848381996155,2.351289773680726,0.5334242582321167,0.5897150635719299,0.4850979745388031,1.9921950267172914,0.5044415593147278,0.628114640712738,0.3183142244815826,2.0084671261196876,0.474753201007843,0.6127013564109802,0.3578104674816131,1.659996412919293,0.516069233417511,0.7028115391731262,0.2449672669172287,0.4966490864753723,0.6876591444015503,0.3325870335102081
17,0.5714366436004639,0.5153058767318726,0.5279170870780945,0.5374565124511719,0.5141499042510986,0.4256362617015838,0.5546503663063049,0.5362444519996643,0.3454567790031433,1.2134549701951443,0.5213132500648499,0.5339604020118713,0.340849220752716,0.1345581745702122,0.548751175403595,0.5263512134552002,0.2754999697208404,0.5256156921386719,0.5269302129745483,0.3234260976314544,0.5557894110679626,0.5932326912879944,0.4740380346775055,2.3875352409987394,0.5325011014938354,0.5892510414123535,0.4681041538715362,2.143725822600949,0.5057581663131714,0.6288433074951172,0.3313778340816498,2.0403564902466496,0.4823538362979889,0.6171069145202637,0.225559577345848,1.9724617478696296,0.5169273018836975,0.703238308429718,0.2562845945358276,0.4895600080490112,0.6852386593818665,0.3025777041912079
18,0.5697635412216187,0.5157531499862671,0.5502448081970215,0.5374962687492371,0.5148624181747437,0.4120607078075409,0.5529888272285461,0.5361967086791992,0.3359638154506683,1.3847108954802534,0.5213968753814697,0.5343934893608093,0.3373388648033142,0.12977351148603858,0.5441374778747559,0.5256360769271851,0.2515794932842254,0.5263622999191284,0.5264666080474854,0.3223200142383575,0.5556671023368835,0.5928667783737183,0.4958379566669464,2.3447505583093045,0.5338171720504761,0.5884647965431213,0.4794436395168304,2.28945594518281,0.5033299326896667,0.6281486749649048,0.3163152933120727,1.989833945125974,0.491246610879898,0.6221025586128235,0.2240681499242782,2.163258158228778,0.5165801048278809,0.703479528427124,0.2503275275230407,0.4962862730026245,0.6880655288696289,0.3304372131824493
19,0.569182813167572,0.5157856345176697,0.5424209833145142,0.5373510122299194,0.5142090320587158,0.4263023138046264,0.5524156093597412,0.5366982221603394,0.3335016369819641,1.3372455788565256,0.5212815999984741,0.5331916213035583,0.3396767973899841,0.0738985602433606,0.5439246296882629,0.5257897973060608,0.2499706745147705,0.526547908782959,0.5259471535682678,0.3224304020404815,0.5547688007354736,0.5928813219070435,0.4976966679096222,2.3436790265304634,0.5326632261276245,0.5877470970153809,0.4667761027812958,2.1598342743331145,0.5016989707946777,0.6282651424407959,0.3109287321567535,1.9821728042624904,0.4820571541786194,0.6170846819877625,0.2254788726568222,1.9049149040451485,0.5150538086891174,0.703065812587738,0.2473229169845581,0.4957988262176513,0.6880549192428589,0.3334155082702636
20,0.5693008899688721,0.5164881944656372,0.5577706098556519,0.536716878414154,0.5146844387054443,0.4183874428272247,0.5532033443450928,0.5370973944664001,0.3383396565914154,1.4038721244834493,0.5209095478057861,0.5336607694625854,0.3392446339130401,0.14664796999265564,0.5433440208435059,0.5263163447380066,0.2572082579135895,0.5251896381378174,0.5266466736793518,0.3180238902568817,0.5547376871109009,0.5930318832397461,0.5002688765525818,2.3630595321705385,0.532474160194397,0.5879833698272705,0.4616555869579315,2.1741906472764434,0.5029462575912476,0.628788411617279,0.3161560595035553,2.030754717853295,0.4841525256633758,0.6173163056373596,0.2268328368663787,1.9385885362366893,0.5137218832969666,0.7029487490653992,0.2491001635789871,0.4968893527984619,0.6882019639015198,0.3407028913497925
21,0.5690176486968994,0.5162796378135681,0.5445078015327454,0.5370683073997498,0.5147649645805359,0.4109299480915069,0.5547815561294556,0.5365515351295471,0.3378655314445495,1.121082203169389,0.5214601159095764,0.5340858697891235,0.3370064496994018,0.1459025066185913,0.5488246083259583,0.5258729457855225,0.269147515296936,0.5259289741516113,0.5265213251113892,0.314345121383667,0.5551906824111938,0.5925124287605286,0.5115783214569092,2.368567126681723,0.5328962802886963,0.5877130627632141,0.4683465361595154,2.1766979907420705,0.5050531625747681,0.6281808018684387,0.3351891934871673,2.0418593529424913,0.4853383898735046,0.616790771484375,0.2247970253229141,2.0384361808766056,0.5152692198753357,0.6970432996749878,0.2313659340143203,0.490818053483963,0.684182345867157,0.2916467189788818
