frame,time,nose_x,nose_y,nose_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence
327,6.54,0.5407508,0.4878187,0.7115158,0.5739362,0.5401416,0.64061487,0.53850776,0.5419654,0.774991,0.5328111,0.59673995,0.5848752,0.5288177,0.59805244,0.7034431,0.53240705,0.5410533,0.49397802,0.5306171,0.54112226,0.40021878,0.55487436,0.66991985,0.7621495,0.53001577,0.66410184,0.7647457,0.4912427,0.7198108,0.70496833,0.47213158,0.71011925,0.8528815,0.4981455,0.8625246,0.80327475,0.47684655,0.84383374,0.8179662
328,6.56,0.54090947,0.48784208,0.70762503,0.5736224,0.5410636,0.5802541,0.53781927,0.5414377,0.72293454,0.5322996,0.5968559,0.5859257,0.52857774,0.5982452,0.67310137,0.53133374,0.541993,0.57464564,0.5306255,0.54107654,0.483921,0.5560618,0.67056614,0.7730788,0.5307038,0.66378635,0.73664844,0.49059364,0.7179669,0.6085788,0.47239453,0.7105202,0.6592791,0.49781206,0.86298543,0.872672,0.47730732,0.84267724,0.92496496
329,6.58,0.54074466,0.48719245,0.5654202,0.57261044,0.53981405,0.6651357,0.53905433,0.54191226,0.71667653,0.5331523,0.594468,0.5347387,0.5285671,0.59555846,0.7429742,0.5323643,0.53919476,0.38935092,0.5306088,0.53898877,0.41327602,0.55547917,0.67136776,0.73874545,0.53033304,0.6658499,0.7477796,0.4919611,0.72076386,0.740818,0.47230342,0.70980036,0.88065946,0.4979613,0.86440724,0.8225049,0.47730288,0.8420591,0.93888193
330,6.6,0.5407277,0.4870294,0.7413097,0.5723325,0.5398391,0.6984679,0.5390758,0.5413541,0.7292824,0.53251916,0.59663606,0.5696188,0.5293401,0.5972949,0.6288147,0.5321788,0.542341,0.40730882,0.53108823,0.5430454,0.4956823,0.5568004,0.6693921,0.7590382,0.5317965,0.66329616,0.79617244,0.49089676,0.71916294,0.63628197,0.47221902,0.7087481,0.7453281,0.49820584,0.86432076,0.7993501,0.4776821,0.84272355,0.9354333
331,6.62,0.5411756,0.48756924,0.6062411,0.5726076,0.53931284,0.71754175,0.5397168,0.54074585,0.69583315,0.532629,0.5969321,0.57835543,0.52939844,0.5983454,0.52323794,0.53281504,0.5410928,0.41055328,0.5315646,0.54113215,0.43309656,0.55354095,0.67201513,0.67079306,0.52895945,0.6651069,0.6639521,0.49147505,0.7207447,0.5248664,0.47215974,0.7094815,0.7833061,0.49739438,0.86471,0.82390076,0.47790673,0.8434185,0.81749564
332,6.64,0.5408527,0.487035,0.5988086,0.57264364,0.5417539,0.59242946,0.5398573,0.5413749,0.76654726,0.5323418,0.5975308,0.6357065,0.52822405,0.59753424,0.6473757,0.53155243,0.5439294,0.5647328,0.5305997,0.5386596,0.41143528,0.55512214,0.6709284,0.7446308,0.530579,0.6644282,0.77687675,0.49140507,0.7188118,0.66323084,0.47227243,0.7098805,0.72685957,0.49810636,0.86380446,0.8357675,0.47767285,0.84366447,0.8864834
333,6.66,0.540601,0.4874912,0.6237862,0.5727873,0.5390071,0.63129514,0.539768,0.5430584,0.7818469,0.53274566,0.5971437,0.5192417,0.52871966,0.5979585,0.73305357,0.5320412,0.5423999,0.47183633,0.5304964,0.5428381,0.4625901,0.55642766,0.66975176,0.8112971,0.5316892,0.6642882,0.81952685,0.4906157,0.7207001,0.55708486,0.47175607,0.71026546,0.6571803,0.49831715,0.864794,0.8632262,0.47758386,0.8425371,0.92288417
334,6.68,0.54099464,0.48724326,0.707404,0.5723,0.53943795,0.78541815,0.5393155,0.54071283,0.7083894,0.5325898,0.5972456,0.63604283,0.5292894,0.597916,0.63331264,0.5322434,0.5414071,0.40696356,0.5318493,0.53752375,0.38996685,0.5560505,0.6714579,0.7169116,0.53061056,0.6662049,0.7166527,0.49311203,0.7212948,0.6927944,0.47275263,0.70934635,0.8570148,0.49813214,0.86562186,0.85601616,0.47755092,0.84260696,0.9173425
335,6.7,0.54101354,0.48746952,0.78273934,0.5725118,0.5394399,0.7689867,0.5385469,0.5418969,0.71847934,0.5326372,0.59658134,0.56997806,0.52794933,0.59689844,0.76153594,0.53201425,0.54295707,0.58747965,0.530893,0.54239154,0.4771677,0.55657214,0.66925496,0.79030794,0.5321343,0.6635166,0.8101235,0.49055198,0.71967256,0.6091404,0.47228146,0.707871,0.7690769,0.49794787,0.8635846,0.86632615,0.47732326,0.84116405,0.9410952
336,6.72,0.54074407,0.48808578,0.62594885,0.57256866,0.53837514,0.7624217,0.53990895,0.5405656,0.71777886,0.5322808,0.5974405,0.6250012,0.5292361,0.5983515,0.59190786,0.5322973,0.54153305,0.4680485,0.53138626,0.54156667,0.44986883,0.5544014,0.67113423,0.7024413,0.52968514,0.6637837,0.6612851,0.49170077,0.7193904,0.6606162,0.47226042,0.709166,0.80656546,0.49723944,0.8652868,0.82017624,0.47765073,0.84394497,0.8472086
337,6.74,0.540769,0.48891217,0.7982408,0.5736628,0.53914195,0.68211937,0.5386396,0.5422806,0.8268777,0.5323194,0.59802777,0.6704922,0.5281866,0.59851676,0.75913554,0.53179526,0.54307264,0.6410551,0.5306308,0.5387471,0.4849088,0.55741715,0.66856986,0.8513466,0.53222346,0.6627423,0.81936014,0.490527,0.7179239,0.69610554,0.47203052,0.7085449,0.80111545,0.4978806,0.8637996,0.80889714,0.47725278,0.842736,0.77580553
