frame,time,nose_x,nose_y,nose_confidence,left_ear_x,left_ear_y,left_ear_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence
303,6.06,0.4802688,0.48575887,0.68351597,0.5062245,0.4790012,0.47055185,0.52456504,0.54460645,0.7370257,0.48112044,0.5401954,0.82871807,0.52345616,0.6430681,0.82179385,0.47832933,0.6191009,0.5556728,0.4837559,0.69663686,0.5650494,0.47418612,0.68836284,0.6674629,0.5235373,0.6841147,0.77966243,0.4923473,0.67644924,0.6871592,0.4704109,0.75146925,0.6460624,0.44154224,0.72855836,0.7959596,0.48548916,0.8692975,0.7867756,0.4682239,0.8411769,0.77331614
304,6.08,0.4795194,0.4862036,0.56609994,0.5063476,0.47974056,0.6267658,0.5242301,0.5449399,0.8171395,0.48109013,0.5401694,0.58596534,0.52245504,0.64371437,0.84849447,0.4792899,0.6190758,0.6755737,0.48352572,0.6966196,0.54879,0.47349963,0.68862146,0.6741674,0.52352047,0.68210065,0.73089397,0.49330032,0.6757252,0.6850777,0.46979994,0.7522002,0.6418551,0.441266,0.7294957,0.80219704,0.48664787,0.8696246,0.8770939,0.46804756,0.84129924,0.77556455
305,6.1,0.47933906,0.48625156,0.7585933,0.5062691,0.47961256,0.719097,0.5246298,0.5457887,0.8344535,0.48130715,0.5393849,0.7531185,0.5223988,0.6438166,0.8829795,0.4787479,0.61892027,0.6960321,0.48326647,0.69635445,0.5991708,0.47407153,0.6875276,0.75494695,0.52367806,0.68179315,0.7968046,0.49240604,0.6741072,0.73246634,0.470123,0.75124735,0.78285646,0.4410638,0.7288248,0.8495983,0.48669803,0.8712077,0.92247564,0.4683862,0.84150887,0.7568363
306,6.12,0.47936174,0.486557,0.69280386,0.50635344,0.4796554,0.64141846,0.52463377,0.54563576,0.7864688,0.48114237,0.5393204,0.77725744,0.52258533,0.6437605,0.8296115,0.47887605,0.61917394,0.7003216,0.48302287,0.69602376,0.5417562,0.47432995,0.68794733,0.7065783,0.5241909,0.6838273,0.80628735,0.49338278,0.67631775,0.65883845,0.4700574,0.75103486,0.5772178,0.44119614,0.7297879,0.70383674,0.48710516,0.86924165,0.81510013,0.46785843,0.8444317,0.7892659
307,6.14,0.47986403,0.48631293,0.6585278,0.50573754,0.47989964,0.54480356,0.5245349,0.54514337,0.767827,0.481147,0.5390112,0.7557985,0.52289087,0.64313877,0.80593586,0.478908,0.61888826,0.6478385,0.48354128,0.6942512,0.57284045,0.47394624,0.68788314,0.63040286,0.52331465,0.68497336,0.7466913,0.49232805,0.6773518,0.6627892,0.46997038,0.75273526,0.5901457,0.44109288,0.72961164,0.7158946,0.48615637,0.86964,0.806263,0.46843764,0.84193105,0.76057047
308,6.16,0.4802346,0.48568758,0.5703309,0.5051882,0.48001957,0.63571227,0.5239728,0.54525936,0.69750535,0.48170575,0.5385664,0.7680485,0.5225266,0.6427626,0.79585606,0.47942355,0.61863077,0.5670142,0.4851024,0.6945554,0.49019712,0.47345245,0.6882962,0.5721824,0.5220635,0.68263084,0.59205794,0.49172285,0.6750116,0.5779313,0.47062942,0.7544079,0.39242584,0.44069058,0.72817147,0.7384736,0.4846817,0.8696306,0.787024,0.467537,0.84212995,0.75749964
309,6.18,0.48037156,0.48531783,0.6870759,0.50485444,0.48036504,0.4809138,0.5243532,0.5424234,0.6641999,0.4814294,0.5381808,0.7136514,0.52308995,0.6437423,0.8985468,0.4793087,0.6169656,0.5051282,0.483119,0.6945619,0.6308969,0.47358096,0.6871833,0.7530496,0.52399427,0.6810034,0.7689747,0.49306765,0.67494595,0.70246536,0.46910104,0.7510439,0.69255394,0.44062653,0.72795486,0.80560476,0.48639354,0.86992925,0.87645906,0.46790132,0.84188795,0.8578964
310,6.2,0.4798687,0.48653388,0.6309651,0.50552696,0.48034516,0.740185,0.52464455,0.5439042,0.85075366,0.48052529,0.53764254,0.80859864,0.5224081,0.64417,0.8736149,0.47824916,0.61777604,0.70578927,0.48301506,0.69644254,0.6528161,0.47412634,0.688199,0.75511813,0.52481097,0.68210155,0.84805596,0.49387562,0.67420983,0.729038,0.47000822,0.7511607,0.7092683,0.44084913,0.72923493,0.8328054,0.48656863,0.8691751,0.8247606,0.4684076,0.84349453,0.7494109
311,6.22,0.47872832,0.48640794,0.6443172,0.50628096,0.48013815,0.82994026,0.5248425,0.5418604,0.8920179,0.4792172,0.5363643,0.7924052,0.5228551,0.64445347,0.8407328,0.47783184,0.61884516,0.7115614,0.48301035,0.6966829,0.6948298,0.4746392,0.68957835,0.6259014,0.52493775,0.68360126,0.88351965,0.492836,0.6753237,0.7481177,0.4699166,0.7511081,0.77766293,0.4408993,0.7279393,0.8731489,0.48595163,0.87064534,0.8874745,0.46812126,0.84133214,0.7862677
312,6.24,0.47889206,0.48692027,0.6858301,0.50573725,0.4793794,0.8237387,0.5239058,0.5419103,0.68535334,0.48002008,0.53789425,0.8688667,0.5230421,0.6437155,0.8805035,0.47799912,0.6192807,0.7407515,0.48289105,0.69807684,0.6477849,0.4734251,0.6897087,0.792785,0.52495235,0.68232536,0.8357422,0.49356797,0.67576873,0.75345,0.46998164,0.7529047,0.74266726,0.44103315,0.7275518,0.8961381,0.48521888,0.86931694,0.8723174,0.46833643,0.8415878,0.7681373
313,6.26,0.4780712,0.48744896,0.7821976,0.5060294,0.48090973,0.86441046,0.5249064,0.54136455,0.9191177,0.47806957,0.53651625,0.77357537,0.5233042,0.64462864,0.866519,0.47749,0.61801285,0.74114543,0.48310253,0.6973062,0.66497624,0.47429433,0.69041926,0.6478269,0.5268698,0.680601,0.83752394,0.49447364,0.67405176,0.78836215,0.4702104,0.7512632,0.81718755,0.44067758,0.72808903,0.89154553,0.48496053,0.8686269,0.82744616,0.46839672,0.8417449,0.82095194
314,6.28,0.47841454,0.48659843,0.6741469,0.50590056,0.48195732,0.6515086,0.52394617,0.541188,0.6813452,0.4783087,0.5364724,0.8943035,0.52359664,0.6441759,0.859315,0.47705644,0.6203524,0.782791,0.48373017,0.6960915,0.65788674,0.47522813,0.689235,0.5839058,0.5254497,0.6822963,0.8696918,0.49260205,0.67622805,0.6316178,0.4702529,0.7506578,0.76922864,0.44125134,0.72749645,0.7740878,0.48498023,0.8714239,0.8145104,0.46804938,0.84502494,0.80863297
315,6.3,0.47838593,0.48802444,0.8131577,0.50490516,0.4812308,0.70861477,0.5234091,0.5425136,0.72852594,0.47920698,0.5375025,0.8154249,0.5234182,0.6447464,0.8501186,0.47775185,0.6177777,0.7401931,0.4834846,0.6971477,0.65633976,0.47351775,0.6889101,0.7972781,0.5249989,0.6826414,0.84439147,0.4935022,0.6761727,0.7514169,0.4703282,0.7522568,0.7639965,0.44134963,0.7269338,0.9033302,0.48528403,0.87072235,0.84213823,0.46724293,0.8416433,0.83084714
316,6.32,0.47752476,0.48846158,0.7761132,0.50478035,0.48189268,0.67604834,0.52330595,0.5418618,0.7046457,0.4773246,0.5380462,0.72115,0.5236778,0.64490414,0.87437457,0.47724164,0.61851186,0.70832235,0.4839043,0.69670355,0.64105165,0.47367367,0.6882368,0.7876707,0.5258381,0.68176395,0.8448174,0.49410665,0.6753173,0.77354544,0.47067848,0.75155294,0.79193234,0.4412504,0.7279418,0.9128518,0.4857044,0.8687373,0.85860384,0.46842623,0.8415537,0.8278371
317,6.34,0.47587427,0.49048206,0.7978985,0.50296515,0.48228908,0.856795,0.52324456,0.5426834,0.67821383,0.477136,0.53758407,0.87596226,0.52400315,0.6450855,0.87263846,0.47633097,0.6189602,0.7438823,0.48401672,0.69640297,0.6452158,0.4751516,0.6890999,0.58817774,0.5252789,0.6819774,0.85107106,0.49312207,0.6751796,0.7506428,0.47071317,0.7497589,0.77161807,0.44147125,0.7273614,0.87594026,0.4853274,0.8691589,0.77571416,0.46809074,0.84103686,0.7654414
318,6.36,0.47506398,0.49120575,0.78488976,0.5025381,0.4833364,0.84862924,0.5226646,0.5439056,0.7376671,0.47636235,0.5378926,0.89221245,0.52455264,0.6454539,0.90852994,0.4764098,0.6218462,0.7101569,0.48357996,0.69755524,0.64296365,0.47367898,0.6919522,0.6481523,0.5256611,0.68199134,0.85977536,0.4946565,0.6759983,0.7675664,0.4711741,0.75205815,0.7438699,0.4413533,0.72820127,0.8890891,0.48584113,0.86868954,0.8278708,0.4693607,0.841324,0.84259045
319,6.38,0.47531846,0.4913999,0.75632244,0.5018976,0.48295084,0.7716724,0.5212482,0.54536337,0.8107375,0.47610137,0.54236645,0.852072,0.5250817,0.64539695,0.8657117,0.47618416,0.6220969,0.720486,0.48441228,0.6967913,0.5989713,0.47509834,0.68940413,0.7156731,0.52468896,0.6827003,0.810884,0.49331295,0.67716765,0.56601053,0.47128198,0.7510689,0.73963594,0.44175538,0.7282975,0.8649574,0.48535892,0.86798865,0.7769642,0.4688691,0.8406058,0.8327158
320,6.4,0.47361234,0.4920588,0.5745435,0.5011113,0.48451978,0.4792058,0.5213474,0.5491661,0.83269936,0.47634727,0.5416787,0.8178452,0.5239776,0.64703214,0.84232426,0.47684795,0.6248185,0.66034424,0.48387,0.697738,0.5572859,0.47483486,0.6920962,0.5904006,0.52603734,0.67964214,0.88383174,0.4948866,0.6746405,0.7044732,0.47175792,0.7501619,0.6858111,0.4418464,0.72811836,0.86128366,0.48623428,0.8685445,0.780921,0.46892044,0.84141546,0.70204085
321,6.42,0.47251174,0.49413761,0.7122399,0.498975,0.48546827,0.68485093,0.5212829,0.5481234,0.8134237,0.4750414,0.54333913,0.89733106,0.5256268,0.645689,0.8916869,0.47646242,0.6244371,0.7801431,0.48419353,0.6968676,0.5964676,0.47559166,0.69167787,0.58007824,0.5251471,0.68095917,0.8274227,0.49328318,0.6768109,0.62203085,0.4718343,0.74868226,0.7438772,0.44214413,0.72779036,0.8792912,0.4858298,0.8675116,0.73092794,0.46863028,0.84371597,0.8245526
322,6.44,0.4708152,0.4952938,0.7286975,0.49844167,0.48557073,0.61214906,0.5203416,0.54880637,0.8747429,0.47398713,0.5434724,0.8742611,0.52546144,0.64679575,0.87676865,0.4755557,0.6249278,0.80439556,0.48396447,0.69717354,0.6043551,0.47518367,0.68988407,0.6759478,0.5262547,0.68077224,0.7741945,0.4934234,0.67535263,0.7419893,0.47185093,0.74982345,0.7633145,0.44151005,0.72757876,0.86733276,0.48568422,0.86878335,0.82392764,0.46797517,0.8446224,0.8512515
323,6.46,0.4707604,0.49512935,0.69997305,0.4978707,0.48547226,0.6982396,0.51951754,0.5479573,0.80155075,0.4728914,0.5431845,0.80071306,0.52519137,0.6469995,0.90750414,0.47542694,0.62431085,0.7578156,0.48427376,0.6975062,0.609453,0.47518697,0.6919977,0.5996177,0.52678084,0.68126583,0.81849164,0.49378952,0.67631507,0.6104721,0.47178444,0.74978954,0.7489721,0.441963,0.72804445,0.8919569,0.48584872,0.8676537,0.79020125,0.46918967,0.84417886,0.8447455
324,6.48,0.46954906,0.4958235,0.5567281,0.49741015,0.48638555,0.49045357,0.51867765,0.54915893,0.6276927,0.47240275,0.54353136,0.7318131,0.5265254,0.6477644,0.8262007,0.47511762,0.6222646,0.669367,0.4844201,0.6969042,0.47672513,0.4756223,0.688198,0.60309345,0.5237284,0.6818094,0.75704795,0.49316198,0.67676955,0.5036655,0.47158465,0.7510335,0.67265624,0.44212192,0.72755766,0.7459442,0.48613504,0.8677346,0.71860147,0.46861547,0.84333354,0.8189164
325,6.5,0.4683431,0.49699566,0.66411364,0.4963136,0.4871465,0.62147635,0.51729906,0.55084896,0.69930094,0.47028542,0.5443917,0.7124568,0.5250172,0.6479316,0.8211523,0.47446984,0.62703264,0.71945274,0.48337612,0.69897246,0.5540566,0.47380695,0.69312,0.6184245,0.52536935,0.6819116,0.77031827,0.4931976,0.67779475,0.58679825,0.47187138,0.7510404,0.6880022,0.44162342,0.7284952,0.87970024,0.4863901,0.86911935,0.871674,0.46881038,0.8439335,0.8044231
326,6.52,0.4667034,0.49836573,0.76600033,0.49358934,0.48869133,0.67814535,0.51621324,0.55166817,0.7707457,0.46967286,0.543886,0.86466855,0.52429044,0.64816195,0.86879796,0.4733345,0.6260348,0.7019827,0.48363513,0.6983201,0.56201124,0.47376338,0.6922949,0.6789892,0.52514285,0.68117464,0.7704406,0.4932925,0.67471033,0.7206553,0.471443,0.75107193,0.7690118,0.44174775,0.72817236,0.8266099,0.4857817,0.8696355,0.8261918,0.4681703,0.8437518,0.74793947
327,6.54,0.4647186,0.4993232,0.6970966,0.4929481,0.488699,0.7531804,0.5160405,0.5502494,0.6154919,0.46794096,0.54408795,0.84018195,0.52447444,0.64760315,0.7967773,0.47295097,0.6262727,0.83403206,0.48344263,0.6975476,0.67304355,0.4742157,0.690811,0.6993583,0.526821,0.6796652,0.86757433,0.49361202,0.6741314,0.74134266,0.4714361,0.75055724,0.80012167,0.44129047,0.7282817,0.89505565,0.48591915,0.8678089,0.83019537,0.46844447,0.84486014,0.7980473
328,6.56,0.4632627,0.49996135,0.7298807,0.490379,0.49080426,0.7653342,0.5137774,0.5524307,0.6473441,0.46675646,0.54737616,0.89747155,0.52476764,0.647641,0.74180794,0.47241497,0.6257565,0.764088,0.48228332,0.6975755,0.6669456,0.47320276,0.6914118,0.68492,0.52375805,0.6793324,0.7932565,0.49229532,0.6744125,0.70417,0.47186145,0.75105244,0.60907304,0.44151542,0.7291361,0.84765756,0.48603365,0.8676361,0.7713937,0.46832916,0.843656,0.84753144
329,6.58,0.46070528,0.5003344,0.46557227,0.48900205,0.49210724,0.5797516,0.5108877,0.5550769,0.751955,0.46609935,0.54846627,0.8533031,0.52348775,0.6477114,0.7341123,0.4718761,0.62885654,0.7516554,0.48218063,0.697662,0.64491117,0.47335708,0.69153327,0.6600035,0.52363884,0.67753446,0.71576965,0.49169523,0.6731172,0.7008207,0.47182968,0.75161034,0.5844669,0.4408487,0.73047304,0.8612094,0.4862493,0.8689305,0.86104023,0.468227,0.844414,0.80958664
330,6.6,0.45815554,0.5036034,0.7327742,0.48724502,0.49326053,0.7436318,0.50989586,0.55184776,0.66010064,0.4627868,0.5477658,0.6853924,0.52244943,0.6470833,0.92379576,0.4692785,0.6265635,0.6246304,0.48066255,0.6976258,0.71710545,0.47240838,0.6918207,0.64818794,0.5255725,0.6759811,0.8948169,0.4915771,0.6715243,0.7389497,0.47094077,0.7535757,0.68892634,0.44059524,0.7321497,0.897005,0.48694417,0.86786205,0.90705806,0.46927124,0.8412219,0.8522037
331,6.62,0.4565543,0.50415987,0.7585874,0.48521596,0.49420437,0.67071,0.5077252,0.55014616,0.7319514,0.46245685,0.54933,0.7898841,0.52145743,0.64558893,0.8670286,0.46881425,0.6282807,0.76764405,0.48071063,0.6956844,0.71113646,0.4735094,0.69224316,0.52296805,0.526177,0.6754982,0.81303895,0.49250707,0.6737114,0.5793067,0.4709977,0.75256664,0.726905,0.4408968,0.7316533,0.9209631,0.4859167,0.8670644,0.74214476,0.46947488,0.8418942,0.8761425
332,6.64,0.45454326,0.50528264,0.6956805,0.48275897,0.4958556,0.7130126,0.5053132,0.5495019,0.81318533,0.4600476,0.55218273,0.8598767,0.5192801,0.64600813,0.88474554,0.46849823,0.62924576,0.8054,0.47988415,0.69286025,0.74721515,0.47241068,0.68817395,0.6004063,0.5256945,0.6749796,0.8956175,0.49133238,0.6727001,0.7319776,0.47036612,0.75367016,0.7725777,0.4397769,0.73229575,0.78700715,0.48595247,0.8681764,0.7056737,0.46976218,0.84430605,0.81645703
333,6.66,0.453394,0.5061486,0.69902915,0.4816462,0.49637264,0.64877915,0.50339127,0.5503194,0.6678691,0.45970276,0.55180997,0.8261798,0.5177937,0.6454614,0.8348615,0.46675143,0.6266245,0.68956786,0.4789042,0.68972445,0.6929378,0.47147802,0.6845253,0.52936745,0.52359134,0.67282605,0.88923323,0.49011067,0.6720706,0.67917436,0.4703434,0.7530946,0.80054533,0.44057244,0.7318587,0.7195985,0.48558053,0.86655617,0.6144904,0.4695235,0.8427033,0.84465766
334,6.68,0.4506454,0.5066566,0.7723178,0.47954783,0.49653834,0.8050256,0.502615,0.54905856,0.80444443,0.4547238,0.5498737,0.73473,0.51497203,0.646252,0.87918717,0.46510956,0.62706834,0.7570154,0.47619823,0.6881851,0.7613663,0.46890905,0.68099433,0.5656352,0.5263396,0.66914755,0.89219826,0.48957458,0.66890794,0.6590868,0.4681581,0.7523501,0.8388204,0.4401273,0.73060054,0.8621855,0.48575082,0.86778575,0.80895823,0.46838844,0.84324443,0.9335048
335,6.7,0.44892013,0.5054011,0.5754032,0.4772642,0.49774423,0.61471236,0.5003035,0.5501157,0.76329905,0.45445663,0.55125684,0.82390624,0.5139592,0.6463607,0.92313594,0.46452963,0.6248413,0.6129916,0.4736767,0.6856484,0.76914746,0.46632412,0.6796235,0.58719933,0.5251903,0.66977596,0.8997694,0.4891597,0.66883886,0.7283006,0.467547,0.7532834,0.82392085,0.44006118,0.733392,0.77036166,0.4868305,0.86852753,0.832252,0.46745473,0.84421444,0.9315293
336,6.72,0.4473866,0.50405955,0.66174203,0.47541374,0.4965405,0.713807,0.49862045,0.5500639,0.6913549,0.45326853,0.5493486,0.8431703,0.5121486,0.647747,0.85376203,0.46179602,0.6236168,0.7584788,0.47058704,0.68618864,0.62049073,0.4646072,0.68053114,0.5715271,0.52395487,0.6689047,0.9117181,0.4880255,0.6689053,0.7118614,0.46668884,0.75311774,0.7892045,0.44030148,0.73334634,0.6835974,0.4854455,0.8697921,0.90578514,0.46774358,0.8440128,0.89930636
337,6.74,0.44427374,0.503306,0.580901,0.4732974,0.4947719,0.709476,0.49727765,0.5485061,0.6945457,0.4507578,0.5477669,0.8330609,0.5092497,0.6472,0.8295133,0.4594899,0.6259349,0.8044718,0.46869564,0.68787074,0.57033306,0.46114132,0.68279874,0.5525398,0.52361476,0.66696,0.88636196,0.48681358,0.6685359,0.7151647,0.4654776,0.75354636,0.8000059,0.43895608,0.7328442,0.67846256,0.48636824,0.8698934,0.8861376,0.46807396,0.84045184,0.84828717
338,6.76,0.44215983,0.5019289,0.638133,0.4715141,0.49324036,0.6336335,0.49579427,0.5452459,0.6941072,0.4491979,0.5450081,0.70035917,0.50658715,0.644932,0.82951796,0.45744184,0.6228064,0.76091725,0.46716377,0.6885578,0.6062283,0.45807907,0.68237716,0.6444537,0.52308005,0.6643601,0.8696109,0.4869304,0.6676429,0.6876344,0.4650225,0.7551977,0.9051146,0.4382157,0.7353262,0.7882762,0.48609623,0.869908,0.91732985,0.4673933,0.8389168,0.845586
339,6.78,0.44057587,0.49950448,0.54042083,0.47016725,0.49150273,0.3959715,0.49358544,0.54332846,0.7663905,0.4479231,0.5431939,0.7086433,0.5042711,0.6433607,0.8371164,0.45594808,0.6220009,0.70017207,0.4639864,0.6878536,0.6919613,0.45557955,0.6813846,0.68145347,0.5219889,0.6620617,0.8829422,0.48604357,0.6648376,0.6183617,0.46443173,0.75525665,0.9027815,0.43893558,0.737908,0.57933027,0.48574582,0.87036407,0.9234942,0.46618626,0.8418874,0.87378407
340,6.8,0.43756068,0.49793458,0.8588096,0.46841204,0.4890486,0.60147583,0.49345383,0.5386291,0.6156103,0.44529638,0.53988326,0.8225045,0.50136346,0.64128846,0.82557034,0.45386112,0.61916494,0.8895034,0.46182486,0.6912211,0.7182741,0.4513988,0.6847759,0.6598233,0.52178204,0.65686774,0.8381956,0.4854868,0.66034526,0.58810115,0.46269906,0.75632876,0.89776134,0.4378294,0.73783875,0.6179986,0.48573253,0.8684383,0.86102533,0.4657971,0.8428063,0.91010374
341,6.82,0.4360517,0.49514797,0.7943738,0.46651205,0.48510426,0.7924544,0.49212334,0.5344803,0.6048547,0.44382986,0.53774077,0.7564199,0.49999967,0.64020103,0.74194324,0.45177263,0.61774397,0.90214485,0.4601932,0.6902636,0.57655233,0.44815958,0.68351394,0.6556876,0.5215737,0.65543133,0.9059895,0.4848889,0.6563357,0.62590647,0.46136743,0.75531095,0.80168915,0.43840057,0.73816967,0.81242347,0.48501548,0.86863923,0.8538401,0.46695963,0.8457082,0.8266388
342,6.84,0.43503907,0.49187747,0.815325,0.4652062,0.48075426,0.73022646,0.4892911,0.52997047,0.7893912,0.44354343,0.53483576,0.82333386,0.49904805,0.6378055,0.8347846,0.45032102,0.6151876,0.7973024,0.45751202,0.6893109,0.72394127,0.4434117,0.68194455,0.63345855,0.52008027,0.6534357,0.9135212,0.4845473,0.6554794,0.6994879,0.46088904,0.75467086,0.86657226,0.43753085,0.73691815,0.8358832,0.48709634,0.86955893,0.8946904,0.46655408,0.84405464,0.737471
343,6.86,0.43439662,0.48597288,0.62921923,0.46440881,0.47599584,0.81130505,0.4888221,0.5260785,0.8009905,0.44322878,0.52997744,0.79619795,0.49726036,0.6345433,0.8660405,0.44939914,0.61336243,0.9265291,0.45731428,0.6897487,0.54820967,0.44003984,0.68000776,0.645966,0.51919496,0.649786,0.88880473,0.48501548,0.6524329,0.7330734,0.460139,0.7551268,0.82692254,0.437644,0.7355574,0.72175914,0.48727676,0.87018853,0.9192675,0.4648608,0.84411573,0.77839524
