frame,time,nose_x,nose_y,nose_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence
352,7.04,0.50848454,0.483355,0.62765664,0.5509418,0.534871,0.74361527,0.50775063,0.5366294,0.7788125,0.55188596,0.6384874,0.8709949,0.50496346,0.62048,0.88088346,0.526405,0.71631694,0.6948009,0.48460448,0.689675,0.48574716,0.55807126,0.67473334,0.91226536,0.5303821,0.670807,0.7281837,0.48759893,0.716177,0.63403296,0.47287527,0.7043223,0.91983545,0.5027528,0.8573134,0.92073894,0.48084593,0.838148,0.6655748
353,7.06,0.5085143,0.4836468,0.5985719,0.55103165,0.53553355,0.75714046,0.508398,0.53640103,0.9214836,0.5516613,0.63817716,0.83904314,0.50549686,0.6195439,0.90281135,0.52724767,0.716413,0.6957448,0.4844611,0.68670475,0.40035644,0.55718803,0.6757803,0.9186631,0.5298013,0.6716493,0.7878315,0.48729792,0.71720433,0.5662357,0.47290188,0.70312476,0.90839016,0.50414574,0.8572486,0.93564373,0.4809833,0.8370335,0.65512663
354,7.08,0.5089851,0.4827578,0.8086503,0.55034065,0.5347509,0.7144203,0.50742257,0.5363174,0.7542403,0.55234706,0.63796896,0.8938129,0.50530565,0.62017024,0.8854825,0.52651465,0.71495676,0.527486,0.4846653,0.6887318,0.4797018,0.5575396,0.67587656,0.9136522,0.52960294,0.67143166,0.7621429,0.4876098,0.71716243,0.64859515,0.472785,0.70440876,0.91895527,0.50322497,0.8572882,0.74291974,0.4807557,0.8388531,0.71003723
355,7.1,0.50901204,0.48316282,0.75613964,0.55053633,0.5354142,0.736235,0.50781536,0.5367726,0.788832,0.55219066,0.6380171,0.8695091,0.5055231,0.6196962,0.85548943,0.5263476,0.7150161,0.5221921,0.48504966,0.686928,0.46380028,0.5574692,0.67619956,0.9095754,0.5298418,0.6717295,0.7411943,0.48762855,0.71671224,0.62666905,0.47299176,0.70469385,0.9071428,0.502912,0.85616904,0.63925,0.4813843,0.83664864,0.7706603
356,7.12,0.5091821,0.48265812,0.7945478,0.55027926,0.53535205,0.6870206,0.5076973,0.5367055,0.7730385,0.5521852,0.6381317,0.8717737,0.50525,0.6201845,0.8872909,0.52636814,0.7157787,0.5250907,0.4847264,0.68927467,0.47503015,0.5578194,0.6758589,0.9045231,0.5301529,0.6714596,0.7347327,0.48765808,0.71667254,0.62988013,0.4730803,0.7042094,0.9225498,0.503065,0.85634667,0.6698129,0.48095113,0.8375842,0.7114385
357,7.14,0.50925606,0.48339605,0.79130995,0.55040735,0.53478754,0.6744818,0.5077005,0.536748,0.756454,0.5517746,0.6378768,0.86053,0.5053421,0.6191941,0.89103085,0.52615076,0.7164525,0.68025273,0.48517194,0.68750906,0.4792722,0.55895895,0.6750563,0.92717206,0.5305712,0.6708955,0.71923494,0.4875495,0.7169086,0.58993864,0.47306222,0.70415354,0.9271138,0.50329596,0.85697484,0.6853723,0.48111218,0.83701456,0.68698937
358,7.16,0.50918716,0.48312232,0.5842633,0.54993457,0.53647333,0.910438,0.50858456,0.5371243,0.92989135,0.5520115,0.63817734,0.7800232,0.5052912,0.61942375,0.8838232,0.52675235,0.7160487,0.6458229,0.48623744,0.6860332,0.46342748,0.5579282,0.67532563,0.8337476,0.5301906,0.6729119,0.77713317,0.48756275,0.7174743,0.5297079,0.4730372,0.70303875,0.91689247,0.5039899,0.8597561,0.9161299,0.48137096,0.83910906,0.8903971
359,7.18,0.50928295,0.48251602,0.791818,0.550091,0.5357322,0.62720984,0.5081027,0.53722537,0.9017498,0.55206555,0.6376847,0.8649051,0.50572866,0.61895955,0.9032581,0.5261561,0.716254,0.68932605,0.48574212,0.6884757,0.43966565,0.55804116,0.67512864,0.9221661,0.53039724,0.67130333,0.73709047,0.48759845,0.71816325,0.56573695,0.4730469,0.70384115,0.9359406,0.50315976,0.857298,0.65233606,0.4812232,0.8372296,0.668906
360,7.2,0.5092229,0.48320267,0.78355676,0.55047375,0.53502446,0.6660083,0.50808865,0.53697497,0.9162396,0.5517263,0.6382111,0.8472,0.5051119,0.6204935,0.89784145,0.5262552,0.71663594,0.6753147,0.4847485,0.6865258,0.41447097,0.55823034,0.67599535,0.83229405,0.52969474,0.67371905,0.7862499,0.48740476,0.7176345,0.53967196,0.47255856,0.70309865,0.91426307,0.5042444,0.85795873,0.9361558,0.4812245,0.8375175,0.86459494
361,7.22,0.5084885,0.4832307,0.62550837,0.5498837,0.5342571,0.9155459,0.5073146,0.53644824,0.75785595,0.55188125,0.6382536,0.872735,0.5051695,0.6193314,0.8924382,0.52621835,0.7164072,0.6991768,0.4848886,0.6888102,0.44644788,0.55848354,0.67488503,0.9166195,0.5304581,0.6707756,0.703751,0.48786396,0.716185,0.62032795,0.47254136,0.7042978,0.93594867,0.5036522,0.8557493,0.92956555,0.4806511,0.8373349,0.7291889
