frame,time,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence,left_shoulder_interpolated,right_shoulder_interpolated,left_elbow_interpolated,right_elbow_interpolated,left_wrist_interpolated,right_wrist_interpolated,left_hip_interpolated,right_hip_interpolated,left_knee_interpolated,right_knee_interpolated,left_ankle_interpolated,right_ankle_interpolated
327,6.54,0.1396195337219735,-0.0094025499388207,0.71351385,-0.1396195337219726,0.0094025499388216,0.77812856,-0.1850151682765212,0.4469625399175513,0.59905696,-0.2136133663576421,0.4563146329852716,0.7761568,-0.1851445017660074,0.0227761160449748,0.6575652,,,0.4901685,0.0036106343349816,1.017530834542128,0.8445357,-0.1920905296487401,0.9735681908864195,0.8209921,-0.4991223763838806,1.4158019685281529,0.5915083,-0.6571410830108597,1.3304149166127488,0.74672353,-0.4553146492434009,2.555278182634258,0.878084,-0.6192737659670732,2.3767186965360683,0.9249003,False,False,True,False,False,False,False,False,True,False,False,False
328,6.56,0.1354994578608062,-0.0117942468423459,0.7611798,-0.1354994578608062,0.0117942468423459,0.80500406,-0.183016549183639,0.4438822071780624,0.6891414,-0.2092257613651932,0.4472614151887145,0.6982913,-0.1821652172162577,0.0236589978112178,0.48825374,,,0.4077025,0.000373319057568,1.0157691100845838,0.8606307,-0.1919877460850143,0.9750307069123296,0.79054505,-0.4927824814752593,1.4081185510396603,0.738797,-0.6501903413222453,1.3190471813109914,0.6355161,-0.4496821413333082,2.532518516813969,0.84229535,-0.6118568364398052,2.366250021139883,0.91364574,False,False,False,False,True,False,False,False,False,False,False,False
329,6.58,0.1368636464986888,-0.0035173325071383,0.7630312,-0.1368636464986879,0.0035173325071383,0.7067353,-0.1865304826274414,0.4492558867362112,0.5691131,-0.2143970086414416,0.4517205193271849,0.6541771,-0.1864610647138289,0.0225368519776394,0.58083147,,,0.48274726,0.0003627135429183,1.018218396966845,0.82086194,-0.1944463398237383,0.972342214019338,0.800117,-0.5212719684812014,1.412640065104638,0.61438364,-0.6637474303141385,1.3415395087319903,0.69806933,-0.4556239024536125,2.5508430736552885,0.8516576,-0.6169315938305829,2.3856700504526858,0.9353336,False,False,True,False,True,False,False,False,False,False,False,False
330,6.6,0.1368752798166373,-0.0120889825720598,0.66433036,-0.1368752798166382,0.0120889825720589,0.7955002,-0.1832501652402356,0.4444114034860712,0.67626154,-0.2109222998163477,0.4494569747718409,0.69529796,-0.1839660090840188,0.0226897403421666,0.46489066,,,0.42384854,-0.0073363497027888,1.016963834962461,0.85234225,-0.2072265887538029,0.9714935433690116,0.80271804,-0.510317235248278,1.396102192724419,0.49846816,-0.6547221260056814,1.3230633886373862,0.8673034,-0.4512950656892308,2.5331313684696246,0.8106965,-0.6147254863706446,2.361418836643144,0.88591236,False,False,False,False,True,False,False,False,True,False,False,False
331,6.62,0.1369673555247955,-0.0053378094029498,0.65998554,-0.1369673555247963,0.0053378094029489,0.76668346,-0.1832705454393958,0.4505320957815754,0.6423558,-0.2147852155634172,0.4477882124122835,0.68524843,-0.1865865190077165,0.0186182207161011,0.5919735,,,0.47378746,0.0071650760885216,1.0213718205440168,0.824764,-0.1908212825544775,0.970177927221911,0.794099,-0.5124360249950448,1.4088109973283964,0.66060823,-0.6625006818742769,1.3371019921446985,0.7364792,-0.4583850789204436,2.546862941365552,0.8088209,-0.6185749183248392,2.387309916828373,0.92629254,False,False,False,False,True,False,False,False,False,False,False,False
332,6.64,0.1278183774344028,-0.0048352964382184,0.68556684,-0.1278183774344028,0.0048352964382176,0.6876523,-0.1834550067407229,0.4436492399826464,0.564436,-0.2139473977002538,0.4423045169233969,0.50146246,-0.1857154337833591,0.0200561530211594,0.3748249,,,0.43145072,-0.016986933169437,1.0179663121668965,0.6307825,-0.2094838803700563,0.9691700622711442,0.6101364,-0.501111586166613,1.3783085765073444,0.46163383,-0.6467285544815488,1.3101835296241653,0.76238286,-0.4611954097672418,2.5277524041274453,0.8119036,-0.6083197424027834,2.339500854555411,0.8330571,False,False,True,True,True,False,False,False,True,False,False,False
333,6.66,0.1332555784346281,-0.0124710779803151,0.59947145,-0.1332555784346281,0.0124710779803151,0.8215904,-0.189764905382503,0.4556611326574638,0.64432883,-0.2208120031486298,0.4556600148214168,0.7214273,-0.1910765662161446,0.0184209599569314,0.5823967,,,0.5107722,0.0052530110077642,1.0203317802648162,0.79037786,-0.1941128883802768,0.9707312390087666,0.805129,-0.5123320667596413,1.4151187356291277,0.69617003,-0.6665205025181732,1.3442686900273508,0.5270956,-0.4642639190339063,2.569319427014228,0.86305577,-0.628013965038658,2.3944152136999546,0.9374417,True,False,False,False,True,False,False,False,False,True,False,False
334,6.68,0.1302171619916273,-0.0159729455342873,0.7046018,-0.1302171619916273,0.0159729455342873,0.7951589,-0.1860066732534116,0.4486031222789453,0.6968323,-0.210754785354733,0.4512795363535206,0.6683205,-0.1883827433150167,0.0193939351896007,0.5010346,,,0.4689748,-0.0057338047070927,1.0200190909834337,0.808208,-0.2011710649476417,0.9692497131034232,0.8051688,-0.5038655996795062,1.4100117944054291,0.71064276,-0.6540113346152899,1.3133035633759729,0.8629712,-0.4574590191273698,2.522781807942059,0.779014,-0.6156743418802908,2.358524419819205,0.78894734,False,False,False,False,True,False,False,False,False,False,False,False
335,6.7,0.1350794793343638,-0.0151087466858198,0.78078306,-0.1350794793343629,0.0151087466858198,0.7673568,-0.1892838168159121,0.4487618229572742,0.57246345,-0.2173066521758708,0.4528788630424455,0.7195398,-0.1916518872362112,0.0077795245994926,0.60338974,,,0.47781876,0.0035109793651003,1.019599842732953,0.80443937,-0.1898343069237829,0.9717021478268576,0.8000387,-0.5271791388233673,1.416270656522936,0.638519,-0.6699379150393324,1.3433720441114263,0.75046456,-0.4675116283762491,2.57861166139333,0.8542492,-0.6296121072467069,2.4049686247056825,0.8328508,False,False,True,False,False,False,False,False,False,False,False,False
336,6.72,0.1314743923568216,-0.0138734168401984,0.7272534,-0.1314743923568216,0.0138734168401992,0.7853017,-0.1877720111084942,0.4514728944504437,0.64353883,-0.2118913314048355,0.4569898415313657,0.66568214,-0.1895061460409779,0.0202189440766042,0.5031467,,,0.46853822,-0.0073897972366023,1.021807658546433,0.82724136,-0.2061447061713771,0.9667604232285676,0.76254576,-0.5040455228529829,1.3974288370512749,0.6669148,-0.6563514900738396,1.316616773723898,0.8230785,-0.4611321454051068,2.525768152017096,0.82108486,-0.6129220764242649,2.349340373075872,0.8825457,False,False,False,False,True,False,False,False,False,False,False,False
