molab_frame,molab_time,video_frame,video_time,l_toe_x,l_toe_y,l_ankle_x,l_ankle_y,l_knee_x,l_knee_y,l_hip_x,l_hip_y,r_toe_x,r_toe_y,r_ankle_x,r_ankle_y,r_knee_x,r_knee_y,r_hip_x,r_hip_y
742,7.42,456,9.12,-0.272742405,0.010487631,-0.0,0.0,0.052703802839999994,0.43617701348,0.05403023036000004,0.84457132772,-0.269633257,0.021687456000000004,-0.0,0.0,0.03931615584,0.43773253056,0.05268862656000006,0.84828332192
743,7.43,456,9.12,-0.272776866,0.010484348999999999,-0.0,0.0,0.052703802839999994,0.43617701348,0.05403023036000004,0.84460188676,-0.269633257,0.021687456000000004,-0.0,0.0,0.03930208672,0.43773253056,0.05267455744000006,0.84828332192
744,7.44,457,9.14,-0.272755533,0.011013845000000001,-0.0,0.0,0.052703802839999994,0.43617701348,0.054090522520000045,0.84468778244,-0.269633257,0.021687456000000004,-0.0,0.0,0.03925900004,0.43775978948000005,0.05382409924000004,0.84832792516
745,7.45,457,9.14,-0.272776866,0.010467391999999999,-0.0,0.0,0.05272050992,0.43617701348,0.055270950880000044,0.84471668964,-0.269633257,0.021687456000000004,-0.0,0.0,0.03925900004,0.43775978948000005,0.05382409924000004,0.84832792516
746,7.46,458,9.16,-0.2727889,0.011011110000000003,-0.0,0.0,0.05270116487999999,0.43620954832000003,0.05525160584000004,0.84533067216,-0.269591685,0.021155772,-0.0,0.0,0.03925900004,0.43775978948000005,0.05496965028000006,0.84830727716
747,7.47,458,9.16,-0.2727889,0.011011110000000003,-0.0,0.0,0.05270116487999999,0.43620954832000003,0.05641367528000003,0.8453571016000001,-0.26967428200000004,0.021142644000000002,-0.0,0.0,0.03925900004,0.43775978948000005,0.05611354948000004,0.8482849773200001
748,7.48,459,9.18,-0.2727889,0.010994700000000001,-0.0,0.0,0.052698526919999995,0.43624032452,0.05878886100000006,0.8448510298,-0.26971421300000004,0.020597832000000003,-0.0,0.0,0.0401365614,0.43768153000000004,0.05808793260000006,0.84814642568
749,7.49,459,9.18,-0.2727889,0.010994700000000001,-0.0,0.0,0.0535593812,0.43616294436,0.06080682920000005,0.84537326756,-0.26971421300000004,0.020597832000000003,-0.0,0.0,0.0401365614,0.43768153000000004,0.05808793260000006,0.84814642568
750,7.5,460,9.2,-0.2727889,0.010978290000000002,-0.0,0.0,0.05354443276,0.43619020328,0.06310115308000007,0.8448314675999999,-0.26975305000000005,0.020053020000000005,-0.0,0.0,0.041014122759999994,0.43760151188,0.060151515080000065,0.8480771445199999
751,7.51,460,9.2,-0.27282117300000003,0.010960786,-0.0,0.0,0.05353124296,0.4362394452,0.06544761672000005,0.84550923464,-0.26983455300000003,0.019999414000000004,-0.0,0.0,0.04189168412,0.43751973512,0.06330531196000005,0.8479392051999999
752,7.52,461,9.22,-0.27282117300000003,0.010960786,-0.0,0.0,0.053521570440000006,0.43628165256,0.06887955284000007,0.84495265,-0.26991496200000004,0.019986833000000002,-0.0,0.0,0.04278243528,0.43743619972000003,0.06533170311999995,0.8478251107600001
753,7.53,461,9.22,-0.272852352,0.010944376000000002,-0.0,0.0,0.05351717384,0.4363317738,0.07230189832000007,0.844963953,-0.269994277,0.019954013000000003,-0.0,0.0,0.042784193920000005,0.43740894080000003,0.06759978623999996,0.84773177824
754,7.54,462,9.24,-0.27290377000000005,0.010382607,-0.0,0.0,0.05351805316,0.43636606728000005,0.07571465315999994,0.8455119687200001,-0.27007249800000005,0.019941979000000002,-0.0,0.0,0.04370484196,0.4372946292,0.07190753219999993,0.84696498984
755,7.55,462,9.24,-0.27298089700000006,0.009832325,-0.0,0.0,0.053527725680000006,0.43638717096,0.08025036727999993,0.84545378408,-0.270149625,0.019891655,-0.0,0.0,0.04464131776000001,0.43717680032,0.07626001311999994,0.8467802614400001
756,7.56,463,9.26,-0.273033409,0.009833419000000001,-0.0,0.0,0.0526624748,0.43649093072,0.08500550199999998,0.8448191713600001,-0.27030059700000003,0.019868681000000003,-0.0,0.0,0.044625490000000004,0.43717680032,0.07960155015999996,0.8466629808000001
757,7.57,463,9.26,-0.273058024,0.009821932,-0.0,0.0,0.05267126799999999,0.43648037887999996,0.09064872143999994,0.84463848,-0.27037444200000005,0.019857194,-0.0,0.0,0.04550217204,0.437087989,0.08497371475999996,0.84642054836
758,7.58,464,9.28,-0.27307716900000006,0.009262898000000002,-0.0,0.0,0.05179810324,0.43657710408,0.09536703507999995,0.8445485472800001,-0.27037444200000005,0.019857194,-0.0,0.0,0.045443257599999995,0.4371187652,0.09048480479999997,0.84620685224
759,7.59,464,9.28,-0.27308154500000004,0.009811539,-0.0,0.0,0.05092493848000001,0.436670312,0.10222943703999997,0.84372250624,-0.27037444200000005,0.019857194,-0.0,0.0,0.045443257599999995,0.4371187652,0.09601186143999998,0.84537267304
760,7.6,465,9.3,-0.27310397200000003,0.00981318,-0.0,0.0,0.05005177372,0.43676000264,0.10797684699999997,0.84345952904,-0.27037444200000005,0.019820545000000002,-0.0,0.0,0.04547051651999999,0.437087989,0.10152322915999995,0.8449974882000001
761,7.61,465,9.3,-0.273083733,0.010349240000000001,-0.0,0.0,0.04917421236,0.43685936579999995,0.11463250196000001,0.8424108634,-0.270408356,0.020354964000000003,-0.0,0.0,0.04463604184000001,0.43714426548,0.1072060892,0.8440420126800001
762,7.62,466,9.32,-0.273061306,0.011445428000000002,-0.0,0.0,0.04830280624,0.43695697031999997,0.12121337200000001,0.84126711016,-0.270480013,0.020344024000000002,-0.0,0.0,0.04384377452,0.43716097255999997,0.11390078667999998,0.84231850632
763,7.63,466,9.32,-0.273061306,0.011435035000000001,-0.0,0.0,0.0465995634,0.43713371364,0.12787917652,0.83945256036,-0.27055057600000004,0.020333084000000005,-0.0,0.0,0.042154600800000004,0.43729199124,0.11856458959999999,0.84181274068
764,7.64,467,9.34,-0.27303778500000003,0.011982035,-0.0,0.0,0.04574046775999999,0.43719438672,0.13424853272,0.8380579624,-0.27058011400000004,0.020867503,-0.0,0.0,0.041257694399999996,0.437373768,0.12604581567999998,0.8399007465600001
765,7.65,467,9.34,-0.273033409,0.012531770000000001,-0.0,0.0,0.04398974164,0.43735530228,0.14071736244000002,0.8361152597200001,-0.27058011400000004,0.020867503,-0.0,0.0,0.03946388159999999,0.43753204560000003,0.13248890304,0.83794962448
766,7.66,468,9.36,-0.27298089700000006,0.013625770000000002,-0.0,0.0,0.04398006912,0.43735530228,0.14776104672000004,0.8340603707600001,-0.270648489,0.020856562999999998,-0.0,0.0,0.03763313736,0.4377210994,0.13980109320000006,0.83578398036
767,7.67,468,9.36,-0.27300004200000005,0.013619206000000002,-0.0,0.0,0.04221791184,0.43754611472000005,0.15402022448000005,0.8319997252800001,-0.270648489,0.020856562999999998,-0.0,0.0,0.03664829896,0.43786442856,0.14682520104000002,0.8336403370400001
768,7.68,469,9.38,-0.272972145,0.014166205999999999,-0.0,0.0,0.04133067796,0.43762965012,0.16093958644000003,0.82968644084,-0.270648489,0.020856562999999998,-0.0,0.0,0.03482634791999999,0.4380376546,0.15290482664000005,0.8314646466000001
