feature,rho,p
uppr_total_knee_extension,-0.9999999999999999,1.4042654220543672e-24
forb_delta_pelvis_tilt,-0.8999999999999998,0.03738607346849874
uppr_total_hip_extension,-0.8999999999999998,0.03738607346849874
forb_peak_pelvis_gyro,0.3,0.6238376647810728
forb_rms_pelvis_acc,0.09999999999999999,0.8728885715695383
uppr_peak_shank_gyro,0.09999999999999999,0.8728885715695383
