frame,time,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence
0,0,0.29314544242921614,0.7627408283999533,0.4910202,0.25746618694454376,0.7448748406260409,0.4332934,0.25033991744126305,0.7787102800379815,0.3234652,0.2177870843799789,0.7575161904220374,0.28435096,0.24594736821113664,0.7574877979240978,0.3497649,0.2237229717069666,0.7492994969542363,0.24401778,0.21650728618472026,0.8736194544751686,0.4437549,0.1983741504614292,0.8536325122276835,0.47295368,0.1424628996016496,0.8761494805058996,0.24885249,0.1225197695791258,0.8495605819575484,0.4680678,0.09042211629656177,0.9965097773111015,0.3110184,0.0745674649901596,0.9723207335298604,0.35509428
1,0,0.29906345620855307,0.7522997683495954,0.8192963,0.2615742947932056,0.7331026149878591,0.790779,0.2362610771898198,0.774133562686654,0.52508175,0.22598664079534037,0.7519499872134037,0.49914145,0.2717709797330965,0.7299650102243807,0.22225201,0.27506586594139426,0.732456392144434,0.82628757,0.22202437595892877,0.8552198570525475,0.8284336,0.19396530044431953,0.8360910311691574,0.8572624,0.12653182147276154,0.8689336199158753,0.7773642,0.11324514763060778,0.8549371965361998,0.8355963,0.08626843044128446,1.0060178120003982,0.84836227,0.07378709397817018,0.9775039422663524,0.9405745
2,0,0.29861524469102463,0.7527882739201417,0.9195391,0.26161943440959134,0.7323509634285363,0.8487253,0.2327980291495697,0.7712036498711389,0.5891449,0.22517889696019122,0.7551389798489043,0.37559772,0.274089419646294,0.732069071137019,0.19598182,0.27899809480454607,0.7325365615762354,0.75676537,0.21963854217204087,0.8556397666954999,0.8997621,0.19463943349400237,0.8329538477076229,0.91918653,0.1270865803648008,0.868207802231258,0.8334459,0.11305011173452162,0.8546644535895671,0.8460619,0.0878759695197528,1.0035206392189517,0.8308927,0.07533865353336,0.975032665379822,0.8662543
3,0,0.2990810311356058,0.7532832934264689,0.8541028,0.2613826387395451,0.7311647828302935,0.85677177,0.23216889561246257,0.7707946226287856,0.5452514,0.22595291854653182,0.7545508744893992,0.36850187,0.2725006671331798,0.7316706845848199,0.20920011,0.27851758132816085,0.7321738553879613,0.70578873,0.22010823459564577,0.855203893593774,0.95025945,0.19427438518561918,0.831927298891177,0.93303317,0.12528147033995057,0.8671559258336783,0.73375064,0.11250245486495569,0.8554592097850242,0.87057626,0.08776832570510612,1.0033636472230782,0.8212091,0.07496788994092374,0.9747422798813485,0.901434
4,0,0.29850171009491416,0.7535568234334369,0.8836633,0.26156537257288615,0.7307982387987605,0.845224,0.23208248648833957,0.7694580708823618,0.5402428,0.2263673732126349,0.7539342329165667,0.4049951,0.2727934413137701,0.7320366572259827,0.19427851,0.27870535983238026,0.7323979186677577,0.7268964,0.21950749101979017,0.8561798952763895,0.9413915,0.19465685198419475,0.832607917441385,0.9482263,0.1257348596834773,0.8680479858063125,0.7951131,0.11265968626823308,0.8561441614755275,0.8945659,0.0881751483275992,1.0028559201575915,0.8484736,0.07530798371507008,0.9745567142668429,0.9221954
5,0,0.298730771514893,0.7533083531670521,0.8928058,0.26149897850812204,0.731370947483053,0.8111068,0.23272862301678549,0.7698217883698545,0.55674493,0.226426264796889,0.7542637693870886,0.37319034,0.2736021903447125,0.7314727787563193,0.19453815,0.2790683736732883,0.7322266650286451,0.7361482,0.22003638651465318,0.8550786132227748,0.94920635,0.1943575533442431,0.8322932219806249,0.93590367,0.12568941383110332,0.8668827088985769,0.75990266,0.1125197190883887,0.8553528805459164,0.9154923,0.08889197729683651,1.003234868249633,0.90005267,0.07450010535328677,0.977044508013652,0.8645628
6,0,0.2986813860137333,0.7534310238142145,0.8831686,0.2615683164430621,0.730746191825473,0.8480478,0.23189754217913588,0.769251077794088,0.5194911,0.22597488740229815,0.7538963368114338,0.37746736,0.27281765807390634,0.7318181227698239,0.19979,0.27855355388957254,0.7324487904254255,0.72279346,0.21979726015713041,0.8561182129195515,0.944363,0.19443418430598375,0.8321285647132399,0.93886065,0.12524505908560818,0.8677399657129307,0.76898384,0.11261693014766277,0.8559135972542056,0.8867659,0.08816559596976126,1.002931899905286,0.8456909,0.07519852353547551,0.9745102276528221,0.9227389
7,0,0.29889468318664,0.7529537666742678,0.89604133,0.26181105770064905,0.7305246985834427,0.83611923,0.23194225348823078,0.7700199162463904,0.5411664,0.2262425268319671,0.7542244551371737,0.38170505,0.27300447275318485,0.7320345074402748,0.1909814,0.2787967850967883,0.7322175216859982,0.7429801,0.22072068820790092,0.8560019607511835,0.9387937,0.1946105135176332,0.8330574607134031,0.94708794,0.1254968396235696,0.8673344505705453,0.7754216,0.11296072786767647,0.8550594259424577,0.9172134,0.08783416397149751,1.0033317994558322,0.83000344,0.07510210162353842,0.9753583192212854,0.93299276
8,0,0.29865584639905807,0.7524761836924756,0.9293797,0.26112047444530856,0.7309728463157178,0.80471,0.2329520795727255,0.771444279687923,0.53679746,0.22598048354271305,0.7549611106438097,0.30969125,0.2567073060710108,0.7381157213180329,0.13739239,0.2793792680930727,0.7327635226832863,0.70633346,0.22091285985584913,0.8554104643456789,0.94930166,0.194542868413087,0.8327869185009279,0.93161756,0.125060826080529,0.8666125397370726,0.74468654,0.11282673216965705,0.8547777973939895,0.8927661,0.08882687479804269,1.003633720082587,0.89817315,0.07458109271822488,0.9765325803370019,0.8559692
9,0,0.2987820524977537,0.7522715026734432,0.910203,0.26234635777394566,0.7304369130833372,0.8556903,0.23247347969391907,0.7713622383348961,0.56635636,0.22622456327854812,0.7544484427947546,0.32939723,0.27363656270802555,0.7322917344781019,0.17482747,0.2792394502771688,0.7322874078117942,0.66446835,0.22006707230966877,0.8562215762086953,0.94817215,0.19437441302928138,0.8328942584453426,0.9361565,0.125384106054998,0.8674744406881147,0.7454648,0.11259573377876853,0.8555093582479907,0.8669533,0.0878093839110275,1.0035283637778825,0.83417094,0.07486059073477247,0.9751825665919808,0.9033174
