molab_frame,molab_time,video_frame,video_time,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z
10,0.1,288,5.76,46.624,9.258,-6.635,96.256,9.775,0.923,69.039,6.325,3.495,51.181,0.707,-0.222,92.684,-0.38,-8.413,71.521,18.667,-4.987,-25.417,-0.196,-0.038,0.0,0.002,0.892,-0.004,-0.002,1.003,-0.001,0.002,0.947,0.003,0.003,0.955,0.001,0.003,1.036,-0.004,0.0,0.957,0.0,-0.003,0.974,-0.046,0.008,0.079,-0.051,0.174,-0.089,-0.383,-0.112,-0.064,-0.103,-0.341,0.216,0.026,-0.038,0.139,0.041,0.094,0.021,0.101,0.13,0.008,0.808,0.581,-0.097,-0.001,0.981,-0.17,0.089,0.0,0.9,0.422,0.111,0.0,0.785,0.62,0.008,0.002,0.981,-0.187,-0.049,0.0,0.888,0.412,-0.205,-0.001,0.976,0.22,0.002,0.0
11,0.11,288,5.76,46.083,9.3,-6.766,95.804,9.39,0.786,69.01,6.413,3.381,50.741,0.763,-0.452,92.745,-0.37,-8.417,71.774,18.84,-5.174,-25.73,-0.247,-0.063,0.0,-0.001,0.884,-0.002,0.003,1.002,-0.001,0.003,0.948,0.0,0.001,0.95,0.004,-0.005,1.037,0.001,-0.001,0.965,-0.001,-0.001,0.972,0.07,0.091,0.194,0.052,0.015,-0.182,-0.224,0.162,-0.075,-0.046,-0.029,0.202,-0.019,0.085,-0.048,0.029,0.009,0.012,0.162,0.02,-0.044,0.809,0.58,-0.098,-0.001,0.982,-0.167,0.088,0.0,0.899,0.424,0.111,0.0,0.785,0.619,0.01,0.0,0.981,-0.19,-0.05,0.0,0.888,0.411,-0.207,0.0,0.975,0.223,0.002,0.0
12,0.12,289,5.78,46.63,9.279,-6.711,95.888,9.495,0.819,68.904,6.406,3.364,51.243,0.833,-0.735,93.303,-0.269,-8.472,72.338,18.962,-5.24,-25.422,-0.179,-0.031,0.0,0.002,0.883,-0.005,0.004,1.003,-0.002,0.004,0.944,-0.001,0.003,0.955,0.002,-0.003,1.036,0.001,-0.001,0.959,-0.001,0.0,0.979,0.033,0.115,0.051,-0.027,-0.082,-0.264,-0.068,-0.09,-0.041,-0.052,0.238,0.012,-0.014,0.006,-0.082,0.096,-0.041,-0.01,0.101,-0.035,-0.071,0.808,0.581,-0.098,-0.001,0.982,-0.166,0.091,0.001,0.899,0.424,0.113,-0.001,0.784,0.62,0.011,-0.001,0.98,-0.192,-0.05,0.0,0.887,0.413,-0.208,0.0,0.975,0.22,0.002,0.0
13,0.13,289,5.78,46.4,9.122,-6.229,95.949,9.481,0.81,69.092,6.382,3.45,51.118,0.862,-0.848,92.767,-0.238,-8.366,71.767,18.869,-5.219,-25.365,0.128,0.114,-0.003,-0.002,0.886,0.0,-0.003,1.002,-0.001,0.003,0.942,0.001,0.002,0.957,0.002,0.003,1.039,0.001,-0.003,0.959,0.003,-0.004,0.975,-0.084,0.206,0.071,-0.015,-0.119,-0.188,0.069,-0.086,0.019,0.007,0.372,0.042,0.118,-0.094,-0.16,0.108,-0.016,0.136,0.101,-0.171,-0.068,0.809,0.58,-0.097,-0.001,0.982,-0.168,0.089,0.0,0.899,0.424,0.111,0.0,0.785,0.619,0.01,0.0,0.981,-0.19,-0.05,0.0,0.888,0.411,-0.207,0.0,0.976,0.22,-0.001,0.001
14,0.14,290,5.8,46.144,9.293,-6.753,96.308,9.028,0.636,69.351,6.817,2.997,51.177,0.836,-0.74,92.91,-0.402,-8.451,72.16,18.69,-4.92,-25.509,-0.147,-0.016,0.001,-0.003,0.886,0.001,-0.002,1.007,-0.002,0.003,0.949,-0.001,0.004,0.946,0.003,-0.003,1.035,-0.001,0.0,0.96,-0.002,-0.001,0.973,-0.024,0.199,0.08,0.086,-0.22,-0.301,0.051,-0.079,-0.065,0.007,0.446,0.087,0.119,-0.037,-0.182,0.085,-0.001,0.034,-0.081,-0.114,0.095,0.81,0.579,-0.099,0.0,0.982,-0.17,0.086,0.0,0.899,0.424,0.113,-0.001,0.784,0.62,0.011,-0.001,0.98,-0.192,-0.05,0.0,0.888,0.413,-0.205,-0.001,0.975,0.221,0.001,0.0
15,0.15,290,5.8,46.584,9.274,-6.695,95.755,9.155,0.689,68.892,6.507,3.251,51.191,0.782,-0.512,92.797,-0.314,-8.397,71.852,18.944,-5.311,-25.248,-0.323,-0.099,0.0,-0.002,0.884,-0.002,0.007,1.0,0.0,0.001,0.941,-0.001,-0.001,0.954,-0.001,0.003,1.033,0.002,-0.001,0.965,-0.001,-0.004,0.973,-0.05,0.281,-0.081,0.035,-0.141,-0.255,0.122,0.005,0.016,0.008,0.386,0.101,0.058,-0.039,-0.188,0.052,0.054,-0.023,-0.082,-0.006,0.011,0.809,0.58,-0.097,-0.002,0.982,-0.167,0.087,0.0,0.899,0.423,0.111,0.0,0.786,0.619,0.011,-0.001,0.981,-0.19,-0.049,0.0,0.887,0.412,-0.208,0.0,0.976,0.219,0.003,0.0
16,0.16,291,5.82,46.449,9.323,-6.85,95.879,8.897,0.592,69.34,6.416,3.49,50.701,0.854,-0.819,93.206,-0.304,-8.459,71.88,18.667,-4.946,-25.553,-0.243,-0.061,0.0,0.001,0.885,0.0,-0.002,1.005,0.005,0.005,0.951,-0.005,-0.002,0.949,0.003,-0.003,1.038,0.0,-0.002,0.957,-0.001,-0.001,0.975,-0.32,0.311,0.071,-0.008,0.016,-0.172,0.062,0.0,0.028,0.068,0.358,-0.019,-0.117,-0.008,-0.285,0.217,-0.102,-0.01,-0.021,0.075,-0.018,0.808,0.581,-0.099,0.0,0.982,-0.17,0.087,0.0,0.899,0.424,0.109,0.001,0.787,0.617,0.012,-0.002,0.98,-0.192,-0.051,0.0,0.888,0.411,-0.206,0.0,0.975,0.221,0.002,0.0
17,0.17,291,5.82,46.088,9.25,-6.613,95.531,9.23,0.716,68.892,6.528,3.232,50.356,0.751,-0.402,92.845,-0.106,-8.32,71.86,18.73,-5.037,-25.856,-0.327,-0.102,-0.004,0.001,0.883,0.0,0.002,1.005,0.0,0.003,0.948,-0.002,-0.003,0.955,0.002,0.006,1.034,-0.001,0.002,0.957,-0.003,0.006,0.974,0.0,0.217,-0.053,0.056,-0.1,-0.142,0.003,-0.006,0.04,0.07,0.328,0.114,-0.003,-0.04,-0.194,0.019,0.05,0.056,-0.021,-0.006,0.011,0.808,0.581,-0.096,-0.002,0.982,-0.167,0.087,0.0,0.899,0.423,0.111,0.0,0.787,0.617,0.01,0.0,0.981,-0.189,-0.05,0.0,0.887,0.413,-0.206,-0.001,0.975,0.224,0.003,0.0
18,0.18,292,5.84,46.649,9.237,-6.577,96.065,9.157,0.678,69.422,6.674,3.202,50.895,0.792,-0.553,93.267,-0.293,-8.462,71.871,19.044,-5.45,-25.541,-0.326,-0.099,-0.004,0.006,0.892,-0.001,-0.003,1.008,-0.004,0.005,0.94,-0.002,0.001,0.947,-0.003,-0.001,1.036,0.003,-0.005,0.96,-0.003,0.001,0.975,0.057,0.132,-0.082,-0.033,-0.036,0.049,0.003,-0.006,0.04,0.318,0.167,0.213,0.039,-0.027,0.003,0.085,-0.001,0.034,0.041,-0.004,0.147,0.807,0.583,-0.096,-0.003,0.982,-0.17,0.088,0.0,0.898,0.425,0.113,-0.001,0.786,0.619,0.011,-0.001,0.981,-0.191,-0.048,0.0,0.888,0.411,-0.207,0.0,0.975,0.221,0.003,0.0
19,0.19,292,5.84,46.302,9.314,-6.809,96.137,8.943,0.6,69.028,6.727,3.028,50.836,0.8,-0.586,92.917,-0.533,-8.497,71.786,18.873,-5.238,-25.845,-0.245,-0.061,-0.002,0.005,0.884,0.003,0.0,1.003,-0.003,0.001,0.947,-0.001,0.006,0.954,-0.001,0.004,1.036,-0.001,0.004,0.962,-0.001,0.005,0.976,0.183,0.099,-0.12,-0.005,0.14,0.178,-0.241,0.057,0.097,0.071,0.195,0.084,0.095,0.053,0.043,-0.025,0.145,0.044,-0.021,-0.006,0.011,0.807,0.582,-0.098,-0.001,0.982,-0.169,0.085,-0.001,0.899,0.423,0.112,0.0,0.784,0.62,0.011,-0.001,0.981,-0.188,-0.049,0.0,0.887,0.413,-0.206,-0.001,0.975,0.224,0.002,0.0
20,0.2,293,5.86,45.839,9.339,-6.875,96.325,9.03,0.628,69.286,6.503,3.373,50.749,0.811,-0.631,92.996,-0.364,-8.45,72.257,19.069,-5.415,-26.1,-0.426,-0.15,0.0,0.002,0.886,-0.003,0.0,1.002,0.0,0.009,0.953,-0.006,0.008,0.951,0.0,0.001,1.036,0.004,0.003,0.962,-0.002,0.005,0.978,0.101,-0.086,-0.13,0.015,-0.001,-0.038,-0.254,0.103,0.059,-0.049,-0.087,-0.035,-0.106,0.061,0.217,-0.016,-0.021,-0.055,0.04,-0.09,-0.097,0.808,0.58,-0.097,-0.001,0.982,-0.169,0.088,0.0,0.898,0.425,0.111,0.0,0.783,0.621,0.012,-0.002,0.98,-0.191,-0.049,0.0,0.886,0.414,-0.209,0.0,0.974,0.226,0.004,0.0
21,0.21,293,5.86,45.987,9.341,-6.885,95.975,9.177,0.689,68.861,6.718,2.993,50.775,0.808,-0.63,92.779,-0.547,-8.484,71.765,18.751,-5.07,-25.994,-0.137,-0.008,0.002,0.001,0.883,0.0,0.004,1.005,-0.005,0.003,0.945,-0.002,0.007,0.95,0.002,0.002,1.037,0.0,0.001,0.96,0.004,0.005,0.972,-0.021,-0.325,0.068,-0.035,0.021,0.029,-0.123,0.068,0.073,0.009,-0.055,-0.169,-0.046,0.006,0.245,0.028,-0.116,-0.042,0.04,0.104,0.064,0.808,0.581,-0.1,0.0,0.982,-0.166,0.087,0.0,0.899,0.423,0.113,-0.001,0.784,0.621,0.01,0.0,0.981,-0.188,-0.051,0.0,0.887,0.413,-0.207,0.0,0.974,0.225,0.001,0.0
22,0.22,294,5.88,46.29,9.238,-6.566,96.07,9.087,0.659,69.163,6.499,3.341,50.878,0.845,-0.791,92.602,-0.495,-8.436,71.533,19.075,-5.537,-25.679,-0.144,-0.011,-0.003,0.002,0.889,-0.001,-0.002,1.007,0.002,0.003,0.944,-0.003,0.002,0.947,-0.002,0.008,1.038,0.001,0.001,0.957,0.001,0.0,0.977,-0.045,-0.166,-0.055,0.108,0.001,0.141,-0.075,0.12,0.023,-0.052,-0.13,-0.212,-0.099,0.095,0.138,-0.014,0.105,-0.001,0.04,-0.006,0.011,0.808,0.581,-0.097,-0.001,0.982,-0.169,0.087,0.0,0.899,0.424,0.111,0.0,0.785,0.619,0.011,-0.001,0.981,-0.187,-0.048,0.0,0.887,0.411,-0.209,0.001,0.975,0.222,0.001,0.0
23,0.23,294,5.88,45.762,9.203,-6.452,96.41,9.482,0.802,69.46,6.431,3.505,50.803,0.806,-0.644,92.687,-0.255,-8.361,71.927,18.889,-5.223,-25.989,-0.198,-0.037,-0.002,0.001,0.89,-0.005,-0.001,1.007,-0.002,0.005,0.946,-0.002,0.005,0.947,0.0,0.001,1.035,0.001,0.001,0.961,0.0,0.003,0.976,-0.131,-0.254,0.03,0.009,0.045,0.275,-0.248,0.142,0.105,-0.054,-0.099,-0.345,-0.038,0.096,0.144,0.029,0.009,0.012,-0.021,-0.061,-0.015,0.809,0.58,-0.096,-0.002,0.981,-0.17,0.09,0.0,0.898,0.425,0.112,0.0,0.784,0.621,0.011,-0.001,0.981,-0.189,-0.049,0.0,0.887,0.413,-0.207,0.0,0.974,0.225,0.002,0.0
24,0.24,295,5.9,46.326,9.238,-6.571,95.903,9.348,0.769,69.062,6.324,3.518,50.869,0.784,-0.561,92.894,0.005,-8.295,71.598,18.707,-5.039,-25.675,-0.218,-0.047,-0.003,0.001,0.888,-0.001,0.005,1.008,0.001,0.004,0.95,0.001,-0.001,0.945,0.002,0.001,1.037,0.001,-0.002,0.96,-0.001,-0.003,0.975,-0.085,-0.221,0.154,-0.11,-0.009,0.316,-0.123,0.068,0.073,-0.479,-0.149,-0.265,-0.092,0.129,0.059,-0.059,0.015,0.069,0.041,-0.087,0.04,0.808,0.581,-0.097,-0.002,0.982,-0.168,0.089,0.0,0.899,0.424,0.11,0.001,0.785,0.619,0.01,0.0,0.981,-0.189,-0.052,0.0,0.888,0.411,-0.207,0.0,0.975,0.222,0.002,0.0
25,0.25,295,5.9,46.58,9.364,-6.967,95.341,9.434,0.812,68.761,6.474,3.249,50.932,0.744,-0.401,93.057,-0.518,-8.523,71.64,18.973,-5.381,-25.369,-0.299,-0.085,-0.001,0.002,0.886,-0.003,0.006,1.006,-0.004,0.004,0.946,0.001,0.0,0.95,0.001,-0.003,1.033,0.004,-0.008,0.955,-0.002,-0.002,0.973,-0.068,-0.184,0.078,-0.016,0.119,0.122,-0.127,-0.096,-0.029,-0.051,-0.042,-0.108,-0.084,-0.143,0.037,-0.115,0.026,0.047,-0.082,0.049,0.038,0.808,0.58,-0.099,0.0,0.982,-0.165,0.089,0.0,0.899,0.424,0.112,-0.001,0.786,0.618,0.01,0.0,0.98,-0.191,-0.05,0.0,0.889,0.408,-0.209,0.001,0.976,0.22,0.003,0.0
