molab_frame,molab_time,video_frame,video_time,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z
339,3.39,240,4.8,0.352,-0.73,-0.184,-0.022,-0.066,0.166,-0.046,-0.033,-0.131,-0.166,-0.035,-0.042,-0.011,0.72,0.147,-0.358,-0.103,-0.01,-0.331,0.239,0.032,0.009,0.004,0.948,-0.009,-0.001,1.012,-0.001,-0.008,1.044,0.002,0.003,0.994,0.009,-0.004,0.96,0.0,-0.005,0.892,-0.005,-0.004,0.951,0.124,0.161,0.02,0.317,-0.069,-0.039,0.145,-0.027,-0.199,0.021,0.061,-0.255,0.023,0.122,0.173,0.027,0.012,-0.223,-0.203,0.055,0.061,1.0,0.002,-0.005,0.0,1.0,-0.001,0.002,0.001,1.0,-0.001,0.002,0.001,1.0,0.001,0.0,0.0,1.0,-0.001,-0.005,0.0,1.0,-0.002,0.001,0.0,1.0,-0.001,0.002,0.0
340,3.4,241,4.82,0.413,-0.701,-0.183,-0.012,-0.119,0.164,-0.02,-0.033,-0.127,-0.144,-0.013,-0.045,-0.018,0.722,0.141,-0.323,-0.156,-0.012,-0.325,0.294,0.036,0.006,0.012,0.948,-0.003,-0.004,1.008,-0.005,-0.004,1.043,0.005,-0.004,0.995,0.007,-0.004,0.963,-0.006,-0.002,0.887,-0.011,-0.006,0.95,0.152,-0.023,0.072,0.256,-0.124,-0.013,-0.022,-0.163,-0.447,0.388,0.003,-0.309,0.127,0.17,0.078,-0.04,-0.137,-0.12,-0.198,0.15,0.159,1.0,0.002,-0.004,0.0,1.0,-0.001,0.002,0.001,1.0,-0.001,0.002,0.001,1.0,0.001,0.0,0.0,1.0,-0.002,-0.005,0.0,1.0,-0.002,0.001,0.0,1.0,-0.002,0.003,0.0
341,3.41,241,4.82,0.412,-0.632,-0.184,-0.006,-0.19,0.162,-0.026,-0.099,-0.125,-0.117,-0.022,-0.048,-0.016,0.785,0.136,-0.31,-0.112,-0.012,-0.29,0.321,0.041,0.005,0.004,0.948,0.001,-0.003,1.009,-0.005,-0.003,1.048,-0.001,-0.002,0.997,0.01,-0.003,0.955,0.0,-0.004,0.89,-0.012,-0.001,0.95,0.146,-0.058,0.022,0.197,-0.018,0.073,0.098,-0.167,-0.465,0.63,0.0,-0.242,0.146,0.217,0.044,-0.194,-0.299,-0.165,-0.004,0.21,0.243,1.0,0.002,-0.004,0.0,1.0,-0.001,0.001,0.001,1.0,-0.001,0.002,0.001,1.0,0.001,0.0,0.0,1.0,-0.002,-0.005,0.0,1.0,-0.002,0.001,0.0,1.0,-0.002,0.003,0.0
342,3.42,242,4.84,0.476,-0.613,-0.185,0.041,-0.225,0.16,-0.011,-0.087,-0.119,-0.09,-0.03,-0.049,0.048,0.798,0.131,-0.297,-0.132,-0.014,-0.249,0.343,0.045,0.006,0.007,0.945,-0.003,-0.004,1.01,-0.006,-0.006,1.049,-0.001,0.001,0.995,0.009,-0.001,0.963,-0.004,-0.004,0.886,-0.01,-0.001,0.946,0.075,-0.134,-0.065,0.135,-0.154,0.069,0.089,-0.196,-0.519,0.627,-0.006,-0.12,0.146,0.217,0.044,-0.05,-0.299,0.001,-0.177,0.035,0.193,1.0,0.002,-0.004,0.0,1.0,-0.002,0.001,0.001,1.0,-0.002,0.002,0.001,1.0,0.001,0.0,0.0,1.0,-0.001,-0.005,0.0,1.0,-0.002,0.001,0.0,1.0,-0.001,0.003,0.0
343,3.43,242,4.84,0.52,-0.627,-0.183,0.089,-0.273,0.156,0.026,-0.141,-0.115,-0.111,-0.002,-0.051,0.043,0.797,0.126,-0.289,-0.138,-0.015,-0.252,0.402,0.049,0.009,0.005,0.944,-0.002,-0.005,1.011,-0.005,-0.004,1.045,0.002,0.004,0.992,0.006,-0.004,0.961,0.0,0.0,0.886,-0.013,0.001,0.946,-0.038,-0.111,0.008,0.071,-0.336,-0.182,0.091,-0.25,-0.491,0.141,-0.002,-0.194,0.079,0.021,-0.05,0.02,-0.332,-0.038,0.02,0.018,0.237,1.0,0.003,-0.004,0.0,1.0,-0.002,0.001,0.001,1.0,-0.002,0.002,0.001,1.0,0.001,0.0,0.0,1.0,-0.001,-0.005,0.0,1.0,-0.002,0.001,0.0,1.0,-0.001,0.004,0.0
344,3.44,243,4.86,0.451,-0.618,-0.181,0.074,-0.252,0.15,0.008,-0.193,-0.112,-0.136,-0.025,-0.052,0.049,0.809,0.122,-0.303,-0.082,-0.016,-0.258,0.347,0.053,0.008,0.004,0.948,-0.001,0.003,1.01,-0.008,0.0,1.046,-0.002,0.004,0.997,0.007,0.004,0.967,0.002,-0.002,0.889,-0.005,-0.001,0.957,-0.045,-0.146,-0.042,0.069,-0.442,-0.268,0.064,-0.027,-0.324,-0.165,0.117,-0.136,0.061,0.095,0.045,0.084,-0.011,-0.004,0.004,-0.296,0.275,1.0,0.002,-0.004,0.0,1.0,-0.002,0.001,0.001,1.0,-0.002,0.003,0.001,1.0,0.001,0.0,0.0,1.0,-0.001,-0.004,0.0,1.0,-0.001,0.001,0.0,1.0,-0.001,0.003,0.0
345,3.45,243,4.86,0.453,-0.626,-0.175,0.008,-0.247,0.143,-0.011,-0.208,-0.11,-0.159,0.001,-0.053,0.051,0.796,0.12,-0.312,-0.077,-0.017,-0.313,0.376,0.056,0.008,0.008,0.947,-0.004,0.001,1.008,-0.004,0.0,1.049,0.001,0.004,0.996,0.009,0.0,0.956,0.006,0.0,0.886,-0.007,-0.004,0.948,0.14,-0.093,-0.027,0.186,-0.539,-0.627,0.138,-0.109,-0.224,0.138,0.053,-0.07,0.061,0.095,0.045,0.194,0.144,-0.033,0.139,-0.49,0.191,1.0,0.003,-0.004,0.0,1.0,-0.001,0.001,0.001,1.0,-0.001,0.002,0.001,1.0,0.001,0.0,0.0,1.0,-0.001,-0.004,0.0,1.0,-0.001,0.001,0.0,1.0,-0.001,0.003,0.0
346,3.46,244,4.88,0.513,-0.59,-0.17,0.042,-0.22,0.133,-0.009,-0.239,-0.109,-0.13,-0.002,-0.053,0.052,0.8,0.119,-0.252,-0.062,-0.017,-0.284,0.33,0.06,0.006,0.007,0.943,-0.002,-0.006,1.013,-0.007,0.0,1.046,0.0,-0.001,0.995,0.008,0.0,0.961,0.001,0.001,0.888,0.0,-0.003,0.948,0.069,-0.05,-0.049,0.005,-0.679,-0.494,0.159,-0.107,-0.089,0.502,-0.011,-0.002,-0.063,0.029,-0.007,0.075,0.524,0.004,0.087,-0.756,0.413,1.0,0.003,-0.004,0.0,1.0,-0.002,0.001,0.001,1.0,-0.001,0.003,0.001,1.0,0.001,0.0,0.0,1.0,-0.001,-0.004,0.0,1.0,-0.001,0.001,0.0,1.0,-0.001,0.003,0.0
347,3.47,244,4.88,0.517,-0.589,-0.166,0.045,-0.166,0.126,-0.064,-0.271,-0.109,-0.107,0.02,-0.053,0.052,0.802,0.118,-0.258,-0.074,-0.017,-0.235,0.319,0.063,0.005,0.009,0.952,-0.006,0.001,1.008,-0.01,0.003,1.042,0.001,0.0,0.993,0.004,0.005,0.967,0.0,-0.004,0.891,-0.001,0.002,0.951,0.016,-0.02,0.012,-0.055,-0.462,-0.458,-0.015,-0.018,-0.036,0.441,-0.072,-0.006,-0.082,-0.018,0.027,0.167,0.623,-0.009,0.201,-0.836,0.294,1.0,0.003,-0.004,0.0,1.0,-0.002,0.001,0.001,1.0,-0.001,0.003,0.001,1.0,0.001,0.0,0.0,1.0,0.0,-0.004,0.0,1.0,-0.001,0.0,0.0,1.0,-0.001,0.003,0.0
348,3.48,245,4.9,0.484,-0.557,-0.161,0.037,-0.129,0.118,-0.033,-0.248,-0.11,-0.1,0.051,-0.052,0.05,0.833,0.118,-0.25,-0.145,-0.015,-0.205,0.315,0.066,0.005,0.006,0.946,-0.003,0.0,1.009,-0.008,-0.005,1.047,0.001,0.002,0.994,0.01,-0.004,0.963,-0.005,-0.002,0.888,0.001,0.003,0.95,0.039,-0.119,0.079,-0.176,-0.436,-0.401,0.05,-0.128,0.011,0.621,-0.016,0.123,-0.063,0.029,-0.007,0.232,0.514,-0.088,0.121,-1.005,0.424,1.0,0.003,-0.004,0.0,1.0,-0.001,0.001,0.001,1.0,-0.001,0.003,0.001,1.0,0.001,0.0,0.0,1.0,-0.001,-0.004,0.0,1.0,-0.001,0.001,0.0,1.0,-0.001,0.002,0.0
349,3.49,245,4.9,0.527,-0.564,-0.16,0.074,-0.067,0.113,-0.032,-0.243,-0.111,-0.139,0.053,-0.051,0.044,0.828,0.12,-0.262,-0.174,-0.014,-0.221,0.282,0.068,0.005,0.008,0.952,-0.006,-0.004,1.007,-0.007,-0.001,1.036,0.001,0.007,0.998,0.006,0.0,0.96,-0.005,0.002,0.889,0.001,0.003,0.95,0.021,-0.105,-0.004,-0.051,-0.31,-0.125,0.14,-0.101,0.189,0.438,-0.016,0.118,-0.082,0.104,0.088,0.044,0.487,0.076,0.08,-0.775,0.355,1.0,0.003,-0.003,0.0,1.0,-0.001,0.001,0.001,1.0,-0.001,0.003,0.001,1.0,0.001,0.0,0.0,1.0,0.0,-0.004,0.0,1.0,-0.001,0.001,0.0,1.0,-0.001,0.002,0.0
350,3.5,246,4.92,0.534,-0.584,-0.161,0.122,-0.028,0.112,0.014,-0.207,-0.111,-0.107,0.053,-0.049,0.113,0.826,0.12,-0.219,-0.208,-0.016,-0.176,0.242,0.068,0.01,0.001,0.944,-0.003,-0.006,1.015,-0.006,-0.01,1.042,0.001,-0.001,0.994,0.008,0.003,0.96,-0.007,0.0,0.891,0.009,0.003,0.949,0.021,-0.105,-0.004,-0.047,-0.264,0.122,-0.091,-0.063,0.28,0.253,-0.018,0.175,-0.005,-0.01,0.192,-0.051,0.121,0.316,0.113,-0.747,0.212,1.0,0.003,-0.004,0.0,1.0,-0.002,0.001,0.001,1.0,-0.001,0.003,0.001,1.0,0.001,0.0,0.0,1.0,0.0,-0.004,0.0,1.0,-0.001,0.001,0.0,1.0,-0.001,0.002,0.0
351,3.51,246,4.92,0.524,-0.584,-0.162,0.108,-0.026,0.111,0.041,-0.154,-0.111,-0.103,0.02,-0.047,0.134,0.773,0.122,-0.216,-0.207,-0.018,-0.179,0.173,0.069,0.012,0.005,0.943,0.0,-0.003,1.012,-0.005,-0.005,1.045,-0.003,0.001,0.996,0.007,0.0,0.961,-0.006,-0.002,0.885,0.005,-0.003,0.947,0.022,0.015,0.061,-0.168,-0.102,0.184,-0.072,-0.007,0.387,-0.051,-0.079,0.164,-0.015,-0.095,0.178,-0.128,-0.18,0.338,-0.006,-0.238,0.258,1.0,0.003,-0.004,0.0,1.0,-0.002,0.001,0.001,1.0,-0.001,0.003,0.001,1.0,0.001,0.0,0.0,1.0,0.0,-0.004,0.0,1.0,-0.001,0.002,0.0,1.0,-0.001,0.001,0.0
352,3.52,247,4.94,0.503,-0.611,-0.163,0.093,-0.002,0.111,0.039,-0.156,-0.112,-0.122,-0.009,-0.047,0.182,0.784,0.123,-0.266,-0.157,-0.02,-0.18,0.115,0.071,0.012,0.007,0.949,-0.001,0.002,1.007,-0.003,-0.008,1.043,-0.006,0.006,0.995,0.01,0.001,0.965,-0.002,-0.003,0.877,0.002,0.002,0.955,0.093,-0.029,0.083,-0.168,-0.047,0.159,0.096,-0.232,0.336,0.014,-0.071,-0.017,0.128,0.018,0.197,-0.09,-0.497,0.194,-0.164,-0.099,0.17,1.0,0.003,-0.004,0.0,1.0,-0.001,0.001,0.001,1.0,-0.002,0.003,0.001,1.0,0.001,0.0,0.0,1.0,0.0,-0.004,0.0,1.0,-0.001,0.001,0.0,1.0,-0.001,0.001,0.0
353,3.53,247,4.94,0.497,-0.608,-0.162,0.099,-0.005,0.111,0.029,-0.127,-0.11,-0.156,0.005,-0.048,0.162,0.805,0.124,-0.277,-0.188,-0.023,-0.213,0.096,0.071,0.01,0.005,0.95,0.001,-0.003,1.013,-0.005,-0.001,1.045,0.001,0.006,0.993,0.009,0.0,0.96,-0.004,-0.001,0.887,0.003,-0.001,0.953,0.099,0.007,0.133,-0.17,-0.042,0.022,-0.062,-0.34,0.142,0.136,-0.193,-0.019,0.014,-0.085,0.097,-0.118,-0.715,0.33,0.072,0.284,0.015,1.0,0.003,-0.005,0.0,1.0,-0.001,0.001,0.001,1.0,-0.001,0.003,0.001,1.0,0.001,0.0,0.0,1.0,0.0,-0.004,0.0,1.0,-0.001,0.002,0.0,1.0,-0.001,0.001,0.0
354,3.54,248,4.96,0.52,-0.561,-0.162,0.096,-0.021,0.113,-0.026,-0.152,-0.108,-0.143,-0.026,-0.047,0.113,0.765,0.123,-0.288,-0.121,-0.026,-0.234,0.066,0.069,0.005,0.005,0.946,0.0,-0.007,1.01,-0.005,-0.002,1.045,-0.001,0.002,0.992,0.004,-0.002,0.962,0.001,-0.005,0.89,-0.001,-0.005,0.953,0.075,-0.015,0.0,0.013,0.013,-0.005,-0.189,-0.173,0.076,0.074,-0.074,0.045,-0.053,-0.038,0.126,-0.412,-0.811,0.362,0.036,0.363,-0.135,1.0,0.003,-0.004,0.0,1.0,-0.002,0.001,0.001,1.0,-0.001,0.003,0.001,1.0,0.001,0.0,0.0,1.0,0.0,-0.004,0.0,1.0,-0.001,0.001,0.0,1.0,-0.001,0.001,0.0
355,3.55,248,4.96,0.558,-0.564,-0.162,0.091,-0.068,0.114,-0.032,-0.161,-0.105,-0.118,-0.045,-0.046,0.062,0.727,0.123,-0.252,-0.062,-0.027,-0.238,0.069,0.066,0.01,0.006,0.947,-0.001,-0.004,1.009,-0.001,0.001,1.048,-0.005,-0.004,0.99,0.007,-0.002,0.96,0.002,-0.001,0.893,-0.003,-0.003,0.947,-0.078,0.122,-0.078,-0.11,-0.093,-0.089,-0.085,-0.288,-0.021,0.316,-0.138,0.11,-0.034,-0.112,0.031,-0.053,-0.824,0.251,0.028,0.344,-0.192,1.0,0.003,-0.005,0.0,1.0,-0.002,0.0,0.001,1.0,-0.001,0.002,0.001,1.0,0.001,0.0,0.0,1.0,0.0,-0.004,0.0,1.0,-0.001,0.001,0.0,1.0,-0.001,0.001,0.0
356,3.56,249,4.98,0.491,-0.577,-0.16,0.043,-0.036,0.114,-0.057,-0.17,-0.099,-0.097,-0.067,-0.045,0.008,0.695,0.12,-0.237,0.001,-0.029,-0.23,0.016,0.063,0.01,0.001,0.944,-0.001,-0.001,1.01,0.0,0.001,1.039,-0.004,-0.001,0.994,0.008,-0.004,0.961,0.004,-0.003,0.89,0.0,-0.003,0.951,0.027,-0.07,0.046,0.012,0.073,-0.167,-0.134,-0.374,-0.316,0.316,-0.199,0.107,-0.168,-0.141,0.027,0.026,-0.705,0.294,-0.008,0.145,-0.188,1.0,0.003,-0.005,0.0,1.0,-0.002,0.0,0.001,1.0,-0.001,0.002,0.001,1.0,0.001,0.001,0.0,1.0,-0.001,-0.004,0.0,1.0,-0.001,0.001,0.0,1.0,-0.001,0.001,0.0
357,3.57,249,4.98,0.548,-0.571,-0.156,0.078,-0.092,0.114,-0.1,-0.189,-0.093,-0.095,-0.101,-0.043,0.002,0.703,0.117,-0.249,0.071,-0.03,-0.221,0.016,0.058,0.01,0.007,0.95,0.0,-0.004,1.004,-0.003,0.002,1.042,-0.004,0.002,0.994,0.009,0.0,0.962,0.001,-0.003,0.892,-0.005,-0.001,0.947,-0.049,0.058,0.039,-0.112,0.079,-0.302,-0.196,-0.318,-0.335,0.069,-0.082,0.228,-0.149,-0.093,-0.006,0.01,-0.503,0.285,0.108,-0.011,-0.347,1.0,0.003,-0.005,0.0,1.0,-0.002,0.0,0.001,1.0,0.0,0.002,0.001,1.0,0.001,0.001,0.0,1.0,0.0,-0.004,0.0,1.0,-0.001,0.0,0.0,1.0,-0.001,0.001,0.0
358,3.58,250,5.0,0.544,-0.566,-0.153,0.117,-0.08,0.113,-0.071,-0.226,-0.085,-0.066,-0.115,-0.042,0.003,0.695,0.113,-0.227,0.121,-0.032,-0.179,-0.032,0.053,0.011,0.003,0.946,0.001,-0.005,1.013,-0.005,-0.006,1.045,-0.003,-0.001,0.995,0.008,-0.003,0.959,0.004,-0.003,0.888,0.0,-0.001,0.952,-0.083,0.207,-0.063,0.008,0.083,-0.439,-0.162,-0.459,-0.476,0.194,-0.016,0.112,-0.102,-0.035,-0.12,-0.001,-0.226,0.317,0.013,-0.217,-0.332,1.0,0.003,-0.005,0.0,1.0,-0.002,0.0,0.001,1.0,-0.001,0.002,0.001,1.0,0.001,0.001,0.0,1.0,-0.001,-0.004,0.0,1.0,-0.001,0.0,0.0,1.0,-0.001,0.001,0.0
359,3.59,250,5.0,0.55,-0.567,-0.148,0.123,-0.015,0.113,-0.136,-0.237,-0.078,-0.045,-0.09,-0.041,-0.059,0.689,0.11,-0.241,0.099,-0.032,-0.139,-0.038,0.048,0.006,0.007,0.945,-0.005,-0.002,1.007,-0.005,0.001,1.044,0.0,-0.001,0.993,0.006,-0.005,0.957,0.0,-0.004,0.886,0.006,0.003,0.948,-0.006,0.198,0.009,-0.053,0.083,-0.439,-0.164,-0.404,-0.504,0.377,-0.077,0.114,-0.016,0.087,-0.121,-0.012,0.061,0.147,0.015,-0.293,-0.373,1.0,0.003,-0.005,0.0,1.0,-0.002,0.0,0.001,1.0,-0.001,0.002,0.001,1.0,0.0,0.001,0.0,1.0,-0.001,-0.004,0.0,1.0,-0.002,0.0,0.0,1.0,-0.001,0.0,0.0
360,3.6,251,5.02,0.512,-0.598,-0.146,0.11,0.056,0.114,-0.14,-0.213,-0.072,-0.017,-0.085,-0.041,-0.051,0.694,0.104,-0.245,0.094,-0.034,-0.122,-0.069,0.045,0.008,0.001,0.942,-0.003,-0.004,1.006,-0.003,-0.003,1.043,-0.001,-0.001,0.993,0.012,-0.005,0.96,0.0,-0.005,0.888,0.003,-0.003,0.949,-0.035,0.262,-0.108,-0.172,0.27,-0.321,0.009,-0.494,-0.557,0.626,0.053,-0.057,-0.006,0.02,0.012,0.191,0.316,0.104,0.194,-0.27,-0.404,1.0,0.003,-0.005,0.0,1.0,-0.002,0.001,0.001,1.0,-0.001,0.002,0.001,1.0,0.0,0.001,0.0,1.0,-0.001,-0.004,0.0,1.0,-0.002,0.0,0.0,1.0,-0.001,0.0,0.0
361,3.61,251,5.02,0.5,-0.571,-0.142,0.047,0.045,0.115,-0.145,-0.226,-0.066,0.006,-0.095,-0.042,-0.056,0.67,0.099,-0.193,0.12,-0.036,-0.127,-0.066,0.041,0.007,0.006,0.947,-0.001,-0.002,1.008,-0.004,0.0,1.043,-0.002,-0.002,0.994,0.006,0.001,0.955,0.001,-0.003,0.891,-0.001,-0.004,0.948,-0.083,0.207,-0.063,0.009,0.275,-0.46,0.035,-0.355,-0.425,0.932,-0.006,-0.112,0.042,0.047,0.078,0.139,0.405,0.127,0.274,-0.101,-0.534,1.0,0.003,-0.004,0.0,1.0,-0.002,0.001,0.001,1.0,0.0,0.002,0.001,1.0,0.0,0.001,0.0,1.0,-0.001,-0.004,0.0,1.0,-0.002,0.0,0.0,1.0,-0.001,0.0,0.0
362,3.62,252,5.04,0.473,-0.567,-0.139,0.064,0.037,0.116,-0.138,-0.25,-0.063,-0.035,-0.098,-0.044,0.012,0.682,0.096,-0.259,0.14,-0.038,-0.142,-0.092,0.036,0.01,0.004,0.945,0.004,-0.002,1.011,-0.005,-0.004,1.049,-0.002,0.003,0.993,0.008,0.0,0.953,0.002,-0.005,0.884,0.003,0.001,0.952,-0.112,0.39,-0.115,-0.052,0.275,-0.459,0.012,-0.241,-0.203,0.688,-0.128,-0.124,0.118,0.085,0.064,0.318,0.269,0.084,0.23,0.206,-0.562,1.0,0.003,-0.005,0.0,1.0,-0.001,0.0,0.001,1.0,-0.001,0.002,0.001,1.0,0.0,0.001,0.0,1.0,-0.001,-0.004,0.0,1.0,-0.002,0.0,0.0,1.0,-0.001,0.0,0.0
363,3.63,252,5.04,0.491,-0.508,-0.134,0.046,0.035,0.117,-0.108,-0.248,-0.061,-0.012,-0.118,-0.044,0.036,0.744,0.094,-0.219,0.127,-0.041,-0.131,-0.14,0.03,0.007,0.007,0.95,0.005,-0.002,1.005,-0.006,-0.002,1.045,-0.003,-0.001,0.992,0.01,-0.001,0.964,-0.004,-0.001,0.891,0.004,-0.004,0.95,-0.046,0.431,-0.077,-0.053,0.36,-0.565,-0.089,-0.18,-0.077,0.504,-0.008,-0.063,0.109,0.122,0.111,0.326,0.164,0.189,0.261,0.31,-0.665,1.0,0.003,-0.004,0.0,1.0,-0.001,0.0,0.001,1.0,-0.001,0.002,0.0,1.0,0.0,0.001,0.0,1.0,-0.001,-0.004,0.0,1.0,-0.002,0.0,0.0,1.0,-0.001,0.0,0.0
364,3.64,253,5.06,0.427,-0.484,-0.127,0.032,0.051,0.119,-0.078,-0.2,-0.06,0.017,-0.102,-0.043,0.045,0.752,0.094,-0.192,0.078,-0.041,-0.086,-0.151,0.019,0.008,0.003,0.944,0.002,0.002,1.01,-0.003,-0.005,1.046,0.0,-0.003,0.997,0.01,-0.003,0.963,-0.003,-0.004,0.885,0.002,-0.001,0.95,-0.04,0.466,-0.028,0.006,0.421,-0.727,-0.001,-0.098,0.073,0.255,-0.077,0.111,0.146,0.217,0.044,0.262,-0.157,0.155,0.368,0.489,-0.995,1.0,0.003,-0.004,0.0,1.0,-0.001,0.0,0.001,1.0,-0.001,0.002,0.001,1.0,0.0,0.001,0.0,1.0,-0.001,-0.005,0.0,1.0,-0.002,0.0,0.0,1.0,-0.001,0.0,0.0
365,3.65,253,5.06,0.405,-0.548,-0.118,0.045,0.11,0.12,-0.035,-0.166,-0.061,-0.011,-0.08,-0.041,0.045,0.751,0.096,-0.209,0.027,-0.04,-0.092,-0.152,0.007,0.012,0.004,0.946,-0.004,-0.001,1.013,-0.004,-0.007,1.048,0.002,0.004,0.996,0.01,-0.005,0.957,-0.008,-0.001,0.891,0.003,0.0,0.951,-0.176,0.469,-0.088,-0.119,0.32,-0.948,0.205,-0.211,0.236,0.13,-0.021,0.232,0.156,0.302,0.059,0.147,-0.388,0.144,0.179,0.524,-0.981,1.0,0.002,-0.004,0.0,1.0,-0.001,0.0,0.001,1.0,-0.001,0.002,0.001,1.0,0.0,0.001,0.0,1.0,-0.001,-0.005,0.0,1.0,-0.002,0.0,0.0,1.0,-0.001,-0.001,0.0
366,3.66,254,5.08,0.371,-0.504,-0.11,0.076,0.05,0.122,-0.002,-0.156,-0.063,-0.041,-0.06,-0.039,0.084,0.735,0.099,-0.233,-0.022,-0.041,-0.092,-0.103,-0.005,0.008,0.003,0.947,0.002,-0.002,1.01,-0.008,-0.009,1.048,0.0,0.002,0.994,0.004,-0.001,0.963,-0.004,-0.003,0.895,-0.003,0.004,0.955,-0.224,0.534,0.022,-0.056,0.315,-0.812,0.11,-0.068,0.387,0.192,-0.018,0.173,0.242,0.151,0.115,0.111,-0.5,0.175,0.326,0.719,-1.063,1.0,0.002,-0.004,0.0,1.0,-0.001,0.0,0.001,1.0,-0.002,0.002,0.001,1.0,0.0,0.001,0.0,1.0,-0.001,-0.004,0.0,1.0,-0.002,0.001,0.0,1.0,0.0,0.0,0.0
367,3.67,254,5.08,0.436,-0.504,-0.105,0.105,0.008,0.125,-0.064,-0.197,-0.065,-0.066,-0.034,-0.037,0.082,0.732,0.101,-0.288,-0.025,-0.039,-0.123,-0.035,-0.016,0.009,0.007,0.945,0.001,-0.008,1.013,-0.006,-0.001,1.046,0.004,0.005,0.988,0.008,-0.001,0.96,0.0,-0.005,0.89,-0.003,-0.002,0.95,-0.253,0.597,-0.095,-0.052,0.552,-0.586,0.164,0.092,0.293,0.253,-0.018,0.175,0.185,0.039,0.035,0.039,-0.715,0.036,0.16,0.809,-0.877,1.0,0.002,-0.004,0.0,1.0,-0.001,0.0,0.001,1.0,-0.001,0.002,0.001,1.0,0.001,0.0,0.0,1.0,-0.001,-0.004,0.0,1.0,-0.002,0.001,0.0,1.0,0.0,0.0,0.0
368,3.68,255,5.1,0.441,-0.511,-0.099,0.061,0.007,0.128,-0.041,-0.228,-0.068,-0.053,-0.002,-0.036,0.151,0.733,0.104,-0.286,-0.02,-0.038,-0.132,0.029,-0.027,0.006,0.008,0.946,-0.005,0.001,1.012,-0.004,-0.008,1.052,0.002,0.0,0.99,0.008,0.001,0.959,0.001,-0.004,0.89,-0.004,-0.005,0.952,-0.241,0.548,-0.061,-0.114,0.608,-0.61,-0.027,-0.174,0.327,0.314,-0.14,0.171,0.156,0.18,-0.003,0.028,-0.437,0.068,0.202,0.856,-0.962,1.0,0.003,-0.004,0.0,1.0,-0.001,0.0,0.001,1.0,-0.002,0.002,0.001,1.0,0.0,0.0,0.0,1.0,0.0,-0.004,0.0,1.0,-0.002,0.0,0.0,1.0,-0.001,0.0,-0.001
