molab_frame,molab_time,video_frame,video_time,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z
167,1.67,189,3.78,-0.192,-0.202,0.006,-0.109,0.031,0.024,-0.016,-0.066,0.012,-0.237,0.065,-0.026,-0.059,-0.04,0.001,-0.01,0.047,0.006,-0.105,0.036,0.007,-0.004,0.002,1.039,0.0,0.002,1.024,0.002,-0.005,1.006,0.0,-0.001,0.891,0.001,-0.002,0.951,0.001,0.0,0.96,0.0,0.002,0.957,0.095,0.068,-0.259,0.329,0.127,-0.14,0.063,0.145,-0.269,0.043,-0.052,-0.131,-0.067,0.114,-0.07,0.012,-0.061,-0.353,0.097,0.202,-0.163,1.0,0.001,0.001,0.0,1.0,0.001,0.0,0.0,1.0,0.0,-0.001,0.0,1.0,-0.001,-0.001,0.0,1.0,0.0,-0.001,0.0,1.0,0.0,0.001,0.0,1.0,0.0,0.0,0.0
168,1.68,190,3.8,-0.146,-0.214,0.008,-0.145,0.027,0.024,-0.034,-0.026,0.013,-0.243,0.051,-0.026,-0.129,-0.058,0.0,0.02,0.11,0.007,-0.126,0.002,0.006,-0.004,0.0,1.036,0.0,0.008,1.023,0.0,0.004,1.003,0.001,-0.001,0.895,0.002,-0.004,0.943,0.001,0.002,0.961,0.002,0.001,0.955,0.095,0.068,-0.259,0.207,-0.088,-0.025,0.076,0.201,-0.096,0.094,-0.034,-0.064,-0.194,0.032,-0.153,-0.138,-0.138,-0.317,-0.021,0.184,-0.138,1.0,0.0,0.001,0.0,1.0,0.001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.001,-0.001,0.0,1.0,-0.001,-0.001,0.0,1.0,0.001,0.0,0.0,1.0,0.0,0.0,0.0
169,1.69,190,3.8,-0.129,-0.211,0.01,-0.128,-0.002,0.024,-0.001,-0.017,0.012,-0.212,0.109,-0.023,-0.089,-0.099,0.001,-0.004,0.097,0.005,-0.083,-0.001,0.005,0.0,0.001,1.037,-0.004,0.0,1.019,0.0,0.001,1.005,0.003,-0.001,0.892,0.003,0.003,0.946,0.001,-0.001,0.963,-0.002,0.003,0.951,0.091,0.076,-0.395,0.024,-0.195,0.033,0.255,0.122,-0.148,0.021,0.121,-0.214,-0.058,-0.019,-0.042,0.027,-0.124,-0.219,0.043,0.29,-0.055,1.0,0.0,0.001,0.0,1.0,0.001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.001,-0.001,0.0,1.0,0.0,-0.001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
170,1.7,191,3.82,-0.071,-0.195,0.014,-0.128,-0.036,0.023,-0.045,-0.062,0.013,-0.178,0.15,-0.024,-0.149,-0.065,0.001,-0.013,0.069,0.001,-0.092,0.001,0.005,-0.001,-0.001,1.039,-0.003,0.002,1.017,0.001,0.003,1.01,0.002,0.002,0.889,-0.003,-0.006,0.951,-0.001,-0.004,0.957,-0.001,0.001,0.951,0.149,-0.084,-0.462,0.268,-0.034,-0.054,0.144,-0.013,0.032,0.043,0.134,-0.014,-0.058,0.105,0.015,0.069,-0.056,-0.108,-0.202,0.232,-0.061,1.0,0.0,0.001,0.0,1.0,0.001,0.0,0.0,1.0,0.001,0.0,0.0,1.0,0.0,-0.001,0.0,1.0,-0.001,-0.001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
171,1.71,191,3.82,-0.128,-0.192,0.017,-0.167,-0.034,0.022,-0.056,-0.067,0.012,-0.247,0.167,-0.025,-0.188,-0.075,0.0,-0.074,0.053,0.0,-0.13,0.041,0.008,-0.001,0.002,1.039,0.0,0.007,1.02,-0.004,0.003,1.006,0.004,-0.004,0.891,-0.001,-0.004,0.945,0.001,-0.005,0.957,-0.008,0.001,0.956,0.035,-0.044,-0.21,0.512,0.045,-0.165,0.092,0.083,0.134,-0.1,0.041,0.008,-0.055,0.143,0.063,0.077,0.029,-0.097,-0.237,0.36,0.162,1.0,0.0,0.001,0.0,1.0,0.001,0.0,0.0,1.0,0.001,0.0,0.0,1.0,-0.001,-0.001,0.0,1.0,-0.001,-0.001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.001,0.0
172,1.72,192,3.84,-0.076,-0.176,0.018,-0.206,-0.031,0.02,-0.05,-0.111,0.016,-0.256,0.177,-0.025,-0.169,-0.026,-0.005,-0.04,-0.01,-0.002,-0.193,0.073,0.011,0.0,0.0,1.036,0.0,0.005,1.021,0.002,-0.002,1.003,0.004,0.003,0.893,-0.003,-0.003,0.947,-0.004,0.001,0.964,-0.006,-0.003,0.958,-0.09,-0.147,-0.294,0.451,0.044,-0.165,0.118,0.136,0.5,-0.101,0.243,-0.153,-0.067,0.114,-0.07,-0.047,0.207,-0.027,-0.22,0.226,0.141,1.0,0.0,0.0,0.0,1.0,0.002,0.0,0.0,1.0,0.001,0.0,0.0,1.0,0.0,-0.001,0.0,1.0,-0.001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.001,0.0
173,1.73,192,3.84,-0.062,-0.205,0.018,-0.245,-0.025,0.019,-0.042,-0.124,0.02,-0.316,0.197,-0.026,-0.14,-0.002,-0.01,0.004,-0.042,-0.004,-0.256,0.102,0.013,-0.001,-0.001,1.036,0.0,0.008,1.016,-0.001,-0.003,1.006,0.005,-0.003,0.893,-0.002,-0.002,0.949,-0.003,0.0,0.959,-0.006,-0.004,0.951,-0.02,0.028,-0.039,0.511,0.127,-0.14,0.053,0.118,0.446,-0.134,0.159,-0.051,-0.055,0.019,0.006,0.035,0.098,0.078,-0.052,-0.156,0.052,1.0,0.0,0.0,0.0,1.0,0.002,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.001,-0.002,0.0,1.0,-0.001,0.0,0.0,1.0,0.0,0.001,0.0,1.0,0.0,0.001,0.0
174,1.74,193,3.86,-0.028,-0.234,0.014,-0.215,-0.018,0.017,-0.064,-0.163,0.022,-0.287,0.222,-0.026,-0.173,0.041,-0.014,0.074,-0.043,-0.003,-0.215,0.139,0.015,0.0,-0.005,1.036,0.0,0.001,1.017,0.001,0.003,1.006,0.006,-0.001,0.888,-0.003,-0.002,0.947,-0.001,0.004,0.963,-0.002,0.0,0.954,-0.075,0.101,0.131,0.39,0.127,-0.14,0.042,-0.054,0.31,-0.105,0.163,-0.184,-0.064,-0.095,-0.137,0.084,0.004,0.084,-0.098,-0.222,0.083,1.0,0.0,0.0,0.0,1.0,0.002,0.0,0.0,1.0,0.001,0.0,0.0,1.0,-0.001,-0.002,0.0,1.0,-0.001,0.0,0.0,1.0,0.0,0.001,0.0,1.0,0.0,0.001,0.0
175,1.75,193,3.86,-0.006,-0.197,0.012,-0.247,0.001,0.016,-0.012,-0.201,0.023,-0.332,0.169,-0.026,-0.186,0.081,-0.015,0.109,-0.012,-0.002,-0.215,0.167,0.015,0.0,-0.003,1.04,0.001,0.005,1.012,0.005,-0.002,1.006,0.0,-0.002,0.889,-0.002,-0.006,0.948,0.001,0.0,0.964,-0.004,0.004,0.952,-0.075,0.045,0.155,0.268,-0.063,-0.107,-0.1,0.047,0.031,-0.193,0.167,-0.063,-0.173,-0.196,-0.05,0.044,0.059,0.031,0.018,-0.377,-0.078,1.0,-0.001,0.0,0.0,1.0,0.002,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.001,-0.001,0.0,1.0,-0.001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.001,0.0
176,1.76,194,3.88,0.053,-0.205,0.012,-0.215,-0.003,0.015,-0.002,-0.198,0.022,-0.269,0.157,-0.029,-0.151,0.108,-0.015,0.168,0.008,0.0,-0.175,0.125,0.017,-0.001,-0.002,1.037,0.0,0.001,1.012,0.006,0.001,1.003,0.002,0.0,0.888,0.0,0.005,0.951,-0.001,0.005,0.965,0.004,0.002,0.947,-0.258,0.102,0.136,0.268,0.073,-0.111,-0.052,-0.009,-0.147,0.015,0.13,0.12,-0.061,-0.181,-0.147,-0.312,0.147,-0.025,-0.077,-0.433,0.023,1.0,-0.001,0.0,0.0,1.0,0.002,0.0,0.0,1.0,0.0,-0.001,0.0,1.0,0.0,-0.001,0.0,1.0,-0.001,0.0,0.0,1.0,0.001,0.0,0.0,1.0,0.0,0.001,0.0
177,1.77,194,3.88,0.019,-0.166,0.013,-0.253,-0.013,0.013,0.005,-0.126,0.02,-0.308,0.13,-0.032,-0.126,0.053,-0.014,0.159,-0.018,-0.001,-0.204,0.077,0.018,-0.001,0.001,1.039,-0.001,0.006,1.013,0.0,0.001,1.005,-0.001,-0.001,0.894,0.002,0.002,0.947,-0.002,0.003,0.963,0.004,0.002,0.948,-0.202,-0.026,-0.01,0.39,0.152,-0.223,-0.06,-0.105,-0.244,-0.015,0.328,0.092,-0.185,-0.101,-0.125,-0.197,0.13,0.01,0.09,-0.425,-0.072,1.0,-0.001,0.0,0.0,1.0,0.002,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.001,0.0,1.0,-0.001,0.0,0.0,1.0,0.001,0.001,0.0,1.0,0.0,0.001,0.0
178,1.78,195,3.9,-0.005,-0.179,0.015,-0.228,-0.028,0.012,0.041,-0.113,0.018,-0.279,0.175,-0.032,-0.073,0.057,-0.011,0.125,-0.072,-0.002,-0.17,0.026,0.018,0.001,0.003,1.039,-0.001,0.003,1.015,0.002,0.0,1.006,0.002,-0.001,0.888,0.0,-0.001,0.948,-0.003,0.001,0.957,0.005,0.003,0.947,-0.148,0.014,-0.228,0.573,-0.063,-0.107,-0.008,-0.143,-0.364,0.144,0.371,-0.04,-0.185,0.023,-0.068,-0.203,0.279,-0.114,0.055,-0.331,-0.165,1.0,0.0,0.0,0.0,1.0,0.002,0.0,0.0,1.0,0.0,-0.001,0.0,1.0,0.0,-0.001,0.0,1.0,0.0,0.0,0.0,1.0,0.001,0.001,0.0,1.0,0.001,0.0,0.0
179,1.79,195,3.9,-0.03,-0.16,0.018,-0.217,0.002,0.011,0.022,-0.111,0.015,-0.267,0.108,-0.035,-0.05,0.084,-0.007,0.089,-0.088,-0.002,-0.17,0.021,0.019,-0.002,0.001,1.035,0.0,0.004,1.017,0.002,0.001,1.007,-0.003,-0.001,0.884,0.001,0.003,0.951,-0.003,0.001,0.96,0.006,-0.001,0.952,-0.147,-0.099,-0.18,0.45,0.073,-0.111,-0.183,0.013,-0.272,-0.028,0.273,0.115,-0.171,-0.034,0.055,-0.238,0.062,-0.101,0.011,-0.224,0.0,1.0,0.0,0.0,0.0,1.0,0.002,0.0,0.0,1.0,0.0,-0.001,0.0,1.0,0.0,-0.001,0.0,1.0,0.0,0.0,0.0,1.0,0.001,0.001,0.0,1.0,0.0,0.0,0.0
180,1.8,196,3.92,-0.011,-0.159,0.021,-0.191,0.015,0.009,-0.008,-0.063,0.015,-0.232,0.062,-0.038,-0.032,0.021,-0.006,0.107,-0.024,-0.003,-0.174,0.021,0.019,-0.003,-0.001,1.036,0.003,-0.002,1.017,-0.005,0.001,1.004,-0.002,0.0,0.886,0.003,0.001,0.949,0.001,0.002,0.96,0.002,-0.003,0.949,-0.269,-0.154,-0.152,0.511,0.181,-0.169,-0.108,0.01,-0.085,0.116,-0.022,0.137,-0.177,0.013,0.017,-0.296,0.07,-0.118,0.123,0.089,-0.128,1.0,0.0,0.001,0.0,1.0,0.002,0.0,0.0,1.0,0.0,-0.001,0.0,1.0,0.0,-0.001,0.0,1.0,0.0,0.0,0.0,1.0,0.001,0.001,0.0,1.0,0.0,0.0,0.0
181,1.81,196,3.92,-0.016,-0.16,0.024,-0.187,0.046,0.009,-0.031,-0.005,0.018,-0.234,-0.001,-0.041,-0.042,-0.045,-0.007,0.126,-0.02,-0.004,-0.192,0.027,0.018,-0.005,-0.001,1.036,0.001,0.003,1.015,-0.003,0.001,1.01,-0.002,-0.001,0.89,0.002,0.0,0.948,-0.002,0.002,0.961,0.005,-0.004,0.955,-0.084,-0.131,-0.102,0.633,0.239,-0.062,-0.216,0.009,0.117,0.142,-0.114,0.251,-0.301,0.217,0.096,-0.255,0.138,-0.008,0.025,0.25,-0.169,1.0,0.0,0.001,0.0,1.0,0.002,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.001,0.0,1.0,0.001,0.001,0.0,1.0,0.0,0.0,0.0
182,1.82,197,3.94,0.019,-0.122,0.026,-0.167,0.02,0.008,-0.02,0.005,0.021,-0.213,-0.007,-0.043,-0.022,0.0,-0.008,0.139,0.003,-0.003,-0.195,-0.019,0.017,-0.002,-0.002,1.037,-0.002,0.0,1.017,0.002,-0.004,1.008,-0.006,-0.001,0.892,-0.002,-0.001,0.949,0.0,0.0,0.96,0.002,-0.002,0.952,-0.08,-0.139,0.034,0.633,0.375,-0.066,-0.156,0.067,0.094,0.133,-0.275,0.188,-0.185,0.146,-0.011,-0.206,-0.078,-0.06,0.152,0.289,-0.137,1.0,-0.001,0.001,0.0,1.0,0.001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.001,0.001,0.0,1.0,0.0,0.0,0.0
183,1.83,197,3.94,0.012,-0.115,0.026,-0.153,0.046,0.007,-0.019,-0.02,0.023,-0.231,-0.016,-0.044,-0.026,0.008,-0.012,0.16,-0.053,-0.003,-0.212,0.02,0.018,0.001,-0.004,1.041,0.001,0.003,1.023,0.004,-0.007,1.01,0.002,-0.005,0.894,0.001,-0.003,0.946,-0.007,0.001,0.961,-0.001,-0.005,0.947,-0.02,-0.028,-0.016,0.572,0.239,-0.062,-0.144,0.239,0.23,-0.028,-0.301,0.041,-0.2,0.08,-0.191,-0.098,-0.18,-0.037,0.157,0.385,-0.041,1.0,-0.001,0.001,0.0,1.0,0.001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.001,0.0,0.0,1.0,-0.001,0.0,0.0,1.0,0.001,0.001,0.0,1.0,-0.001,0.0,0.0
184,1.84,198,3.96,0.027,-0.12,0.026,-0.123,0.054,0.007,-0.062,-0.034,0.026,-0.202,0.013,-0.045,-0.089,-0.019,-0.013,0.14,-0.074,-0.002,-0.197,0.062,0.017,0.001,-0.003,1.035,0.002,-0.002,1.019,-0.002,0.004,1.003,0.006,-0.001,0.893,0.002,-0.006,0.949,-0.002,-0.001,0.965,-0.003,-0.003,0.949,0.044,-0.116,0.086,0.328,0.185,-0.033,-0.027,0.219,0.163,-0.146,-0.284,0.016,-0.116,0.14,0.069,-0.19,-0.265,0.017,0.089,0.356,-0.086,1.0,-0.001,0.0,0.0,1.0,0.001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.001,-0.001,0.0,1.0,-0.001,0.0,0.0,1.0,0.0,0.001,0.0,1.0,-0.001,0.0,0.0
185,1.85,198,3.96,-0.008,-0.128,0.024,-0.151,0.028,0.008,-0.06,-0.058,0.03,-0.242,0.072,-0.043,-0.074,-0.041,-0.016,0.086,-0.083,-0.001,-0.255,0.054,0.015,0.001,0.0,1.039,-0.004,0.007,1.018,0.003,-0.009,1.007,0.007,-0.003,0.888,0.004,-0.004,0.951,0.0,-0.003,0.958,-0.001,-0.003,0.954,0.106,0.076,0.069,0.206,0.189,0.103,0.105,0.139,0.307,-0.109,-0.12,-0.054,-0.185,0.146,-0.011,-0.098,-0.18,-0.037,0.089,0.356,-0.086,1.0,-0.001,0.0,0.0,1.0,0.001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.001,-0.001,0.0,1.0,-0.001,-0.001,0.0,1.0,0.0,0.001,0.0,1.0,-0.001,0.0,0.0
186,1.86,199,3.98,-0.041,-0.159,0.025,-0.151,-0.008,0.008,-0.078,-0.063,0.03,-0.24,0.144,-0.042,-0.111,-0.101,-0.017,0.02,-0.073,-0.001,-0.254,0.053,0.014,0.0,0.001,1.031,-0.005,0.002,1.023,-0.003,0.001,1.001,0.008,-0.001,0.889,0.003,-0.003,0.943,0.001,-0.006,0.954,-0.007,-0.001,0.95,0.102,0.084,-0.067,0.206,0.214,0.021,0.081,0.161,-0.019,-0.109,-0.12,-0.054,-0.006,-0.007,-0.133,0.06,-0.018,-0.062,-0.071,0.194,-0.068,1.0,0.0,0.0,0.0,1.0,0.001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.001,-0.001,0.0,1.0,-0.001,-0.001,0.0,1.0,0.0,0.001,0.0,1.0,-0.001,0.001,0.0
187,1.87,199,3.98,-0.024,-0.16,0.026,-0.187,-0.011,0.009,-0.044,-0.104,0.031,-0.272,0.179,-0.041,-0.076,-0.061,-0.017,0.062,-0.124,-0.002,-0.29,0.087,0.013,0.004,-0.003,1.038,0.0,0.008,1.02,0.001,-0.006,1.007,0.011,0.0,0.889,-0.004,-0.002,0.944,-0.003,0.002,0.963,-0.008,-0.002,0.947,0.159,-0.077,-0.133,0.206,0.106,0.078,0.02,0.162,-0.015,-0.087,0.095,-0.015,0.124,0.113,-0.002,0.043,-0.064,-0.026,-0.012,0.204,-0.081,1.0,-0.001,0.0,0.0,1.0,0.002,0.0,0.0,1.0,-0.001,0.0,0.0,1.0,-0.001,-0.001,0.0,1.0,-0.001,-0.001,0.0,1.0,0.0,0.001,0.0,1.0,-0.001,0.001,0.0
188,1.88,200,4.0,0.015,-0.163,0.024,-0.155,-0.009,0.009,-0.071,-0.112,0.032,-0.222,0.206,-0.041,-0.131,-0.099,-0.019,0.064,-0.122,-0.001,-0.26,0.124,0.013,0.005,-0.005,1.037,0.0,0.0,1.02,-0.005,0.003,0.999,0.009,0.003,0.889,0.002,-0.003,0.952,0.004,-0.005,0.959,-0.008,-0.002,0.947,0.228,0.019,0.089,0.206,0.214,0.021,0.213,0.081,0.125,-0.151,0.023,-0.059,0.115,0.122,-0.087,0.251,0.005,-0.046,-0.023,0.044,0.042,1.0,-0.001,0.0,0.0,1.0,0.001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.001,-0.002,0.0,1.0,-0.001,-0.001,0.0,1.0,0.0,0.001,0.0,1.0,-0.001,0.001,0.0
189,1.89,200,4.0,0.008,-0.172,0.022,-0.192,-0.01,0.01,-0.099,-0.146,0.031,-0.232,0.224,-0.039,-0.198,-0.101,-0.02,0.012,-0.103,0.0,-0.29,0.156,0.014,0.002,0.005,1.033,0.0,0.008,1.014,0.0,0.006,1.009,0.005,0.002,0.89,0.002,-0.005,0.946,0.002,-0.002,0.964,-0.009,0.0,0.951,0.106,0.076,0.069,0.267,-0.03,0.083,0.091,0.141,0.115,-0.109,0.268,-0.098,0.257,0.024,0.062,0.119,0.098,0.013,-0.118,-0.012,0.143,1.0,0.0,0.0,0.0,1.0,0.002,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.002,0.0,1.0,-0.002,-0.001,0.0,1.0,0.0,0.001,0.0,1.0,-0.001,0.001,0.0
190,1.9,201,4.02,-0.001,-0.166,0.021,-0.176,0.018,0.011,-0.077,-0.21,0.032,-0.235,0.221,-0.036,-0.208,-0.088,-0.021,0.048,-0.161,0.0,-0.27,0.218,0.014,0.003,-0.001,1.035,0.001,0.003,1.014,0.002,-0.002,1.007,0.009,-0.004,0.888,0.002,-0.005,0.943,-0.001,0.0,0.961,-0.008,-0.001,0.95,0.04,0.14,-0.089,0.267,0.106,0.078,-0.034,0.007,0.103,-0.236,0.512,-0.229,0.254,-0.014,0.014,0.286,0.221,-0.058,0.235,0.045,0.066,1.0,-0.001,-0.001,0.0,1.0,0.002,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.001,-0.002,0.0,1.0,-0.002,-0.001,0.0,1.0,0.0,0.001,0.0,1.0,-0.001,0.002,0.0
191,1.91,201,4.02,-0.043,-0.217,0.018,-0.204,-0.006,0.01,-0.079,-0.204,0.03,-0.279,0.269,-0.034,-0.249,-0.103,-0.024,0.018,-0.102,0.0,-0.271,0.172,0.017,-0.001,0.001,1.037,-0.004,0.007,1.019,0.002,0.003,1.011,0.007,-0.002,0.894,0.003,-0.004,0.953,0.0,0.0,0.964,-0.003,-0.001,0.952,0.29,0.211,0.071,0.329,0.02,-0.082,-0.095,0.008,0.108,-0.081,0.661,-0.275,0.243,-0.167,-0.176,0.5,0.142,0.046,-0.113,-0.305,0.245,1.0,0.0,0.0,0.0,1.0,0.002,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.001,-0.002,0.0,1.0,-0.002,-0.001,0.0,1.0,0.0,0.0,0.0,1.0,-0.001,0.002,0.0
192,1.92,202,4.04,-0.044,-0.214,0.016,-0.238,0.006,0.009,-0.018,-0.23,0.029,-0.34,0.231,-0.034,-0.196,-0.113,-0.024,0.021,-0.058,-0.001,-0.273,0.192,0.02,-0.002,-0.004,1.037,0.001,0.006,1.015,0.004,-0.005,1.009,0.004,-0.002,0.891,0.004,-0.002,0.947,0.001,-0.003,0.965,-0.004,0.001,0.949,0.166,0.187,0.019,0.268,0.127,-0.14,0.084,-0.071,0.055,-0.012,0.425,-0.156,0.133,-0.144,-0.031,0.235,0.205,0.106,-0.063,-0.316,0.175,1.0,-0.001,0.0,0.0,1.0,0.002,0.0,0.0,1.0,0.0,0.0,0.001,1.0,-0.001,-0.002,0.0,1.0,-0.002,-0.001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.002,0.0
193,1.93,202,4.04,-0.046,-0.214,0.013,-0.275,0.014,0.006,-0.055,-0.19,0.026,-0.377,0.187,-0.034,-0.231,-0.082,-0.023,-0.014,-0.029,-0.001,-0.313,0.163,0.024,-0.005,-0.001,1.038,0.001,0.008,1.016,0.0,0.002,1.006,-0.004,-0.001,0.894,-0.003,-0.004,0.945,-0.001,-0.003,0.955,0.003,-0.001,0.951,0.108,0.292,0.109,0.39,0.152,-0.223,0.067,-0.145,-0.176,-0.101,0.243,-0.153,0.063,-0.014,-0.054,0.11,0.259,0.118,-0.017,-0.25,0.145,1.0,0.0,0.0,0.0,1.0,0.002,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.001,-0.002,0.0,1.0,-0.002,-0.001,0.0,1.0,-0.001,0.0,0.0,1.0,0.0,0.001,0.0
194,1.94,203,4.06,-0.021,-0.234,0.013,-0.265,0.044,0.006,-0.033,-0.181,0.025,-0.336,0.14,-0.036,-0.177,-0.042,-0.022,-0.05,-0.012,0.0,-0.305,0.158,0.025,-0.001,-0.001,1.042,0.004,0.004,1.021,0.003,-0.002,1.007,0.001,0.002,0.888,-0.001,0.002,0.951,-0.003,-0.005,0.957,0.003,-0.001,0.953,0.107,0.212,0.077,0.206,0.156,-0.087,0.011,-0.184,-0.095,-0.032,0.193,0.084,-0.043,-0.2,0.024,0.078,0.276,0.019,-0.006,-0.09,0.021,1.0,0.0,0.0,0.0,1.0,0.002,0.0,0.0,1.0,0.0,-0.001,0.0,1.0,-0.001,-0.002,0.0,1.0,-0.002,-0.001,0.0,1.0,-0.001,0.001,0.0,1.0,0.0,0.001,0.0
195,1.95,203,4.06,0.008,-0.214,0.012,-0.262,0.01,0.005,-0.037,-0.179,0.024,-0.334,0.139,-0.037,-0.168,-0.013,-0.02,-0.024,-0.032,0.001,-0.281,0.095,0.025,-0.003,-0.005,1.04,-0.004,0.004,1.018,0.004,0.003,1.006,-0.003,-0.002,0.889,0.001,0.002,0.956,-0.002,-0.002,0.959,0.002,0.002,0.951,0.112,0.147,0.237,0.328,0.049,-0.029,0.076,-0.166,-0.042,0.082,0.096,0.077,-0.098,-0.126,0.125,-0.156,0.075,0.062,0.053,-0.081,0.009,1.0,-0.001,0.001,0.0,1.0,0.002,0.0,0.0,1.0,0.0,-0.001,0.0,1.0,-0.001,-0.001,0.0,1.0,-0.001,-0.001,0.0,1.0,-0.001,0.001,0.0,1.0,0.0,0.001,0.0
196,1.96,204,4.08,-0.004,-0.212,0.009,-0.26,0.043,0.005,-0.006,-0.168,0.024,-0.327,0.072,-0.037,-0.108,0.02,-0.021,-0.077,0.003,0.004,-0.277,0.093,0.026,-0.009,0.003,1.039,0.002,0.004,1.019,0.005,-0.003,1.003,-0.006,0.0,0.893,0.0,0.004,0.947,-0.001,-0.004,0.959,0.005,0.0,0.947,0.174,0.171,0.291,0.45,0.131,-0.004,-0.163,-0.145,0.034,0.157,0.038,-0.02,-0.179,-0.025,-0.03,-0.205,0.169,0.056,0.117,0.026,0.092,1.0,-0.001,0.001,0.0,1.0,0.002,0.0,0.0,1.0,0.0,-0.001,0.0,1.0,-0.001,-0.001,0.0,1.0,-0.001,-0.001,0.0,1.0,-0.001,0.001,0.0,1.0,0.0,0.0,0.0
