frame,time,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence
0,0,-0.570323,0.53109604,0.564159,-0.53785694,0.52414227,0.42252985,-0.55790734,0.56172687,0.39904633,-0.52094114,0.5543361,0.3313427,-0.55152756,0.5452987,0.29613647,-0.52624184,0.5420362,0.29242337,-0.5534528,0.6618829,0.511864,-0.53001153,0.654736,0.3982805,-0.5232178,0.74781877,0.2893389,-0.49430114,0.7224851,0.22272009,-0.5239769,0.8526112,0.27380338,-0.49874842,0.8311754,0.27057645
1,0,-0.5787067,0.52912587,0.7615622,-0.5377761,0.5206852,0.81251055,-0.5314378,0.57191896,0.63473475,-0.50699854,0.54660296,0.53668153,-0.5470985,0.5233345,0.39837745,-0.54267794,0.52013224,0.7000753,-0.5512904,0.6661872,0.9240037,-0.5199951,0.6553738,0.88562727,-0.47720727,0.72591484,0.87713826,-0.45636007,0.7128032,0.8877292,-0.49529657,0.8642212,0.7965046,-0.47424176,0.84470206,0.8871618
2,0,-0.57733476,0.52621186,0.85184544,-0.5353874,0.52036214,0.72846234,-0.5320471,0.5737394,0.7467936,-0.5078905,0.54783934,0.63087976,-0.5444193,0.5224964,0.29123092,-0.5446987,0.516312,0.6874577,-0.55069226,0.6656996,0.8847463,-0.51710474,0.6541588,0.79947174,-0.47886828,0.7249872,0.81636846,-0.4559532,0.7119431,0.9254915,-0.4954282,0.8634133,0.9034439,-0.4738245,0.843748,0.9065346
3,0,-0.5779619,0.526134,0.75311893,-0.53570545,0.51856405,0.77130723,-0.53184897,0.5730368,0.7732945,-0.5084898,0.5466205,0.59069425,-0.54536265,0.5199161,0.2527277,-0.54443866,0.5166766,0.62730867,-0.5503507,0.66725814,0.91454494,-0.5168489,0.65418917,0.83540857,-0.47879258,0.7249551,0.80170125,-0.45611343,0.7108924,0.9384311,-0.49446058,0.86166596,0.87212336,-0.4738576,0.8426679,0.91193736
4,0,-0.57776475,0.5256305,0.8350171,-0.53520596,0.5187092,0.8678899,-0.5324003,0.573141,0.77030337,-0.5082274,0.5489046,0.72476304,-0.54601705,0.5205405,0.33738753,-0.54341406,0.516947,0.60541034,-0.55044574,0.6649949,0.8961307,-0.5170566,0.6547993,0.7346492,-0.4777689,0.7231337,0.7750922,-0.45619503,0.7128911,0.8339025,-0.4951839,0.8632916,0.92527163,-0.47349268,0.8425596,0.7723516
5,0,-0.5779879,0.52526927,0.8064088,-0.5356258,0.51956844,0.8613552,-0.5320696,0.5732548,0.72423065,-0.5083415,0.5491343,0.6920343,-0.5455171,0.52097595,0.3306384,-0.5431678,0.51794606,0.6265391,-0.5505916,0.665916,0.906288,-0.5169584,0.65380913,0.8138831,-0.47768465,0.7232014,0.7434162,-0.4555722,0.7115264,0.8044848,-0.49416655,0.86183584,0.87856233,-0.4730324,0.8442809,0.8125606
6,0,-0.57838815,0.5261824,0.75213456,-0.53675234,0.5187917,0.74212545,-0.53136533,0.5733165,0.7335814,-0.50815415,0.5478685,0.6619304,-0.546489,0.520034,0.33566982,-0.5441997,0.51690185,0.6967567,-0.5505297,0.6661734,0.9044365,-0.5169896,0.65357405,0.81638396,-0.47887045,0.7238341,0.8168537,-0.4567668,0.712138,0.93471336,-0.49422798,0.8619314,0.87596864,-0.47344598,0.8439602,0.7679937
7,0,-0.5782968,0.5256865,0.79508644,-0.5357927,0.51900095,0.8757434,-0.53176767,0.5731345,0.7341749,-0.50835955,0.5490014,0.7046569,-0.54597837,0.52058923,0.33421543,-0.5437411,0.517164,0.6373777,-0.55092746,0.66581297,0.9031341,-0.5174877,0.6535843,0.8057527,-0.47762933,0.72310156,0.738989,-0.45632607,0.7129302,0.92670065,-0.49415585,0.86151516,0.8871195,-0.47301844,0.8449212,0.784482
8,0,-0.5779091,0.5257461,0.8163641,-0.5356151,0.51988906,0.7134288,-0.5305262,0.5725634,0.76668596,-0.5082494,0.548347,0.57224554,-0.5434677,0.52091056,0.31572437,-0.5445834,0.5180291,0.7201776,-0.5506829,0.66529775,0.8985451,-0.5165711,0.6535406,0.91465807,-0.47901186,0.7242247,0.80992246,-0.4567007,0.71198833,0.9373162,-0.4939066,0.8629094,0.87304634,-0.47344205,0.84431624,0.7401718
9,0,-0.57818115,0.52640116,0.7350715,-0.5371831,0.518885,0.7739159,-0.53127927,0.5736994,0.7272743,-0.5084874,0.5468793,0.57231456,-0.5464529,0.52021956,0.3352858,-0.54424125,0.5176139,0.70129627,-0.54980767,0.66527826,0.8966234,-0.5166312,0.6523982,0.91792804,-0.47888806,0.72509277,0.8332908,-0.45606068,0.71256447,0.9322474,-0.49410614,0.86174345,0.8500366,-0.47389963,0.84316623,0.89565414
