frame,time,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence
0,0,-0.5637938,0.54197305,0.49237734,-0.5261395,0.5360916,0.5324337,-0.5671586,0.6239895,0.4131711,-0.51069653,0.60457325,0.35702407,-0.55501693,0.6591695,0.36483002,-0.506442,0.6475483,0.27556005,-0.5597247,0.66257846,0.42008728,-0.5318116,0.65828574,0.47614723,-0.53841615,0.728284,0.22320867,-0.49068668,0.70739996,0.41032773,-0.5382945,0.85746086,0.29891023,-0.4991788,0.83628243,0.29925588
1,0,-0.5651941,0.5364382,0.8367101,-0.5194677,0.53630877,0.8687903,-0.5589783,0.63988876,0.93197805,-0.5130497,0.6194316,0.92045295,-0.51218736,0.6868672,0.7420947,-0.49346417,0.6689341,0.7528271,-0.5680161,0.6718883,0.8492366,-0.53184575,0.66875184,0.779628,-0.50188345,0.7305708,0.61109936,-0.4781334,0.7116836,0.8889826,-0.5226077,0.8572711,0.9228746,-0.49976984,0.8406274,0.94805104
2,0,-0.5636043,0.53678405,0.90294313,-0.5187419,0.5363235,0.8971971,-0.5598574,0.6390185,0.8703197,-0.5123192,0.6187857,0.91551834,-0.51148295,0.6889811,0.7522666,-0.4936367,0.6673697,0.81139034,-0.56659347,0.6736516,0.8791023,-0.5313421,0.6718979,0.7832804,-0.5012769,0.72464556,0.72382545,-0.47777402,0.70669013,0.8643147,-0.5216,0.85604316,0.8446913,-0.49803448,0.84015423,0.91586834
3,0,-0.56348324,0.5363462,0.91166914,-0.51853716,0.5357977,0.90707004,-0.5598039,0.6398986,0.8358285,-0.512416,0.61982954,0.78725594,-0.51113933,0.6891526,0.6586177,-0.49351558,0.6674529,0.775578,-0.5660971,0.6750529,0.85151744,-0.5309251,0.6730952,0.769039,-0.5019938,0.7254173,0.6517025,-0.4785604,0.7097015,0.8801541,-0.52205,0.8579214,0.8740343,-0.49894485,0.8417142,0.9199632
4,0,-0.56348604,0.5363475,0.9217761,-0.5193914,0.5358942,0.8403666,-0.5595508,0.64017695,0.820696,-0.5123849,0.61914456,0.7941191,-0.5102179,0.6885443,0.80096203,-0.49275964,0.6696818,0.64641,-0.5646812,0.6737377,0.91878456,-0.5301404,0.671291,0.7077803,-0.5022448,0.7241796,0.58268625,-0.47954023,0.71039146,0.7841806,-0.5223299,0.8570123,0.92681396,-0.4998127,0.84011704,0.86853987
5,0,-0.5643879,0.53580004,0.81124586,-0.5196218,0.53631,0.8923157,-0.55938846,0.64045906,0.86391765,-0.51280487,0.61911577,0.8234367,-0.51047736,0.68946636,0.51840186,-0.4931017,0.6690441,0.7174529,-0.566252,0.6752783,0.81114006,-0.5314407,0.6727186,0.77221394,-0.50251925,0.72644395,0.6635216,-0.47891408,0.70943266,0.7989168,-0.5218021,0.8576605,0.90303403,-0.49851114,0.8411124,0.9053819
6,0,-0.5635033,0.5357598,0.90662795,-0.51921344,0.5358749,0.8127671,-0.55971783,0.63974273,0.7954728,-0.51305467,0.61780185,0.7918531,-0.5103216,0.68822205,0.7625859,-0.49317643,0.66877604,0.62970334,-0.5658283,0.6743694,0.93117625,-0.5315371,0.6718895,0.72854525,-0.5026289,0.7248211,0.5848282,-0.4793842,0.7115735,0.8083262,-0.52246696,0.85691315,0.9135018,-0.49898735,0.8409424,0.88778377
7,0,-0.5632576,0.53625435,0.91157806,-0.5192987,0.5359493,0.80920815,-0.5597221,0.6396992,0.83006406,-0.51298153,0.6189826,0.80003107,-0.5112136,0.68909514,0.654951,-0.49333212,0.6684396,0.64586985,-0.5652848,0.673545,0.92721236,-0.5310574,0.671388,0.7336425,-0.502312,0.72618496,0.6282373,-0.47850886,0.713102,0.8007276,-0.52163625,0.85679275,0.8941232,-0.49862376,0.8404463,0.8736011
8,0,-0.5642654,0.536525,0.7293207,-0.51949465,0.5360817,0.82256377,-0.5595649,0.63961047,0.82323515,-0.5126337,0.6191181,0.8056474,-0.5117197,0.6897375,0.72185886,-0.49293926,0.66844857,0.7456555,-0.5656624,0.6732544,0.80197567,-0.53061926,0.6719879,0.7450854,-0.50246346,0.7279165,0.64439946,-0.47976,0.7159877,0.75965184,-0.52135444,0.85672724,0.8852203,-0.49940574,0.84132165,0.8999467
9,0,-0.56421745,0.5369002,0.7266413,-0.5198869,0.53646034,0.8380069,-0.5595277,0.63991106,0.8287959,-0.51252776,0.61983556,0.79871434,-0.5114165,0.68986416,0.711114,-0.49282804,0.66862977,0.72978586,-0.5654461,0.6734196,0.7945284,-0.5304831,0.67219687,0.74027634,-0.5023734,0.72749573,0.63074,-0.47976118,0.71634376,0.740891,-0.5209719,0.857239,0.8784283,-0.49924982,0.8413087,0.89994437
