feature,rho,p
mean_head_trunk_angle,0.8720815992723809,0.05385421772754211
mean_right_knee_angle,0.8207826816681233,0.08858700531354381
mean_trunk_angle,-0.5642880936468347,0.32172333582430024
delta_hip_angle,-0.41039134083406165,0.49253578170279755
mean_left_knee_angle,0.15389675281277312,0.8048288166080632
mean_left_hip_angle,-0.15389675281277312,0.8048288166080632
mean_right_hip_angle,-0.15389675281277312,0.8048288166080632
delta_knee_angle,-0.10259783520851541,0.8695979205185651
delta_hip_height,-0.051298917604257706,0.9347128481082341
