frame,time,nose_x,nose_y,nose_confidence,left_ear_x,left_ear_y,left_ear_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence,nose_interpolated,left_ear_interpolated,left_shoulder_interpolated,right_shoulder_interpolated,left_elbow_interpolated,right_elbow_interpolated,left_wrist_interpolated,right_wrist_interpolated,left_hip_interpolated,right_hip_interpolated,left_knee_interpolated,right_knee_interpolated,left_ankle_interpolated,right_ankle_interpolated
414,8.28,0.4778249,0.3419534,0.6765557,,,0.58694667,0.51326305,0.3956987,0.8895819,0.47552478,0.40475684,0.86844414,0.5148445,0.5066349,0.798366,0.47249562,0.4992105,0.6284575,0.49835247,0.59789664,0.62959087,0.4602327,0.5743043,0.8328568,0.5034656,0.5742462,0.8147884,0.47211057,0.57576454,0.84258395,0.50899607,0.7219368,0.74392337,0.4898782,0.718802,0.7080223,0.5196407,0.85566056,0.84011215,0.49912772,0.83974826,0.7015426,False,False,False,False,False,False,False,False,False,False,False,False,False,False
415,8.3,0.47783393,0.34213275,0.69772357,,,0.5946582,0.51325095,0.39571682,0.8917901,0.47561884,0.40478805,0.8684997,0.5150012,0.5062594,0.81883216,0.4724447,0.49910843,0.6272681,0.4980288,0.59751505,0.6230671,0.46048704,0.5751446,0.84095573,0.5038022,0.5747363,0.82587093,0.47242105,0.57645714,0.8460885,0.5090858,0.72170013,0.7514874,0.48976162,0.71874523,0.68185884,0.519731,0.85529494,0.8509545,0.4988753,0.8403164,0.69070596,False,False,False,False,False,False,False,False,False,False,False,False,False,False
416,8.32,0.47753423,0.34197286,0.647578,0.5035762,0.3405933,0.65913564,0.513243,0.3959493,0.88328254,0.4760486,0.40516853,0.8627882,0.51430017,0.5070252,0.89388156,0.4737893,0.498667,0.6344646,0.49890697,0.59371996,0.660111,0.460694,0.57500756,0.8368404,0.5040345,0.57525873,0.83018094,0.47224542,0.57731634,0.8490047,0.50980544,0.72204095,0.74303705,0.49017993,0.7201262,0.68947893,0.51979285,0.8562032,0.67241096,0.498344,0.84052193,0.6833601,False,False,False,False,False,False,False,False,False,False,False,False,False,False
417,8.34,0.47773513,0.34229618,0.6678787,0.5038699,0.34094656,0.65774506,0.5132371,0.3963485,0.88477117,0.47562405,0.40559644,0.8522834,0.514468,0.507397,0.8970051,0.4726295,0.49979746,0.6204694,0.49915054,0.59456706,0.68184847,0.46054378,0.57530826,0.835441,0.5043328,0.5765373,0.8365072,0.472229,0.57839763,0.85135365,0.5102672,0.72315335,0.70545304,0.49041623,0.72117174,0.7038065,0.5209911,0.85540533,0.6425543,0.49840733,0.8409255,0.68461496,False,False,False,False,False,False,False,False,False,False,False,False,False,False
418,8.36,0.47799903,0.34267828,0.68397534,0.5038748,0.34084046,0.6399009,0.5134088,0.3959716,0.86518055,0.47584066,0.40542334,0.8663591,0.5150215,0.50644505,0.8936147,0.473051,0.4986145,0.6374051,0.49781963,0.59494996,0.70433664,0.46076405,0.5708307,0.8354086,0.5045388,0.57373536,0.7830248,0.47276798,0.57511854,0.79876196,0.5099584,0.72435397,0.8678192,0.4900628,0.72051793,0.6359558,0.5203348,0.8549263,0.7291689,0.4987233,0.8411597,0.88227755,False,False,False,False,False,False,False,False,False,False,False,False,False,False
419,8.38,0.478082415,0.342105715,0.5574935,0.5044204699999999,0.340535865,0.58076715,0.5132721,0.39634112,0.87345237,0.47562087,0.40556052,0.83611524,0.51496696,0.50665826,0.88893044,0.47296744,0.4986607,0.5778345,0.49901086,0.5973377,0.67472535,0.4612199,0.5758712,0.85033137,0.50404835,0.5739285,0.81337553,0.47259903,0.5756675,0.8511212,0.50925803,0.72335804,0.82503426,0.49043545,0.7216951,0.77502733,0.5197593,0.8556066,0.83686274,0.5002063,0.8410676,0.77149403,True,True,False,False,False,True,False,False,False,False,False,False,False,False
420,8.4,0.4781658,0.34153315,0.6115472,0.50496614,0.34023127,0.69704884,0.5136423,0.39611942,0.889222,0.47597414,0.40529248,0.8590291,0.5145935,0.5069596,0.89732695,0.47288388,0.4987069,0.6006926,0.49834812,0.5976372,0.65626425,0.46077183,0.57427925,0.83262444,0.50406456,0.5734008,0.8095534,0.4719686,0.57514566,0.8449244,0.5092776,0.722348,0.7960935,0.49019426,0.72034323,0.7395583,0.52005684,0.855727,0.84459025,0.498864,0.840531,0.6506161,False,False,False,False,False,False,False,False,False,False,False,False,False,False
421,8.42,0.4780447,0.3415867,0.62215084,0.50479865,0.340388,0.6866754,0.51382565,0.3955927,0.8977526,0.47559887,0.40538925,0.8567897,0.51505417,0.50630254,0.81645495,0.47199968,0.4994213,0.6187692,0.49872553,0.59796286,0.6597087,0.46059766,0.57389516,0.83831215,0.5038958,0.57334447,0.8080316,0.47232634,0.5751778,0.84833133,0.5093221,0.72332853,0.7988597,0.49024236,0.7206024,0.7647107,0.5200907,0.85644746,0.8474516,0.49930477,0.84016126,0.66770625,False,False,False,False,False,False,False,False,False,False,False,False,False,False
422,8.44,0.4783189,0.34261551,0.716604,0.5043213950000001,0.34010887,0.5762474,0.51379174,0.39551193,0.8993355,0.47569928,0.40495127,0.86280966,0.5152006,0.5066085,0.8152921,0.47258785,0.49898717,0.6444273,0.49854788,0.59750634,0.66068095,0.46045366,0.57329863,0.83237225,0.50414026,0.57413286,0.8233551,0.47240657,0.5756415,0.8485272,0.50947005,0.7233828,0.7870992,0.49020952,0.7201331,0.7656169,0.5199676,0.8563372,0.84069926,0.49895015,0.83996385,0.665854,False,True,False,False,False,False,False,False,False,False,False,False,False,False
423,8.46,0.478043,0.34237468,0.68270963,0.50384414,0.33982974,0.6020826,0.51378864,0.39563125,0.8921917,0.4757811,0.40499976,0.85966825,0.5154135,0.5065109,0.8018274,0.47248808,0.49915963,0.6317717,0.4981832,0.5971363,0.639676,0.46061358,0.5741798,0.8214621,0.50446486,0.5752159,0.8322599,0.472494,0.576845,0.8479867,0.5091144,0.72144157,0.76265854,0.48990065,0.7188538,0.7103488,0.5192184,0.8562195,0.8385878,0.49851868,0.8411805,0.63468295,False,False,False,False,False,False,False,False,False,False,False,False,False,False
