frame,time,nose_x,nose_y,nose_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence,nose_interpolated,left_shoulder_interpolated,right_shoulder_interpolated,left_elbow_interpolated,right_elbow_interpolated,left_wrist_interpolated,right_wrist_interpolated,left_hip_interpolated,right_hip_interpolated,left_knee_interpolated,right_knee_interpolated,left_ankle_interpolated,right_ankle_interpolated
604,12.08,0.39842656,0.35330707,0.7260825,0.44347474,0.40938908,0.8394347,0.40453854,0.4095197,0.82723296,,,0.4196333,0.39925435,0.4996036,0.81282014,,,0.30930084,0.40452954,0.4363501,0.6918709,0.46591014,0.5621247,0.8821908,0.43648636,0.5649923,0.8470577,0.43708086,0.7068122,0.8782771,0.41556033,0.7055983,0.84329337,0.45384878,0.8495403,0.77139944,0.43048823,0.8303224,0.8071493,False,False,False,False,False,False,False,False,False,False,False,False,False
605,12.1,0.39801535,0.35937342,0.69109756,0.44194093,0.41592503,0.8659004,0.40353256,0.41867664,0.77451897,,,0.3980196,0.40073872,0.5124636,0.85742384,,,0.2773655,0.4045505,0.44414514,0.6578714,0.46662,0.56530195,0.9233341,0.43720308,0.5672561,0.8400123,0.43458793,0.71230614,0.8461134,0.4139714,0.7103615,0.7567469,0.45456186,0.845134,0.7829709,0.4314923,0.8296165,0.8308101,False,False,False,False,False,False,False,False,False,False,False,False,False
606,12.12,0.3958301,0.36880153,0.7921586,0.4416806,0.4255328,0.8837747,0.4028223,0.4280522,0.8858864,,,0.51509327,0.40195674,0.5219366,0.8737857,,,0.4301841,0.4060456,0.45448765,0.6207473,0.46891487,0.57157844,0.88244945,0.43937162,0.57344407,0.8594168,0.43443605,0.7160686,0.87091297,0.41322473,0.713463,0.8549374,0.4524462,0.845557,0.82515746,0.43046626,0.8260931,0.6971055,False,False,False,False,False,False,False,False,False,False,False,False,False
607,12.14,0.39505163,0.37886217,0.7082503,0.4405852,0.4350163,0.8844547,0.4003158,0.4397404,0.88859767,,,0.4991662,0.4035116,0.53196967,0.8294405,,,0.29276058,0.40585336,0.4704291,0.6367364,0.4708732,0.578871,0.8983435,0.44080818,0.5820658,0.85298514,0.43323326,0.7132658,0.85749894,0.41249838,0.7115901,0.7778679,0.4520071,0.84747887,0.74907017,0.43151963,0.82397133,0.73201257,False,False,False,False,False,False,False,False,False,False,False,False,False
608,12.16,0.39447975,0.38958475,0.643421,0.4407814,0.4461686,0.9044773,0.39955717,0.44583845,0.85529166,,,0.48607168,0.40281907,0.54229033,0.8699581,,,0.3967742,,,0.5253381,0.47398737,0.5864244,0.87254673,0.44276255,0.58949554,0.85654366,0.43121344,0.7137241,0.8771082,0.4095372,0.7111814,0.7514228,0.45172837,0.84817106,0.8898474,0.43070325,0.8264972,0.7486864,False,False,False,False,False,False,False,False,False,False,False,False,False
609,12.18,0.39364356,0.4022093,0.696515,0.44148746,0.45733604,0.8868577,0.3986719,0.4590555,0.89802366,,,0.5739122,0.40509412,0.5523163,0.8100661,,,0.48072705,,,0.47981435,0.47520372,0.5903369,0.9228458,0.44436723,0.59321034,0.8437275,0.4317954,0.7124891,0.8671409,0.4083964,0.7105933,0.72400707,0.45147195,0.84756356,0.8196201,0.43003878,0.8275602,0.7498874,False,False,False,False,False,False,False,False,False,False,False,False,False
610,12.2,0.3940805,0.41388363,0.82936496,0.4418679,0.4702047,0.8895994,0.3993052,0.47094762,0.70838743,,,0.47710496,0.4044103,0.5626519,0.90176415,,,0.4579958,,,0.41414294,0.47740304,0.5970516,0.86926335,0.44592303,0.60136175,0.84547454,0.42957646,0.71746117,0.8420385,0.40757242,0.7120019,0.8094789,0.4509453,0.8468656,0.64969766,0.4305727,0.8274931,0.7722932,False,False,False,False,False,False,False,False,False,False,False,False,False
611,12.22,0.39385647,0.424201445,0.59984833,0.44128075,0.47913608,0.8569732,0.3986503,0.4776356,0.9052971,,,0.53772986,0.4043518,0.5715707,0.89211017,,,0.47887784,,,0.39780107,0.48020694,0.6048168,0.89454526,0.4485569,0.60835165,0.83725405,0.43009922,0.71678,0.7153739,0.40743235,0.7120871,0.86570114,0.45102274,0.84803456,0.81069565,0.4307577,0.8258788,0.75724703,True,False,False,False,False,False,False,False,False,False,False,False,False
612,12.24,0.39363244,0.43451926,0.66507566,0.44159952,0.4884264,0.8162314,0.39958516,0.48543423,0.9144577,,,0.58189344,0.4060137,0.5807886,0.90770423,,,0.56665045,,,0.52044284,0.4821781,0.6111738,0.8559645,0.44978535,0.61634374,0.8208404,0.42949525,0.71753055,0.6490963,0.40638933,0.71515816,0.81177115,0.45219174,0.8501093,0.890899,0.42990547,0.8241547,0.8076915,False,False,False,False,False,False,False,False,False,False,False,False,False
613,12.26,0.39385563,0.4448421,0.671825,0.44034,0.4949124,0.88264894,0.4006426,0.49608877,0.8587331,,,0.50654966,0.4077008,0.59001034,0.87079513,,,0.47216347,,,0.4306049,0.4820486,0.61851466,0.9335752,0.45015347,0.62238646,0.804967,0.42824796,0.72005594,0.82417005,0.40657747,0.71646565,0.7689587,0.45207006,0.84725296,0.88173884,0.4285942,0.8232722,0.7983,False,False,False,False,False,False,False,False,False,False,False,False,False
614,12.28,0.39449537,0.45221916,0.6773044,0.44139722,0.50311357,0.88152206,0.4009983,0.501757,0.80203986,,,0.44575414,0.40851575,0.5983116,0.8249683,,,0.48331496,,,0.4880401,0.48207608,0.6214124,0.89648986,0.45050862,0.6246497,0.80356425,0.42856202,0.7232892,0.77180463,0.4064356,0.71652645,0.85855097,0.45190728,0.8492552,0.8354141,0.42941397,0.8236917,0.8273126,False,False,False,False,False,False,False,False,False,False,False,False,False
615,12.3,0.39526474,0.4600091,0.72414726,0.4423029,0.50922465,0.9004419,0.4020945,0.50926775,0.7476887,,,0.560648,0.4100622,0.60487986,0.8318539,,,0.48503655,,,0.41494298,0.48354864,0.626848,0.7946719,0.45150566,0.62917674,0.8035267,0.42929336,0.7238579,0.8966226,0.4066986,0.7152467,0.9005013,0.4517554,0.84895754,0.85204214,0.42842093,0.8243004,0.63812065,False,False,False,False,False,False,False,False,False,False,False,False,False
616,12.32,0.39623815,0.4667672,0.8537765,0.44369042,0.51413673,0.90174615,0.4029765,0.51402396,0.8464148,,,0.48941407,0.4109583,0.6093666,0.81567496,,,0.4874149,,,0.45707786,0.48358122,0.63182634,0.87492937,0.4511331,0.6319652,0.80453664,0.429004,0.7231557,0.9033016,0.40737915,0.7165355,0.81596917,0.4514554,0.8484758,0.9119208,0.428958,0.8253836,0.7708286,False,False,False,False,False,False,False,False,False,False,False,False,False
617,12.34,0.3984041,0.47051194,0.6167715,0.44370118,0.52003366,0.8311065,0.40493122,0.51670337,0.9113405,,,0.56010264,0.413154,0.614585,0.8363309,,,0.4362738,,,0.50208735,0.4841237,0.6358671,0.83411914,0.45199606,0.6355682,0.81920284,0.42823982,0.72492224,0.8767403,0.40662706,0.716085,0.82524985,0.45108593,0.84909534,0.9028583,0.42883936,0.827326,0.67213374,False,False,False,False,False,False,False,False,False,False,False,False,False
618,12.36,0.39997217,0.47509953,0.69973403,0.44601318,0.5233268,0.80247355,0.40617603,0.5193123,0.85808563,,,0.5747836,0.41394424,0.616149,0.769623,,,0.3710258,,,0.54218006,0.48463985,0.6415176,0.8403924,0.4529344,0.64108354,0.80388516,0.4284815,0.72430825,0.89728844,0.40791813,0.7159803,0.9098407,0.45078743,0.8502751,0.8582659,0.42943382,0.8280095,0.67481285,False,False,False,False,False,False,False,False,False,False,False,False,False
619,12.38,0.4019437,0.47656333,0.72228914,0.44878972,0.5259662,0.8703152,0.4084917,0.5217486,0.8908734,0.41968116,0.62089485,0.62077117,0.41574186,0.6172775,0.6866439,,,0.3769097,,,0.5473183,0.4852508,0.6417549,0.81461304,0.4529181,0.64190155,0.7621373,0.42823607,0.72283113,0.8537393,0.40829045,0.7169859,0.9185789,0.45054054,0.85097164,0.76185143,0.43051293,0.82759804,0.68338275,False,False,False,False,False,False,False,False,False,False,False,False,False
620,12.4,0.40453944,0.47815403,0.78335524,0.45043945,0.52851343,0.83217615,0.41146314,0.5246006,0.66214424,,,0.37068483,0.41644108,0.61939335,0.72377306,,,0.3475845,,,0.53627604,0.48667413,0.6473651,0.79095125,0.4536485,0.64602566,0.7485671,0.4289098,0.72543824,0.74634373,0.4080294,0.7176525,0.9248972,0.44990656,0.85035,0.70203376,0.43045512,0.82719016,0.7602003,False,False,False,False,False,False,False,False,False,False,False,False,False
621,12.42,0.40763095,0.4793903,0.7585779,0.45297003,0.52866554,0.84874934,0.41337916,0.5256977,0.64989746,,,0.33167416,0.4179824,0.6184654,0.7024095,,,0.4857788,,,0.46112233,0.48533994,0.64789116,0.8319707,0.45371538,0.6456812,0.8453835,0.42895967,0.72572863,0.8397135,0.40847656,0.7156348,0.90796846,0.45091376,0.85005414,0.8878136,0.43102863,0.8278425,0.848782,False,False,False,False,False,False,False,False,False,False,False,False,False
622,12.44,0.41050282,0.47974277,0.73264295,0.4553992,0.52961564,0.81551987,0.41501012,0.5265489,0.7615218,,,0.35801482,0.41865438,0.6175598,0.7477046,0.42588586,0.55838066,0.61146754,,,0.41487226,0.48616713,0.6476875,0.7938505,0.4552237,0.6474608,0.69724035,0.4304372,0.72487783,0.85128546,0.408856,0.71453726,0.89429164,0.45015222,0.85163087,0.65331495,0.43089932,0.8278506,0.82201666,False,False,False,False,False,False,False,False,False,False,False,False,False
623,12.46,0.41387022,0.4795166,0.6954064,0.45794603,0.5318075,0.8579568,0.4188703,0.52581203,0.6042685,,,0.4021889,0.41993567,0.61778337,0.82034343,0.428565688,0.55732256,0.5238093,,,0.3716094,0.48564446,0.6479492,0.8715161,0.455933,0.6464655,0.7430922,0.43059376,0.72651434,0.85044086,0.4082945,0.71254295,0.7717314,0.45125479,0.8529053,0.8882596,0.43144664,0.8300301,0.85530525,False,False,False,False,False,True,False,False,False,False,False,False,False
624,12.48,0.41591597,0.47941607,0.8080506,0.46243536,0.532081,0.7979437,0.4206734,0.52554244,0.71078444,,,0.58106774,0.42059055,0.6157935,0.85612726,0.431245516,0.55626446,0.5038805,,,0.55467075,0.48628178,0.6482087,0.8568009,0.4566459,0.6469566,0.67936724,0.43002617,0.72636795,0.8553635,0.40848973,0.71221584,0.7977461,0.45136935,0.84990287,0.852865,0.43098152,0.82879615,0.862049,False,False,False,False,False,True,False,False,False,False,False,False,False
625,12.5,0.41963065,0.48055324,0.70934707,0.4642591,0.530809,0.92771924,0.4229696,0.5259405,0.7873343,,,0.39469743,0.42255974,0.6153831,0.7626882,0.433925344,0.55520636,0.53831977,,,0.54096293,0.48772985,0.65033996,0.8230149,0.4594723,0.6482048,0.86013913,0.43085006,0.7267263,0.74910665,0.4090282,0.7156301,0.9050943,0.45176566,0.8522094,0.8934731,0.43207487,0.8297481,0.7684255,False,False,False,False,False,True,False,False,False,False,False,False,False
626,12.52,0.42254436,0.48098844,0.64510614,0.46785992,0.5319226,0.9266951,0.42554665,0.52521896,0.8178233,,,0.35279173,0.42431447,0.615439,0.80124336,0.436605172,0.55414826,0.51510113,,,0.53342026,0.4879746,0.6532137,0.8894123,0.45933402,0.65203923,0.6930282,0.43162042,0.7253612,0.8532902,0.4084801,0.7104168,0.83051467,0.45102265,0.8501692,0.73120815,0.43193755,0.8271244,0.8630706,False,False,False,False,False,True,False,False,False,False,False,False,False
627,12.54,0.42507762,0.48159266,0.81676215,0.47118828,0.53336996,0.88641435,0.4275544,0.5256578,0.64847136,,,0.32690614,0.42727152,0.61411154,0.83156526,0.439285,0.55309016,0.6427046,,,0.57313174,0.48776403,0.65712523,0.920714,0.46059343,0.6550509,0.8131306,0.43091086,0.72380817,0.82102937,0.4079341,0.7106937,0.8825797,0.4513531,0.8505534,0.7626291,0.4315587,0.82670957,0.8632774,False,False,False,False,False,False,False,False,False,False,False,False,False
628,12.56,0.42827466,0.48163226,0.8536372,0.47335726,0.5336814,0.8661599,0.4314783,0.52771574,0.74473566,,,0.46996602,0.42780304,0.61378884,0.7347364,,,0.5277975,,,0.5095341,0.48947278,0.65830904,0.93451416,0.4628884,0.6554051,0.7867782,0.43137857,0.72068256,0.85354686,0.40869093,0.70653456,0.74109954,0.45054045,0.8462569,0.6030901,0.43109053,0.8274487,0.8240682,False,False,False,False,False,False,False,False,False,False,False,False,False
629,12.58,0.43033403,0.4822457,0.8350508,0.4754591,0.53316945,0.9061289,0.43419334,0.5284059,0.6679264,,,0.5023415,0.4285634,0.61254793,0.64029527,,,0.4854466,,,0.54181725,0.49071223,0.6590207,0.9385371,0.46378896,0.6562592,0.8187534,0.43129623,0.718449,0.7884601,0.40839386,0.7041903,0.87091374,0.4519411,0.84530705,0.78360665,0.4307639,0.8263928,0.769015,False,False,False,False,False,False,False,False,False,False,False,False,False
630,12.6,0.4325856,0.4817817,0.7216328,0.47846368,0.5326035,0.86377686,0.43642843,0.5281381,0.646627,,,0.51656866,0.43153474,0.6114688,0.6357153,,,0.537442,0.43816343,0.5499874,0.6445584,0.4927988,0.65883577,0.93254304,0.46492144,0.6562524,0.7824526,0.43170542,0.71431917,0.84625226,0.40916106,0.70176554,0.9219104,0.4515641,0.84254384,0.80040693,0.4298218,0.8239265,0.89687407,False,False,False,False,False,False,False,False,False,False,False,False,False
631,12.62,0.43525302,0.48073986,0.6021736,0.47869408,0.5323005,0.89790237,0.43740448,0.52655107,0.8796115,,,0.5227263,0.43355542,0.6093999,0.72251385,,,0.4682975,0.44059536,0.5488808,0.6250643,0.49381965,0.65985584,0.9212094,0.46617317,0.6570997,0.7862229,0.43285376,0.71294296,0.79320574,0.40941894,0.70043766,0.9123525,0.45059568,0.84141475,0.7065823,0.42949036,0.82106817,0.7542515,False,False,False,False,False,False,False,False,False,False,False,False,False
632,12.64,0.43709725,0.47969502,0.7332081,0.47953784,0.53387284,0.78195494,0.44111386,0.52637005,0.852577,,,0.5095104,0.43628117,0.6087108,0.70803696,,,0.5347695,,,0.45000663,0.49310476,0.66065574,0.8705416,0.46613565,0.6588265,0.73268276,0.43403074,0.70782804,0.75907314,0.41117612,0.6970592,0.85202813,0.45099866,0.84067434,0.7160274,0.42852095,0.82074136,0.81420755,False,False,False,False,False,False,False,False,False,False,False,False,False
633,12.66,0.4383851166666667,0.4802222933333333,0.49031886,0.48054427,0.5354478,0.68222994,0.44378754,0.52771455,0.7714946,,,0.38589585,0.437507716,0.6089663,0.5880404,,,0.37985426,,,0.55174994,0.49290273,0.6610762,0.80516803,0.4667891866666667,0.6586979233333333,0.54808587,0.43583499000000003,0.7057195700000001,0.5731529,0.4127816,0.6946062,0.7954041,0.44918147,0.84176713,0.8692183,0.4273198,0.82020617,0.8535022,True,False,False,False,True,False,False,False,True,True,False,False,False
634,12.68,0.4396729833333333,0.4807495666666667,0.5275161,0.4821097,0.53574055,0.73240536,0.44584325,0.52932245,0.7671608,,,0.3134199,0.438734262,0.6092218,0.44489458,,,0.47280774,,,0.48782036,0.4936275,0.6630446,0.73313606,0.4674427233333333,0.6585693466666667,0.5401482,0.43763924,0.7036111,0.621778,0.41414115,0.693323,0.6981345,0.44931412,0.84069574,0.8667739,0.42714605,0.81954277,0.8158959,True,False,False,False,True,False,False,False,True,False,False,False,False
635,12.7,0.44096085,0.48127684,0.7546752,0.48445016,0.5321776,0.8839572,0.44461897,0.5256644,0.8133703,,,0.5968707,0.43996080800000004,0.6094773,0.5798163,,,0.5470509,,,0.5647795,0.4970087,0.6600478,0.8839471,0.46809626,0.65844077,0.72718775,0.43761113,0.7025054,0.8751459,0.41230664,0.6911037,0.8843987,0.44948035,0.8400187,0.8904562,0.42740986,0.8177111,0.90061915,False,False,False,False,True,False,False,False,False,False,False,False,False
636,12.72,0.44383004,0.4804661,0.7235171,0.48435232,0.53466433,0.79726475,0.444748935,0.526612675,0.50972295,,,0.3634747,0.44118735400000003,0.6097328000000001,0.48310587,,,0.4590592,,,0.537053,0.4948042,0.66543555,0.7512071,0.46848161499999996,0.658324785,0.53617316,0.4378784,0.70144194,0.6504116,0.4145016,0.6924567,0.67521834,0.44916764,0.8394483,0.684346,0.42691004,0.8171585,0.8969302,False,False,True,False,True,False,False,False,True,False,False,False,False
637,12.74,0.44326517,0.48273215,0.81054795,0.4859103,0.5335517,0.9248417,0.4448789,0.52756095,0.87625575,,,0.5666831,0.4424139,0.6099883,0.6435345,,,0.4822679,,,0.5259112,0.49819443,0.6596064,0.8715552,0.46886697,0.6582088,0.7045333,0.43858963,0.7023672,0.7699081,0.41189447,0.6911375,0.90740484,0.44881395,0.8413956,0.88812566,0.427687,0.81881124,0.84181625,False,False,False,False,False,False,False,False,False,False,False,False,False
638,12.76,0.44466478,0.48218125,0.707953,0.4857464,0.5349111,0.8137879,0.4476847,0.5313191,0.73197174,,,0.49122044,0.44427334,0.6111049,0.55411476,,,0.41301057,,,0.5758237,0.49774724,0.66542196,0.8310807,0.47027695,0.66164577,0.72658724,0.4397559,0.7014815,0.69649184,0.41372472,0.691708,0.842804,0.4485849,0.83929884,0.6174636,0.4269279,0.81912756,0.8206977,False,False,False,False,True,False,False,False,False,False,False,False,False
639,12.78,0.4440464,0.4836045,0.6723991,0.48771656,0.53362477,0.91342735,0.4476698,0.52936405,0.80879176,,,0.57686543,0.44613278,0.6122215,0.6308069,,,0.46910936,,,0.5349111,0.4983038,0.66068196,0.8139253,0.46961898,0.6577633,0.7756908,0.44007173,0.70213884,0.7958309,0.4124306,0.6920764,0.91094273,0.4492632,0.8401893,0.91663283,0.4269722,0.8206716,0.7313353,False,False,False,False,False,False,False,False,False,False,False,False,False
640,12.8,0.44478115,0.48406547,0.67762834,0.4864903,0.5359621,0.8646303,0.44636038,0.53095603,0.85895,,,0.5753285,,,0.48304102,,,0.46015826,,,0.5627407,0.49834174,0.66275656,0.8024338,0.46896374,0.65866154,0.6559492,0.4385814,0.7046371,0.7264065,0.4124342,0.69255775,0.85230356,0.4495062,0.83947855,0.92124695,0.4265507,0.81890976,0.85166633,False,False,False,False,False,False,False,False,False,False,False,False,False
641,12.82,0.44401237,0.48505005,0.6265795,0.48729476,0.53470165,0.91489613,0.44540444,0.53088695,0.8913662,,,0.59281176,,,0.5118696,,,0.4445859,,,0.49067608,0.4997111,0.66256905,0.785495,0.47058442,0.6581555,0.74125683,0.4392126,0.70505,0.7187336,0.41224077,0.6933391,0.85004324,0.44956806,0.8402918,0.7254668,0.42726886,0.81978804,0.7928844,False,False,False,False,False,False,False,False,False,False,False,False,False
642,12.84,0.443756,0.48602977,0.7878182,0.48457232,0.5400238,0.63586754,0.44736138,0.5351726,0.74651194,,,0.42717174,,,0.4732113,,,0.3855414,,,0.46794352,0.49657065,0.6632294,0.8545442,0.46861416,0.658756,0.66344726,0.4389372,0.70768803,0.61270034,0.4127737,0.6941917,0.7184604,0.45012826,0.841045,0.8784195,0.42666575,0.8206488,0.9315631,False,False,False,False,False,False,False,False,False,False,False,False,False
643,12.86,0.4425502,0.48725212,0.7200934,0.48468927,0.54083854,0.83915514,0.44787803,0.5363653,0.6707241,,,0.46095297,,,0.46380967,,,0.39476687,,,0.46022606,0.4974882,0.6622351,0.74039865,0.46953213,0.6580774,0.6483202,0.4386975,0.707919,0.61844283,0.4129055,0.6954254,0.80497617,0.44972816,0.8406561,0.69792837,0.426993,0.820912,0.87676615,False,False,False,False,False,False,False,False,False,False,False,False,False
