frame,time,nose_x,nose_y,nose_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence,nose_interpolated,left_shoulder_interpolated,right_shoulder_interpolated,left_elbow_interpolated,right_elbow_interpolated,left_wrist_interpolated,right_wrist_interpolated,left_hip_interpolated,right_hip_interpolated,left_knee_interpolated,right_knee_interpolated,left_ankle_interpolated,right_ankle_interpolated
397,7.94,0.45455343,0.3525412,0.633939,0.49824372,0.40252584,0.6475086,,,0.5979509,,,0.47631723,0.45404547,0.49076107,0.68721616,,,0.51457256,,,0.45458332,0.51226795,0.5685339,0.7902432,0.48270404,0.570374,0.7600741,0.49190047,0.70732415,0.7842817,0.4717985,0.70476085,0.8838491,0.498105,0.8574733,0.81156653,0.47790778,0.8412271,0.8720996,False,False,False,False,False,False,False,False,False,False,False,False,False
398,7.96,0.4546903025,0.3533761875,0.45713133,0.49738625,0.4036789,0.69814795,0.4601394,0.41301194,0.6602872,,,0.49804014,0.45389356000000003,0.49164838,0.5987018,,,0.40776315,0.45467198,0.41735616,0.64986175,0.5119299,0.5689042,0.80455494,0.48403177,0.57099664,0.74355924,0.49051297,0.70492756,0.8075828,0.4721215,0.70148575,0.83840996,0.49805462,0.85904425,0.8489555,0.47721764,0.84088737,0.72556865,True,False,False,False,True,False,False,False,False,False,False,False,False
399,7.98,0.45482717500000003,0.354211175,0.45581913,0.49606308,0.40784362,0.6152401,0.46093887,0.41587093,0.627845,,,0.41165742,0.45374165,0.49253569,0.45441726,,,0.36065364,0.4534155,0.4220808,0.6047869,0.51065534,0.5736051,0.67333204,0.48301557,0.5750948,0.7022432,0.49025565,0.7051629,0.6901125,0.47199723,0.7051151,0.7667317,0.49892026,0.8567991,0.7828664,0.4762768,0.843052,0.6878639,True,False,False,False,True,False,False,False,False,False,False,False,False
400,8.0,0.4549640475,0.3550461625,0.4824388,0.496483565,0.406343075,0.55566275,0.45983157,0.4165592,0.637108,,,0.48840085,0.45358974,0.493423,0.6922112,,,0.5368919,0.453438065,0.42213128,0.4962939,0.5127025,0.571238,0.8098823,0.48383102,0.57292795,0.76389956,0.4891954,0.70553267,0.85948515,0.47025883,0.70112,0.90246665,0.49842194,0.8581682,0.8605817,0.47760317,0.8420623,0.86154276,True,True,False,False,False,False,True,False,False,False,False,False,False
401,8.02,0.45510092,0.35588115,0.71178144,0.49690405,0.40484253,0.8168642,0.4589838,0.41768867,0.84147084,,,0.449109,0.45373753,0.49786264,0.704559,,,0.50347114,0.45346063,0.42218176,0.6654948,0.5133181,0.57098764,0.82500476,0.4848642,0.5735892,0.76611614,0.4892985,0.70798314,0.8847155,0.46985433,0.7049821,0.8391309,0.49724585,0.8545761,0.791537,0.47684819,0.8433895,0.86790186,False,False,False,False,False,False,False,False,False,False,False,False,False
402,8.04,0.45412874,0.35826397,0.7587462,0.4972095,0.40801805,0.8442377,0.45939782,0.4200969,0.8621385,,,0.46283463,0.45321512,0.5016606,0.7209901,,,0.42817804,,,0.58663124,0.51477236,0.57151246,0.8532943,0.4868173,0.57428443,0.8069289,0.48801368,0.711221,0.850006,0.4696534,0.70975024,0.810269,0.49710402,0.8541048,0.7077328,0.47719288,0.8427696,0.85867834,False,False,False,False,False,False,False,False,False,False,False,False,False
403,8.06,0.45301620499999995,0.361598925,0.4386071,0.496218,0.41215447,0.63162,0.45892152,0.42447942,0.83776987,,,0.5917433,0.45354912,0.502964,0.6669743,,,0.49721146,,,0.5369137,0.51618284,0.5740602,0.88796896,0.48771814,0.57595915,0.72573435,0.4886989,0.71303284,0.82448214,0.46899825,0.71264315,0.87508965,0.49788475,0.8563312,0.7251119,0.4763176,0.8435489,0.71908826,True,False,False,False,False,False,False,False,False,False,False,False,False
404,8.08,0.45190367,0.36493388,0.7837271,0.49492592,0.41585535,0.77652544,0.45939255,0.42849186,0.71913177,,,0.59333235,0.45459834,0.50751567,0.67271525,0.45156214,0.4337227,0.6054653,,,0.57398254,0.5172496,0.5760596,0.8987017,0.48779374,0.57774764,0.7369776,0.4868931,0.71341056,0.87880087,0.46852725500000003,0.71346155,0.5966384,0.49873132,0.8565154,0.8596844,0.4772709,0.84524184,0.7496738,False,False,False,False,False,False,False,False,False,False,True,False,False
405,8.1,0.4518973,0.370037,0.84329736,0.49523315,0.41956624,0.8019874,0.45858085,0.43226573,0.66438484,,,0.562841,0.45460224,0.51442045,0.6129939,0.45171186,0.43677735,0.60983634,,,0.5364752,0.51798826,0.58016264,0.77701837,0.48861414,0.5822548,0.7960478,0.4866171,0.7173688,0.8277303,0.46805626,0.71427995,0.7541301,0.49908507,0.85718215,0.86376095,0.47800452,0.84436476,0.81607157,False,False,False,False,False,False,False,False,False,False,False,False,False
406,8.12,0.45018536,0.37526524,0.70264983,0.49388534,0.42531183,0.60925084,0.458387895,0.438447445,0.5507741,,,0.551878,0.4544986266666667,0.5197140333333333,0.58992475,0.45140703000000004,0.44147911500000003,0.55917025,,,0.4816793,0.5202647,0.582035,0.88799167,0.48923042,0.58481705,0.7785143,0.48520228,0.71655184,0.8704987,0.4664167,0.71252227,0.8066035,0.49860966,0.85919493,0.8852048,0.4783758,0.8437439,0.852682,False,False,True,False,True,True,False,False,False,False,False,False,False
407,8.14,0.44968575,0.38147023,0.83833313,0.49373066,0.42962444,0.73863095,0.45819494,0.44462916,0.833703,0.45588246,0.5243591,0.7424272,0.4543950133333333,0.5250076166666667,0.59929186,0.4511022,0.44618088,0.60099775,,,0.47266355,0.52059394,0.58587974,0.7448189,0.49059594,0.5891955,0.84647614,0.4857766,0.71872896,0.88146114,0.4661269,0.713205,0.8267629,0.499204,0.8588192,0.8136187,0.4786337,0.84292054,0.68184525,False,False,False,False,True,False,False,False,False,False,False,False,False
408,8.16,0.44902676,0.38789216,0.73138475,0.49345055,0.4351084,0.8068037,0.45836958,0.45249835,0.7744031,0.45550543,0.53101873,0.73798007,0.4542914,0.5303012,0.7038071,0.45102615,0.45468523666666666,0.5883427,,,0.5097996,0.5222908,0.5854258,0.88295263,0.49150592,0.5903213,0.78493863,0.48651627,0.7183173,0.8163824,0.46652317,0.71254534,0.72967726,0.4974961,0.8612348,0.76554686,0.47790292,0.8419064,0.7796231,False,False,False,False,False,True,False,False,False,False,False,False,False
409,8.18,0.44829833,0.39400022999999995,0.58879185,0.49164817,0.4397375,0.86838526,0.45777354,0.45281208,0.6256717,0.4565902,0.53955126,0.7087205,0.45456123000000004,0.53729435,0.48820102,0.4509501,0.4631895933333333,0.5095127,,,0.40837502,0.5243648,0.5909376,0.87918276,0.492788,0.59361154,0.8278968,0.48458323,0.71798104,0.6859381,0.46519712,0.71544665,0.8035529,0.49676216,0.86030656,0.64461374,0.4787921,0.8435054,0.88906544,True,False,False,False,True,True,False,False,False,False,False,False,False
410,8.2,0.4475699,0.4001083,0.6214823,0.4913682,0.44605294,0.84158045,0.45627302,0.4602916,0.7849726,0.45697203,0.5465193,0.71075296,0.45483106,0.5442875,0.578857,0.45087405,0.47169395000000003,0.5598187,,,0.55750257,0.5251184,0.5960491,0.7078794,0.4943395,0.59863055,0.8254334,0.48598295,0.7197547,0.7686526,0.46476522,0.7145215,0.6973067,0.49866036,0.8603074,0.853803,0.4795604,0.8421174,0.7738243,False,False,False,False,True,True,False,False,False,False,False,False,False
