feature,rho,p
bak_rms_pelvis_acc,0.7865999889816444,0.006949956582164409
bak_mean_pelvis_gyro,0.3780558086578446,0.2814111157974274
bak_ROM_hip,-0.3597627856582714,0.30721097605026365
bak_delta_pelvis_tilt,-0.26829767066040583,0.4535527319550735
bak_pelvis_lateral,-0.17073488132934914,0.6372155152698102
bak_ROM_knee,-0.12805116099701186,0.7244360974087536
bak_peak_pelvis_gyro,0.054879068998719374,0.8803129336209681
