feature,rho,p
peak_pelvis_gyro,0.5698028822981897,0.08550439754783307
delta_pelvis_tilt,-0.18993429409939655,0.5991855935510639
mean_pelvis_gyro,0.18993429409939655,0.5991855935510639
rms_pelvis_acc,0.18993429409939655,0.5991855935510639
ROM_hip,-0.037986858819879316,0.9170235505646718
ROM_knee,0.037986858819879316,0.9170235505646718
