Index,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z
0,"0,870","0,467","0,160","0,000","0,999","-0,033","0,037","0,000","0,997","-0,077","0,019","0,000","0,983","-0,185","0,002","0,000","0,877","0,443","-0,187","0,000","0,973","-0,225","-0,045","0,000","0,983","-0,183","0,022","0,000"
1,"0,865","0,472","0,172","0,000","0,999","-0,033","0,041","0,000","0,997","-0,078","0,022","0,000","0,983","-0,185","0,002","0,000","0,878","0,442","-0,184","0,000","0,973","-0,225","-0,046","0,000","0,983","-0,184","0,025","0,000"
2,"0,865","0,472","0,172","0,000","0,999","-0,033","0,041","0,000","0,997","-0,078","0,022","0,000","0,983","-0,185","0,002","0,000","0,877","0,444","-0,185","0,000","0,973","-0,226","-0,046","0,000","0,982","-0,185","0,025","0,000"
3,"0,869","0,467","0,164","0,000","0,999","-0,032","0,041","0,000","0,997","-0,078","0,022","0,000","0,983","-0,182","0,002","0,000","0,876","0,444","-0,188","0,000","0,974","-0,223","-0,047","0,000","0,983","-0,185","0,024","0,000"
4,"0,869","0,467","0,164","0,000","0,999","-0,032","0,041","0,000","0,997","-0,078","0,022","0,000","0,983","-0,183","0,002","0,000","0,876","0,446","-0,185","0,000","0,973","-0,226","-0,046","0,000","0,983","-0,185","0,024","0,000"
5,"0,869","0,468","0,160","0,000","0,999","-0,030","0,039","0,000","0,997","-0,078","0,022","0,000","0,983","-0,182","0,001","0,000","0,876","0,445","-0,184","0,000","0,974","-0,223","-0,047","0,000","0,983","-0,184","0,024","0,000"
6,"0,869","0,467","0,164","0,000","0,999","-0,030","0,040","0,000","0,997","-0,078","0,023","0,000","0,983","-0,182","0,001","0,000","0,876","0,445","-0,184","0,000","0,974","-0,223","-0,047","0,000","0,983","-0,185","0,024","0,000"
7,"0,869","0,467","0,164","0,000","0,999","-0,030","0,039","0,000","0,997","-0,077","0,023","0,000","0,983","-0,181","0,000","0,000","0,876","0,445","-0,186","0,000","0,974","-0,223","-0,047","0,000","0,983","-0,184","0,023","0,000"
8,"0,869","0,467","0,164","0,000","0,999","-0,030","0,040","0,000","0,997","-0,077","0,023","0,000","0,983","-0,181","0,001","0,000","0,875","0,446","-0,187","0,000","0,974","-0,223","-0,047","0,000","0,983","-0,184","0,024","0,000"
9,"0,869","0,468","0,160","0,000","0,999","-0,030","0,040","0,000","0,997","-0,077","0,022","0,000","0,984","-0,179","0,000","0,000","0,876","0,445","-0,186","0,000","0,974","-0,223","-0,046","0,000","0,983","-0,184","0,024","0,000"
10,"0,868","0,470","0,161","0,000","0,999","-0,031","0,043","0,000","0,997","-0,080","0,023","0,000","0,984","-0,177","0,001","0,000","0,876","0,446","-0,184","-0,001","0,973","-0,225","-0,046","0,000","0,983","-0,182","0,025","0,000"
11,"0,869","0,468","0,160","0,000","0,999","-0,029","0,041","0,000","0,997","-0,077","0,024","0,000","0,984","-0,179","0,000","0,000","0,877","0,444","-0,185","0,000","0,974","-0,223","-0,047","0,000","0,983","-0,180","0,027","0,001"
12,"0,870","0,467","0,158","0,001","0,999","-0,030","0,038","0,000","0,997","-0,080","0,023","0,000","0,983","-0,182","0,000","0,000","0,876","0,444","-0,188","0,001","0,974","-0,220","-0,049","-0,001","0,983","-0,182","0,026","0,000"
13,"0,871","0,466","0,158","0,001","0,999","-0,032","0,036","0,000","0,996","-0,080","0,026","0,000","0,984","-0,180","-0,001","0,000","0,877","0,442","-0,187","0,001","0,974","-0,223","-0,048","-0,001","0,983","-0,182","0,023","0,000"
14,"0,870","0,467","0,160","-0,001","0,999","-0,032","0,033","0,000","0,997","-0,078","0,025","0,000","0,984","-0,177","0,000","0,000","0,876","0,443","-0,189","0,002","0,974","-0,221","-0,046","0,000","0,983","-0,180","0,020","-0,001"
15,"0,869","0,467","0,163","-0,002","0,999","-0,030","0,036","0,000","0,997","-0,079","0,022","0,000","0,984","-0,178","-0,003","-0,001","0,877","0,441","-0,191","0,004","0,974","-0,224","-0,047","0,000","0,983","-0,183","0,022","0,000"
