Index,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
0,"1,904","-5,317","-0,593","1,600","-1,571","-7,789","1,298","-0,708","0,083","-3,445","0,014","-2,419","-0,456","1,986","-0,944","-2,174","0,342","0,314","-0,670","0,283","-1,895"
1,"1,933","-6,175","-0,304","1,631","-1,689","-9,009","1,285","-0,762","-0,279","-2,961","-0,228","-2,192","0,776","0,010","0,041","-2,047","0,024","-0,745","-0,889","0,019","-3,282"
2,"-0,504","-8,171","0,091","1,599","-1,669","-9,438","1,037","-0,723","-0,400","-2,360","-0,332","-1,752","0,719","-2,011","0,883","-1,507","-0,577","-1,543","-0,564","-0,108","-4,827"
3,"1,699","-5,973","-0,334","1,814","-1,811","-9,011","1,264","-1,052","-0,975","-1,690","-0,651","-1,558","-0,143","-0,145","-0,236","-1,796","-0,236","-1,269","-0,782","-0,618","-7,036"
4,"4,017","-3,413","-1,549","1,652","-2,227","-9,511","0,893","-1,273","-1,176","-1,445","-0,727","-1,590","-1,034","1,721","-1,605","-2,138","-0,145","-0,399","-1,200","-1,249","-8,530"
5,"2,830","-6,551","-0,774","1,480","-1,988","-10,197","1,059","-1,413","-1,716","-1,322","-0,919","-1,583","-0,689","-0,597","-0,573","-2,116","-0,061","-0,643","-1,337","-1,349","-9,658"
6,"2,302","-8,755","-0,295","1,512","-1,659","-10,600","1,067","-1,117","-1,391","-1,384","-1,014","-1,486","0,242","-0,669","-0,267","-2,278","0,204","-0,384","-1,196","-1,512","-10,261"
7,"2,571","-9,681","-0,591","0,578","-1,745","-10,829","1,169","-1,126","-0,221","-1,386","-0,879","-1,470","-0,306","-0,933","-0,678","-2,677","0,675","0,291","-1,610","-1,209","-10,149"
8,"0,222","-7,333","-0,744","0,293","-1,622","-8,915","1,078","-1,250","0,603","-2,123","-0,573","-1,337","-0,230","-0,521","-0,836","-2,583","1,250","0,909","-1,203","-0,945","-9,625"
9,"2,691","-3,350","-1,694","0,245","-1,770","-7,914","0,964","-1,345","0,806","-2,788","-0,602","-1,602","-0,001","-0,167","-0,745","-2,425","1,473","1,640","-0,696","-0,946","-8,421"
10,"2,757","-2,352","-2,990","-0,149","-1,909","-7,441","0,771","-1,263","0,554","-3,267","-0,440","-2,060","-0,012","0,190","-1,041","-2,396","1,553","2,494","-0,647","-0,727","-6,808"
11,"1,269","-4,341","-2,143","-0,450","-1,765","-6,572","0,412","-0,980","0,832","-3,193","-0,221","-2,718","0,424","-0,539","0,158","-1,744","1,173","2,286","-0,350","-0,721","-5,068"
12,"1,712","-2,745","-2,116","-0,830","-1,583","-5,947","-0,511","-0,707","0,699","-2,753","-0,170","-3,307","-0,655","-1,284","-0,160","-1,521","0,503","1,618","-0,174","-0,444","-4,336"
13,"2,443","-2,485","-2,329","-0,825","-1,357","-4,249","-0,632","-0,509","0,797","-2,079","-0,399","-3,404","-0,070","-1,133","0,113","-1,169","0,438","1,216","-0,113","-0,617","-4,276"
14,"2,713","-3,754","-1,867","-1,058","-1,125","-2,473","-0,553","-0,497","1,286","-1,292","-0,484","-3,095","-0,798","-2,850","0,930","-0,838","0,343","1,031","-0,272","-1,036","-4,694"
15,"2,452","-3,907","-1,499","-1,327","-1,121","-1,163","-0,805","-0,985","0,936","-0,692","-0,624","-2,578","-0,676","-1,772","0,156","-1,243","0,543","1,292","-0,090","-1,154","-4,662"
16,"1,675","-5,958","-0,416","-1,282","-1,002","-0,563","-0,661","-1,284","-0,258","-0,093","-0,649","-2,101","-0,210","-1,554","0,100","-0,885","0,750","1,304","0,578","-0,982","-3,862"
17,"1,971","-6,629","-0,444","-1,697","-1,004","-1,208","-0,363","-1,259","-2,185","0,630","-0,751","-1,659","0,144","-1,635","0,341","-1,071","0,580","0,817","0,621","-0,613","-4,266"
18,"2,335","-6,867","-0,185","-1,837","-1,080","-3,893","-0,386","-1,229","-2,805","1,234","-0,838","-1,354","0,060","-0,543","-0,096","-1,895","0,846","0,375","0,165","-0,753","-6,532"
19,"0,902","-6,907","-0,318","-1,733","-1,218","-6,590","-0,426","-1,010","-2,158","1,168","-0,872","-1,085","-0,016","-0,260","-0,430","-2,190","0,860","0,262","-0,702","-1,195","-10,287"
20,"0,923","-5,690","-0,191","-1,714","-1,309","-8,794","-0,176","-0,968","-0,260","0,732","-0,983","-0,668","0,869","-0,556","0,209","-2,255","0,883","0,858","-0,896","-1,786","-13,055"
21,"1,132","-3,791","-0,861","-2,334","-1,522","-9,710","-0,236","-1,148","1,434","0,059","-1,063","-0,528","2,251","-0,569","0,908","-2,330","0,824","1,014","-1,155","-1,940","-14,153"
22,"1,129","-3,796","-0,632","-2,409","-1,478","-9,893","-0,278","-1,127","1,988","-0,603","-1,190","-0,887","2,128","1,013","0,461","-1,753","0,903","1,323","-1,060","-2,112","-13,573"
23,"0,956","-3,071","-0,585","-2,287","-1,418","-9,908","-0,184","-0,864","1,267","-0,595","-1,254","-1,252","2,130","2,348","0,088","-1,748","0,657","1,376","-0,958","-1,995","-12,056"
24,"0,099","-4,263","-0,233","-1,982","-1,261","-8,288","0,170","-0,654","0,976","-0,647","-1,377","-1,599","2,580","3,358","0,585","-1,924","0,459","1,383","-0,560","-1,358","-8,994"
25,"-1,217","-4,625","0,362","-1,782","-1,124","-5,613","0,157","-0,709","0,615","-0,705","-1,361","-1,735","2,510","3,275","0,876","-1,998","0,619","1,432","0,268","-0,881","-5,838"
26,"-0,524","-2,916","0,199","-1,523","-1,131","-3,789","0,151","-0,866","0,392","-0,887","-1,325","-1,817","3,526","3,888","0,963","-1,773","0,630","1,044","-0,035","-0,875","-3,923"
27,"-0,217","-2,168","0,384","-1,054","-0,937","-2,430","0,081","-0,842","0,144","-0,641","-1,286","-1,889","3,491","4,321","0,759","-1,666","0,502","0,095","-0,517","-1,070","-3,748"
28,"0,339","-3,175","0,399","-1,118","-0,556","-1,663","-0,060","-0,865","-0,403","-0,329","-1,213","-2,231","3,589","4,780","0,568","-1,516","0,564","-0,190","-0,383","-1,122","-3,542"
29,"0,100","-2,618","0,573","-0,959","-0,571","-1,182","-0,013","-1,117","-0,860","0,463","-0,977","-2,295","3,909","5,451","0,262","-1,580","0,454","-0,692","-0,367","-0,904","-2,449"
30,"-0,086","-2,952","0,383","-1,101","-0,396","-0,636","-0,029","-1,319","-1,385","1,012","-0,857","-2,324","3,960","5,686","0,405","-1,915","0,495","-1,029","-0,138","-0,786","-1,792"
31,"0,404","-2,889","0,342","-0,970","-0,566","-0,506","-0,341","-1,289","-1,564","1,375","-0,756","-2,221","3,161","5,784","0,113","-2,009","0,736","-0,817","-0,491","-0,371","-1,727"
32,"-1,517","-0,635","-0,183","-0,740","-0,707","-0,694","-0,879","-1,121","-1,201","1,308","-0,733","-1,972","2,103","4,193","-0,148","-2,010","0,571","-0,736","-0,565","-0,092","-2,023"
33,"-0,558","1,014","-0,344","-0,412","-0,512","-1,229","-0,600","-0,906","-1,859","0,752","-0,635","-1,697","-0,266","-0,593","0,181","-1,893","0,524","-1,245","-0,152","-0,052","-2,265"
34,"-1,219","5,124","-1,217","-0,480","-0,783","-2,119","-0,602","-0,786","-1,877","0,205","-0,775","-1,726","1,118","-2,442","0,538","-1,918","0,905","-1,163","0,266","-0,220","-2,363"
35,"-2,936","9,166","-1,290","-0,039","-0,669","-0,320","-0,422","-0,732","-1,953","-0,336","-0,996","-1,984","0,349","-4,309","1,226","-2,030","1,201","-1,391","0,809","-0,311","-2,434"
36,"-0,600","14,559","-1,850","-0,322","-1,327","-0,788","-0,496","-0,857","-2,364","-0,084","-1,174","-2,303","-0,055","-2,498","0,112","-1,841","1,182","-1,426","0,753","-0,516","-2,287"
37,"-1,774","11,465","-1,481","-0,762","-0,979","-0,973","-0,387","-0,979","-2,781","-0,139","-1,428","-2,474","-0,156","-0,681","-0,443","-1,393","0,985","-2,094","0,901","-0,864","-2,689"
38,"-3,024","7,174","-0,947","-0,878","-0,465","-0,093","-0,577","-0,559","-2,838","-0,440","-1,606","-2,612","-0,592","-1,594","0,354","-1,177","0,397","-2,734","0,851","-0,894","-3,458"
39,"-2,790","8,716","-0,777","-0,979","-0,055","0,981","-0,836","-0,435","-3,218","-0,497","-1,610","-2,806","-0,725","-1,875","-0,256","-1,077","0,020","-2,945","1,156","-1,204","-4,279"
40,"-0,955","8,041","-1,030","-1,619","-0,215","0,614","-0,698","-0,232","-2,698","-0,558","-1,668","-2,787","0,679","-2,095","0,620","-0,784","-0,323","-2,670","0,705","-1,380","-4,571"
41,"-2,554","5,536","-0,931","-1,314","-0,277","0,598","-0,743","-0,229","-2,265","-0,318","-1,260","-2,731","0,141","-1,324","0,326","-0,749","-0,733","-2,259","0,622","-1,126","-4,072"
42,"-1,500","5,522","-0,331","-1,646","-0,250","0,251","-0,920","-0,074","-2,035","-0,139","-0,968","-2,636","0,466","0,881","0,048","-0,707","-0,816","-1,460","0,645","-0,466","-3,017"
43,"0,854","4,906","-1,000","-1,774","-0,580","-0,629","-0,829","-0,068","-1,175","-0,390","-0,466","-2,497","0,587","2,656","-0,413","-0,887","-0,527","-0,462","1,072","0,036","-1,343"
44,"0,500","-1,247","-0,433","-1,901","-0,161","-0,721","-0,867","0,031","-0,510","-0,707","0,097","-2,186","1,160","2,403","0,189","-0,551","-0,294","-0,260","1,318","0,183","-0,437"
45,"-0,551","-5,017","0,459","-2,019","-0,033","-0,663","-0,918","-0,054","-0,249","-0,718","0,260","-1,726","1,874","3,144","0,252","-0,393","-0,204","-0,626","1,695","0,467","-0,376"
46,"-0,790","-6,081","0,333","-1,882","-0,153","-1,276","-0,675","-0,250","-0,351","-0,488","0,465","-1,146","2,605","4,552","0,254","0,222","-0,449","-1,112","2,352","0,330","-0,569"
47,"0,608","-6,696","0,401","-1,954","-0,490","-2,221","-0,644","-0,705","-1,333","-0,435","0,452","-0,817","2,202","4,785","0,197","0,059","-0,701","-1,213","1,768","0,417","-2,062"
48,"0,027","-6,670","0,394","-2,033","-0,445","-4,923","-0,885","-0,511","-2,896","-0,128","0,549","-0,909","-0,362","2,250","0,072","0,306","-0,583","-0,692","1,246","-0,256","-4,186"
49,"-0,162","-7,498","0,845","-1,555","-0,513","-7,532","-0,501","-0,048","-3,966","-0,001","0,239","-1,054","0,183","0,349","0,008","0,356","-1,069","-1,541","0,289","-0,660","-5,596"
50,"0,697","-6,790","0,677","-1,144","-0,691","-9,389","-0,282","0,436","-2,812","-0,420","-0,154","-1,249","1,177","-3,456","1,871","0,500","-1,333","-2,214","-0,869","-0,785","-6,443"
51,"1,525","-7,947","0,904","-0,582","-0,510","-10,063","-0,142","0,271","-0,633","-1,452","-0,510","-1,343","0,667","-3,006","1,366","0,076","-0,944","-1,844","-1,274","-0,667","-6,131"
52,"2,137","-10,429","1,408","0,150","-0,370","-9,271","0,112","-0,317","1,175","-1,886","-0,412","-1,065","-0,082","-0,079","0,129","-0,424","-0,558","-1,345","-1,607","-0,241","-4,830"
53,"0,950","-11,964","1,748","1,474","-0,462","-7,089","0,250","-0,503","1,568","-1,835","-0,499","-0,580","-0,115","-0,275","0,282","-0,669","-0,026","-0,407","-2,013","-0,105","-3,609"
54,"2,323","-14,291","2,329","2,395","-0,219","-4,601","0,657","-0,260","1,086","-1,537","-0,510","-0,245","0,060","-1,050","0,321","-1,035","0,555","0,491","-2,046","-0,278","-2,169"
55,"0,699","-11,470","1,593","2,571","-0,740","-3,028","0,636","-0,161","0,516","-1,485","-0,100","-0,001","0,965","-0,163","0,153","-0,982","0,530","0,579","-2,323","-0,028","0,044"
56,"-2,303","-8,037","1,832","3,061","-0,440","-0,575","0,672","-0,139","-0,167","-1,674","0,210","0,144","0,930","1,221","0,053","-0,611","0,166","0,122","-2,192","0,297","1,937"
57,"0,881","-0,396","0,342","2,689","-0,709","-1,443","0,771","-0,177","-0,843","-2,285","0,513","0,086","0,284","1,767","-0,407","-0,242","-0,142","-0,911","-1,778","0,392","3,569"
58,"-1,513","1,380","0,141","2,982","-0,463","-0,813","0,950","-0,063","-0,928","-2,833","0,796","-0,028","0,619","1,583","-0,328","-0,004","-0,702","-1,768","-1,352","0,439","3,520"
59,"-1,420","2,794","0,421","3,068","-0,102","-2,144","1,197","-0,172","-0,858","-2,893","0,948","-0,148","1,130","1,199","0,043","0,388","-1,147","-2,389","-1,095","0,138","2,896"
60,"-0,792","5,697","0,041","3,032","-0,793","-4,225","1,164","-0,116","-0,064","-2,768","0,965","-0,280","1,225","1,968","-0,162","0,434","-1,200","-2,220","-1,001","-0,375","1,711"
61,"-2,035","1,682","0,533","3,104","-0,108","-4,112","1,240","-0,371","0,281","-2,697","0,709","-0,641","1,199","2,420","-0,218","0,117","-0,697","-1,755","-1,064","-0,413","0,749"
62,"-2,169","2,826","0,510","2,849","-0,026","-2,627","1,545","-0,627","0,185","-2,686","0,316","-1,019","1,207","2,881","-0,353","0,090","-0,072","-1,177","-1,075","-0,381","-0,373"
63,"-2,108","3,348","0,588","2,555","-0,438","-2,442","1,828","-0,654","-0,437","-2,677","0,021","-1,303","1,496","2,791","-0,284","0,156","0,257","-0,784","-0,961","-0,615","-1,338"
64,"-2,165","2,955","0,122","2,303","-0,449","-2,545","2,104","-0,648","-1,249","-2,606","-0,350","-1,622","1,453","2,764","-0,353","0,091","0,555","-0,870","-0,873","-0,676","-1,844"
65,"-2,198","3,561","0,380","2,386","-0,238","-2,264","1,839","-0,551","-1,810","-2,294","-0,565","-1,862","1,379","2,670","-0,538","0,228","0,263","-1,462","-0,403","-0,489","-2,212"
66,"-1,026","4,155","-0,129","2,183","-0,184","-1,701","1,762","-0,494","-2,248","-2,113","-0,370","-1,862","0,255","2,274","-1,074","0,558","0,114","-1,620","-0,143","-0,580","-1,935"
67,"-0,757","3,128","0,241","2,313","-0,278","-0,780","1,767","-0,148","-1,992","-2,177","-0,330","-1,748","1,035","1,819","-0,735","1,467","-0,255","-1,938","0,491","-0,579","-1,590"
68,"-2,916","1,743","0,621","1,629","-0,337","-0,109","1,140","0,035","-0,702","-2,795","-0,040","-1,478","0,525","0,118","0,369","1,215","-0,621","-1,721","0,833","-0,279","-1,141"
69,"-3,276","2,152","1,213","1,442","-0,525","-0,138","1,154","-0,031","-0,323","-3,111","0,235","-1,065","-0,895","0,366","-0,936","1,001","-0,089","-0,505","1,328","-0,419","-0,994"
70,"-1,985","1,575","1,868","1,006","-0,572","-1,883","0,939","0,093","0,530","-3,244","0,569","-0,669","0,235","-0,113","-0,162","0,869","0,365","0,554","1,597","-0,238","-0,690"
71,"-2,309","-1,699","2,683","1,267","-0,482","-4,122","0,832","0,095","0,965","-2,951","0,619","-0,162","-0,088","-1,678","0,234","0,979","0,830","1,639","0,776","-0,028","-1,166"
72,"-3,165","-2,543","2,049","1,481","0,210","-4,574","0,884","-0,010","0,670","-2,713","0,530","0,134","-0,219","-0,369","-0,153","0,773","0,982","2,359","0,436","-0,231","-2,567"
73,"-2,260","-2,013","1,698","1,669","0,374","-2,884","0,755","-0,108","0,443","-2,540","0,444","0,622","-0,223","0,637","-0,659","0,900","0,906","2,344","0,415","-0,453","-2,808"
74,"-1,448","-0,137","1,851","1,845","0,035","-1,329","0,914","0,114","-0,151","-2,238","0,372","0,784","-0,367","0,019","-0,269","1,279","0,570","1,806","0,252","-0,381","-1,582"
75,"-1,912","-2,078","1,766","1,899","-0,121","0,218","1,142","0,174","-0,600","-1,686","0,105","0,763","-0,264","-0,462","-0,088","1,311","0,438","0,985","0,053","-0,178","-0,011"
76,"-2,352","-1,416","1,972","2,011","0,041","2,529","1,267","0,254","-0,493","-1,253","-0,050","0,505","-0,263","-0,208","-0,296","0,728","0,087","0,263","0,073","0,118","1,118"
77,"-0,750","1,094","1,644","1,842","0,060","2,724","1,352","0,363","0,228","-0,997","-0,269","0,071","-0,206","-0,341","-0,333","0,569","0,272","-0,054","-0,372","0,117","1,805"
78,"-0,133","-1,377","1,691","2,183","0,332","2,365","1,209","0,343","1,347","-0,681","-0,544","-0,341","-0,086","-0,343","-0,139","0,205","0,665","0,322","-0,464","0,100","2,275"
79,"-1,216","-2,473","1,489","2,104","0,430","2,115","1,232","0,252","1,976","-0,616","-0,604","-0,512","-0,059","0,475","-0,321","-0,064","0,816","0,486","-0,686","0,099","2,619"
80,"-1,372","-0,702","0,811","1,876","0,555","1,506","1,282","0,138","1,622","-0,552","-0,530","-0,667","0,141","0,387","-0,196","-0,071","0,898","0,514","-0,721","0,229","2,964"
81,"-1,841","1,809","0,865","1,371","0,412","1,312","0,946","0,319","0,804","-0,612","-0,550","-0,726","-0,328","0,038","0,128","-0,144","0,595","0,175","-0,279","0,533","3,078"
82,"-1,190","4,431","0,153","1,016","0,304","1,472","0,785","0,275","-0,295","-0,488","-0,397","-0,841","-0,652","-0,390","-0,250","0,094","0,498","-0,295","0,313","0,433","2,811"
83,"-0,365","5,114","0,081","0,534","0,191","1,581","0,713","0,549","-0,518","0,052","-0,156","-0,525","0,163","-1,719","0,577","0,271","0,289","-0,716","0,191","0,436","2,819"
84,"-1,489","4,590","0,087","0,503","0,430","2,788","0,486","0,748","0,015","0,471","0,064","-0,269","-0,216","-1,628","0,562","0,178","0,286","-1,000","0,226","0,590","2,365"
85,"-1,902","4,369","0,077","0,348","0,587","3,153","0,388","0,786","0,691","0,765","0,344","0,157","-0,485","-0,609","-0,106","0,483","0,110","-1,491","0,333","0,256","1,308"
86,"-0,759","5,091","-0,218","-0,265","0,584","3,138","0,114","0,469","1,488","0,877","0,487","0,562","-0,221","-0,246","-0,093","0,232","0,370","-0,967","0,429","0,238","0,915"
87,"-0,075","3,660","-0,227","-0,658","0,854","2,773","-0,072","0,389","1,383","0,809","0,358","0,929","0,012","-0,579","0,162","-0,158","0,649","0,283","0,060","0,168","0,904"
88,"-1,204","1,503","-0,064","-0,755","0,990","2,276","-0,278","0,477","0,760","0,807","0,379","0,987","0,352","-0,246","0,301","-0,359","1,018","1,444","0,020","0,391","1,149"
89,"-1,460","2,475","-0,174","-0,742","0,947","2,463","-0,542","0,644","0,250","1,052","0,245","0,975","-0,493","0,135","-0,075","-0,174","1,079","1,985","0,375","0,642","1,812"
90,"-0,608","4,628","-0,667","-0,574","0,823","3,077","-0,987","1,007","-0,159","1,425","0,147","0,696","-0,354","-0,967","0,385","0,148","0,738","1,989","0,388","0,821","1,940"
91,"0,961","5,616","-1,357","-1,083","0,856","2,805","-1,175","1,306","-0,198","1,978","0,090","0,536","0,089","-1,050","0,570","0,197","0,197","1,167","0,583","0,710","2,163"
92,"0,840","4,837","-1,100","-1,489","0,805","2,287","-1,202","1,260","0,735","2,350","-0,161","0,375","0,402","-0,077","0,578","0,359","-0,013","0,881","0,600","0,796","2,391"
