Index,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z
1077,"-0,057","0,036","0,939","-0,042","-0,031","1,032","0,014","-0,055","1,062","0,000","0,024","1,073","-0,002","-0,014","0,962","0,027","-0,047","0,895","-0,055","-0,041","0,961"
1078,"-0,079","0,007","0,942","-0,059","-0,036","1,033","0,016","-0,056","1,035","-0,008","0,011","1,106","-0,036","-0,009","0,988","0,023","-0,044","0,898","-0,064","-0,052","0,966"
1079,"-0,060","0,001","0,936","-0,065","-0,011","1,018","0,010","-0,065","1,033","0,000","0,013","1,113","-0,051","-0,033","0,958","0,022","-0,025","0,879","-0,064","-0,055","0,970"
1080,"-0,028","0,011","0,977","-0,074","-0,023","1,009","0,015","-0,059","1,021","-0,017","0,013","1,076","-0,022","-0,044","0,939","0,019","-0,028","0,865","-0,067","-0,047","0,962"
1081,"0,014","-0,006","0,967","-0,067","-0,037","1,015","0,022","-0,063","1,024","-0,044","0,014","1,124","-0,021","-0,042","0,962","0,063","-0,031","0,878","-0,059","-0,040","0,945"
1082,"0,001","-0,001","0,932","-0,049","-0,021","1,006","0,032","-0,054","1,008","-0,032","0,025","1,195","-0,036","-0,039","0,973","0,020","-0,125","0,900","-0,070","-0,043","0,941"
1083,"-0,034","0,011","0,938","-0,049","-0,025","1,003","0,023","-0,055","1,025","-0,034","0,028","1,195","-0,038","-0,047","0,956","0,025","-0,079","0,869","-0,075","-0,045","0,938"
1084,"-0,030","-0,007","0,964","-0,050","-0,020","1,012","0,024","-0,043","1,018","-0,025","0,032","1,138","-0,037","-0,044","0,950","0,017","-0,094","0,864","-0,070","-0,041","0,948"
1085,"-0,004","-0,003","0,952","-0,047","-0,020","1,017","0,026","-0,044","1,028","-0,029","0,049","1,085","-0,022","-0,063","0,940","0,047","-0,012","0,846","-0,075","-0,056","0,951"
1086,"0,017","0,021","0,948","-0,050","-0,020","1,040","0,036","-0,029","1,019","-0,053","0,053","1,103","-0,004","-0,061","0,963","0,076","0,032","0,844","-0,096","-0,065","0,962"
1087,"0,029","0,025","1,003","-0,055","-0,004","1,014","0,046","-0,027","1,013","-0,028","0,045","1,131","0,010","-0,066","0,964","0,082","0,055","0,851","-0,097","-0,059","0,983"
1088,"0,045","-0,009","0,995","-0,025","-0,020","1,040","0,072","-0,022","1,012","-0,042","0,031","1,109","0,012","-0,062","0,941","0,051","0,104","0,841","-0,075","-0,108","0,990"
1089,"0,014","0,030","0,981","-0,035","0,001","1,039","0,081","-0,014","1,010","-0,037","0,037","1,077","0,020","-0,059","0,931","0,048","0,105","0,850","-0,068","-0,093","0,990"
1090,"0,027","0,059","0,980","-0,047","0,011","1,038","0,076","-0,014","1,006","-0,032","0,038","1,122","0,030","-0,052","0,989","0,048","0,083","0,853","-0,074","-0,037","0,960"
1091,"-0,015","-0,017","0,961","-0,050","0,005","1,045","0,080","-0,010","0,998","-0,013","0,022","1,156","-0,010","-0,049","1,035","0,058","0,070","0,854","-0,044","0,027","0,955"
1092,"-0,038","-0,037","0,972","-0,057","0,008","1,017","0,058","-0,012","1,002","-0,019","0,010","1,142","-0,029","-0,060","0,962","0,052","0,059","0,857","-0,065","0,034","0,953"
1093,"-0,027","-0,059","0,995","-0,036","-0,009","1,021","0,047","-0,010","0,990","-0,012","0,004","1,087","-0,012","-0,054","0,911","0,043","0,043","0,848","-0,005","0,072","0,943"
1094,"-0,095","-0,102","1,025","-0,043","0,002","1,020","0,036","-0,004","0,976","-0,016","0,004","1,080","-0,018","-0,046","0,932","0,050","0,020","0,840","0,046","0,079","0,944"
1095,"-0,086","-0,064","1,015","-0,041","-0,014","0,995","0,026","-0,015","0,973","-0,028","0,002","1,109","-0,029","-0,054","0,936","0,073","0,008","0,834","0,042","0,079","0,933"
