Index,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
109,"0,240","0,279","-0,072","-0,295","-0,001","-0,646","-0,399","-0,527","-0,219","-0,388","-0,028","0,057","0,136","-0,255","0,079","-0,117","0,317","0,646","-0,430","0,785","-0,784"
110,"0,030","0,320","-0,151","-0,171","-0,113","-0,602","-0,197","-0,503","-0,048","-0,208","0,077","0,280","0,131","-0,190","-0,055","-0,065","0,229","0,620","-0,414","0,893","-0,625"
111,"0,048","0,021","0,067","-0,403","0,101","-0,418","0,036","-0,341","0,393","0,278","0,077","0,421","-0,023","-0,141","0,030","0,008","0,014","0,637","-0,547","1,007","-0,572"
112,"0,041","-0,015","0,018","-0,266","0,091","-0,153","0,001","-0,229","0,615","0,155","0,018","0,582","-0,265","-0,458","-0,003","-0,038","-0,009","0,763","-0,325","0,877","-0,506"
113,"0,067","-0,113","0,086","-0,303","0,213","0,264","0,142","0,041","0,736","-0,211","0,071","0,552","-0,141","-0,393","0,051","-0,056","-0,066","0,775","-0,398","0,702","-0,380"
114,"0,046","-0,145","0,265","-0,169","0,177","0,474","0,122","0,099","1,122","-0,513","-0,090","0,354","-0,352","-0,456","0,056","-0,177","-0,186","0,650","-0,417","0,088","-0,006"
115,"-0,092","-0,266","0,144","-0,108","0,177","0,470","0,082","-0,202","0,798","-0,330","-0,280","0,379","-0,100","-0,514","0,240","-0,266","-0,212","0,702","-0,223","-0,391","-0,027"
116,"-0,100","-0,589","0,230","0,021","0,171","0,599","-0,060","-0,228","0,621","-0,147","-0,253","0,436","-0,193","-0,325","0,224","-0,349","-0,349","0,853","-0,017","-0,911","0,283"
117,"-0,113","-0,540","0,196","0,138","0,008","0,533","-0,340","-0,388","0,322","0,158","-0,252","0,439","-0,080","-0,345","0,265","-0,415","-0,297","0,690","0,146","-1,050","0,361"
118,"-0,172","-0,546","0,208","0,137","-0,184","0,553","-0,255","-0,610","0,013","0,218","-0,086","0,362","0,131","-0,282","0,260","-0,359","-0,311","0,708","0,295","-1,056","0,468"
119,"-0,253","-0,827","0,273","0,001","-0,420","0,334","-0,315","-0,364","-0,037","0,280","-0,112","0,308","0,228","-0,076","0,273","-0,323","-0,251","0,438","0,135","-0,751","0,533"
120,"-0,094","-0,673","0,215","-0,072","-0,385","0,121","-0,246","-0,201","0,010","0,038","-0,055","0,143","0,208","-0,031","-0,009","-0,227","-0,132","0,230","0,101","-0,337","0,676"
121,"0,039","-0,422","0,089","-0,077","-0,546","0,061","-0,031","-0,208","-0,286","0,160","0,086","0,011","0,285","-0,240","-0,140","-0,058","0,216","-0,028","0,032","-0,064","0,544"
122,"0,238","-0,370","-0,128","-0,154","-0,481","-0,233","-0,041","-0,127","-0,396","0,100","0,085","0,010","0,100","0,138","-0,172","0,164","0,529","-0,066","-0,025","0,151","0,427"
123,"0,409","-0,265","-0,151","-0,033","-0,427","-0,266","0,032","-0,074","-0,294","0,040","0,088","-0,127","0,275","0,135","-0,291","0,408","0,476","-0,252","-0,386","0,603","0,225"
124,"0,450","-0,005","-0,120","-0,164","-0,365","-0,420","0,154","-0,076","-0,306","0,346","-0,047","-0,127","-0,054","0,188","-0,087","0,416","0,624","-0,163","-0,461","0,784","-0,008"
125,"0,562","-0,027","-0,194","-0,223","-0,228","-0,412","-0,092","0,124","0,239","0,650","0,010","-0,149","-0,265","0,248","-0,022","0,374","0,621","-0,238","-0,598","0,733","-0,100"
126,"0,490","0,136","-0,152","0,081","-0,176","-0,454","0,109","0,203","0,382","0,774","-0,096","-0,232","-0,116","0,171","0,074","0,142","0,398","-0,098","-0,430","0,444","-0,108"
127,"0,331","-0,018","-0,094","0,097","-0,241","-0,157","-0,019","0,178","0,341","0,590","-0,127","-0,153","-0,177","0,032","0,174","-0,058","0,216","-0,028","-0,148","0,025","0,033"
