Index,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
0,"-0,053","0,137","-0,057","0,257","-0,095","-0,094","0,178","0,103","0,389","0,211","-0,079","-0,099","0,053","-0,001","-0,003","0,099","0,015","0,194","0,368","-0,013","0,043"
1,"0,078","0,099","-0,051","0,067","0,007","-0,223","0,056","0,104","0,396","0,512","-0,067","-0,375","0,232","-0,191","-0,050","0,404","0,080","-0,056","0,611","0,120","-0,097"
2,"0,025","0,126","0,012","0,243","-0,072","-0,344","0,288","-0,054","0,227","0,573","-0,011","-0,400","0,042","-0,085","-0,020","-0,145","-0,001","-0,078","0,123","0,092","-0,150"
3,"0,149","0,055","-0,032","0,297","-0,031","-0,477","0,323","-0,139","-0,194","0,755","-0,117","-0,490","-0,048","0,106","-0,029","-0,084","-0,032","-0,131","0,367","0,143","-0,315"
4,"0,071","0,066","-0,102","0,233","-0,101","-0,524","0,235","-0,164","-0,620","0,632","-0,029","-0,593","-0,115","0,154","-0,003","0,099","-0,081","-0,456","0,366","-0,164","-0,636"
5,"0,038","0,075","0,044","0,304","-0,072","-0,347","0,151","-0,117","-0,999","0,389","0,052","-0,559","0,142","0,000","-0,059","0,098","-0,199","-1,022","0,244","-0,135","-0,582"
6,"0,097","0,081","0,031","0,131","-0,044","-0,157","0,163","-0,200","-0,795","0,389","0,052","-0,559","-0,002","-0,109","-0,090","0,220","-0,489","-1,277","0,306","0,004","-0,448"
7,"0,122","-0,020","0,094","0,148","0,064","0,135","0,189","-0,115","-0,378","0,389","-0,003","-0,534","0,031","0,023","-0,103","0,341","-0,581","-1,435","0,428","0,117","-0,233"
8,"0,156","0,088","0,019","0,139","-0,085","-0,027","0,143","-0,006","-0,148","0,270","-0,016","-0,260","0,120","-0,048","-0,029","0,280","-0,498","-1,413","0,306","0,231","-0,017"
9,"0,055","-0,060","0,055","0,074","0,026","-0,103","-0,031","-0,040","-0,005","0,209","0,151","-0,333","0,098","-0,024","-0,129","0,402","-0,564","-1,163","0,246","0,208","0,202"
10,"-0,041","0,086","-0,026","0,071","-0,043","-0,153","-0,085","0,045","0,106","0,453","0,038","-0,287","-0,003","0,083","-0,156","0,280","-0,538","-0,754","0,368","0,069","0,069"
11,"-0,029","0,035","0,005","-0,001","-0,012","-0,340","-0,145","-0,015","0,122","0,514","0,038","-0,288","0,030","0,143","-0,037","0,281","-0,292","-0,333","0,306","0,066","-0,068"
12,"0,024","0,009","-0,058","0,121","-0,072","-0,337","-0,165","0,044","-0,201","0,638","0,086","-0,178","-0,070","0,058","0,001","0,342","-0,139","-0,069","0,306","0,063","-0,204"
13,"0,109","0,031","0,062","0,007","-0,113","-0,200","-0,180","-0,004","-0,439","0,640","0,191","-0,091","0,119","0,143","-0,094","0,221","-0,068","0,172","0,367","-0,104","-0,392"
14,"0,115","-0,053","0,043","0,067","0,007","-0,223","-0,245","-0,016","-0,495","0,518","0,080","-0,040","0,098","-0,024","-0,129","0,220","-0,182","0,097","0,367","-0,050","-0,420"
15,"-0,008","0,078","-0,172","0,067","-0,053","-0,213","-0,119","-0,005","-0,443","0,578","0,111","-0,121","0,131","-0,084","-0,077","0,343","-0,025","0,005","0,367","-0,019","-0,230"
16,"-0,119","0,097","-0,096","0,077","-0,024","-0,033","-0,146","0,105","0,097","0,699","0,142","-0,203","0,020","-0,061","-0,121","0,282","0,059","0,027","0,428","0,063","-0,204"
17,"-0,191","0,141","-0,115","0,002","-0,002","-0,279","-0,233","0,096","0,666","0,453","-0,018","-0,263","0,086","0,011","-0,081","0,343","-0,064","-0,184","0,428","0,174","-0,125"
18,"-0,088","0,028","0,018","0,003","-0,062","-0,270","-0,115","0,023","0,611","0,451","-0,035","-0,455","0,154","-0,036","-0,107","0,403","-0,292","-0,333","0,306","0,115","-0,369"
19,"-0,009","0,017","0,087","-0,061","-0,192","-0,308","-0,073","0,081","0,285","0,268","0,022","-0,477","0,142","0,000","-0,059","0,463","-0,560","-0,671","0,305","0,166","-0,533"
20,"-0,011","-0,100","0,017","0,050","-0,040","-0,523","-0,096","0,068","-0,085","0,573","-0,067","-0,376","0,154","-0,036","-0,107","0,464","-0,402","-0,763","0,488","0,140","-0,451"
21,"-0,082","-0,055","-0,002","-0,007","-0,091","-0,450","-0,111","0,020","-0,324","0,575","0,093","-0,313","0,020","-0,133","0,010","0,342","-0,349","-0,794","0,488","0,194","-0,480"
22,"-0,234","-0,117","-0,161","-0,068","-0,151","-0,437","0,064","-0,066","-0,442","0,699","0,142","-0,203","-0,092","0,082","-0,099","0,403","-0,318","-0,741","0,489","0,146","-0,179"
23,"-0,332","-0,031","0,017","-0,008","0,030","-0,469","0,003","-0,006","-0,451","0,641","0,439","-0,133","0,152","0,011","0,089","0,524","-0,464","-0,868","0,489","0,205","0,065"
24,"-0,238","0,084","-0,071","-0,022","-0,069","-0,700","-0,077","-0,006","-0,757","0,703","0,488","-0,022","0,053","-0,073","0,128","0,524","-0,578","-0,943","0,673","0,075","0,340"
25,"-0,335","0,664","0,078","-0,295","0,017","-0,142","-0,001","-0,078","-0,498","0,455","0,255","-0,249","-0,138","0,153","0,224","0,280","-0,568","-0,807","0,978","0,211","0,337"
26,"-0,125","0,615","0,154","-0,380","0,182","0,517","0,082","0,054","-0,156","-0,033","0,258","-0,242","-0,104","-0,026","0,211","0,281","-0,318","-0,741","1,222","0,405","0,442"
27,"-0,420","0,264","0,056","-0,446","0,506","2,572","0,280","0,041","0,083","-0,216","0,035","-0,142","0,064","-0,181","0,211","0,220","-0,279","-0,552","1,892","0,564","0,219"
28,"-0,792","0,419","-0,140","-0,538","0,281","3,107","0,478","-0,031","0,335","-0,338","-0,020","-0,116","-0,303","-0,123","0,157","0,159","-0,239","-0,364","2,196","1,326","0,093"
29,"-0,051","1,070","-0,443","-0,875","0,437","2,545","0,840","-0,047","0,253","-0,278","-0,181","-0,180","-0,091","-0,181","0,097","0,221","-0,002","-0,078","1,953","2,319","0,673"
30,"-0,190","0,636","-0,143","-0,758","0,117","2,466","0,714","0,121","0,164","-0,520","-0,298","0,009","-0,068","-0,253","0,001","0,403","-0,095","-0,236","2,199","3,029","2,022"
31,"-0,106","0,541","-0,093","-0,735","0,424","2,849","0,718","0,134","0,224","-0,643","-0,322","-0,045","-0,236","-0,098","0,000","0,525","-0,135","-0,425","2,627","2,271","2,282"
32,"0,039","0,569","0,015","-0,958","0,481","3,223","0,703","0,025","-0,003","-0,581","-0,074","-0,088","-0,204","0,034","-0,012","0,708","-0,324","-0,386","2,017","1,061","1,817"
33,"-0,165","0,156","0,018","-0,789","0,443","2,972","0,577","0,074","-0,067","-0,514","-0,015","0,351","-0,159","-0,014","0,189","0,951","-0,400","-0,271","1,710","0,274","0,716"
34,"-0,137","0,345","0,551","-0,952","0,329","2,258","0,592","0,003","0,196","-0,450","0,083","0,573","-0,181","0,010","0,088","0,952","-0,277","-0,061","1,283","-0,061","0,342"
35,"0,204","-0,232","0,074","-0,639","0,538","2,392","0,489","0,244","0,465","-0,383","0,030","1,061","-0,104","0,046","0,080","0,892","0,066","0,163","0,491","0,055","0,696"
36,"-0,242","0,775","0,579","-0,341","0,750","3,331","0,566","0,113","0,736","-0,015","-0,090","1,242","-0,026","0,010","0,202","0,952","0,013","0,194","0,248","-0,127","1,137"
37,"-0,525","-0,121","0,540","-0,291","0,642","4,211","0,626","0,112","0,733","0,291","-0,068","1,293","-0,003","-0,061","0,106","0,891","-0,040","0,225","0,493","-0,119","1,545"
