Index,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
0,"0,358","-0,491","-0,174","0,452","-0,667","-2,041","0,736","-0,545","-0,865","-0,319","0,455","-1,025","-0,276","0,117","-0,106","0,162","0,007","-0,821","0,268","-0,681","-0,935"
1,"-0,036","-0,559","0,181","0,391","-0,606","-2,039","0,543","-0,514","-1,045","-0,259","0,262","-1,018","0,037","-0,292","-0,265","0,448","-0,017","-0,579","0,501","-0,598","-1,238"
2,"-1,008","-1,473","0,339","0,340","-0,537","-1,917","0,847","-0,334","-1,091","-0,259","0,027","-1,127","0,544","-0,602","0,174","0,146","-0,270","-0,553","-0,060","-0,395","-1,551"
3,"-1,042","-1,296","0,524","0,948","-0,721","-1,955","0,799","-0,355","-0,837","-0,137","0,084","-1,148","0,283","-0,503","0,038","-0,091","-0,247","-0,655","-0,064","-0,496","-1,643"
4,"-0,651","0,780","-0,089","1,216","-0,702","-1,671","0,711","-0,377","-0,210","-0,015","-0,280","-1,078","-0,343","0,138","-0,454","0,218","-0,267","-0,684","0,311","-0,469","-1,409"
5,"0,688","1,778","-0,682","0,996","-0,440","-1,363","0,622","-0,339","0,407","-0,076","-0,295","-0,943","-0,555","-0,848","-0,186","0,290","-0,263","-0,815","0,629","-0,477","-1,093"
6,"0,606","2,505","-0,791","0,926","-0,569","-1,472","0,624","-0,209","0,448","-0,076","-0,259","-1,021","-0,269","-1,794","0,001","0,302","-0,206","-0,977","0,384","-0,611","-1,097"
7,"-1,065","2,731","-0,448","1,361","-0,380","-1,396","0,729","-0,198","0,131","-0,076","-0,274","-0,885","-0,023","-2,223","0,558","0,426","-0,093","-1,020","0,136","-0,710","-1,180"
8,"-0,190","2,055","-0,464","1,208","-0,357","-1,017","0,658","-0,167","-0,056","0,046","-0,123","-1,006","-0,407","-1,727","0,234","0,036","-0,216","-0,726","0,494","-0,777","-1,365"
9,"-0,007","2,999","-0,854","0,868","-0,399","-0,681","0,602","-0,338","0,037","0,107","0,069","-1,012","-1,511","-1,418","-0,016","0,338","-0,319","-0,647","0,576","-0,412","-0,920"
10,"-0,443","3,716","-0,657","0,709","-0,198","-0,374","0,707","-0,267","-0,290","0,168","0,133","-0,841","-0,931","-1,530","-0,038","0,581","-0,313","-0,627","0,894","-0,421","-0,604"
11,"-0,582","4,434","-0,747","0,557","-0,419","0,020","0,665","-0,208","0,074","0,351","0,368","-0,733","-0,713","-3,202","0,875","0,813","-0,310","-0,471","1,268","-0,223","-0,434"
