Index,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z
0,"0,887","0,443","0,127","0,000","0,969","-0,241","0,057","0,000","0,966","-0,255","0,033","0,000","0,974","-0,226","-0,012","0,000","0,881","0,435","-0,187","0,000","0,793","0,574","-0,203","0,000","0,798","0,584","0,149","0,000"
1,"0,887","0,443","0,127","0,000","0,969","-0,240","0,059","0,000","0,966","-0,256","0,034","0,000","0,974","-0,227","-0,012","0,000","0,881","0,435","-0,187","0,000","0,794","0,573","-0,204","0,000","0,798","0,584","0,150","0,000"
2,"0,887","0,443","0,127","0,000","0,969","-0,240","0,062","0,000","0,965","-0,259","0,035","0,000","0,973","-0,229","-0,011","0,000","0,881","0,435","-0,187","0,000","0,793","0,574","-0,204","0,000","0,798","0,584","0,150","0,000"
3,"0,888","0,442","0,126","0,000","0,969","-0,240","0,059","0,000","0,966","-0,256","0,034","0,000","0,974","-0,228","-0,012","0,000","0,881","0,434","-0,187","0,000","0,793","0,574","-0,203","0,000","0,798","0,585","0,149","0,000"
4,"0,888","0,442","0,126","0,000","0,969","-0,240","0,061","0,000","0,966","-0,256","0,034","0,000","0,974","-0,228","-0,012","0,000","0,881","0,434","-0,187","0,000","0,793","0,574","-0,203","0,000","0,798","0,584","0,150","0,000"
5,"0,888","0,442","0,124","0,000","0,969","-0,238","0,061","0,000","0,966","-0,255","0,034","0,000","0,974","-0,228","-0,012","0,000","0,881","0,435","-0,187","0,000","0,794","0,574","-0,203","0,000","0,798","0,584","0,149","0,000"
6,"0,888","0,442","0,124","0,000","0,969","-0,239","0,061","0,000","0,966","-0,255","0,034","0,000","0,974","-0,228","-0,012","0,000","0,881","0,435","-0,187","0,000","0,794","0,574","-0,202","0,000","0,798","0,584","0,150","0,000"
7,"0,888","0,442","0,124","0,000","0,969","-0,239","0,059","0,000","0,966","-0,255","0,034","0,000","0,974","-0,228","-0,012","0,000","0,881","0,435","-0,187","0,000","0,794","0,574","-0,202","0,000","0,798","0,583","0,150","0,000"
8,"0,888","0,442","0,125","0,000","0,969","-0,239","0,059","0,000","0,966","-0,256","0,035","0,000","0,974","-0,228","-0,012","0,000","0,881","0,435","-0,187","0,000","0,793","0,575","-0,202","0,000","0,798","0,583","0,150","0,000"
9,"0,888","0,442","0,124","0,000","0,969","-0,239","0,059","0,000","0,966","-0,256","0,035","0,000","0,974","-0,228","-0,012","0,000","0,881","0,435","-0,187","0,000","0,793","0,574","-0,202","0,000","0,798","0,583","0,150","0,000"
10,"0,888","0,444","0,123","0,001","0,970","-0,237","0,061","0,001","0,966","-0,258","0,037","0,001","0,974","-0,227","-0,015","-0,001","0,882","0,433","-0,186","0,000","0,795","0,573","-0,201","0,000","0,799","0,582","0,152","-0,002"
11,"0,887","0,444","0,126","0,000","0,969","-0,240","0,061","0,000","0,966","-0,258","0,034","0,000","0,974","-0,228","-0,012","0,000","0,881","0,434","-0,188","0,000","0,793","0,574","-0,202","0,000","0,799","0,583","0,149","0,000"
12,"0,887","0,445","0,124","0,001","0,970","-0,237","0,060","0,000","0,966","-0,256","0,035","0,000","0,974","-0,225","-0,010","0,000","0,882","0,434","-0,186","-0,001","0,793","0,574","-0,204","0,002","0,799","0,583","0,147","0,002"
13,"0,888","0,444","0,122","0,001","0,970","-0,236","0,058","0,000","0,966","-0,258","0,034","0,000","0,975","-0,223","-0,012","0,000","0,882","0,433","-0,188","0,001","0,794","0,573","-0,203","0,001","0,800","0,582","0,149","0,000"
14,"0,887","0,444","0,125","0,000","0,969","-0,238","0,060","0,000","0,966","-0,256","0,035","0,000","0,974","-0,224","-0,015","-0,001","0,881","0,435","-0,186","0,000","0,795","0,572","-0,201","0,000","0,799","0,583","0,148","0,001"
15,"0,888","0,442","0,126","0,000","0,970","-0,236","0,060","0,001","0,966","-0,254","0,038","0,001","0,974","-0,225","-0,018","-0,002","0,881","0,434","-0,189","0,001","0,794","0,573","-0,202","0,000","0,799","0,582","0,150","0,000"
16,"0,887","0,444","0,124","0,001","0,969","-0,238","0,060","0,000","0,966","-0,256","0,035","0,000","0,974","-0,226","-0,015","-0,001","0,882","0,432","-0,187","0,001","0,795","0,572","-0,201","0,000","0,799","0,583","0,148","0,001"
17,"0,888","0,442","0,123","0,001","0,970","-0,236","0,057","0,000","0,967","-0,253","0,037","0,001","0,975","-0,223","-0,014","-0,001","0,881","0,434","-0,186","0,000","0,794","0,574","-0,201","0,000","0,797","0,585","0,149","0,001"
18,"0,888","0,444","0,124","0,000","0,969","-0,239","0,057","0,000","0,966","-0,256","0,035","0,000","0,974","-0,226","-0,013","0,000","0,880","0,436","-0,187","-0,001","0,793","0,575","-0,201","-0,001","0,798","0,584","0,147","0,002"
19,"0,888","0,442","0,127","-0,001","0,969","-0,239","0,060","0,000","0,965","-0,258","0,036","0,000","0,974","-0,225","-0,011","0,000","0,881","0,434","-0,187","0,000","0,792","0,577","-0,200","-0,002","0,798","0,585","0,145","0,004"
