Index,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
0,"-1,111","-0,562","0,633","-0,326","0,155","1,089","-0,063","-0,121","0,723","-0,123","0,170","1,251","0,180","-0,053","-0,032","0,122","-0,026","0,658","0,105","-0,005","1,519"
1,"-1,224","-0,542","0,706","-0,047","0,052","0,772","0,050","-0,191","0,361","-0,236","-0,048","1,081","0,023","-0,218","-0,020","0,060","-0,078","0,690","-0,209","-0,095","1,152"
2,"-1,015","-0,564","0,478","0,066","-0,025","0,650","0,170","-0,142","0,287","-0,169","-0,181","0,945","0,071","-0,192","0,046","-0,123","-0,132","0,714","-0,276","-0,088","0,933"
3,"-0,901","-0,584","0,405","-0,005","-0,042","0,534","0,294","-0,057","0,391","-0,039","-0,286","0,729","0,121","-0,285","0,047","-0,056","-0,017","0,562","-0,040","-0,146","0,604"
4,"-0,716","-0,532","0,423","-0,023","-0,197","0,311","-0,006","-0,084","0,590","0,213","-0,388","0,517","0,051","-0,121","0,144","0,030","-0,178","0,233","0,207","0,003","0,721"
5,"-0,572","-0,359","0,295","-0,022","-0,257","0,319","0,110","-0,202","0,300","0,341","-0,411","0,330","0,119","-0,165","0,113","-0,002","-0,427","-0,117","0,383","-0,106","0,426"
6,"-0,572","-0,476","0,225","0,035","-0,326","0,262","0,293","-0,201","0,295","0,776","-0,346","0,044","0,143","-0,272","0,194","0,175","-0,436","-0,021","0,374","-0,247","0,083"
7,"-0,487","-0,428","0,037","-0,160","-0,162","0,132","-0,070","-0,311","0,388","0,656","-0,374","-0,015","-0,113","-0,371","0,139","0,237","-0,385","-0,052","0,311","-0,312","-0,019"
8,"-0,345","-0,399","0,149","-0,120","-0,196","-0,114","0,052","-0,239","0,433","0,598","-0,237","-0,151","-0,367","-0,867","0,521","0,096","-0,162","0,152","0,491","-0,240","-0,140"
9,"-0,195","-0,194","0,072","-0,130","-0,153","-0,243","-0,131","-0,180","0,425","0,230","-0,106","-0,160","-0,435","-0,823","0,553","-0,167","0,057","0,349","0,306","-0,221","-0,219"
10,"-0,016","-0,174","0,039","-0,311","-0,274","-0,211","-0,133","-0,192","0,366","-0,012","-0,027","-0,276","-0,629","-0,810","0,353","-0,296","0,174","0,405","0,183","-0,253","-0,268"
11,"-0,033","-0,157","-0,044","-0,064","-0,205","-0,179","-0,136","-0,156","0,234","-0,443","0,075","-0,206","-0,458","-0,919","0,160","-0,034","-0,045","0,208","0,000","-0,389","-0,251"
12,"0,075","0,141","0,042","-0,160","-0,162","0,132","0,098","-0,105","-0,154","-0,688","0,153","-0,185","-0,453","-0,715","0,243","0,156","-0,210","0,191","-0,122","-0,390","-0,248"
13,"0,009","0,102","0,003","-0,149","-0,206","0,261","-0,203","-0,072","0,033","-0,688","0,098","-0,158","-0,615","-0,844","0,076","0,090","-0,226","0,272","-0,239","-0,125","-0,050"
14,"0,027","0,084","0,085","-0,145","-0,137","0,312","-0,133","-0,132","0,354","-0,447","0,238","-0,149","-0,559","-0,733","0,159","-0,104","-0,075","0,374","-0,237","-0,061","0,053"
15,"0,015","0,018","-0,017","-0,076","-0,059","0,419","-0,184","0,022","0,822","-0,260","0,078","-0,200","-0,649","-0,942","0,139","-0,399","-0,056","0,186","-0,052","0,056","0,120"
16,"-0,010","-0,258","0,019","-0,140","-0,189","0,381","-0,059","-0,013","0,950","0,112","-0,051","-0,327","-0,795","-0,902","0,006","-0,525","-0,073","0,263","0,130","0,108","0,083"
17,"0,115","-0,329","-0,022","-0,208","-0,327","0,283","-0,062","-0,037","0,831","0,114","-0,297","-0,276","-0,837","-1,085","0,053","-0,364","0,059","0,557","0,010","0,004","0,151"
18,"-0,112","-0,523","-0,016","-0,143","-0,318","0,338","-0,066","-0,013","0,639","0,177","-0,433","-0,276","-0,993","-1,010","-0,032","-0,301","0,210","0,455","-0,174","-0,080","0,136"
19,"-0,070","-0,382","-0,040","-0,102","-0,352","0,092","-0,186","0,010","0,762","0,423","-0,346","-0,376","-1,214","-1,011","-0,151","-0,078","0,344","0,753","0,253","-0,164","0,105"
20,"-0,124","-0,589","-0,118","-0,107","-0,360","0,032","0,001","0,107","0,925","0,541","-0,236","-0,289","-1,139","-0,970","-0,165","-0,073","0,358","0,668","0,254","-0,131","0,157"
21,"-0,070","-0,382","-0,040","-0,031","-0,335","0,207","-0,119","0,129","1,048","0,476","-0,239","-0,155","-1,127","-0,885","-0,376","-0,125","0,335","0,530","0,253","-0,080","0,125"
22,"-0,010","-0,375","-0,051","-0,159","-0,223","0,140","0,064","0,131","1,043","0,287","-0,052","-0,049","-1,259","-0,917","-0,380","-0,134","0,356","0,664","0,253","-0,299","0,118"
23,"-0,087","-0,364","-0,122","-0,300","-0,318","-0,082","-0,116","0,416","1,240","0,276","0,025","0,252","-1,117","-0,920","-0,425","-0,096","0,386","1,022","0,193","-0,351","0,152"
24,"0,043","-0,402","-0,113","-0,368","-0,205","-0,154","-0,111","0,332","1,443","0,083","0,210","0,494","-0,664","-0,473","-0,429","-0,059","0,366","1,414","0,005","-0,041","-0,037"
25,"0,049","-0,369","-0,062","-0,222","-0,102","0,128","0,008","0,238","1,272","0,081","0,072","0,629","-0,504","-0,225","-0,195","-0,312","0,281","1,605","-0,052","-0,080","0,133"
26,"0,191","-0,457","-0,020","-0,171","-0,077","0,739","-0,063","0,083","0,807","-0,100","0,153","0,515","-0,168","-0,242","-0,041","-0,486","0,255","1,459","-0,049","0,204","0,243"
27,"0,228","-0,232","-0,025","-0,115","-0,086","0,673","-0,071","0,215","0,532","-0,279","-0,013","0,453","0,143","-0,032","0,098","-0,209","0,078","1,007","-0,108","0,049","0,341"
28,"-0,016","-0,291","-0,032","-0,056","0,035","0,651","-0,132","0,083","0,498","-0,333","0,016","0,233","0,112","-0,009","-0,001","-0,252","-0,016","0,770","-0,416","-0,048","0,193"
29,"0,027","0,318","0,225","0,055","0,019","0,521","-0,015","0,036","0,256","-0,453","-0,067","0,201","0,083","0,096","0,146","-0,047","-0,038","0,428","-0,476","-0,100","0,227"
30,"0,121","0,055","0,239","0,096","-0,015","0,275","-0,073","0,059","0,377","-0,262","-0,170","-0,013","0,098","0,265","0,180","-0,026","-0,166","0,145","-0,538","-0,048","0,196"
31,"-0,039","0,161","0,115","0,157","-0,015","0,270","-0,016","0,096","0,244","-0,075","-0,166","-0,143","0,033","0,189","0,145","-0,190","-0,163","-0,171","-0,719","-0,152","0,265"
32,"-0,008","0,353","0,060","0,163","-0,127","0,347","0,047","-0,155","0,230","0,049","-0,355","-0,115","0,086","-0,023","0,080","-0,158","-0,163","-0,694","-0,779","-0,120","0,319"
