Index,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z
0,"0,001","0,002","0,947","-0,002","-0,004","1,011","-0,001","0,001","1,049","0,000","-0,009","1,030","-0,002","0,001","0,960","0,003","0,005","0,887","0,000","0,003","0,950"
1,"0,002","-0,003","0,947","0,000","0,001","1,008","-0,001","0,003","1,051","0,000","-0,003","1,028","-0,002","0,002","0,961","-0,001","-0,002","0,889","-0,004","0,003","0,948"
2,"0,005","-0,003","0,943","-0,004","-0,004","1,011","-0,001","0,006","1,049","-0,001","-0,002","1,028","0,002","-0,003","0,957","-0,002","-0,003","0,883","-0,002","0,004","0,952"
3,"-0,004","-0,003","0,947","-0,001","-0,001","1,014","0,001","0,008","1,048","-0,001","0,000","1,026","-0,002","0,000","0,960","-0,001","-0,002","0,889","0,000","0,001","0,948"
4,"-0,001","0,003","0,944","-0,001","-0,001","1,015","0,000","0,002","1,055","0,001","-0,003","1,029","-0,005","0,003","0,962","0,004","-0,005","0,890","-0,001","0,001","0,956"
5,"-0,005","0,001","0,950","0,003","0,005","1,007","-0,006","0,004","1,049","0,002","0,000","1,028","-0,001","0,000","0,962","0,003","-0,002","0,889","-0,001","0,001","0,951"
6,"0,007","0,005","0,958","0,003","0,004","1,009","-0,004","0,004","1,050","-0,001","-0,006","1,026","0,001","-0,002","0,960","0,002","-0,002","0,895","0,005","0,003","0,948"
7,"0,006","-0,003","0,947","0,004","0,003","1,002","0,000","0,000","1,053","0,000","0,003","1,019","-0,005","-0,001","0,961","-0,003","0,002","0,886","0,004","0,004","0,946"
8,"0,006","-0,001","0,942","0,003","0,000","1,008","0,001","0,004","1,049","0,000","0,006","1,022","-0,003","0,002","0,960","0,001","0,003","0,889","0,005","-0,001","0,942"
9,"0,003","0,002","0,943","0,003","-0,001","1,008","-0,003","0,000","1,056","0,002","-0,005","1,020","-0,001","-0,003","0,966","-0,002","0,002","0,887","0,003","0,006","0,946"
10,"0,000","-0,002","0,946","0,004","-0,002","1,014","0,003","0,005","1,053","-0,001","0,000","1,019","0,000","0,005","0,961","0,002","0,000","0,889","0,003","0,004","0,947"
11,"-0,006","0,000","0,941","0,000","-0,004","1,012","0,004","0,006","1,050","0,004","-0,005","1,029","0,003","0,001","0,964","0,003","0,001","0,894","0,006","0,007","0,948"
12,"-0,002","0,004","0,941","-0,001","0,000","1,014","0,005","0,006","1,053","0,002","0,000","1,024","0,001","-0,005","0,963","0,003","-0,001","0,892","0,002","-0,003","0,946"
13,"0,001","0,005","0,947","-0,002","0,007","1,013","0,009","0,007","1,044","-0,002","-0,001","1,028","0,001","0,000","0,961","0,008","0,002","0,891","-0,001","-0,003","0,951"
14,"0,007","0,004","0,949","0,001","0,002","1,009","-0,001","0,004","1,054","-0,008","0,001","1,031","0,004","0,000","0,953","0,004","0,000","0,887","-0,001","0,000","0,950"
15,"-0,003","-0,003","0,942","0,001","-0,003","1,008","-0,002","0,006","1,053","-0,003","-0,002","1,026","0,005","-0,002","0,966","-0,001","0,000","0,889","0,000","-0,002","0,951"
16,"0,000","0,005","0,945","-0,001","0,003","1,007","-0,005","0,005","1,051","0,001","0,003","1,016","-0,001","-0,002","0,960","-0,005","0,001","0,887","0,000","0,002","0,951"
17,"0,004","-0,001","0,946","0,002","0,000","1,005","-0,003","0,006","1,047","-0,001","0,006","1,015","-0,002","-0,001","0,963","0,001","-0,001","0,884","0,004","-0,003","0,947"
18,"0,001","-0,002","0,941","0,004","0,007","1,009","-0,004","0,002","1,049","-0,002","0,004","1,020","-0,004","0,003","0,965","0,000","-0,003","0,882","0,001","0,006","0,947"
19,"0,002","-0,004","0,948","0,001","-0,003","1,013","-0,002","0,005","1,046","0,000","0,002","1,029","-0,002","0,003","0,965","0,003","-0,001","0,888","-0,002","0,002","0,953"
20,"-0,001","-0,003","0,943","-0,002","-0,003","1,015","0,000","0,004","1,053","0,004","-0,001","1,026","0,003","0,000","0,956","0,004","0,000","0,886","0,001","0,002","0,955"
21,"-0,005","0,000","0,945","-0,002","0,004","1,012","0,002","0,009","1,051","0,002","-0,003","1,024","0,004","-0,002","0,961","0,000","0,005","0,892","0,001","0,005","0,957"
22,"0,000","0,000","0,946","-0,004","0,007","1,009","0,001","0,005","1,053","0,005","-0,003","1,017","0,002","0,002","0,958","0,002","0,002","0,891","0,000","0,003","0,949"
23,"-0,001","0,000","0,945","0,002","-0,004","1,012","0,000","0,002","1,057","0,001","-0,002","1,022","0,001","-0,002","0,963","-0,001","0,003","0,888","-0,001","0,002","0,950"
24,"0,000","0,002","0,945","0,002","0,004","1,006","-0,001","0,004","1,057","0,006","0,000","1,019","0,001","0,003","0,963","-0,001","0,003","0,890","0,001","-0,002","0,943"
25,"0,005","-0,004","0,947","0,003","-0,004","1,006","-0,006","0,004","1,046","0,007","-0,001","1,023","-0,003","0,001","0,965","0,007","-0,004","0,886","0,003","0,004","0,952"
26,"0,004","0,000","0,947","0,005","-0,005","1,009","-0,006","0,004","1,051","0,002","-0,006","1,018","-0,004","-0,002","0,959","-0,005","0,000","0,888","0,002","-0,002","0,945"
27,"0,005","0,002","0,949","0,004","0,002","1,006","-0,001","-0,002","1,053","0,002","-0,001","1,025","-0,003","-0,001","0,964","0,001","0,002","0,893","0,001","0,000","0,952"
28,"0,003","0,000","0,949","0,001","0,001","1,012","-0,003","-0,005","1,052","-0,002","0,000","1,024","-0,002","-0,002","0,965","-0,007","-0,003","0,881","0,003","0,003","0,947"
29,"-0,002","-0,004","0,943","0,001","-0,005","1,018","-0,002","-0,004","1,054","0,000","-0,002","1,027","0,001","-0,003","0,957","0,004","-0,001","0,890","0,001","0,000","0,953"
30,"0,003","0,000","0,944","-0,004","0,000","1,012","-0,002","0,001","1,050","0,002","-0,001","1,024","0,004","-0,005","0,963","-0,004","-0,001","0,888","-0,003","-0,004","0,952"
31,"-0,002","0,002","0,942","-0,003","0,004","1,010","-0,002","0,000","1,052","0,002","-0,001","1,023","0,003","0,001","0,958","-0,003","0,000","0,885","-0,006","0,001","0,950"
32,"0,002","0,001","0,947","-0,005","0,000","1,005","-0,002","0,001","1,049","0,002","0,000","1,026","0,003","-0,002","0,962","-0,003","0,001","0,888","-0,003","-0,006","0,950"
33,"0,001","-0,001","0,946","0,005","0,003","1,003","-0,001","0,004","1,053","0,000","-0,006","1,025","-0,002","0,000","0,967","-0,001","0,002","0,889","-0,003","0,001","0,954"
34,"0,002","0,000","0,947","-0,001","0,001","1,007","-0,001","0,000","1,051","0,003","0,004","1,025","-0,001","0,000","0,960","-0,001","0,000","0,894","-0,001","-0,006","0,952"
35,"-0,005","-0,004","0,941","0,003","-0,003","1,005","-0,004","0,000","1,052","0,007","0,006","1,027","-0,006","0,000","0,962","-0,001","-0,003","0,885","-0,003","-0,002","0,950"
36,"0,002","0,001","0,945","0,001","-0,001","1,004","-0,003","0,005","1,055","0,002","-0,001","1,031","0,000","0,001","0,963","0,000","0,000","0,888","-0,002","0,000","0,945"
37,"-0,002","-0,002","0,946","0,000","0,002","1,011","-0,003","0,000","1,053","0,001","0,003","1,022","0,000","0,000","0,962","-0,001","0,000","0,884","0,002","-0,003","0,946"
38,"0,000","0,003","0,946","-0,001","0,003","1,016","-0,003","0,005","1,050","-0,001","0,002","1,028","0,004","0,001","0,956","-0,001","0,000","0,885","0,001","0,005","0,947"
39,"0,000","0,005","0,941","-0,003","0,004","1,009","0,000","0,005","1,049","-0,002","0,003","1,027","-0,002","0,000","0,962","-0,001","0,004","0,887","0,004","0,003","0,952"
40,"0,003","0,002","0,952","0,000","0,000","1,010","0,002","0,001","1,054","-0,002","0,000","1,025","-0,003","0,001","0,964","0,001","0,000","0,892","0,002","0,004","0,948"
41,"0,000","-0,003","0,945","0,004","0,002","1,006","-0,001","-0,002","1,048","-0,007","-0,002","1,022","0,002","-0,002","0,954","0,001","0,005","0,888","0,002","0,000","0,951"
42,"-0,001","0,004","0,950","0,000","0,006","1,005","0,000","0,006","1,049","-0,004","0,001","1,024","-0,002","0,000","0,960","0,002","0,002","0,890","-0,002","0,002","0,950"
43,"0,003","-0,001","0,943","0,001","0,002","1,010","-0,004","-0,002","1,052","-0,002","-0,001","1,020","0,003","-0,007","0,958","0,005","0,004","0,887","0,001","0,004","0,955"
44,"-0,004","0,000","0,948","-0,001","-0,002","1,014","0,000","0,003","1,050","0,002","0,001","1,021","0,003","-0,001","0,960","0,002","0,000","0,887","0,002","0,004","0,949"
45,"0,000","0,001","0,951","0,000","0,001","1,011","-0,001","0,006","1,053","0,006","0,000","1,029","-0,001","0,003","0,957","0,000","0,002","0,889","0,000","0,003","0,949"
46,"0,003","0,003","0,945","0,002","0,001","1,006","0,001","0,006","1,049","0,002","0,003","1,027","0,003","0,000","0,966","0,004","0,002","0,889","0,001","0,005","0,951"
47,"0,003","-0,001","0,948","0,002","-0,004","1,013","-0,003","0,003","1,055","0,002","0,000","1,025","-0,001","-0,003","0,959","0,001","0,003","0,897","-0,003","0,003","0,948"
48,"-0,001","0,003","0,947","0,001","0,001","1,014","0,002","0,003","1,052","0,000","-0,002","1,022","0,000","0,004","0,961","0,002","0,003","0,885","0,002","-0,001","0,952"
49,"0,002","0,000","0,944","-0,001","0,000","1,010","0,003","0,004","1,053","0,001","0,000","1,019","0,002","0,001","0,960","-0,001","0,001","0,889","0,002","0,003","0,952"
50,"0,003","-0,002","0,943","-0,002","0,003","1,010","0,001","0,000","1,052","-0,001","-0,002","1,026","0,003","0,001","0,961","0,005","-0,001","0,886","0,002","0,000","0,951"
51,"-0,001","0,000","0,946","-0,002","0,000","1,010","0,002","0,000","1,056","0,003","-0,004","1,024","-0,001","0,004","0,964","0,001","0,003","0,892","-0,002","-0,001","0,946"
52,"0,004","0,001","0,947","0,000","-0,002","1,007","0,001","0,009","1,047","0,001","0,002","1,029","-0,002","-0,006","0,956","0,006","0,005","0,889","-0,001","0,000","0,946"
53,"0,004","0,004","0,948","0,001","-0,001","1,010","-0,001","0,002","1,050","0,000","-0,002","1,029","-0,001","0,002","0,964","0,006","-0,001","0,886","0,004","-0,002","0,951"
54,"0,001","0,001","0,952","0,002","-0,002","1,004","-0,002","0,002","1,050","0,004","0,002","1,023","0,002","0,002","0,961","0,001","-0,001","0,893","0,000","0,001","0,953"
55,"0,004","-0,004","0,943","-0,001","-0,006","1,005","0,002","0,002","1,048","-0,004","-0,002","1,026","-0,007","-0,001","0,960","0,003","0,004","0,888","0,004","-0,001","0,944"
56,"-0,001","0,002","0,952","0,002","0,004","1,002","0,001","-0,001","1,054","-0,003","-0,002","1,027","-0,003","0,001","0,966","0,001","-0,001","0,887","0,000","-0,002","0,943"
57,"-0,001","-0,002","0,945","0,001","-0,001","1,008","0,002","0,001","1,054","0,005","-0,004","1,027","-0,002","0,001","0,964","0,007","0,003","0,888","0,004","0,004","0,949"
58,"0,002","0,000","0,942","0,000","0,000","1,008","0,003","0,006","1,051","0,000","0,002","1,020","0,002","-0,003","0,957","0,005","-0,002","0,887","0,003","-0,003","0,949"
