Index,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z
0,"0,869","0,483","0,112","0,000","0,997","-0,073","0,035","0,000","0,995","-0,095","0,009","0,000","0,983","-0,181","-0,015","0,000","0,871","0,459","-0,177","0,000","0,962","-0,270","-0,040","0,000","0,971","-0,238","0,005","0,000"
1,"0,868","0,478","0,133","0,000","0,996","-0,078","0,035","0,000","0,995","-0,095","0,010","0,000","0,983","-0,182","-0,015","0,000","0,871","0,459","-0,177","0,000","0,962","-0,271","-0,035","0,000","0,971","-0,239","0,006","0,000"
2,"0,868","0,478","0,133","0,000","0,996","-0,081","0,035","0,000","0,995","-0,095","0,010","0,000","0,983","-0,182","-0,015","0,000","0,871","0,460","-0,174","0,000","0,962","-0,271","-0,032","0,000","0,971","-0,239","0,006","0,000"
3,"0,870","0,479","0,120","0,000","0,996","-0,080","0,031","0,000","0,996","-0,094","0,010","0,000","0,983","-0,182","-0,015","0,000","0,871","0,459","-0,176","0,000","0,962","-0,270","-0,032","0,000","0,971","-0,239","0,005","0,000"
4,"0,869","0,477","0,130","0,000","0,996","-0,081","0,031","0,000","0,995","-0,095","0,010","0,000","0,983","-0,182","-0,015","0,000","0,871","0,459","-0,176","0,000","0,962","-0,271","-0,032","0,000","0,971","-0,240","0,006","0,000"
5,"0,870","0,477","0,122","0,000","0,996","-0,081","0,030","0,000","0,995","-0,095","0,009","0,000","0,983","-0,182","-0,015","0,000","0,871","0,459","-0,175","0,000","0,962","-0,271","-0,033","0,000","0,971","-0,240","0,005","0,000"
6,"0,870","0,478","0,122","0,000","0,996","-0,083","0,031","0,000","0,995","-0,096","0,009","0,000","0,983","-0,182","-0,015","0,000","0,871","0,460","-0,176","0,000","0,961","-0,274","-0,033","0,000","0,970","-0,242","0,006","0,000"
7,"0,870","0,478","0,122","0,000","0,996","-0,083","0,031","0,000","0,995","-0,096","0,008","0,000","0,983","-0,182","-0,015","0,000","0,871","0,459","-0,176","0,000","0,961","-0,273","-0,035","0,000","0,970","-0,242","0,006","0,000"
8,"0,870","0,478","0,122","0,000","0,996","-0,083","0,031","0,000","0,995","-0,097","0,008","0,000","0,983","-0,182","-0,015","0,000","0,871","0,459","-0,175","0,000","0,961","-0,274","-0,035","0,000","0,970","-0,244","0,006","0,000"
9,"0,870","0,478","0,122","0,000","0,996","-0,083","0,030","0,000","0,995","-0,097","0,008","0,000","0,983","-0,182","-0,015","0,000","0,871","0,459","-0,175","0,000","0,961","-0,274","-0,035","0,000","0,970","-0,242","0,006","0,000"
