Index,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z
0,"0,015","0,008","0,960","-0,009","0,012","0,995","-0,012","-0,003","1,016","0,005","-0,006","1,016","0,006","0,001","0,956","-0,008","-0,007","1,064","-0,007","0,003","1,020"
1,"-0,019","0,000","0,935","0,000","0,003","1,002","-0,014","-0,001","1,021","0,005","-0,008","1,013","0,006","0,000","0,958","-0,017","0,000","1,059","-0,010","0,000","1,017"
2,"0,006","-0,010","0,955","0,004","0,000","1,008","-0,013","0,002","1,012","0,007","-0,006","1,016","-0,001","0,000","0,958","-0,024","0,003","1,057","-0,007","0,007","1,023"
3,"0,006","0,000","0,945","0,016","-0,004","1,002","-0,009","-0,001","1,016","0,003","-0,009","1,015","0,003","0,002","0,960","-0,024","-0,007","1,060","-0,007","-0,002","1,019"
4,"-0,014","-0,002","0,944","0,006","-0,009","1,004","-0,008","-0,005","1,016","0,005","-0,004","1,019","0,004","0,004","0,958","-0,021","-0,015","1,064","-0,010","-0,010","1,019"
5,"0,002","-0,016","0,944","0,002","-0,007","1,001","0,000","-0,012","1,014","0,003","-0,007","1,018","0,003","0,000","0,960","-0,016","-0,015","1,063","-0,003","-0,013","1,022"
6,"0,004","0,006","0,950","0,000","-0,014","1,005","0,001","-0,007","1,015","0,009","0,000","1,012","0,005","0,003","0,959","-0,009","-0,022","1,063","-0,008","-0,005","1,019"
7,"-0,009","-0,003","0,942","-0,006","-0,012","1,006","-0,002","-0,008","1,013","0,009","-0,002","1,011","0,008","-0,001","0,962","-0,006","-0,014","1,059","-0,012","-0,011","1,019"
8,"0,010","-0,008","0,946","0,007","-0,008","1,004","-0,008","-0,014","1,019","0,006","-0,003","1,012","-0,003","0,002","0,955","-0,005","-0,022","1,061","-0,008","-0,014","1,021"
9,"-0,004","-0,001","0,942","0,001","-0,008","1,000","-0,013","-0,014","1,015","0,008","0,000","1,014","0,004","0,003","0,955","-0,020","-0,022","1,063","-0,013","-0,002","1,020"
10,"0,000","-0,007","0,942","0,005","0,005","0,998","-0,013","-0,005","1,014","0,006","-0,009","1,016","-0,002","0,009","0,960","-0,022","-0,014","1,058","-0,014","-0,004","1,017"
