Index,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
1672,"0,690","0,150","0,033","-0,934","-2,066","-2,060","0,738","0,715","1,050","2,597","5,833","1,771","-2,916","2,088","1,425","0,407","1,068","-1,699","1,255","-4,251","-0,103"
1673,"0,619","0,193","0,011","-0,379","-2,254","-1,446","0,837","1,138","3,181","2,093","4,201","-0,022","-2,179","1,667","2,134","0,234","-1,012","-0,807","1,530","-5,654","0,441"
1674,"0,786","0,260","-0,058","-0,373","-2,107","-0,977","1,383","1,684","5,378","2,797","3,425","1,000","-1,582","0,799","3,242","0,191","-3,310","-0,072","2,043","-6,749","0,790"
1675,"0,994","0,227","-0,286","-0,246","-1,930","-0,590","2,035","1,934","6,736","1,758","1,410","1,008","-1,306","1,457","3,331","0,339","-5,334","0,676","1,708","-7,540","1,154"
1676,"1,035","0,114","-0,135","-0,065","-2,228","-0,657","2,127","1,482","7,446","1,580","0,444","0,779","-2,824","2,850","3,119","0,268","-6,704","1,143","1,685","-7,625","1,314"
1677,"1,040","0,030","-0,151","-0,127","-2,223","-0,793","1,877","0,614","7,250","0,735","0,092","0,436","-4,571","3,460","2,220","0,499","-7,387","1,570","1,594","-7,213","1,452"
1678,"0,838","-0,009","-0,249","-0,190","-2,355","-0,933","1,613","-0,237","6,559","0,122","-0,765","0,505","-5,914","3,487","2,170","0,783","-7,453","1,659","1,669","-6,644","1,582"
1679,"0,673","0,177","-0,361","-0,191","-2,435","-0,963","0,842","-0,964","5,752","0,788","0,201","0,748","-4,824","2,842","1,087","0,506","-7,064","1,788","1,653","-5,911","1,670"
1680,"0,203","0,285","-0,154","-0,258","-2,390","-1,452","0,141","-1,727","4,603","0,234","-0,050","0,905","-3,117","3,163","-0,393","0,466","-6,575","2,070","1,717","-5,284","1,783"
1681,"-0,218","0,342","-0,369","-0,446","-2,567","-1,838","-0,110","-1,808","4,201","0,603","0,016","0,796","-2,394","2,444","-0,785","0,094","-5,855","2,326","1,875","-4,622","1,742"
1682,"-0,551","0,461","-0,413","-0,578","-2,729","-2,634","-0,227","-1,431","3,745","1,025","1,043","1,034","-1,832","1,048","-1,228","-0,446","-4,838","2,504","1,605","-3,956","1,757"
1683,"-0,797","0,269","-0,170","-0,710","-3,113","-3,328","-0,160","-1,477","2,990","0,545","0,143","0,678","-1,465","-1,759","-1,000","-0,472","-3,683","2,818","1,400","-3,188","1,860"
1684,"-1,059","0,225","-0,257","-0,772","-3,219","-3,413","-0,905","-1,883","1,870","1,031","0,505","0,767","-1,129","-3,116","-0,735","-0,139","-2,989","3,312","1,397","-2,588","1,925"
1685,"-1,208","0,144","-0,105","-1,072","-3,040","-3,021","-1,551","-2,296","0,596","0,420","-0,410","0,773","-1,239","-1,706","-1,467","0,287","-2,176","3,388","0,918","-2,018","1,742"
1686,"-1,336","-0,263","-0,326","-1,065","-2,924","-2,471","-1,947","-3,242","-0,928","0,966","0,559","0,951","-1,235","-0,071","-2,037","0,572","-1,555","3,566","0,462","-1,671","1,884"
1687,"-1,293","-0,016","0,020","-0,999","-2,661","-2,190","-2,110","-4,342","-2,901","1,149","1,107","0,979","-1,244","0,452","-1,743","0,684","-1,152","3,714","-0,074","-1,462","1,824"
1688,"-1,125","0,064","-0,359","-1,179","-2,448","-2,016","-2,014","-4,909","-3,735","1,821","1,535","0,954","-1,194","0,541","-1,255","0,749","-1,261","3,636","-0,411","-1,346","1,767"
1689,"-0,910","-0,524","-0,192","-1,292","-2,144","-1,349","-1,750","-4,726","-3,668","3,287","2,757","0,923","-0,820","0,190","-0,986","0,635","-1,225","3,398","-0,629","-1,492","1,844"
1690,"-0,575","-0,271","-0,264","-1,468","-1,860","-0,873","-1,280","-4,233","-2,755","2,929","2,831","0,612","-0,391","0,225","-0,694","0,150","-1,146","3,126","-0,484","-1,497","1,955"
1691,"-0,391","-0,338","-0,314","-1,214","-1,587","-0,130","-1,012","-3,364","-1,237","3,489","4,616","0,276","-0,351","0,016","-0,523","0,061","-1,407","2,800","-0,098","-1,795","1,805"
1692,"-0,355","-0,366","-0,148","-1,213","-1,481","-0,044","-1,120","-2,285","0,584","3,933","4,400","-0,393","-0,101","-0,674","-0,248","-0,302","-1,899","2,757","0,363","-1,801","1,939"
