Index,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
0,"-0,661","0,479","-0,360","-0,817","-0,192","-3,411","-0,114","-0,784","-6,581","-0,185","-1,121","-3,279","3,325","4,658","0,514","-0,176","-1,154","-5,591","0,911","0,476","-3,876"
1,"0,172","1,420","-0,276","-0,757","0,008","-1,405","0,132","-0,572","-6,126","-0,729","-1,248","-3,442","2,968","3,992","0,692","0,003","-1,066","-5,555","1,338","0,536","-3,769"
2,"-0,669","-0,232","-0,554","-0,455","0,486","-0,386","-0,293","-0,673","-5,981","-0,966","-1,050","-3,784","2,617","3,843","0,499","-0,082","-0,618","-5,405","1,094","0,477","-3,876"
3,"0,181","0,482","-0,251","-0,690","0,278","-1,267","-0,596","-0,690","-5,728","-0,905","-0,935","-3,825","2,438","3,307","0,391","-0,151","-0,314","-4,665","1,280","0,325","-3,383"
4,"0,088","0,542","-0,351","-0,537","0,393","-1,728","-0,533","-0,610","-5,309","-0,791","-0,770","-3,558","2,208","2,865","0,282","-0,122","0,013","-3,645","0,853","0,607","-2,705"
5,"-0,296","0,033","-0,409","-0,247","0,548","-1,956","-0,654","-0,435","-5,031","-0,746","-0,270","-3,093","1,971","2,817","0,191","-0,226","-0,031","-3,129","0,549","0,437","-2,892"
6,"-0,020","0,769","-0,412","-0,367","0,426","-1,929","-0,470","-0,399","-4,852","-0,398","0,140","-2,520","1,759","2,507","0,295","-0,071","-0,162","-2,749","0,611","0,333","-2,699"
7,"-0,198","0,861","-0,303","0,154","0,459","-1,408","-0,651","-0,168","-4,274","-0,286","0,441","-2,239","1,664","2,454","0,161","-0,008","-0,297","-2,733","0,003","0,165","-2,612"
8,"-0,522","0,361","-0,374","0,406","0,421","-1,294","-0,586","0,122","-3,399","-0,051","0,722","-2,012","1,642","2,165","0,289","0,246","-0,542","-2,775","-0,239","0,001","-2,527"
9,"-0,056","1,187","-0,314","0,473","0,502","-1,187","-0,579","0,086","-2,275","0,012","0,701","-2,067","1,389","1,949","0,163","0,535","-0,441","-2,593","-0,238","-0,022","-2,308"
10,"-0,390","1,121","-0,155","0,519","0,273","-1,462","-0,634","0,266","-1,316","-0,112","0,436","-1,906","1,078","1,742","0,020","0,563","-0,303","-2,244","-0,297","-0,091","-1,652"
11,"-0,020","1,059","0,058","0,578","0,394","-1,485","-0,510","0,181","-1,114","-0,182","0,221","-1,437","1,042","1,645","0,083","0,282","-0,194","-1,838","-0,478","-0,054","-1,052"
12,"-0,197","1,035","0,096","0,537","0,512","-1,131","-0,391","0,185","-1,426","-0,434","0,098","-1,072","0,589","1,442","-0,017","0,266","-0,100","-1,682","-0,234","0,121","-0,593"
13,"-0,104","0,975","0,197","0,567","0,530","-0,640","-0,269","0,092","-1,595","-0,442","0,033","-0,722","0,787","1,069","-0,011","0,123","-0,030","-1,452","0,011","0,191","0,060"
14,"0,081","0,799","0,068","0,503","0,493","0,298","-0,146","-0,027","-1,573","-0,572","-0,032","-0,376","0,357","0,640","-0,095","0,091","0,106","-1,109","-0,172","0,419","0,629"
15,"0,060","0,312","0,242","0,294","0,518","0,863","-0,084","-0,003","-1,454","-0,218","0,178","0,011","0,256","0,467","-0,068","0,148","0,191","-1,083","0,010","0,590","0,952"
16,"0,214","-0,090","0,119","0,207","0,674","1,462","-0,021","-0,078","-1,192","0,332","-0,009","0,032","0,395","0,223","-0,015","0,292","-0,067","-1,270","-0,112","0,677","1,251"
17,"-0,030","0,078","0,260","0,293","0,552","1,848","0,042","-0,021","-0,893","0,634","0,036","0,154","-0,225","0,251","-0,087","0,161","-0,007","-1,176","-0,112","0,734","1,359"
18,"0,056","0,102","0,380","0,111","0,680","1,900","0,042","0,216","-0,627","0,762","-0,105","-0,050","-0,027","-0,122","-0,082","0,095","0,023","-1,129","-0,050","0,652","1,333"
19,"0,005","-0,107","0,303","0,293","0,552","1,848","0,105","0,153","-0,306","0,892","-0,268","-0,311","-0,322","-0,161","-0,191","0,136","0,202","-0,947","-0,048","0,376","1,202"
20,"0,070","-0,066","0,341","0,333","0,434","1,493","0,046","0,220","0,054","0,472","-0,244","-0,593","-0,243","-0,277","-0,091","0,370","0,082","-0,781","-0,108","0,237","1,069"
21,"0,032","-0,208","0,366","0,335","0,374","1,503","0,047","0,183","0,185","0,108","-0,211","-0,680","-0,254","-0,205","-0,222","0,105","0,150","-0,562","-0,050","0,366","0,657"
22,"0,093","-0,434","0,212","0,347","0,533","1,724","-0,011","0,179","0,497","-0,317","-0,008","-0,833","-0,433","-0,298","-0,115","-0,139","0,091","-0,551","0,254","0,476","0,599"
23,"0,098","-0,167","0,403","0,359","0,502","1,914","0,050","0,191","0,556","-0,617","0,210","-1,119","-0,227","-0,587","-0,092","-0,024","0,314","-0,531","0,620","0,451","0,544"
24,"0,245","-0,602","0,229","0,476","0,364","1,805","0,231","0,207","0,304","-0,675","0,338","-1,299","-0,441","-0,382","-0,132","-0,152","0,290","-0,457","0,437","0,419","0,354"
25,"0,159","-0,509","0,180","0,471","0,414","1,735","0,291","0,113","0,135","-0,853","0,215","-1,454","-0,941","-0,215","-0,509","-0,029","0,345","-0,479","0,557","0,525","0,161"
26,"0,284","-0,577","0,134","0,633","0,298","1,373","0,167","0,105","-0,235","-0,906","0,221","-1,783","-2,240","0,716","-1,450","0,043","0,524","-0,651","0,679","0,438","-0,138"
27,"0,163","-0,299","0,042","0,669","0,231","0,949","0,105","-0,166","-0,680","-0,589","0,017","-2,154","-3,165","1,569","-2,182","0,266","0,518","-1,125","0,435","0,433","-0,273"
28,"-0,041","-0,339","-0,052","0,765","0,164","0,521","-0,264","-0,199","-1,168","-0,147","-0,193","-2,714","-3,020","1,924","-2,256","0,437","0,155","-1,604","0,617","0,404","-0,464"
29,"0,010","-0,130","0,025","1,040","0,150","0,012","-0,269","-0,050","-1,693","0,423","-0,352","-3,485","-2,905","1,906","-2,219","0,415","-0,151","-2,708","0,679","0,093","-1,058"
30,"-0,198","0,240","-0,117","1,093","0,132","-0,112","-0,395","-0,044","-2,313","0,558","-0,465","-3,960","-3,022","2,044","-2,190","0,438","-0,361","-3,650","0,618","-0,026","-1,547"
31,"-0,244","0,298","-0,003","1,371","-0,063","-0,592","-0,641","-0,054","-2,683","0,505","-0,401","-4,311","-2,815","2,151","-2,377","0,433","-0,520","-4,270","0,433","0,072","-2,012"
32,"-0,152","0,299","-0,162","1,396","-0,159","-1,197","-0,581","-0,065","-2,743","0,566","-0,229","-4,374","-2,572","1,923","-2,239","0,531","-0,685","-4,661","0,676","0,100","-2,095"
33,"-0,312","0,434","-0,229","1,441","-0,137","-1,451","-1,009","-0,113","-2,980","0,503","-0,209","-4,318","-2,002","2,071","-1,922","0,521","-0,811","-4,515","0,738","-0,011","-2,175"
34,"-0,351","0,409","-0,135","1,554","-0,225","-1,629","-1,133","-0,276","-3,507","0,443","-0,152","-4,341","-1,483","1,916","-1,398","0,235","-0,858","-4,014","0,858","0,093","-2,504"
