Index,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
0,"0,309","-0,844","0,209","-0,675","-0,071","-0,130","-0,014","0,118","0,929","0,175","-0,529","1,135","0,236","0,098","0,592","-0,273","0,322","0,592","-0,044","0,068","-0,212"
1,"-0,055","-0,784","0,164","-0,504","-0,212","-0,250","-0,086","0,440","0,420","0,053","-0,418","1,085","-0,215","0,526","0,399","0,167","0,527","1,027","-0,233","-0,270","-0,917"
2,"0,013","-0,950","-0,023","-0,533","-0,101","0,046","-0,208","0,381","0,436","0,121","-0,482","0,782","0,106","0,561","0,264","-0,220","0,280","1,295","-0,554","-0,303","-1,078"
3,"0,130","-0,487","0,226","-0,249","-0,099","0,387","-0,318","0,310","0,955","0,069","-0,371","0,268","-0,156","0,441","0,380","-0,181","-0,111","1,046","-0,574","-0,250","-0,613"
4,"0,084","-0,187","0,004","0,054","-0,098","0,353","-0,250","0,126","1,245","-0,048","-0,357","-0,006","0,017","0,019","0,272","-0,236","-0,147","0,990","-0,315","0,012","0,199"
5,"0,271","0,083","0,012","0,048","-0,109","0,293","-0,194","-0,047","1,033","-0,293","0,001","-0,100","-0,023","-0,039","0,023","-0,257","0,091","1,122","-0,191","0,320","0,857"
6,"0,086","-0,051","0,004","-0,199","0,071","0,290","-0,151","-0,089","0,291","-0,552","0,569","0,447","0,027","-0,344","-0,018","-0,366","0,018","1,010","-0,439","0,293","0,826"
7,"0,028","0,005","-0,026","-0,130","0,022","0,353","0,197","-0,265","-0,490","-0,625","0,842","0,925","0,011","-0,698","-0,036","-0,489","-0,008","0,419","-0,751","0,184","0,777"
8,"0,021","-0,240","0,029","-0,185","0,092","0,409","0,123","-0,386","-1,024","-0,635","0,923","1,421","0,088","-0,734","-0,219","-0,294","0,166","0,251","-0,682","0,108","0,885"
9,"0,071","-0,595","0,142","-0,176","-0,018","0,489","0,176","-0,526","-1,369","-0,270","0,838","1,533","0,285","-0,859","-0,416","-0,375","0,480","-0,269","-1,058","0,106","0,781"
10,"0,015","-0,731","0,003","-0,403","-0,058","0,646","0,124","-0,564","-0,984","0,102","0,384","1,404","0,424","-0,427","-0,361","-0,560","0,373","-0,219","-1,077","-0,068","0,600"
11,"0,076","-0,814","-0,021","-0,496","-0,078","0,909","0,186","-0,551","-0,926","0,423","-0,151","0,779","0,369","-0,371","-0,396","-0,716","0,281","-0,472","-0,643","0,039","0,638"
12,"-0,050","-0,839","0,055","-0,685","-0,088","0,870","0,190","-0,451","-0,761","0,685","-0,711","0,096","0,135","-0,140","-0,397","-0,842","-0,268","-0,856","-0,505","0,264","0,778"
13,"0,132","-0,760","0,091","-0,832","-0,190","0,655","0,131","-0,245","-0,681","0,761","-1,336","-0,429","0,364","0,046","-0,134","-0,438","-0,595","-1,102","-0,074","0,424","0,786"
14,"0,198","-0,898","-0,042","-0,831","-0,342","0,121","-0,042","-0,151","-0,260","0,706","-1,401","-0,735","0,283","0,110","0,103","-0,342","-0,876","-0,751","-0,116","0,236","0,334"
15,"0,149","-0,652","-0,236","-0,797","-0,164","-0,661","-0,270","-0,254","0,394","0,588","-1,530","-0,881","0,155","-0,020","0,094","-0,656","-0,611","-0,155","0,088","0,127","-0,117"
16,"0,084","-0,515","-0,104","-0,842","-0,295","-1,069","-0,147","-0,181","0,437","0,706","-1,121","-0,855","0,164","0,005","0,012","-0,858","0,064","0,399","-0,264","-0,088","-0,595"
17,"0,321","-0,518","0,044","-0,919","-0,196","-1,201","-0,212","-0,281","0,274","0,577","-0,809","-0,594","0,041","-0,071","-0,025","-0,798","0,252","0,353","-0,351","-0,374","-0,846"
18,"0,324","-0,300","0,071","-0,966","-0,084","-0,531","-0,232","-0,529","-0,545","0,389","-0,322","-0,543","-0,457","0,356","-0,358","-0,443","0,040","-0,052","-0,087","-0,446","-0,618"
19,"0,134","-0,542","0,117","-0,976","-0,100","0,469","-0,262","-0,752","-1,807","0,266","-0,075","-0,586","-0,845","0,476","-0,728","0,104","-0,256","-1,117","0,045","-0,062","-0,569"
20,"0,193","-0,597","0,148","-0,840","0,044","1,674","-0,529","-0,730","-2,807","0,145","-0,212","-0,596","-1,091","0,323","-0,801","0,493","-0,931","-2,315","0,846","0,123","-0,540"
21,"0,252","-0,735","0,151","-0,892","-0,006","1,751","-0,531","-0,684","-2,880","0,210","-0,340","-0,738","-0,942","0,198","-1,139","0,609","-1,443","-3,286","1,126","0,467","-0,200"
22,"0,189","-0,870","0,148","-0,869","0,124","1,415","-0,658","-0,605","-3,082","0,032","-0,550","-0,917","-0,687","0,376","-1,148","0,506","-1,549","-3,449","1,015","0,529","-0,084"
23,"0,011","-0,922","0,031","-0,825","0,131","0,724","-0,402","-0,676","-2,572","-0,023","-0,951","-1,078","-0,324","0,745","-0,906","0,330","-1,196","-3,044","1,270","0,533","0,030"
24,"-0,233","-0,754","0,074","-0,628","0,000","0,288","-0,403","-0,630","-2,645","0,472","-1,516","-1,155","-0,614","0,562","-1,174","-0,172","-1,060","-2,976","1,456","0,424","0,075"
