Index,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z
0,"65,882","7,866","-1,258","-23,686","3,286","0,583","-24,241","-4,946","0,251","25,571","1,611","-0,366","68,612","17,031","-10,336","-9,770","1,778","0,419","-6,344","3,181","1,004"
1,"66,037","8,194","-1,385","-23,502","3,120","0,623","-24,654","-4,761","0,234","25,571","1,268","-0,288","68,783","17,036","-10,337","-10,372","1,927","0,501","-6,518","3,057","0,956"
2,"65,911","8,121","-1,213","-23,761","3,324","0,642","-24,375","-4,763","0,214","25,571","1,268","-0,288","68,956","17,080","-10,343","-10,372","1,927","0,501","-6,790","3,053","0,966"
3,"65,534","8,011","-1,288","-23,804","3,196","0,610","-24,266","-4,914","0,236","25,559","1,378","-0,313","68,811","17,090","-10,312","-10,221","1,993","0,511","-6,532","3,095","0,974"
4,"65,617","8,201","-1,393","-23,799","3,128","0,620","-24,381","-4,910","0,239","25,601","1,379","-0,313","68,862","17,098","-10,327","-10,294","1,988","0,511","-6,491","3,165","0,993"
5,"65,528","8,127","-1,370","-23,638","3,174","0,604","-24,416","-4,975","0,257","25,601","1,379","-0,313","68,668","17,090","-10,325","-10,109","2,051","0,530","-6,310","3,093","0,965"
6,"65,453","8,185","-1,399","-23,661","3,174","0,604","-24,414","-4,934","0,246","25,708","1,343","-0,307","68,678","17,103","-10,351","-10,003","2,019","0,524","-6,225","3,059","0,953"
7,"65,407","8,129","-1,384","-23,684","3,250","0,588","-24,423","-4,936","0,250","25,695","1,344","-0,306","68,598","17,118","-10,358","-9,945","2,020","0,524","-6,135","2,975","0,925"
8,"65,518","8,166","-1,408","-23,763","3,246","0,590","-24,422","-4,813","0,235","25,725","1,345","-0,307","68,577","17,129","-10,360","-9,916","1,900","0,486","-6,184","2,979","0,929"
9,"65,560","8,057","-1,353","-23,600","3,301","0,579","-24,312","-4,817","0,233","25,701","1,385","-0,316","68,586","17,174","-10,390","-9,814","1,866","0,470","-6,038","2,963","0,920"
10,"65,468","8,217","-1,620","-23,171","3,062","0,534","-24,237","-4,936","0,206","25,386","1,381","-0,317","68,647","17,083","-10,247","-10,395","2,006","0,545","-6,054","2,891","0,876"
11,"65,377","8,079","-1,409","-23,791","3,177","0,568","-24,282","-5,117","0,172","25,686","1,487","-0,370","68,600","17,118","-10,299","-9,812","1,997","0,551","-6,062","2,998","0,942"
12,"65,802","8,174","-1,497","-23,730","3,556","0,624","-24,313","-5,110","0,178","25,399","1,596","-0,424","68,329","17,240","-10,490","-9,815","1,991","0,543","-6,591","2,912","0,905"
13,"65,722","7,962","-1,171","-23,495","3,488","0,611","-24,337","-5,223","0,160","25,680","1,442","-0,352","68,768","17,205","-10,457","-9,817","2,047","0,577","-6,276","3,060","0,988"
14,"65,680","7,986","-1,222","-23,511","3,408","0,602","-23,808","-5,008","0,172","25,383","1,349","-0,309","68,897","17,315","-10,638","-9,919","1,927","0,482","-6,271","2,930","0,909"
15,"65,363","8,247","-1,708","-23,434","3,174","0,570","-24,377","-5,176","0,166","25,692","1,420","-0,345","68,755","17,215","-10,456","-9,847","2,035","0,557","-5,659","2,983","0,928"
16,"64,809","8,072","-1,522","-24,062","3,128","0,585","-24,162","-4,782","0,225","25,376","1,432","-0,355","68,813","17,238","-10,478","-10,271","1,770","0,346","-6,271","3,064","1,001"
17,"65,246","8,236","-1,719","-23,608","2,872","0,537","-24,781","-4,729","0,267","25,607","1,644","-0,459","68,518","17,032","-10,117","-10,333","1,626","0,230","-5,934","3,536","1,285"
18,"64,995","7,901","-1,230","-23,915","3,317","0,611","-24,300","-4,838","0,217","25,438","1,909","-0,589","68,723","17,346","-10,620","-10,237","1,266","-0,036","-6,405","3,686","1,400"
19,"65,373","8,128","-1,534","-24,139","2,990","0,573","-23,746","-5,156","0,122","25,692","2,089","-0,679","69,113","17,585","-11,009","-9,759","1,283","-0,016","-6,461","3,848","1,510"
20,"65,439","7,945","-1,231","-23,534","3,212","0,584","-24,224","-5,121","0,154","25,588","1,796","-0,541","68,755","17,296","-10,504","-10,100","1,724","0,273","-6,251","3,507","1,293"
21,"65,432","7,969","-1,275","-23,753","3,326","0,607","-24,396","-4,507","0,283","25,346","1,593","-0,446","68,658","17,045","-10,068","-10,318","1,632","0,191","-6,444","3,022","1,003"
22,"65,294","8,166","-1,619","-23,379","2,921","0,540","-24,436","-4,504","0,282","25,595","1,780","-0,536","68,063","17,115","-10,128","-9,774","1,498","0,106","-5,902","3,266","1,135"
23,"65,707","8,197","-1,604","-23,397","3,305","0,594","-24,254","-4,868","0,197","25,562","1,472","-0,386","68,558","17,333","-10,467","-9,964","2,020","0,462","-6,193","2,838","0,881"
24,"65,538","8,079","-1,440","-23,435","3,332","0,597","-24,455","-4,368","0,307","25,867","1,549","-0,417","68,430","17,166","-10,157","-9,567","1,685","0,225","-5,600","2,824","0,847"
25,"65,013","8,131","-1,610","-23,821","3,722","0,659","-24,500","-4,357","0,315","25,581","1,416","-0,346","68,161","17,100","-10,014","-9,934","2,085","0,486","-5,932","2,406","0,596"
26,"65,381","8,032","-1,407","-23,587","3,276","0,598","-24,109","-4,804","0,209","25,897","1,403","-0,335","68,346","17,302","-10,326","-9,552","2,369","0,689","-5,704","2,679","0,753"
27,"65,584","8,380","-1,953","-23,730","2,926","0,555","-24,026","-5,124","0,145","25,599","1,497","-0,375","68,332","17,306","-10,323","-9,556","2,333","0,656","-6,309","2,803","0,847"
28,"65,861","8,113","-1,494","-23,510","2,777","0,532","-24,254","-5,422","0,104","25,839","1,702","-0,471","68,749","17,445","-10,558","-9,611","2,127","0,502","-6,145","3,283","1,140"
29,"65,726","8,135","-1,556","-23,962","3,266","0,618","-24,638","-5,022","0,210","25,828","2,013","-0,619","68,322","17,323","-10,339","-9,908","1,792","0,247","-6,367","3,348","1,190"
30,"65,787","8,143","-1,560","-23,910","3,242","0,614","-24,627","-5,019","0,207","25,803","2,000","-0,613","68,352","17,321","-10,332","-9,942","1,779","0,234","-6,374","3,352","1,195"
31,"65,770","8,122","-1,532","-23,896","3,242","0,614","-24,624","-5,022","0,202","25,799","1,970","-0,600","68,333","17,333","-10,349","-9,940","1,780","0,235","-6,375","3,349","1,198"
32,"65,758","8,108","-1,517","-23,856","3,267","0,617","-24,604","-5,029","0,190","25,806","1,943","-0,588","68,324","17,338","-10,354","-9,915","1,781","0,244","-6,344","3,323","1,186"
33,"65,699","8,116","-1,538","-23,867","3,249","0,609","-24,613","-5,001","0,190","25,782","1,921","-0,577","68,305","17,320","-10,327","-9,916","1,780","0,253","-6,342","3,309","1,184"
34,"65,651","8,128","-1,565","-23,872","3,247","0,604","-24,570","-5,011","0,186","25,757","1,897","-0,563","68,317","17,312","-10,326","-9,916","1,784","0,264","-6,336","3,289","1,175"
35,"65,598","8,130","-1,573","-23,876","3,215","0,593","-24,529","-5,015","0,188","25,780","1,882","-0,550","68,343","17,301","-10,321","-9,874","1,776","0,270","-6,285","3,285","1,170"
36,"65,552","8,107","-1,531","-23,868","3,236","0,585","-24,477","-5,016","0,189","25,800","1,861","-0,532","68,362","17,318","-10,359","-9,830","1,779","0,282","-6,235","3,271","1,156"
37,"65,491","8,118","-1,544","-23,872","3,241","0,576","-24,431","-5,035","0,185","25,818","1,836","-0,512","68,370","17,345","-10,407","-9,783","1,790","0,300","-6,184","3,246","1,131"
38,"65,431","8,127","-1,556","-23,875","3,230","0,568","-24,387","-5,074","0,180","25,825","1,806","-0,489","68,390","17,381","-10,465","-9,745","1,821","0,328","-6,144","3,221","1,105"
39,"65,421","8,101","-1,501","-23,854","3,296","0,574","-24,383","-5,056","0,190","25,818","1,776","-0,467","68,387","17,382","-10,472","-9,721","1,842","0,346","-6,137","3,168","1,059"
40,"65,429","8,134","-1,542","-23,844","3,280","0,570","-24,379","-5,056","0,198","25,820","1,745","-0,448","68,424","17,353","-10,435","-9,732","1,897","0,385","-6,104","3,130","1,023"
41,"-0,301","0,188","0,000","0,040","-0,110","0,000","-0,008","0,099","0,000","-0,042","-0,352","0,497","0,256","-0,056","0,000","-0,218","0,198","0,001","0,191","-0,334","0,001"
42,"-0,207","0,074","0,000","0,146","0,004","0,000","-0,262","-0,001","0,000","-0,043","-0,354","0,497","0,241","0,043","0,000","-0,472","0,200","0,002","0,143","-0,335","0,001"
43,"-0,207","0,199","0,000","-0,120","0,005","0,000","-0,263","-0,219","-0,001","-0,042","-0,427","0,497","0,316","0,260","-0,001","-0,547","0,272","0,003","-0,123","-0,408","-0,001"
44,"-0,301","0,212","0,000","-0,160","-0,009","0,000","-0,188","-0,219","-0,001","-0,189","-0,426","0,496","0,329","0,261","-0,001","-0,619","0,271","0,003","-0,157","-0,407","0,000"
45,"-0,301","0,212","0,000","-0,158","-0,169","0,001","-0,133","-0,151","-0,001","-0,189","-0,445","0,496","0,387","0,243","-0,002","-0,621","0,191","0,003","-0,155","-0,266","-0,001"
46,"-0,279","0,130","0,000","-0,008","-0,172","0,000","0,108","-0,152","0,000","-0,189","-0,426","0,496","0,387","0,243","-0,002","-0,380","0,173","0,002","-0,005","-0,248","0,000"
47,"-0,273","0,130","0,000","-0,002","-0,172","0,000","0,088","-0,348","-0,001","-0,189","-0,426","0,496","0,386","0,529","-0,003","-0,400","0,070","0,002","-0,005","-0,248","0,000"
48,"-0,238","0,096","0,000","0,047","-0,076","0,000","0,052","-0,093","0,000","-0,204","-0,354","0,496","0,355","0,229","-0,001","-0,394","0,041","0,001","0,029","-0,275","0,001"
49,"-0,238","0,096","0,000","-0,002","-0,175","0,000","0,052","-0,093","0,000","-0,204","-0,354","0,496","0,354","0,229","-0,001","-0,394","0,041","0,001","-0,020","-0,176","0,000"
50,"-0,162","0,036","0,000","-0,002","-0,159","0,000","0,028","-0,123","0,000","-0,204","-0,307","0,496","0,315","0,198","-0,001","-0,378","0,054","0,001","-0,019","-0,176","0,000"
51,"0,524","0,100","0,000","0,416","-0,532","-0,003","0,040","-0,116","0,004","0,122","-0,210","0,495","0,115","0,293","-0,009","0,198","0,200","0,004","0,383","0,254","0,004"
52,"-0,102","-0,015","0,002","0,223","-0,017","-0,005","0,027","0,180","0,005","-0,063","0,078","0,496","-0,335","-0,159","-0,016","0,317","-0,250","0,011","0,296","0,214","0,005"
53,"-0,100","-0,011","0,004","0,383","-0,142","-0,006","-0,146","0,842","0,001","0,125","-0,213","0,496","-0,603","-0,230","-0,020","0,388","-0,282","0,013","0,357","0,242","0,004"
54,"0,157","0,037","0,007","0,623","-0,178","-0,006","-0,236","0,422","0,004","-0,213","-0,170","0,496","-0,063","-0,104","-0,022","-0,259","-0,174","0,016","0,186","-0,014","0,001"
55,"-0,129","0,260","0,012","0,639","-0,103","-0,003","-0,323","0,394","0,008","0,064","-0,379","0,493","-0,343","-0,734","-0,029","0,081","0,372","0,012","0,799","-0,177","0,001"
56,"0,223","0,124","0,019","0,598","-0,167","-0,001","-0,072","0,469","0,016","-0,269","-0,432","0,489","-0,007","-0,151","-0,038","-0,219","0,080","0,012","0,145","-0,363","-0,009"
57,"0,855","-0,042","0,030","0,540","-0,014","-0,001","-0,202","0,020","0,024","0,041","-0,266","0,484","0,101","-0,202","-0,048","-0,217","0,073","0,008","0,110","-0,168","-0,015"
58,"0,269","0,157","0,037","0,536","0,012","-0,001","0,030","-0,352","0,031","0,192","-0,575","0,477","0,129","0,434","-0,062","0,269","0,431","0,002","0,596","-0,458","-0,015"
