Index,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z
0,"-0,014","0,000","0,942","-0,013","0,009","1,001","-0,007","0,000","1,011","-0,005","0,009","1,017","-0,003","0,000","0,966","-0,011","-0,004","1,061","-0,005","0,006","1,028"
1,"-0,008","0,002","0,948","-0,011","0,006","1,005","-0,010","0,001","1,008","-0,007","0,004","1,024","-0,012","0,002","0,957","-0,011","0,001","1,064","-0,003","0,009","1,022"
2,"-0,016","0,001","0,945","-0,013","0,009","1,002","-0,008","0,002","1,013","-0,010","0,006","1,022","0,000","0,001","0,955","-0,010","0,001","1,060","-0,004","0,008","1,020"
3,"-0,005","-0,003","0,948","-0,002","0,009","0,994","-0,005","0,002","1,013","-0,007","0,003","1,021","-0,001","0,000","0,956","-0,012","0,002","1,060","-0,007","0,006","1,027"
4,"-0,009","0,003","0,947","-0,009","0,010","1,002","-0,003","0,005","1,013","-0,013","0,005","1,018","-0,007","0,003","0,955","-0,012","-0,006","1,063","-0,009","0,008","1,023"
5,"-0,010","0,006","0,938","-0,009","0,004","1,005","-0,006","0,002","1,012","-0,013","0,010","1,014","-0,006","0,000","0,959","-0,010","-0,003","1,067","-0,003","0,008","1,026"
6,"-0,007","0,002","0,944","-0,002","0,008","1,000","-0,007","-0,001","1,011","-0,011","0,009","1,015","0,002","-0,003","0,957","-0,004","-0,003","1,065","-0,002","0,011","1,027"
7,"-0,004","0,000","0,943","-0,005","0,013","1,000","-0,011","0,005","1,010","-0,014","0,012","1,017","-0,004","0,002","0,959","-0,001","-0,002","1,062","0,002","0,008","1,026"
8,"-0,008","0,000","0,942","-0,003","0,004","1,001","-0,005","0,002","1,015","-0,017","0,011","1,015","-0,002","-0,003","0,951","-0,002","-0,004","1,060","-0,005","0,010","1,025"
9,"-0,005","0,004","0,945","-0,007","0,006","0,997","0,001","-0,001","1,014","-0,015","0,009","1,019","-0,003","-0,005","0,957","0,001","-0,007","1,062","-0,003","0,007","1,021"
10,"-0,010","0,000","0,943","-0,008","0,010","1,000","-0,006","-0,002","1,012","-0,011","0,003","1,021","-0,008","-0,005","0,950","0,002","-0,008","1,066","-0,003","0,009","1,018"
11,"-0,004","0,002","0,947","-0,015","0,007","1,000","0,002","-0,002","1,014","-0,015","0,008","1,016","-0,001","0,000","0,960","-0,003","-0,011","1,066","-0,004","0,014","1,020"
12,"-0,008","0,004","0,947","-0,008","0,002","0,999","-0,004","-0,007","1,012","-0,010","0,004","1,017","-0,004","0,000","0,956","-0,004","-0,017","1,065","-0,007","0,007","1,022"
13,"-0,010","-0,001","0,938","-0,006","0,012","1,001","-0,008","-0,009","1,013","-0,003","0,001","1,014","-0,003","-0,003","0,952","-0,008","-0,012","1,062","-0,010","0,005","1,032"
14,"-0,002","0,002","0,941","-0,004","0,014","1,002","-0,006","-0,001","1,012","-0,007","0,002","1,014","-0,002","-0,003","0,957","-0,007","-0,012","1,067","-0,006","0,005","1,028"
15,"-0,001","0,003","0,942","-0,002","-0,001","1,000","-0,005","0,001","1,013","-0,002","0,004","1,010","-0,003","-0,002","0,958","-0,009","-0,005","1,063","-0,004","0,007","1,020"
16,"-0,004","0,003","0,947","-0,005","0,004","0,996","-0,011","0,007","1,013","-0,002","0,003","1,012","-0,004","0,001","0,955","-0,006","0,001","1,063","0,013","0,007","1,020"
17,"-0,004","0,005","0,942","0,005","0,002","0,999","-0,002","0,005","1,012","-0,006","0,002","1,009","0,000","-0,003","0,961","-0,009","-0,001","1,064","0,006","0,015","1,012"
18,"-0,008","0,004","0,942","-0,001","0,002","0,998","-0,001","0,008","1,010","-0,008","0,006","1,016","0,008","0,003","0,956","-0,014","0,002","1,063","0,006","0,003","1,024"
19,"-0,001","0,004","0,940","-0,008","-0,001","1,002","-0,003","0,009","1,011","-0,005","0,001","1,015","-0,002","0,001","0,954","-0,008","0,002","1,062","0,003","0,004","1,024"
20,"-0,003","-0,002","0,938","-0,003","0,001","1,003","-0,004","0,003","1,011","-0,002","0,001","1,018","0,000","0,004","0,957","-0,005","-0,002","1,065","0,002","0,001","1,026"
21,"-0,005","-0,002","0,940","-0,003","0,007","1,004","-0,007","0,004","1,016","-0,002","0,007","1,018","-0,008","-0,001","0,955","-0,004","0,005","1,062","0,000","0,006","1,020"
22,"-0,002","-0,002","0,944","-0,003","0,004","1,001","-0,008","0,006","1,012","-0,007","0,007","1,019","-0,001","-0,001","0,956","-0,003","-0,004","1,061","-0,003","0,006","1,023"
23,"-0,009","0,001","0,938","-0,006","0,008","1,000","0,003","0,000","1,015","-0,010","0,002","1,016","0,005","-0,002","0,956","-0,004","-0,007","1,060","-0,004","0,005","1,026"
24,"0,001","0,000","0,944","-0,006","0,005","0,998","0,008","0,003","1,014","-0,012","-0,001","1,019","-0,001","0,001","0,959","0,001","-0,010","1,068","-0,005","0,006","1,020"
25,"-0,003","0,003","0,939","-0,006","0,007","1,001","0,010","0,001","1,013","-0,010","0,006","1,020","-0,001","-0,001","0,957","0,008","-0,008","1,073","-0,004","0,004","1,018"
26,"-0,004","0,007","0,942","-0,001","-0,002","1,005","0,012","0,012","1,010","-0,011","0,002","1,019","0,003","0,002","0,960","0,016","0,002","1,070","-0,001","0,002","1,018"
27,"-0,006","0,002","0,940","0,001","0,002","1,004","0,010","0,012","1,007","-0,006","0,006","1,025","0,004","-0,002","0,957","0,010","0,006","1,066","0,002","-0,001","1,022"
28,"0,002","-0,001","0,941","0,003","-0,010","1,007","0,001","0,012","1,006","-0,001","0,001","1,027","-0,002","0,004","0,953","0,001","0,008","1,065","0,001","-0,002","1,024"
29,"0,000","0,001","0,942","-0,001","-0,003","1,003","-0,002","0,008","1,010","0,003","0,003","1,025","0,004","-0,007","0,950","-0,016","0,007","1,056","-0,003","-0,010","1,027"
30,"-0,007","0,000","0,938","-0,007","-0,008","1,004","-0,001","0,003","1,017","0,007","-0,001","1,030","0,002","0,013","0,956","-0,019","-0,002","1,057","-0,003","-0,006","1,028"
31,"-0,004","-0,001","0,937","-0,013","0,008","0,997","-0,006","-0,007","1,026","0,006","-0,001","1,029","-0,004","0,001","0,955","-0,015","-0,017","1,068","0,007","-0,001","1,030"
32,"-0,002","0,006","0,949","-0,006","-0,002","1,000","-0,008","-0,012","1,018","0,006","0,002","1,024","-0,002","-0,002","0,962","-0,008","-0,033","1,069","-0,002","0,008","1,024"
33,"-0,005","-0,001","0,937","0,005","0,005","1,006","-0,005","-0,014","1,018","-0,002","0,004","1,018","-0,004","0,000","0,962","0,002","-0,034","1,064","0,009","0,009","1,025"
34,"-0,003","0,001","0,950","0,001","0,001","1,004","-0,004","-0,022","1,023","0,002","-0,004","1,016","0,000","0,003","0,948","0,004","-0,029","1,058","0,005","0,000","1,028"
35,"-0,003","0,003","0,942","0,001","0,005","1,000","-0,017","-0,013","1,017","-0,006","0,001","1,010","-0,012","0,005","0,962","0,005","-0,022","1,061","0,008","0,009","1,021"
36,"-0,003","0,003","0,947","0,002","0,001","1,000","-0,007","-0,018","1,018","-0,010","-0,004","1,004","-0,004","0,003","0,951","0,000","-0,035","1,071","0,004","0,007","1,024"
37,"-0,003","-0,002","0,936","-0,002","0,001","1,001","-0,004","-0,013","1,015","-0,009","0,000","1,004","-0,008","0,009","0,957","0,003","-0,026","1,061","0,003","0,010","1,023"
38,"-0,002","0,000","0,944","0,001","0,006","0,997","0,000","-0,013","1,009","-0,006","0,000","1,004","-0,004","0,001","0,956","-0,002","-0,024","1,063","0,000","0,004","1,026"
39,"-0,001","-0,001","0,939","-0,002","0,010","1,002","-0,003","-0,007","1,009","-0,006","-0,001","1,000","-0,005","-0,004","0,961","0,002","-0,020","1,065","-0,004","0,005","1,024"
40,"-0,003","0,001","0,945","0,001","0,000","1,005","0,005","-0,011","1,015","-0,002","0,001","1,004","0,000","0,001","0,959","0,008","-0,017","1,064","0,000","0,007","1,023"
