Index,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z
0,"0,007","-0,002","0,946","0,004","0,002","1,000","0,006","0,001","1,015","0,005","0,000","1,017","0,000","0,001","0,960","0,019","-0,004","1,054","0,008","-0,003","1,016"
1,"0,002","0,000","0,946","0,005","0,002","1,003","0,009","-0,001","1,021","0,002","0,005","1,010","0,003","0,003","0,955","0,022","-0,007","1,055","0,013","-0,005","1,022"
2,"0,006","0,003","0,945","0,013","0,003","1,000","0,009","-0,002","1,024","-0,003","-0,001","1,006","-0,001","0,004","0,965","0,020","-0,001","1,052","0,016","0,006","1,019"
3,"0,008","0,001","0,948","0,010","0,005","1,003","0,006","0,001","1,016","-0,007","-0,002","1,007","0,000","-0,005","0,960","0,022","-0,003","1,057","0,013","0,005","1,022"
4,"0,002","-0,001","0,940","0,011","0,006","1,002","0,009","-0,001","1,016","-0,004","-0,001","1,009","0,007","-0,006","0,954","0,023","0,000","1,055","0,011","0,003","1,020"
5,"0,003","-0,001","0,934","0,009","0,007","1,007","0,006","-0,003","1,015","-0,007","-0,004","1,013","-0,002","-0,003","0,962","0,016","0,004","1,057","0,012","0,002","1,021"
6,"0,000","0,005","0,942","0,000","0,019","0,999","0,005","0,008","1,018","-0,008","0,004","1,012","0,001","-0,003","0,960","0,009","0,003","1,059","0,008","0,009","1,022"
7,"-0,007","0,008","0,939","-0,009","0,008","1,006","0,003","0,009","1,013","-0,003","-0,001","1,013","-0,001","-0,003","0,957","0,009","0,008","1,056","0,006","0,005","1,027"
8,"0,002","-0,001","0,951","-0,004","-0,001","1,007","0,007","0,015","1,016","0,004","-0,001","1,014","0,002","0,000","0,961","0,009","0,006","1,060","0,003","0,010","1,019"
9,"0,006","0,004","0,946","0,013","0,006","1,002","0,009","0,010","1,019","0,006","-0,006","1,014","-0,001","-0,001","0,961","0,011","0,012","1,060","0,005","-0,005","1,026"
