Index,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z
11,"72,580","-4,984","7,660","-20,217","1,191","1,063","-20,876","-7,328","0,255","23,316","-0,046","0,136","74,888","5,785","-4,305","-10,474","6,148","2,215","-5,767","5,347","1,331"
12,"72,537","-4,973","7,610","-20,331","1,098","1,060","-20,870","-7,178","0,287","23,412","0,259","0,005","74,383","5,796","-4,318","-10,067","5,892","2,056","-5,921","5,438","1,391"
13,"72,934","-4,928","7,608","-20,378","1,223","1,083","-21,277","-7,209","0,320","23,210","0,520","-0,112","74,422","5,827","-4,390","-10,457","5,443","1,762","-6,431","5,785","1,606"
14,"72,885","-4,658","7,052","-20,535","1,246","1,099","-20,906","-7,371","0,240","23,458","0,339","-0,042","74,776","5,878","-4,509","-9,957","5,473","1,786","-6,197","5,318","1,349"
15,"73,076","-4,683","7,160","-20,139","1,325","1,073","-20,581","-7,628","0,144","23,617","0,620","-0,174","74,593","6,006","-4,737","-9,495","5,152","1,570","-5,913","5,317","1,355"
16,"73,175","-4,911","7,660","-20,230","1,575","1,117","-20,590","-7,511","0,171","23,591","0,941","-0,324","75,121","5,878","-4,514","-9,812","4,904","1,387","-6,269","5,636","1,546"
17,"72,847","-5,106","7,992","-20,286","1,762","1,149","-21,188","-7,697","0,192","23,271","0,890","-0,308","74,637","6,055","-4,816","-10,441","4,973","1,408","-6,311","5,455","1,440"
18,"73,022","-5,091","8,020","-20,053","1,804","1,138","-21,210","-7,692","0,201","23,586","0,906","-0,321","74,569","5,892","-4,507","-9,886","5,120","1,511","-5,842","5,728","1,585"
19,"72,945","-4,993","7,797","-20,083","1,509","1,103","-21,396","-7,604","0,247","23,878","0,785","-0,274","74,392","5,850","-4,443","-9,799","5,441","1,734","-5,272","5,761","1,594"
20,"72,394","-5,072","7,779","-20,665","1,266","1,140","-21,036","-8,151","0,091","24,004","0,496","-0,152","74,411","5,880","-4,543","-9,614","5,974","2,114","-5,406","5,610","1,511"
21,"72,637","-4,860","7,381","-20,574","0,941","1,100","-21,343","-8,546","0,036","23,992","0,810","-0,300","74,675","6,028","-4,872","-9,900","5,731","1,977","-5,679","6,087","1,793"
22,"73,244","-4,820","7,425","-20,507","1,064","1,129","-20,711","-8,459","-0,024","24,075","0,508","-0,175","74,756","6,021","-4,906","-9,534","6,024","2,211","-5,858","5,704","1,585"
23,"73,552","-4,948","7,743","-20,429","0,927","1,106","-20,916","-8,105","0,076","23,770","0,423","-0,149","75,021","5,748","-4,439","-10,141","6,069","2,259","-6,433","5,739","1,623"
24,"73,035","-5,118","7,948","-20,898","1,254","1,207","-20,907","-8,112","0,070","23,466","0,324","-0,118","75,002","5,828","-4,621","-10,650","5,942","2,191","-6,868","5,389","1,436"
25,"73,164","-4,808","7,369","-20,479","1,028","1,131","-20,444","-7,911","0,058","23,271","0,592","-0,248","75,080","5,824","-4,650","-10,684","5,448","1,878","-6,770","5,556","1,545"
26,"73,651","-4,808","7,491","-20,020","0,996","1,086","-20,472","-7,686","0,100","23,557","0,475","-0,218","75,012","5,814","-4,650","-10,121","5,452","1,907","-6,272","5,681","1,624"
27,"73,873","-5,077","8,086","-19,663","1,486","1,149","-20,508","-7,301","0,183","23,240","0,552","-0,276","75,453","5,772","-4,608","-10,701","5,253","1,773","-6,313","5,609","1,598"
28,"73,427","-5,009","7,828","-20,131","1,205","1,156","-21,104","-7,324","0,236","23,340","0,863","-0,442","74,912","5,797","-4,654","-10,867","4,870","1,503","-6,534","5,897","1,788"
29,"73,509","-5,035","7,898","-20,005","1,481","1,204","-21,460","-7,264","0,290","23,028","0,976","-0,522","74,850","5,772","-4,629","-11,290","4,508","1,233","-7,061","5,790","1,757"
30,"73,551","-5,012","7,867","-19,970","1,419","1,199","-21,468","-7,248","0,302","23,051","0,980","-0,551","74,847","5,761","-4,632","-11,241","4,506","1,215","-7,030","5,827","1,794"
31,"73,541","-5,004","7,861","-19,983","1,372","1,199","-21,481","-7,267","0,312","23,074","0,995","-0,574","74,838","5,740","-4,627","-11,195","4,499","1,205","-6,992","5,873","1,822"
32,"73,478","-4,999","7,854","-19,988","1,339","1,196","-21,504","-7,283","0,325","23,104","0,993","-0,580","74,807","5,737","-4,656","-11,154","4,519","1,226","-6,936","5,892","1,826"
33,"73,465","-4,984","7,838","-20,008","1,302","1,189","-21,456","-7,310","0,322","23,136","0,997","-0,579","74,816","5,734","-4,677","-11,104","4,527","1,248","-6,891","5,925","1,833"
34,"73,421","-4,966","7,804","-20,020","1,280","1,184","-21,407","-7,337","0,314","23,172","0,996","-0,572","74,856","5,718","-4,660","-11,050","4,536","1,276","-6,832","5,948","1,836"
35,"73,386","-4,962","7,781","-20,027","1,268","1,184","-21,376","-7,350","0,307","23,212","1,006","-0,569","74,907","5,720","-4,677","-11,008","4,546","1,305","-6,769","5,981","1,850"
36,"73,380","-4,972","7,781","-20,020","1,278","1,186","-21,379","-7,342","0,313","23,251","1,026","-0,574","74,931","5,710","-4,669","-10,971","4,548","1,320","-6,698","6,009","1,870"
37,"73,382","-4,983","7,783","-20,001","1,296","1,185","-21,377","-7,332","0,324","23,284","1,011","-0,569","74,921","5,700","-4,669","-10,938","4,581","1,351","-6,631","6,000","1,879"
38,"73,376","-4,994","7,779","-20,000","1,295","1,184","-21,399","-7,331","0,339","23,301","0,991","-0,565","74,923","5,683","-4,668","-10,911","4,616","1,374","-6,584","5,989","1,892"
39,"73,341","-4,985","7,739","-20,008","1,270","1,180","-21,416","-7,328","0,357","23,312","0,973","-0,565","74,870","5,665","-4,656","-10,888","4,653","1,392","-6,546","5,983","1,904"
40,"73,290","-4,993","7,738","-20,004","1,253","1,173","-21,392","-7,384","0,342","23,322","0,956","-0,565","74,893","5,693","-4,722","-10,857","4,687","1,416","-6,502","5,964","1,903"
41,"-0,249","0,207","0,000","0,408","-0,145","0,000","-0,086","-0,485","0,001","0,201","-0,237","0,615","0,098","0,338","0,000","0,201","0,826","0,000","0,951","-0,214","0,003"
42,"-0,507","0,269","0,001","-0,294","-0,400","0,002","-0,086","0,260","0,000","0,202","-0,365","0,616","-0,264","-0,119","0,000","0,201","0,209","-0,001","0,249","-0,088","0,001"
43,"-0,506","0,340","0,001","-0,416","-0,400","0,002","-0,086","0,260","0,000","0,356","-0,364","0,616","-0,317","-0,119","-0,001","0,355","0,209","-0,001","0,281","-0,088","0,001"
44,"-0,320","0,269","0,000","-0,302","-0,249","0,001","0,145","0,139","0,000","0,354","-0,235","0,616","-0,265","0,023","0,000","0,587","0,247","-0,002","0,395","-0,110","0,001"
45,"-0,138","0,226","0,000","-0,217","-0,206","0,001","0,283","0,095","0,000","0,354","-0,235","0,616","-0,129","-0,120","0,000","0,587","0,247","-0,002","0,281","-0,110","0,001"
46,"-0,138","0,269","0,000","-0,217","-0,237","0,001","0,239","-0,027","0,000","0,346","-0,152","0,615","-0,169","-0,043","0,000","0,603","0,285","-0,001","0,273","-0,040","0,000"
47,"0,122","0,286","0,000","-0,040","-0,249","0,000","0,239","-0,027","0,000","0,346","-0,152","0,615","-0,169","-0,043","0,000","0,603","0,285","-0,001","0,191","-0,027","0,000"
48,"-0,138","0,269","0,000","-0,299","-0,249","0,001","0,188","-0,051","0,000","0,253","-0,123","0,615","-0,182","-0,067","0,000","0,531","0,305","-0,001","0,099","0,002","0,000"
49,"-0,138","0,243","0,000","-0,357","-0,357","0,001","0,188","-0,051","0,000","0,252","-0,152","0,615","-0,183","-0,069","0,000","0,529","0,334","-0,002","0,040","0,124","0,000"
50,"-0,122","0,243","0,000","-0,299","-0,357","0,001","0,213","-0,061","0,000","0,232","-0,153","0,615","-0,122","-0,068","0,000","0,534","0,345","-0,002","0,077","0,124","0,000"
51,"-0,077","0,143","-0,010","-0,260","-0,285","0,000","-0,107","-0,171","-0,003","-0,043","-0,350","0,617","0,045","0,022","0,002","0,006","0,312","-0,001","0,116","0,071","0,010"
52,"-0,752","0,268","-0,018","-0,292","-0,228","-0,006","0,447","0,236","-0,009","0,283","-0,455","0,618","0,218","0,161","0,010","0,602","0,207","-0,011","0,737","-0,222","0,027"
53,"-0,114","0,438","-0,018","0,393","-0,300","-0,022","0,107","-0,147","-0,017","-0,058","-0,523","0,615","0,346","0,838","0,021","-0,078","0,307","-0,025","0,741","-0,219","0,041"
54,"-0,553","0,525","-0,014","-0,064","-0,782","-0,027","0,018","-0,024","-0,022","-0,010","-0,172","0,608","0,544","0,245","0,047","-0,338","0,091","-0,054","0,505","0,308","0,048"
55,"-0,826","-0,106","-0,005","-0,052","-0,145","-0,046","0,410","-0,271","-0,029","0,326","-0,107","0,598","0,618","0,408","0,074","0,063","0,354","-0,090","0,975","0,050","0,063"
56,"-0,215","0,117","0,000","0,230","0,180","-0,054","0,218","-0,370","-0,032","0,593","-0,313","0,587","0,640","-0,003","0,099","0,401","0,886","-0,129","1,181","-0,500","0,080"
57,"-0,561","0,707","0,006","-0,095","0,232","-0,050","0,063","-0,466","-0,028","0,822","-0,043","0,570","0,233","0,108","0,113","0,755","0,926","-0,166","1,298","-0,562","0,083"
58,"-0,199","0,340","0,007","0,572","0,160","-0,029","0,051","-0,929","-0,028","0,489","-0,108","0,557","0,213","0,099","0,117","0,671","1,215","-0,188","1,292","-0,528","0,077"
59,"-0,426","0,257","0,008","0,016","-0,213","-0,014","0,183","-1,026","-0,030","0,178","0,039","0,543","-0,254","0,341","0,116","0,628","0,844","-0,200","0,658","-0,265","0,069"
60,"-0,724","0,207","0,013","-0,400","0,019","-0,006","0,500","-1,149","-0,039","-0,158","0,080","0,528","0,026","0,440","0,116","0,565","0,582","-0,206","-0,005","-0,122","0,068"
61,"-0,173","0,581","0,018","-0,251","-0,558","-0,003","0,197","-0,521","-0,042","0,157","0,237","0,513","-0,150","0,466","0,114","0,715","0,126","-0,207","0,223","0,359","0,073"
62,"-0,500","-0,022","0,028","-0,053","-0,332","-0,009","0,092","-0,035","-0,048","0,424","0,017","0,500","-0,653","0,005","0,110","1,167","0,053","-0,206","0,830","0,225","0,083"
63,"-0,857","0,086","0,033","-0,585","-0,298","-0,010","-0,033","0,093","-0,052","0,409","0,364","0,485","-0,465","0,054","0,102","0,864","-0,118","-0,201","0,542","0,766","0,092"
64,"-0,835","-0,333","0,034","-0,121","0,195","-0,018","0,434","0,039","-0,055","0,295","0,046","0,477","0,044","-0,407","0,092","0,956","0,482","-0,197","0,607","0,151","0,103"
65,"-0,869","-0,273","0,034","-0,256","0,037","-0,014","0,879","-0,438","-0,063","0,575","0,259","0,465","0,058","-0,067","0,079","1,379","0,596","-0,188","1,075","0,649","0,104"
66,"-0,555","0,143","0,035","-0,174","-0,264","-0,002","0,962","-0,584","-0,071","0,275","0,424","0,455","0,715","-0,080","0,076","0,838","0,682","-0,185","0,526","1,044","0,106"
67,"-0,578","0,051","0,033","-0,800","-0,091","0,010","0,729","-0,511","-0,077","-0,070","0,441","0,445","0,306","-0,112","0,071","0,484","0,329","-0,181","-0,097","0,863","0,113"
68,"-0,685","0,104","0,033","-0,386","-0,251","0,016","0,313","-0,436","-0,086","0,220","0,263","0,435","0,033","0,456","0,072","0,615","0,210","-0,179","0,499","0,516","0,113"
69,"-0,414","0,473","0,035","-0,265","-0,299","0,018","-0,176","-0,195","-0,090","0,195","-0,080","0,426","-0,205","0,191","0,076","0,434","0,245","-0,188","0,663","-0,120","0,117"
70,"-0,393","0,533","0,045","0,301","0,058","0,014","-0,094","0,054","-0,092","-0,153","-0,102","0,415","-0,066","0,441","0,077","-0,177","0,043","-0,198","0,562","-0,387","0,120"
71,"-0,407","0,531","0,057","0,260","0,061","0,013","-0,144","0,013","-0,089","-0,125","-0,089","0,402","-0,053","0,464","0,071","-0,173","0,047","-0,208","0,575","-0,406","0,120"
72,"-0,372","0,540","0,070","0,239","0,033","0,009","-0,150","-0,027","-0,086","-0,095","-0,082","0,388","-0,081","0,443","0,064","-0,116","0,068","-0,213","0,570","-0,406","0,120"
73,"-0,389","0,542","0,084","0,211","-0,025","0,010","-0,082","-0,051","-0,088","-0,069","-0,057","0,376","-0,080","0,474","0,058","-0,053","0,061","-0,216","0,591","-0,352","0,117"
74,"-0,387","0,544","0,093","0,240","-0,067","0,015","-0,040","-0,087","-0,094","-0,064","-0,020","0,364","-0,040","0,493","0,053","-0,013","0,028","-0,216","0,596","-0,288","0,111"
75,"-0,393","0,499","0,095","0,196","-0,058","0,020","-0,079","-0,028","-0,100","-0,050","0,014","0,357","-0,081","0,459","0,059","-0,031","-0,028","-0,217","0,587","-0,236","0,108"
76,"-0,386","0,564","0,108","0,152","-0,109","0,010","-0,103","-0,003","-0,101","-0,012","0,012","0,353","-0,045","0,406","0,060","-0,033","-0,020","-0,219","0,598","-0,220","0,108"
77,"-0,401","0,573","0,121","0,123","-0,095","-0,005","-0,112","0,003","-0,097","-0,016","0,042","0,351","-0,051","0,403","0,054","-0,023","-0,024","-0,217","0,566","-0,168","0,110"
78,"-0,411","0,515","0,132","0,113","-0,090","-0,017","-0,128","-0,005","-0,096","0,008","0,066","0,349","-0,061","0,413","0,051","0,026","-0,030","-0,216","0,574","-0,115","0,114"
79,"-0,475","0,501","0,134","0,073","-0,097","-0,024","-0,089","-0,027","-0,103","0,040","0,065","0,346","-0,058","0,432","0,056","0,067","0,000","-0,215","0,593","-0,082","0,121"
80,"-0,461","0,464","0,128","0,085","-0,075","-0,024","-0,107","-0,039","-0,115","0,039","0,101","0,340","-0,106","0,388","0,063","0,084","-0,012","-0,216","0,623","-0,035","0,132"
81,"-0,504","0,433","0,122","0,064","-0,106","-0,021","-0,116","-0,042","-0,128","0,015","0,134","0,333","-0,101","0,378","0,069","0,078","-0,018","-0,216","0,617","0,028","0,141"
82,"-0,576","0,433","0,120","0,021","-0,149","-0,021","-0,115","-0,041","-0,138","0,040","0,152","0,325","-0,160","0,365","0,070","0,130","-0,014","-0,215","0,636","0,080","0,149"
83,"-0,605","0,477","0,125","-0,001","-0,191","-0,023","-0,117","-0,053","-0,148","0,070","0,162","0,318","-0,227","0,355","0,068","0,190","0,000","-0,213","0,680","0,121","0,152"
84,"-0,620","0,477","0,130","0,018","-0,148","-0,029","-0,106","-0,093","-0,157","0,096","0,179","0,315","-0,242","0,343","0,065","0,253","-0,003","-0,208","0,740","0,129","0,152"
85,"-0,669","0,493","0,137","-0,002","-0,103","-0,038","-0,086","-0,140","-0,167","0,105","0,210","0,315","-0,260","0,337","0,067","0,297","-0,022","-0,203","0,763","0,129","0,152"
86,"-0,659","0,454","0,142","0,045","-0,061","-0,044","-0,064","-0,155","-0,178","0,138","0,204","0,317","-0,241","0,346","0,074","0,353","-0,041","-0,199","0,812","0,095","0,149"
87,"-0,696","0,478","0,142","0,055","-0,125","-0,043","-0,011","-0,169","-0,185","0,172","0,209","0,322","-0,188","0,359","0,082","0,419","-0,064","-0,197","0,859","0,131","0,139"
88,"-0,713","0,484","0,141","0,010","-0,138","-0,038","0,018","-0,105","-0,182","0,175","0,170","0,329","-0,150","0,301","0,086","0,427","-0,064","-0,198","0,829","0,073","0,127"
89,"-0,710","0,558","0,144","-0,029","-0,152","-0,036","0,007","-0,079","-0,171","0,215","0,161","0,337","-0,161","0,287","0,084","0,433","-0,053","-0,199","0,834","0,046","0,114"
90,"-0,705","0,503","0,148","-0,051","-0,118","-0,036","0,010","-0,078","-0,163","0,183","0,154","0,343","-0,139","0,284","0,078","0,396","-0,015","-0,194","0,766","0,038","0,104"
91,"-0,688","0,498","0,153","-0,096","-0,088","-0,037","0,036","-0,094","-0,162","0,159","0,126","0,349","-0,140","0,233","0,072","0,371","0,052","-0,182","0,704","0,018","0,095"
92,"-0,705","0,486","0,157","-0,107","-0,080","-0,036","0,084","-0,130","-0,165","0,127","0,110","0,351","-0,082","0,204","0,066","0,353","0,110","-0,171","0,650","0,030","0,090"
93,"-0,754","0,454","0,156","-0,159","-0,059","-0,037","0,075","-0,200","-0,177","0,136","0,076","0,351","-0,130","0,255","0,070","0,373","0,182","-0,165","0,622","0,012","0,092"
94,"-0,776","0,418","0,151","-0,168","-0,058","-0,038","0,080","-0,204","-0,186","0,109","0,046","0,350","-0,095","0,209","0,079","0,347","0,246","-0,168","0,576","0,015","0,099"
95,"-0,808","0,358","0,145","-0,203","-0,060","-0,035","0,107","-0,204","-0,196","0,133","0,057","0,348","-0,122","0,168","0,088","0,390","0,262","-0,171","0,581","0,062","0,106"
96,"-0,777","0,306","0,137","-0,167","-0,073","-0,035","0,094","-0,221","-0,204","0,158","0,044","0,346","-0,178","0,139","0,094","0,428","0,308","-0,174","0,618","0,083","0,117"
97,"-0,758","0,336","0,132","-0,216","-0,125","-0,037","0,150","-0,261","-0,215","0,183","0,027","0,346","-0,126","0,168","0,100","0,474","0,358","-0,174","0,613","0,089","0,123"
98,"-0,758","0,338","0,132","-0,206","-0,118","-0,042","0,124","-0,266","-0,230","0,161","0,053","0,347","-0,115","0,182","0,105","0,446","0,306","-0,168","0,582","0,085","0,127"
99,"-0,724","0,352","0,140","-0,233","-0,134","-0,050","0,119","-0,276","-0,245","0,189","0,068","0,347","-0,092","0,220","0,111","0,477","0,262","-0,161","0,575","0,083","0,126"
100,"-0,697","0,340","0,150","-0,184","-0,132","-0,055","0,110","-0,278","-0,258","0,177","0,029","0,350","-0,113","0,212","0,118","0,477","0,270","-0,155","0,588","0,024","0,118"
101,"-0,677","0,334","0,162","-0,163","-0,105","-0,057","0,100","-0,281","-0,265","0,148","0,025","0,354","-0,126","0,212","0,122","0,443","0,240","-0,149","0,585","0,030","0,103"
102,"-0,717","0,341","0,170","-0,227","-0,073","-0,059","0,074","-0,237","-0,264","0,180","-0,004","0,359","-0,175","0,172","0,121","0,478","0,234","-0,145","0,576","-0,004","0,093"
103,"-0,719","0,344","0,172","-0,232","-0,069","-0,056","0,063","-0,257","-0,257","0,148","-0,010","0,362","-0,172","0,172","0,117","0,411","0,233","-0,144","0,572","0,008","0,082"
104,"-0,777","0,388","0,171","-0,239","-0,128","-0,047","0,057","-0,319","-0,247","0,171","-0,042","0,363","-0,144","0,194","0,111","0,431","0,293","-0,146","0,610","0,009","0,076"
105,"-0,835","0,357","0,170","-0,230","-0,112","-0,042","0,084","-0,311","-0,238","0,197","-0,068","0,362","-0,145","0,196","0,108","0,474","0,344","-0,151","0,672","-0,011","0,072"
106,"-0,850","0,416","0,174","-0,228","-0,158","-0,040","0,136","-0,337","-0,237","0,163","-0,079","0,360","-0,114","0,160","0,105","0,458","0,382","-0,152","0,664","0,004","0,071"
107,"-0,835","0,403","0,171","-0,263","-0,129","-0,034","0,131","-0,338","-0,240","0,176","-0,111","0,356","-0,096","0,161","0,107","0,460","0,446","-0,154","0,649","-0,019","0,070"
108,"-0,772","0,386","0,167","-0,197","-0,117","-0,031","0,098","-0,299","-0,245","0,140","-0,118","0,353","-0,062","0,136","0,111","0,391","0,446","-0,155","0,649","-0,020","0,074"
109,"-0,822","0,334","0,163","-0,195","-0,117","-0,028","0,053","-0,265","-0,247","0,104","-0,109","0,350","-0,089","0,135","0,114","0,320","0,431","-0,158","0,637","0,018","0,079"
110,"-0,774","0,343","0,157","-0,142","-0,120","-0,028","0,056","-0,263","-0,250","0,073","-0,088","0,348","-0,146","0,120","0,117","0,317","0,428","-0,161","0,632","0,064","0,085"
111,"-0,738","0,286","0,153","-0,100","-0,096","-0,029","0,121","-0,284","-0,251","0,094","-0,066","0,346","-0,131","0,162","0,119","0,371","0,410","-0,165","0,684","0,098","0,093"
112,"-0,706","0,344","0,148","-0,109","-0,108","-0,028","0,120","-0,316","-0,254","0,110","-0,040","0,343","-0,168","0,140","0,123","0,418","0,400","-0,172","0,665","0,116","0,099"
113,"-0,678","0,389","0,146","-0,143","-0,122","-0,028","0,147","-0,338","-0,260","0,142","-0,037","0,343","-0,167","0,206","0,129","0,484","0,383","-0,173","0,669","0,099","0,102"
114,"-0,675","0,457","0,148","-0,147","-0,190","-0,029","0,120","-0,328","-0,271","0,124","-0,010","0,345","-0,168","0,205","0,137","0,467","0,325","-0,168","0,655","0,163","0,098"
115,"-0,693","0,445","0,156","-0,152","-0,182","-0,032","0,140","-0,269","-0,281","0,144","0,015","0,348","-0,180","0,149","0,138","0,492","0,271","-0,156","0,700","0,162","0,090"
116,"-0,742","0,446","0,166","-0,199","-0,176","-0,037","0,123","-0,247","-0,284","0,122","0,034","0,355","-0,229","0,184","0,136","0,485","0,225","-0,145","0,658","0,154","0,078"
117,"-0,708","0,422","0,174","-0,193","-0,156","-0,040","0,156","-0,308","-0,281","0,096","0,046","0,362","-0,210","0,239","0,135","0,466","0,248","-0,140","0,603","0,144","0,066"
118,"-0,763","0,459","0,184","-0,244","-0,163","-0,045","0,213","-0,318","-0,278","0,067","0,032","0,370","-0,175","0,191","0,135","0,462","0,286","-0,136","0,543","0,110","0,054"
119,"-0,711","0,448","0,180","-0,230","-0,137","-0,039","0,164","-0,318","-0,276","0,078","-0,006","0,377","-0,173","0,191","0,135","0,449","0,343","-0,132","0,537","0,039","0,044"
120,"-0,690","0,456","0,178","-0,221","-0,128","-0,037","0,199","-0,385","-0,281","0,097","-0,042","0,382","-0,128","0,239","0,137","0,481","0,415","-0,127","0,552","-0,034","0,038"
121,"-0,746","0,480","0,186","-0,288","-0,107","-0,042","0,208","-0,394","-0,288","0,083","-0,082","0,387","-0,185","0,198","0,143","0,502","0,481","-0,123","0,505","-0,076","0,028"
122,"-0,763","0,496","0,205","-0,313","-0,103","-0,049","0,268","-0,374","-0,296","0,056","-0,065","0,392","-0,142","0,178","0,150","0,520","0,471","-0,121","0,473","-0,032","0,011"
123,"-0,731","0,483","0,217","-0,305","-0,096","-0,046","0,295","-0,364","-0,304","0,062","-0,108","0,395","-0,158","0,183","0,159","0,562","0,530","-0,125","0,481","-0,045","-0,007"
124,"-0,731","0,421","0,217","-0,312","-0,094","-0,035","0,268","-0,315","-0,304","0,082","-0,145","0,397","-0,145","0,125","0,163","0,566","0,545","-0,132","0,501","-0,050","-0,020"
125,"-0,748","0,431","0,208","-0,326","-0,097","-0,022","0,291","-0,311","-0,307","0,059","-0,176","0,404","-0,144","0,124","0,174","0,525","0,557","-0,139","0,477","-0,047","-0,030"
126,"-0,770","0,443","0,192","-0,359","-0,106","-0,014","0,308","-0,324","-0,309","0,080","-0,217","0,412","-0,093","0,172","0,182","0,545","0,570","-0,148","0,493","-0,053","-0,033"
127,"-0,793","0,496","0,182","-0,375","-0,161","-0,015","0,307","-0,348","-0,314","0,065","-0,201","0,421","-0,043","0,208","0,200","0,507","0,538","-0,157","0,493","-0,004","-0,033"
128,"-0,853","0,488","0,181","-0,368","-0,185","-0,030","0,307","-0,358","-0,316","0,103","-0,220","0,430","-0,041","0,209","0,219","0,534","0,527","-0,171","0,570","-0,021","-0,027"
129,"-0,845","0,477","0,186","-0,303","-0,208","-0,048","0,303","-0,363","-0,317","0,125","-0,197","0,437","-0,059","0,216","0,235","0,544","0,470","-0,183","0,627","0,005","-0,023"
130,"-0,860","0,484","0,184","-0,320","-0,165","-0,057","0,254","-0,337","-0,314","0,164","-0,218","0,446","-0,086","0,192","0,245","0,567","0,457","-0,192","0,680","-0,044","-0,022"
131,"-0,839","0,444","0,170","-0,323","-0,105","-0,053","0,259","-0,308","-0,303","0,187","-0,255","0,456","-0,091","0,177","0,248","0,562","0,469","-0,198","0,719","-0,107","-0,023"
132,"-0,862","0,429","0,147","-0,354","-0,101","-0,034","0,285","-0,320","-0,291","0,222","-0,270","0,466","-0,135","0,213","0,246","0,626","0,463","-0,197","0,741","-0,155","-0,028"
133,"-0,858","0,419","0,121","-0,353","-0,100","-0,014","0,304","-0,369","-0,283","0,244","-0,252","0,477","-0,116","0,238","0,239","0,680","0,461","-0,190","0,754","-0,169","-0,032"
134,"-0,871","0,418","0,103","-0,359","-0,101","-0,003","0,369","-0,337","-0,283","0,243","-0,288","0,487","-0,053","0,235","0,237","0,712","0,478","-0,179","0,749","-0,237","-0,034"
135,"-0,827","0,424","0,094","-0,380","-0,117","-0,001","0,349","-0,338","-0,291","0,207","-0,272","0,496","-0,092","0,238","0,245","0,672","0,493","-0,168","0,676","-0,231","-0,034"
136,"-0,814","0,427","0,097","-0,415","-0,137","-0,011","0,346","-0,340","-0,290","0,164","-0,268","0,503","-0,101","0,247","0,245","0,651","0,516","-0,163","0,595","-0,239","-0,031"
137,"-0,767","0,398","0,105","-0,380","-0,083","-0,024","0,343","-0,337","-0,284","0,131","-0,288","0,508","-0,122","0,232","0,245","0,607","0,568","-0,164","0,583","-0,280","-0,028"
