Index,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z
0,"0,870","0,466","0,162","0,000","0,998","-0,052","0,040","0,000","0,997","-0,072","0,024","0,000","0,986","-0,167","-0,010","0,000","0,880","0,432","-0,200","0,000","0,974","-0,220","-0,061","0,000","0,983","-0,181","0,035","0,000"
1,"0,867","0,471","0,163","0,000","0,998","-0,052","0,040","0,000","0,997","-0,076","0,026","0,000","0,986","-0,168","-0,009","0,000","0,879","0,432","-0,204","0,000","0,974","-0,220","-0,056","0,000","0,982","-0,183","0,035","0,000"
2,"0,867","0,471","0,163","0,000","0,998","-0,052","0,042","0,000","0,997","-0,076","0,026","0,000","0,985","-0,171","-0,007","0,000","0,877","0,434","-0,205","0,000","0,974","-0,222","-0,050","0,000","0,982","-0,183","0,035","0,000"
3,"0,869","0,469","0,159","0,000","0,998","-0,047","0,041","0,000","0,997","-0,073","0,025","0,000","0,986","-0,169","-0,007","0,000","0,876","0,431","-0,215","0,000","0,974","-0,222","-0,051","0,000","0,983","-0,179","0,033","0,000"
4,"0,868","0,470","0,159","0,000","0,998","-0,047","0,041","0,000","0,997","-0,073","0,025","0,000","0,986","-0,169","-0,007","0,000","0,877","0,431","-0,215","0,000","0,973","-0,224","-0,051","0,000","0,983","-0,179","0,034","0,000"
5,"0,868","0,470","0,159","0,000","0,998","-0,045","0,040","0,000","0,997","-0,073","0,025","0,000","0,986","-0,168","-0,007","0,000","0,877","0,430","-0,214","0,000","0,973","-0,223","-0,051","0,000","0,984","-0,175","0,034","0,000"
6,"0,868","0,470","0,159","0,000","0,998","-0,045","0,040","0,000","0,997","-0,075","0,025","0,000","0,986","-0,169","-0,004","0,000","0,877","0,430","-0,214","0,000","0,973","-0,223","-0,051","0,000","0,984","-0,174","0,035","0,000"
7,"0,869","0,469","0,158","0,000","0,998","-0,043","0,040","0,000","0,997","-0,075","0,025","0,000","0,986","-0,169","-0,004","0,000","0,877","0,429","-0,215","0,000","0,974","-0,223","-0,051","0,000","0,984","-0,174","0,035","0,000"
8,"0,869","0,469","0,158","0,000","0,998","-0,043","0,040","0,000","0,997","-0,075","0,025","0,000","0,986","-0,169","-0,001","0,000","0,877","0,430","-0,214","0,000","0,973","-0,223","-0,051","0,000","0,984","-0,174","0,036","0,000"
9,"0,870","0,468","0,156","0,000","0,998","-0,043","0,040","0,000","0,997","-0,075","0,025","0,000","0,986","-0,169","-0,001","0,000","0,877","0,430","-0,215","0,000","0,973","-0,223","-0,053","0,000","0,985","-0,171","0,036","0,000"
10,"0,869","0,470","0,155","0,001","0,998","-0,043","0,037","-0,001","0,997","-0,073","0,022","0,000","0,985","-0,172","-0,003","0,000","0,877","0,429","-0,218","0,001","0,973","-0,222","-0,056","0,000","0,985","-0,171","0,039","0,000"
11,"0,869","0,470","0,152","0,002","0,999","-0,040","0,037","-0,001","0,997","-0,071","0,021","0,000","0,985","-0,172","-0,005","-0,001","0,876","0,430","-0,220","0,002","0,974","-0,221","-0,058","-0,001","0,984","-0,170","0,042","0,000"
12,"0,870","0,470","0,150","0,003","0,999","-0,037","0,037","-0,002","0,997","-0,068","0,019","0,000","0,985","-0,171","-0,008","-0,002","0,876","0,431","-0,218","0,001","0,974","-0,218","-0,059","-0,001","0,985","-0,168","0,041","0,000"
13,"0,871","0,468","0,150","0,002","0,998","-0,038","0,040","-0,002","0,997","-0,068","0,022","0,000","0,986","-0,169","-0,010","-0,002","0,876","0,429","-0,219","0,002","0,975","-0,216","-0,057","-0,001","0,985","-0,168","0,038","-0,001"
14,"0,870","0,469","0,152","0,001","0,998","-0,040","0,039","-0,002","0,997","-0,069","0,025","0,000","0,986","-0,166","-0,010","-0,003","0,875","0,431","-0,219","0,001","0,975","-0,218","-0,054","0,000","0,984","-0,171","0,039","-0,002"
15,"0,869","0,471","0,152","0,001","0,998","-0,038","0,041","-0,002","0,997","-0,070","0,022","0,000","0,986","-0,169","-0,012","-0,003","0,876","0,430","-0,218","0,001","0,974","-0,220","-0,053","0,001","0,984","-0,174","0,038","-0,002"
16,"0,870","0,470","0,150","0,002","0,998","-0,041","0,039","-0,002","0,997","-0,069","0,019","0,000","0,986","-0,166","-0,011","-0,003","0,876","0,429","-0,220","0,003","0,974","-0,219","-0,055","0,000","0,984","-0,172","0,036","-0,003"
17,"0,871","0,470","0,147","0,004","0,998","-0,043","0,037","-0,003","0,997","-0,072","0,019","0,000","0,986","-0,169","-0,012","-0,004","0,875","0,431","-0,219","0,002","0,974","-0,221","-0,056","0,000","0,984","-0,174","0,033","-0,004"
18,"0,870","0,471","0,144","0,005","0,998","-0,044","0,034","-0,003","0,997","-0,075","0,021","0,000","0,986","-0,167","-0,010","-0,003","0,875","0,432","-0,217","0,000","0,973","-0,224","-0,055","0,001","0,984","-0,173","0,031","-0,005"
19,"0,870","0,472","0,141","0,007","0,998","-0,047","0,032","-0,004","0,997","-0,078","0,022","-0,001","0,986","-0,169","-0,012","-0,004","0,876","0,430","-0,217","0,000","0,972","-0,226","-0,057","0,000","0,985","-0,172","0,028","-0,006"
20,"0,871","0,470","0,140","0,007","0,998","-0,045","0,034","-0,005","0,997","-0,081","0,022","-0,001","0,986","-0,168","-0,009","-0,003","0,877","0,428","-0,218","0,002","0,972","-0,229","-0,059","0,000","0,984","-0,175","0,029","-0,007"
21,"0,871","0,470","0,142","0,006","0,998","-0,046","0,036","-0,005","0,997","-0,079","0,019","-0,001","0,986","-0,167","-0,006","-0,003","0,876","0,430","-0,220","0,002","0,972","-0,229","-0,062","0,000","0,984","-0,176","0,032","-0,008"
22,"0,870","0,471","0,144","0,005","0,998","-0,046","0,039","-0,006","0,997","-0,078","0,016","-0,001","0,986","-0,169","-0,004","-0,003","0,875","0,431","-0,222","0,003","0,972","-0,227","-0,063","-0,001","0,984","-0,175","0,035","-0,009"
23,"0,869","0,472","0,146","0,004","0,998","-0,043","0,040","-0,007","0,997","-0,075","0,014","-0,001","0,986","-0,166","-0,005","-0,003","0,875","0,432","-0,219","0,001","0,972","-0,225","-0,066","-0,001","0,984","-0,176","0,038","-0,009"
24,"0,868","0,474","0,146","0,004","0,998","-0,046","0,041","-0,008","0,997","-0,073","0,013","-0,001","0,986","-0,169","-0,006","-0,003","0,875","0,431","-0,221","0,003","0,972","-0,226","-0,063","0,000","0,983","-0,177","0,041","-0,010"
