Index,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z
12,"66,934","10,199","-3,472","-18,859","4,064","0,284","-18,734","-3,617","-0,291","23,912","-0,900","0,190","70,138","22,679","-15,278","-6,009","1,106","0,340","-3,878","-1,411","-0,429"
13,"66,582","10,351","-3,760","-19,140","3,452","0,188","-18,874","-3,920","-0,344","23,620","-0,760","0,128","70,282","22,657","-15,264","-6,604","0,979","0,273","-4,302","-1,003","-0,223"
14,"66,225","10,094","-3,373","-18,909","3,641","0,220","-18,881","-3,969","-0,348","23,931","-0,805","0,147","70,302","22,725","-15,392","-5,998","0,935","0,237","-3,707","-0,915","-0,172"
15,"66,376","10,320","-3,725","-19,324","3,511","0,199","-18,236","-3,994","-0,350","23,619","-0,717","0,107","70,930","22,705","-15,449","-5,998","0,833","0,177","-4,282","-0,983","-0,218"
16,"66,669","10,156","-3,425","-19,079","3,833","0,252","-18,178","-4,081","-0,368","23,387","-0,943","0,203","71,020","22,739","-15,516","-6,514","1,163","0,372","-4,616","-1,485","-0,489"
17,"66,227","10,297","-3,702","-19,283","3,523","0,201","-18,163","-4,078","-0,377","23,701","-0,942","0,200","70,805","22,638","-15,299","-6,331","1,431","0,522","-4,161","-1,211","-0,334"
18,"66,766","10,202","-3,480","-18,653","3,711","0,235","-18,280","-3,695","-0,306","24,001","-0,849","0,154","70,699","22,545","-15,113","-5,830","1,116","0,330","-3,558","-1,208","-0,321"
19,"66,362","10,369","-3,793","-19,262","3,836","0,252","-18,719","-4,174","-0,409","23,692","-0,763","0,111","70,229","22,597","-15,138","-6,311","1,278","0,433","-4,139","-1,260","-0,358"
20,"66,688","10,217","-3,496","-18,764","3,531","0,207","-18,464","-4,308","-0,445","23,373","-0,825","0,134","70,382","22,948","-15,759","-6,382","1,155","0,368","-4,296","-1,054","-0,253"
21,"67,191","10,472","-3,854","-18,780","3,308","0,172","-18,674","-4,006","-0,388","23,670","-0,728","0,088","70,417","22,606","-15,183","-6,387","1,079","0,330","-4,302","-0,920","-0,184"
22,"66,609","10,405","-3,800","-19,324","3,662","0,223","-18,323","-3,458","-0,280","23,895","-0,515","-0,008","70,712","22,627","-15,262","-6,045","0,599","0,055","-4,317","-0,897","-0,171"
23,"66,527","10,381","-3,761","-19,233","3,382","0,175","-18,734","-3,744","-0,341","23,667","-0,745","0,092","70,377","22,448","-14,924","-6,357","1,102","0,358","-4,232","-1,096","-0,274"
24,"65,960","10,444","-3,907","-19,254","3,191","0,135","-18,782","-3,948","-0,384","23,841","-0,491","-0,020","70,885","22,694","-15,429","-6,481","0,841","0,218","-3,749","-0,768","-0,092"
25,"66,088","10,357","-3,748","-19,424","3,836","0,223","-18,587","-3,914","-0,381","23,696","-0,777","0,103","70,884","22,760","-15,559","-6,588","0,816","0,211","-4,012","-1,324","-0,379"
26,"66,477","10,256","-3,542","-19,492","3,931","0,237","-18,297","-3,784","-0,359","23,420","-0,938","0,170","70,950","22,802","-15,648","-6,838","0,671","0,136","-4,532","-1,302","-0,369"
27,"66,224","10,031","-3,252","-19,157","4,064","0,283","-18,641","-3,990","-0,409","23,742","-0,938","0,169","70,862","22,742","-15,534","-6,553","0,967","0,308","-3,937","-1,124","-0,260"
28,"66,236","10,038","-3,324","-18,943","3,411","0,214","-18,663","-3,335","-0,281","23,739","-0,624","0,029","70,521","22,560","-15,175","-6,629","0,384","-0,029","-3,884","-0,506","0,067"
29,"66,537","10,194","-3,605","-19,177","2,831","0,146","-18,846","-3,222","-0,261","23,502","-0,831","0,118","70,667","22,510","-15,103","-7,098","0,771","0,205","-4,340","-0,491","0,079"
30,"66,563","10,209","-3,677","-19,130","2,806","0,146","-18,859","-3,250","-0,271","23,513","-0,797","0,104","70,653","22,528","-15,129","-7,059","0,758","0,199","-4,306","-0,472","0,112"
31,"66,567","10,162","-3,657","-19,064","2,845","0,158","-18,847","-3,301","-0,288","23,551","-0,788","0,099","70,615","22,550","-15,158","-6,991","0,764","0,206","-4,232","-0,481","0,134"
32,"66,607","10,170","-3,728","-18,996","2,836","0,170","-18,853","-3,328","-0,298","23,586","-0,774","0,092","70,583","22,540","-15,137","-6,923","0,769","0,211","-4,158","-0,493","0,151"
33,"66,621","10,145","-3,743","-18,945","2,835","0,193","-18,858","-3,382","-0,311","23,612","-0,749","0,085","70,534","22,540","-15,136","-6,870","0,771","0,219","-4,105","-0,497","0,153"
34,"66,627","10,165","-3,808","-18,909","2,834","0,212","-18,859","-3,400","-0,317","23,648","-0,749","0,091","70,475","22,556","-15,155","-6,796","0,784","0,233","-4,045","-0,528","0,135"
35,"66,674","10,120","-3,775","-18,874","2,881","0,236","-18,844","-3,434","-0,327","23,621","-0,739","0,098","70,471","22,561","-15,156","-6,784","0,778","0,240","-4,076","-0,549","0,119"
36,"66,713","10,102","-3,795","-18,850","2,942","0,268","-18,813","-3,456","-0,337","23,652","-0,740","0,112","70,501","22,581","-15,183","-6,714","0,768","0,245","-4,050","-0,585","0,100"
37,"66,714","10,063","-3,802","-18,824","2,999","0,304","-18,781","-3,480","-0,348","23,681","-0,738","0,126","70,483","22,594","-15,191","-6,647","0,758","0,251","-4,027","-0,619","0,085"
38,"66,780","10,048","-3,835","-18,790","3,029","0,329","-18,763","-3,495","-0,359","23,702","-0,754","0,147","70,461","22,605","-15,189","-6,593","0,757","0,264","-4,009","-0,673","0,062"
39,"66,806","10,007","-3,808","-18,772","3,070","0,342","-18,742","-3,513","-0,372","23,684","-0,722","0,147","70,481","22,640","-15,230","-6,574","0,716","0,251","-4,041","-0,676","0,066"
40,"66,822","10,007","-3,834","-18,760","3,106","0,353","-18,716","-3,537","-0,382","23,683","-0,750","0,170","70,491","22,655","-15,234","-6,537","0,736","0,266","-4,062","-0,732","0,041"
41,"0,101","-0,154","0,001","-0,134","0,719","0,000","0,271","-0,080","0,000","-0,102","-0,049","-0,186","-0,276","-0,157","0,000","0,324","0,165","-0,001","-0,236","-0,215","0,000"
42,"0,101","-0,158","0,001","-0,134","0,724","0,000","0,272","-0,105","0,000","0,135","-0,076","-0,186","-0,374","-0,133","0,000","0,563","0,191","-0,001","0,001","-0,240","0,000"
43,"0,073","-0,159","0,000","-0,058","0,724","0,000","0,270","-0,384","0,000","0,135","-0,172","-0,186","-0,375","0,146","0,001","0,563","0,287","-0,002","0,002","-0,336","0,000"
44,"0,158","0,065","0,000","-0,037","0,605","0,000","0,270","-0,378","0,000","0,043","-0,169","-0,186","-0,352","0,091","0,001","0,470","0,432","-0,002","-0,069","-0,444","-0,001"
45,"0,073","0,065","0,000","-0,037","0,605","0,000","0,312","-0,398","0,000","0,043","-0,183","-0,186","-0,332","0,112","0,001","0,470","0,445","-0,002","-0,069","-0,457","-0,001"
46,"0,026","-0,021","0,000","0,036","0,565","0,000","0,386","-0,403","0,000","-0,059","-0,182","-0,186","-0,352","0,091","0,001","0,485","0,470","-0,003","-0,052","-0,470","0,000"
47,"-0,015","-0,021","0,000","-0,011","0,552","0,000","0,386","-0,403","0,000","-0,060","-0,348","-0,186","-0,352","0,091","0,001","0,485","0,635","-0,004","-0,099","-0,621","-0,001"
48,"-0,046","0,008","0,000","0,006","0,523","0,000","0,284","-0,381","0,000","-0,093","-0,310","-0,186","-0,431","0,076","0,000","0,502","0,610","-0,005","-0,085","-0,583","0,000"
49,"-0,046","0,008","0,000","0,006","0,510","0,000","0,387","-0,416","0,000","-0,093","-0,310","-0,186","-0,352","0,111","0,001","0,452","0,611","-0,004","-0,085","-0,571","0,000"
50,"-0,142","-0,042","0,000","-0,054","0,510","-0,001","0,387","-0,416","0,000","-0,104","-0,230","-0,186","-0,352","0,165","0,001","0,441","0,531","-0,003","-0,059","-0,491","0,000"
51,"-0,641","-0,314","0,000","-0,095","0,300","0,003","0,286","0,166","-0,021","-0,446","-0,168","-0,197","0,050","-0,345","0,005","-0,115","0,210","0,005","-0,100","-0,257","0,007"
52,"-0,050","0,009","0,004","0,459","0,271","0,008","0,774","-0,188","-0,034","-0,106","-0,196","-0,207","-0,147","0,022","0,008","0,567","0,282","0,002","0,531","-0,477","0,017"
53,"0,347","0,569","0,005","0,615","0,343","0,012","0,119","-0,219","-0,044","-0,431","-0,073","-0,215","-0,215","0,376","0,008","-0,089","0,068","0,010","0,141","-0,692","0,023"
54,"-0,112","0,450","0,020","0,654","0,041","0,007","0,198","-0,096","-0,054","-0,093","-0,118","-0,222","-0,445","0,471","0,006","0,569","0,237","0,013","0,806","-0,616","0,027"
55,"0,146","0,257","0,030","0,277","0,490","-0,004","0,639","-0,507","-0,061","-0,183","0,212","-0,227","-0,112","0,207","0,001","0,585","0,238","0,020","0,395","-0,397","0,027"
56,"0,045","-0,003","0,030","0,180","0,708","-0,001","0,559","-0,315","-0,071","-0,517","0,132","-0,230","-0,247","-0,047","-0,001","0,517","0,109","0,034","-0,279","-0,451","0,028"
57,"0,004","0,057","0,035","0,113","0,406","0,002","0,505","-0,483","-0,080","-0,350","0,434","-0,232","0,372","0,034","-0,006","0,338","-0,205","0,048","-0,448","-0,062","0,025"
58,"0,095","-0,562","0,041","-0,044","0,758","0,006","0,403","-0,070","-0,090","-0,691","0,427","-0,234","-0,255","0,029","-0,005","0,208","-0,464","0,059","-1,133","-0,135","0,023"
59,"0,645","-0,333","0,055","0,357","0,467","0,007","0,365","-0,163","-0,098","-0,345","0,425","-0,236","-0,309","0,188","-0,002","0,226","-0,557","0,065","-0,723","0,197","0,014"
60,"0,413","0,042","0,068","0,321","0,282","0,004","0,887","0,133","-0,102","-0,077","0,645","-0,237","-0,075","0,234","0,004","0,837","-0,777","0,072","-0,148","0,552","0,001"
61,"0,336","-0,064","0,085","-0,251","0,372","-0,005","0,225","0,215","-0,106","-0,361","0,451","-0,236","-0,545","-0,044","0,013","0,233","-0,705","0,061","-0,687","0,118","-0,004"
62,"-0,254","-0,044","0,107","-0,205","0,154","-0,025","-0,136","0,304","-0,104","-0,448","0,120","-0,233","-0,389","-0,164","0,021","-0,102","-0,139","0,050","-0,434","-0,188","-0,011"
63,"0,075","0,017","0,125","0,105","0,087","-0,045","0,498","0,065","-0,089","-0,281","-0,181","-0,227","-0,409","-0,049","0,026","0,371","0,307","0,039","-0,171","-0,159","-0,016"
64,"-0,518","0,321","0,139","0,021","0,152","-0,064","0,682","-0,506","-0,071","-0,173","-0,508","-0,221","-0,148","-0,148","0,026","0,418","0,963","0,021","0,110","-0,784","-0,016"
65,"-0,542","0,114","0,147","-0,128","0,507","-0,080","0,050","-0,713","-0,044","-0,491","-0,625","-0,217","-0,453","0,394","0,026","-0,250","1,091","0,015","-0,015","-1,190","-0,016"
66,"-0,410","0,047","0,152","-0,254","1,183","-0,094","-0,180","-0,245","-0,025","-0,165","-0,499","-0,214","-0,035","-0,047","0,018","-0,249","0,830","0,007","0,273","-1,407","-0,013"
67,"-0,103","-0,466","0,156","-0,458","1,254","-0,093","0,330","-0,680","-0,019","0,171","-0,598","-0,216","-0,088","0,139","0,011","0,304","1,186","-0,003","0,400","-1,233","-0,014"
68,"-0,118","-0,437","0,151","0,171","1,002","-0,076","0,362","-0,308","-0,011","-0,074","-0,361","-0,220","-0,054","-0,231","0,001","0,360","0,794","-0,004","0,476","-0,901","-0,016"
69,"-0,073","-0,539","0,147","0,158","0,818","-0,067","0,399","0,105","-0,008","-0,105","-0,016","-0,226","-0,654","-0,444","-0,013","0,620","0,269","0,003","0,104","-0,468","-0,020"
70,"-0,123","0,143","0,146","0,240","0,170","-0,059","0,163","-0,273","-0,006","-0,350","0,222","-0,229","-0,215","-0,040","-0,021","0,033","0,086","0,012","-0,001","0,077","-0,025"
71,"-0,124","0,184","0,154","0,233","0,131","-0,061","0,201","-0,315","-0,009","-0,329","0,192","-0,232","-0,245","-0,002","-0,033","0,087","0,126","0,025","0,043","0,068","-0,027"
72,"-0,160","0,131","0,165","0,175","0,124","-0,069","0,201","-0,315","-0,016","-0,293","0,190","-0,234","-0,238","0,037","-0,042","0,146","0,110","0,039","0,051","0,088","-0,030"
73,"-0,177","0,070","0,171","0,206","0,167","-0,075","0,204","-0,272","-0,022","-0,266","0,206","-0,234","-0,278","-0,022","-0,049","0,199","0,079","0,050","0,107","0,095","-0,032"
74,"-0,223","0,076","0,176","0,149","0,173","-0,080","0,235","-0,210","-0,021","-0,237","0,196","-0,233","-0,244","-0,087","-0,057","0,251","0,067","0,057","0,103","0,099","-0,035"
75,"-0,208","0,039","0,175","0,150","0,164","-0,079","0,223","-0,183","-0,009","-0,234","0,159","-0,231","-0,272","-0,055","-0,070","0,274","0,078","0,059","0,071","0,075","-0,039"
76,"-0,211","0,054","0,172","0,096","0,207","-0,081","0,280","-0,183","0,007","-0,205","0,159","-0,227","-0,217","-0,063","-0,081","0,329","0,059","0,058","0,076","0,045","-0,041"
77,"-0,161","0,045","0,172","0,089","0,203","-0,084","0,319","-0,192","0,024","-0,173","0,147","-0,222","-0,236","-0,038","-0,090","0,385","0,050","0,055","0,071","0,016","-0,043"
78,"-0,111","0,018","0,171","0,100","0,230","-0,090","0,290","-0,185","0,035","-0,140","0,135","-0,217","-0,271","0,014","-0,094","0,399","0,027","0,051","0,080","-0,028","-0,044"
79,"-0,058","0,063","0,176","0,088","0,223","-0,098","0,278","-0,203","0,043","-0,110","0,114","-0,213","-0,275","0,034","-0,094","0,388","0,046","0,047","0,080","-0,075","-0,046"
80,"-0,101","0,119","0,186","0,065","0,231","-0,107","0,278","-0,245","0,051","-0,077","0,094","-0,209","-0,276","0,063","-0,094","0,391","0,087","0,042","0,112","-0,133","-0,051"
81,"-0,156","0,099","0,194","0,049","0,292","-0,117","0,277","-0,203","0,059","-0,085","0,066","-0,205","-0,263","0,013","-0,094","0,351","0,096","0,035","0,110","-0,199","-0,056"
82,"-0,156","0,102","0,196","0,036","0,341","-0,118","0,328","-0,217","0,068","-0,061","0,043","-0,202","-0,257","0,023","-0,094","0,392","0,143","0,028","0,149","-0,254","-0,060"
83,"-0,203","0,077","0,189","0,035","0,339","-0,113","0,321","-0,207","0,077","-0,069","0,012","-0,198","-0,198","0,000","-0,097","0,353","0,194","0,025","0,154","-0,256","-0,064"
84,"-0,220","0,103","0,184","0,075","0,327","-0,111","0,340","-0,249","0,081","-0,047","-0,011","-0,196","-0,138","-0,017","-0,101","0,359","0,250","0,024","0,200","-0,301","-0,064"
85,"-0,229","0,100","0,180","0,036","0,298","-0,111","0,343","-0,282","0,083","-0,019","-0,031","-0,195","-0,081","-0,038","-0,105","0,355","0,298","0,026","0,192","-0,328","-0,061"
86,"-0,182","0,106","0,177","0,039","0,234","-0,112","0,313","-0,342","0,081","-0,042","-0,006","-0,195","-0,047","-0,014","-0,107","0,303","0,300","0,029","0,151","-0,270","-0,057"
87,"-0,119","0,141","0,177","0,035","0,224","-0,115","0,269","-0,396","0,078","-0,013","-0,025","-0,197","-0,090","0,037","-0,108","0,314","0,353","0,031","0,147","-0,307","-0,052"
88,"-0,105","0,137","0,179","0,035","0,224","-0,122","0,265","-0,368","0,067","0,019","-0,032","-0,199","-0,103","0,054","-0,107","0,373","0,347","0,037","0,152","-0,341","-0,046"
89,"-0,117","0,118","0,184","0,038","0,284","-0,128","0,272","-0,320","0,057","-0,001","-0,061","-0,201","-0,104","0,051","-0,107","0,332","0,350","0,044","0,113","-0,403","-0,041"
90,"-0,091","0,112","0,187","0,016","0,343","-0,135","0,292","-0,289","0,047","0,020","-0,032","-0,204","-0,110","0,054","-0,105","0,387","0,324","0,049","0,109","-0,403","-0,035"
91,"-0,037","0,074","0,185","0,001","0,359","-0,136","0,342","-0,280","0,043","0,051","-0,014","-0,202","-0,111","0,047","-0,106","0,443","0,325","0,054","0,104","-0,374","-0,033"
92,"0,023","0,049","0,181","0,015","0,383","-0,134","0,341","-0,255","0,043","0,080","-0,033","-0,201","-0,120","0,000","-0,110","0,498","0,337","0,057","0,108","-0,421","-0,032"
93,"-0,040","0,066","0,181","-0,046","0,383","-0,139","0,349","-0,240","0,049","0,100","-0,005","-0,198","-0,051","0,018","-0,116","0,493","0,281","0,057","0,096","-0,412","-0,031"
94,"-0,085","0,068","0,187","-0,055","0,326","-0,146","0,297","-0,229","0,056","0,076","0,017","-0,195","-0,043","0,027","-0,118","0,441","0,229","0,054","0,084","-0,362","-0,034"
95,"-0,018","0,089","0,196","-0,024","0,351","-0,153","0,293","-0,220","0,064","0,099","0,045","-0,193","-0,026","0,009","-0,120","0,425","0,180","0,050","0,102","-0,370","-0,039"
96,"0,028","0,045","0,205","-0,018","0,384","-0,159","0,291","-0,216","0,070","0,130","0,035","-0,192","-0,021","0,008","-0,121","0,431","0,160","0,046","0,104","-0,408","-0,045"
97,"-0,021","0,007","0,212","-0,015","0,436","-0,166","0,257","-0,248","0,074","0,108","0,008","-0,193","-0,048","0,045","-0,122","0,369","0,188","0,042","0,103","-0,462","-0,045"
98,"0,019","-0,002","0,215","-0,032","0,490","-0,169","0,193","-0,269","0,076","0,129","-0,018","-0,195","-0,048","0,030","-0,124","0,359","0,235","0,038","0,094","-0,512","-0,043"
99,"0,037","-0,065","0,217","-0,046","0,514","-0,172","0,160","-0,277","0,078","0,099","-0,029","-0,197","-0,084","0,036","-0,126","0,317","0,282","0,035","0,029","-0,523","-0,039"
100,"0,029","-0,011","0,219","-0,053","0,510","-0,175","0,123","-0,231","0,074","0,098","-0,063","-0,199","-0,071","0,034","-0,127","0,279","0,306","0,037","0,003","-0,586","-0,036"
101,"-0,003","-0,007","0,221","-0,085","0,570","-0,179","0,121","-0,300","0,069","0,070","-0,075","-0,199","-0,102","0,073","-0,129","0,246","0,356","0,044","-0,038","-0,633","-0,034"
102,"-0,028","0,051","0,223","-0,123","0,537","-0,184","0,152","-0,351","0,066","0,063","-0,042","-0,200","-0,073","0,132","-0,133","0,265","0,342","0,049","-0,084","-0,604","-0,032"
103,"0,021","0,008","0,224","-0,059","0,558","-0,185","0,196","-0,403","0,063","0,095","-0,022","-0,201","-0,014","0,170","-0,136","0,314","0,352","0,053","-0,022","-0,594","-0,031"
104,"0,064","0,033","0,226","-0,059","0,571","-0,186","0,195","-0,404","0,059","0,065","-0,025","-0,204","-0,031","0,172","-0,137","0,294","0,390","0,055","-0,090","-0,601","-0,030"
105,"0,015","0,061","0,229","-0,058","0,513","-0,186","0,242","-0,411","0,055","0,086","-0,054","-0,209","-0,024","0,177","-0,140","0,333","0,448","0,055","-0,053","-0,603","-0,027"
106,"0,001","0,070","0,231","-0,051","0,518","-0,187","0,251","-0,350","0,051","0,114","-0,034","-0,215","0,001","0,123","-0,142","0,373","0,402","0,056","0,001","-0,566","-0,022"
107,"-0,022","0,123","0,232","-0,044","0,491","-0,188","0,276","-0,321","0,048","0,144","-0,017","-0,220","-0,032","0,067","-0,147","0,436","0,390","0,058","0,064","-0,542","-0,017"
108,"0,011","0,066","0,233","-0,024","0,556","-0,188","0,305","-0,336","0,045","0,170","0,005","-0,224","-0,061","0,103","-0,150","0,485","0,350","0,060","0,102","-0,554","-0,014"
109,"-0,017","0,116","0,236","-0,062","0,569","-0,189","0,319","-0,365","0,039","0,176","0,038","-0,227","-0,049","0,112","-0,151","0,521","0,318","0,064","0,097","-0,553","-0,012"
110,"0,053","0,135","0,236","0,002","0,529","-0,190","0,321","-0,354","0,034","0,152","0,066","-0,229","-0,042","0,156","-0,150","0,470","0,263","0,067","0,103","-0,506","-0,009"
111,"0,120","0,103","0,237","0,010","0,550","-0,194","0,331","-0,343","0,028","0,116","0,068","-0,229","-0,030","0,203","-0,148","0,411","0,234","0,070","0,036","-0,521","-0,007"
112,"0,139","0,107","0,240","0,043","0,527","-0,199","0,316","-0,275","0,020","0,083","0,078","-0,228","-0,020","0,202","-0,144","0,360","0,192","0,075","0,034","-0,523","-0,006"
113,"0,149","0,084","0,241","0,062","0,563","-0,201","0,310","-0,282","0,014","0,090","0,046","-0,227","-0,010","0,179","-0,139","0,326","0,230","0,077","0,022","-0,586","-0,008"
114,"0,170","0,057","0,243","0,114","0,592","-0,199","0,294","-0,309","0,008","0,061","0,063","-0,229","0,049","0,202","-0,135","0,257","0,219","0,079","0,007","-0,602","-0,010"
115,"0,218","0,050","0,246","0,116","0,594","-0,193","0,274","-0,295","0,003","0,050","0,034","-0,229","0,055","0,140","-0,132","0,208","0,265","0,080","-0,033","-0,657","-0,017"
116,"0,287","0,055","0,244","0,114","0,597","-0,186","0,217","-0,296","-0,005","0,036","0,067","-0,231","0,065","0,111","-0,128","0,160","0,257","0,083","-0,085","-0,624","-0,023"
117,"0,306","-0,007","0,243","0,087","0,606","-0,178","0,244","-0,274","-0,012","0,017","0,095","-0,231","0,051","0,045","-0,125","0,168","0,243","0,085","-0,130","-0,572","-0,028"
118,"0,322","-0,019","0,245","0,078","0,608","-0,174","0,266","-0,290","-0,021","0,000","0,065","-0,232","0,035","0,111","-0,120","0,171","0,254","0,090","-0,185","-0,625","-0,033"
119,"0,284","0,006","0,251","0,013","0,595","-0,180","0,203","-0,325","-0,033","0,007","0,096","-0,232","-0,023","0,139","-0,113","0,139","0,234","0,095","-0,210","-0,571","-0,034"
120,"0,282","-0,020","0,255","0,036","0,577","-0,185","0,208","-0,263","-0,044","-0,026","0,087","-0,233","0,004","0,105","-0,107","0,119","0,214","0,098","-0,249","-0,547","-0,030"
121,"0,289","-0,036","0,257","-0,024","0,579","-0,190","0,136","-0,269","-0,049","0,003","0,107","-0,235","-0,061","0,122","-0,102","0,110","0,202","0,096","-0,252","-0,508","-0,025"
122,"0,294","-0,043","0,258","-0,026","0,583","-0,193","0,152","-0,220","-0,049","0,042","0,103","-0,240","-0,046","0,078","-0,102","0,134","0,172","0,092","-0,185","-0,500","-0,018"
123,"0,225","-0,038","0,256","-0,043","0,553","-0,194","0,144","-0,217","-0,048","0,081","0,103","-0,244","-0,024","0,027","-0,104","0,174","0,205","0,088","-0,128","-0,475","-0,012"
124,"0,165","-0,072","0,254","-0,040","0,568","-0,193","0,107","-0,236","-0,048","0,112","0,084","-0,248","-0,040","-0,018","-0,107","0,198","0,257","0,087","-0,063","-0,491","-0,007"
125,"0,153","-0,058","0,252","-0,040","0,600","-0,191","0,127","-0,229","-0,044","0,102","0,053","-0,251","-0,029","-0,091","-0,114","0,204","0,319","0,088","-0,043","-0,539","-0,007"
126,"0,188","-0,008","0,255","-0,009","0,548","-0,194","0,130","-0,296","-0,039","0,139","0,048","-0,253","-0,006","-0,038","-0,127","0,247","0,359","0,093","0,022","-0,528","-0,008"
127,"0,248","-0,035","0,260","0,037","0,598","-0,197","0,109","-0,304","-0,040","0,175","0,040","-0,257","-0,029","0,017","-0,137","0,260","0,342","0,099","0,078","-0,564","-0,008"
128,"0,272","-0,043","0,266","0,048","0,602","-0,198","0,158","-0,328","-0,041","0,189","0,073","-0,261","-0,035","0,020","-0,143","0,304","0,304","0,104","0,076","-0,562","-0,011"
129,"0,314","-0,052","0,269","0,060","0,613","-0,196","0,214","-0,294","-0,041","0,165","0,097","-0,263","0,032","-0,001","-0,149","0,300","0,252","0,106","0,037","-0,570","-0,018"
130,"0,342","-0,105","0,274","0,065","0,672","-0,198","0,221","-0,229","-0,036","0,183","0,065","-0,266","0,050","-0,068","-0,155","0,306","0,250","0,104","0,040","-0,636","-0,029"
131,"0,327","0,001","0,301","0,105","0,663","-0,204","0,232","-0,195","-0,034","0,181","0,096","-0,266","0,072","-0,044","-0,157","0,280","0,195","0,101","0,068","-0,636","-0,056"
132,"0,302","0,039","0,356","0,090","0,616","-0,226","0,249","-0,181","-0,031","0,189","0,126","-0,265","0,139","-0,029","-0,156","0,272","0,136","0,098","0,046","-0,603","-0,097"
133,"0,326","0,066","0,439","0,078","0,618","-0,266","0,233","-0,166","-0,031","0,198","0,156","-0,263","0,100","0,022","-0,149","0,295","0,074","0,093","0,034","-0,554","-0,152"
134,"0,274","0,055","0,520","0,065","0,618","-0,299","0,256","-0,165","-0,032","0,196","0,187","-0,257","0,114","0,089","-0,139","0,299","0,010","0,088","0,029","-0,501","-0,212"
135,"0,252","0,022","0,576","0,014","0,601","-0,318","0,275","-0,099","-0,032","0,209","0,215","-0,249","0,157","0,067","-0,125","0,321","-0,054","0,082","0,021","-0,451","-0,266"
