Index,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z
460,"0,005","0,003","0,946","-0,004","-0,004","1,012","-0,001","-0,012","1,050","0,004","0,009","0,992","0,009","-0,001","0,960","-0,001","-0,009","0,893","-0,002","-0,003","0,951"
461,"0,009","0,005","0,944","-0,005","-0,003","1,007","-0,002","-0,006","1,048","0,001","0,004","0,997","0,006","-0,005","0,961","-0,001","-0,003","0,890","-0,006","-0,003","0,953"
462,"0,006","0,003","0,950","-0,004","0,002","1,010","0,000","-0,005","1,048","0,003","0,003","0,999","0,009","-0,005","0,960","-0,002","-0,002","0,881","-0,007","-0,007","0,944"
463,"0,009","0,000","0,945","-0,005","-0,002","1,004","-0,003","-0,005","1,040","0,005","0,007","0,994","0,008","-0,002","0,960","-0,002","-0,005","0,890","-0,004","-0,002","0,950"
464,"0,011","0,007","0,948","-0,003","0,002","1,005","-0,006","-0,005","1,043","0,002","0,008","0,996","0,008","-0,003","0,961","-0,003","-0,003","0,886","-0,010","-0,002","0,947"
465,"0,010","0,009","0,947","-0,002","0,001","1,007","-0,003","-0,002","1,045","0,001","0,011","0,993","0,008","-0,005","0,957","-0,006","-0,001","0,893","-0,004","0,000","0,952"
466,"0,011","0,003","0,947","-0,005","0,002","1,009","-0,002","-0,002","1,045","0,002","0,008","0,997","0,008","-0,005","0,963","-0,002","0,003","0,881","0,001","0,003","0,951"
467,"0,005","0,005","0,951","-0,001","-0,002","1,008","-0,006","-0,001","1,044","0,002","0,011","0,998","0,004","-0,002","0,962","0,001","-0,001","0,883","-0,001","0,003","0,952"
468,"0,007","0,003","0,951","-0,001","-0,004","1,012","-0,008","0,000","1,045","0,000","0,008","0,995","0,010","-0,002","0,957","-0,004","0,003","0,889","-0,004","0,002","0,954"
469,"0,009","0,005","0,945","-0,003","-0,001","1,007","-0,009","0,002","1,047","0,006","0,006","0,992","0,008","-0,005","0,960","-0,001","0,001","0,891","-0,007","-0,001","0,950"
470,"0,005","0,007","0,945","-0,007","0,004","1,006","-0,003","-0,002","1,047","-0,001","0,011","0,993","0,007","0,000","0,961","-0,001","-0,001","0,893","0,004","-0,002","0,950"
471,"0,012","0,007","0,949","0,003","0,002","1,010","-0,004","0,001","1,047","-0,001","0,006","0,997","0,007","0,005","0,959","-0,003","0,001","0,889","0,000","-0,002","0,960"
472,"0,009","0,008","0,945","0,001","-0,001","1,018","-0,007","0,010","1,046","-0,001","0,003","0,995","0,006","0,000","0,957","-0,003","-0,003","0,898","0,004","-0,003","0,957"
473,"0,014","0,014","0,939","0,004","0,016","1,023","-0,016","0,044","1,048","0,002","0,004","0,990","0,013","-0,004","0,938","-0,003","-0,007","0,899","0,003","-0,005","0,954"
