feature,iraf_score,spearman_rho,p_value
uppr_total_knee_extension,iraf_rörelseutförande,-0.9999999999999999,1.4042654220543672e-24
uppr_total_knee_extension,iraf_total,-0.8999999999999998,0.03738607346849874
uppr_total_hip_extension,iraf_rörelseutförande,-0.8999999999999998,0.03738607346849874
forb_delta_pelvis_tilt,iraf_rörelseutförande,-0.8999999999999998,0.03738607346849874
initial_pelvis_tilt,iraf_total,0.8999999999999998,0.03738607346849874
rms_pelvis_acc,iraf_utgångsposition,0.8720815992723809,0.05385421772754211
forb_rms_pelvis_acc,iraf_utgångsposition,-0.8720815992723809,0.05385421772754211
forb_delta_pelvis_tilt,iraf_total,-0.7999999999999999,0.10408803866182788
initial_pelvis_tilt,iraf_rörelseutförande,0.7999999999999999,0.10408803866182788
uppr_total_hip_extension,iraf_total,-0.7,0.1881204043741873
mean_pelvis_lateral,iraf_total,-0.7,0.1881204043741873
forb_rms_pelvis_acc,iraf_rörelsestart,-0.6708203932499368,0.21516994256955005
rms_pelvis_acc,iraf_rörelsestart,0.6708203932499368,0.21516994256955005
forb_delta_pelvis_tilt,iraf_rörelsestart,-0.6708203932499368,0.21516994256955005
mean_pelvis_lateral,iraf_rörelsestart,-0.6708203932499368,0.21516994256955005
uppr_total_knee_extension,iraf_rörelsestart,-0.6708203932499368,0.21516994256955005
initial_pelvis_tilt,iraf_rörelsestart,0.6708203932499368,0.21516994256955005
uppr_peak_shank_gyro,iraf_utgångsposition,-0.6155870112510925,0.2689977701158222
delta_knee_asymmetry,iraf_utgångsposition,-0.6155870112510925,0.2689977701158222
hip_flexion_range,iraf_total,-0.6,0.28475697986529375
mean_pelvis_lateral,iraf_rörelseutförande,-0.6,0.28475697986529375
mean_L_knee_flexion,iraf_rörelseutförande,0.6,0.28475697986529375
mean_L_hip_flexion,iraf_rörelseutförande,0.6,0.28475697986529375
forb_peak_pelvis_gyro,iraf_utgångsposition,-0.5642880936468347,0.32172333582430024
hip_flexion_range,iraf_rörelseutförande,-0.49999999999999994,0.39100221895577053
mean_L_hip_flexion,iraf_total,0.49999999999999994,0.39100221895577053
peak_pelvis_gyro,iraf_rörelseutförande,0.49999999999999994,0.39100221895577053
mean_L_knee_flexion,iraf_total,0.49999999999999994,0.39100221895577053
delta_pelvis_tilt,iraf_rörelseutförande,-0.49999999999999994,0.39100221895577053
mean_pelvis_gyro,iraf_utgångsposition,-0.46169025843831935,0.43376615616902786
delta_pelvis_tilt,iraf_utgångsposition,0.46169025843831935,0.43376615616902786
mean_R_knee_flexion,iraf_rörelsestart,-0.44721359549995787,0.45018485575210093
hip_flexion_range,iraf_rörelsestart,-0.44721359549995787,0.45018485575210093
uppr_total_hip_extension,iraf_rörelsestart,-0.44721359549995787,0.45018485575210093
uppr_peak_shank_gyro,iraf_rörelsestart,-0.44721359549995787,0.45018485575210093
delta_knee_asymmetry,iraf_rörelsestart,-0.44721359549995787,0.45018485575210093
initial_pelvis_tilt,iraf_utgångsposition,0.41039134083406165,0.49253578170279755
mean_R_knee_flexion,iraf_utgångsposition,-0.41039134083406165,0.49253578170279755
hip_flexion_range,iraf_utgångsposition,-0.41039134083406165,0.49253578170279755
mean_pelvis_lateral,iraf_utgångsposition,-0.41039134083406165,0.49253578170279755
mean_pelvis_tilt,iraf_total,0.39999999999999997,0.5046315754686911
max_pelvis_tilt,iraf_utgångsposition,0.35909242322980395,0.5528147466433505
uppr_total_knee_extension,iraf_utgångsposition,-0.35909242322980395,0.5528147466433505
forb_delta_pelvis_tilt,iraf_utgångsposition,-0.35909242322980395,0.5528147466433505
mean_R_hip_flexion,iraf_utgångsposition,0.30779350562554625,0.614384002810333
delta_knee_asymmetry,iraf_total,-0.3,0.6238376647810728
peak_pelvis_gyro,iraf_total,0.3,0.6238376647810728
forb_peak_pelvis_gyro,iraf_rörelseutförande,0.3,0.6238376647810728
max_pelvis_tilt,iraf_rörelseutförande,-0.3,0.6238376647810728
uppr_peak_shank_gyro,iraf_total,-0.3,0.6238376647810728
forb_rms_pelvis_acc,iraf_total,-0.3,0.6238376647810728
mean_R_hip_flexion,iraf_total,0.3,0.6238376647810728
rms_pelvis_acc,iraf_total,0.3,0.6238376647810728
forb_peak_pelvis_gyro,iraf_rörelsestart,-0.22360679774997894,0.7176856442107861
mean_L_knee_flexion,iraf_rörelsestart,0.22360679774997894,0.7176856442107861
peak_pelvis_gyro,iraf_rörelsestart,0.22360679774997894,0.7176856442107861
max_pelvis_tilt,iraf_rörelsestart,0.22360679774997894,0.7176856442107861
mean_pelvis_gyro,iraf_rörelsestart,-0.22360679774997894,0.7176856442107861
mean_L_hip_flexion,iraf_rörelsestart,0.22360679774997894,0.7176856442107861
delta_pelvis_tilt,iraf_rörelsestart,0.22360679774997894,0.7176856442107861
mean_R_hip_flexion,iraf_rörelsestart,0.22360679774997894,0.7176856442107861
mean_pelvis_tilt,iraf_rörelsestart,0.22360679774997894,0.7176856442107861
uppr_total_hip_extension,iraf_utgångsposition,-0.20519567041703082,0.7405819415910722
mean_R_knee_flexion,iraf_total,-0.19999999999999998,0.747060078104662
mean_pelvis_tilt,iraf_rörelseutförande,0.19999999999999998,0.747060078104662
delta_pelvis_tilt,iraf_total,-0.19999999999999998,0.747060078104662
mean_pelvis_gyro,iraf_rörelseutförande,0.19999999999999998,0.747060078104662
mean_L_hip_flexion,iraf_utgångsposition,0.10259783520851541,0.8695979205185651
mean_L_knee_flexion,iraf_utgångsposition,0.10259783520851541,0.8695979205185651
forb_rms_pelvis_acc,iraf_rörelseutförande,0.09999999999999999,0.8728885715695383
mean_pelvis_gyro,iraf_total,-0.09999999999999999,0.8728885715695383
forb_peak_pelvis_gyro,iraf_total,0.09999999999999999,0.8728885715695383
mean_R_hip_flexion,iraf_rörelseutförande,0.09999999999999999,0.8728885715695383
max_pelvis_tilt,iraf_total,0.09999999999999999,0.8728885715695383
uppr_peak_shank_gyro,iraf_rörelseutförande,0.09999999999999999,0.8728885715695383
delta_knee_asymmetry,iraf_rörelseutförande,0.09999999999999999,0.8728885715695383
mean_R_knee_flexion,iraf_rörelseutförande,-0.09999999999999999,0.8728885715695383
rms_pelvis_acc,iraf_rörelseutförande,-0.09999999999999999,0.8728885715695383
mean_pelvis_tilt,iraf_utgångsposition,0.051298917604257706,0.9347128481082341
peak_pelvis_gyro,iraf_utgångsposition,-0.051298917604257706,0.9347128481082341
