frame,keypoint_index,y,x,confidence
0,0,0.5005090832710266,0.4878235161304474,0.4133990406990051
0,1,0.5042005181312561,0.4803049564361572,0.6154761910438538
0,2,0.4945058524608612,0.48436155915260315,0.4240599274635315
0,3,0.5220298767089844,0.47939354181289673,0.6102874279022217
0,4,0.4959436357021332,0.4850427806377411,0.4384664297103882
0,5,0.544934868812561,0.5081104040145874,0.5806297659873962
0,6,0.4889138340950012,0.5131841897964478,0.547964870929718
0,7,0.543849527835846,0.5610121488571167,0.4669809937477112
0,8,0.4754338562488556,0.5611016750335693,0.38106268644332886
0,9,0.5219051837921143,0.5925819873809814,0.3046332597732544
0,10,0.4671992361545563,0.5992832183837891,0.4200955033302307
0,11,0.5451003909111023,0.5948783159255981,0.3751108944416046
0,12,0.5064464807510376,0.5927974581718445,0.4732706546783447
0,13,0.5185725092887878,0.6250559687614441,0.18838883936405182
0,14,0.47055676579475403,0.6157190799713135,0.2905941605567932
0,15,0.5206398367881775,0.698232889175415,0.36016806960105896
0,16,0.4775080382823944,0.6953259706497192,0.34089288115501404
1,0,0.5007345676422119,0.48800551891326904,0.41895028948783875
1,1,0.5042699575424194,0.48042455315589905,0.6123937368392944
1,2,0.49457454681396484,0.48445725440979004,0.4160210192203522
1,3,0.5219215750694275,0.4794827401638031,0.6070541739463806
1,4,0.49575096368789673,0.48512470722198486,0.43879997730255127
1,5,0.5447693467140198,0.5080190300941467,0.5862767696380615
1,6,0.48889124393463135,0.5133496522903442,0.5469100475311279
1,7,0.543512225151062,0.5608363151550293,0.4634750485420227
1,8,0.4753495454788208,0.5612891316413879,0.3836837708950043
1,9,0.5216333866119385,0.5922636985778809,0.302261084318161
1,10,0.4670936167240143,0.5990117788314819,0.41882017254829407
1,11,0.5451121926307678,0.5949966907501221,0.37793076038360596
1,12,0.506507158279419,0.59288090467453,0.4733400344848633
1,13,0.5181900262832642,0.6248441934585571,0.1846778839826584
1,14,0.4703473150730133,0.6156128644943237,0.2877146899700165
1,15,0.5203081369400024,0.6979015469551086,0.3631114065647125
1,16,0.47746431827545166,0.6948283910751343,0.3451807498931885
2,0,0.5001838803291321,0.4880552887916565,0.40781450271606445
2,1,0.5038578510284424,0.48048603534698486,0.6139526963233948
2,2,0.49417513608932495,0.48453623056411743,0.4199582040309906
