frame,keypoint_index,y,x,confidence
0,0,0.48334211111068726,0.3963095545768738,0.5112823843955994
0,1,0.48856231570243835,0.3907162845134735,0.49535661935806274
0,2,0.47568678855895996,0.390865296125412,0.49421223998069763
0,3,0.4928310811519623,0.39429232478141785,0.5876747965812683
0,4,0.4631040096282959,0.3979624807834625,0.6675050854682922
0,5,0.5080711841583252,0.43674710392951965,0.46668604016304016
0,6,0.4439586102962494,0.43404248356819153,0.5672833323478699
0,7,0.5200886130332947,0.4802277982234955,0.5314561724662781
0,8,0.4326685070991516,0.4868135452270508,0.5322874188423157
0,9,0.5302197933197021,0.5415103435516357,0.5754539370536804
0,10,0.437178373336792,0.5463571548461914,0.43430066108703613
0,11,0.502910315990448,0.5432919263839722,0.4849705100059509
0,12,0.4584735035896301,0.5462974309921265,0.6100410223007202
0,13,0.4963359832763672,0.6269031167030334,0.4115598499774933
0,14,0.45744267106056213,0.6263969540596008,0.5107296705245972
0,15,0.49055513739585876,0.6886544227600098,0.3919592499732971
0,16,0.45217978954315186,0.6946597099304199,0.3353599011898041
1,0,0.4831431210041046,0.3966386020183563,0.5213110446929932
1,1,0.4883652627468109,0.391076922416687,0.5034109354019165
1,2,0.4755253791809082,0.39110106229782104,0.5019670128822327
1,3,0.4926406741142273,0.39470595121383667,0.5977638363838196
1,4,0.4629567265510559,0.3982183635234833,0.6748043894767761
1,5,0.5081291794776917,0.4368217885494232,0.465914249420166
1,6,0.443877637386322,0.4341333508491516,0.5672850608825684
1,7,0.5201887488365173,0.4798974096775055,0.5327510833740234
1,8,0.4326568841934204,0.48675283789634705,0.5328417420387268
1,9,0.5302636623382568,0.5415785312652588,0.575696587562561
1,10,0.4373527467250824,0.5464761853218079,0.4361533224582672
1,11,0.5028715133666992,0.5434219241142273,0.4859713912010193
1,12,0.4584971070289612,0.5465443134307861,0.6061663031578064
1,13,0.4951576292514801,0.6259921789169312,0.3496803343296051
1,14,0.45731377601623535,0.6265077590942383,0.5110942125320435
1,15,0.49058109521865845,0.6887512803077698,0.38835087418556213
1,16,0.4520553648471832,0.6949167251586914,0.3412725031375885
2,0,0.4827844500541687,0.39664512872695923,0.5232176780700684
2,1,0.4881725013256073,0.39102333784103394,0.49876952171325684
2,2,0.47523897886276245,0.3910900354385376,0.4949796199798584
2,3,0.4925221800804138,0.3946082293987274,0.5999130606651306
2,4,0.4629358947277069,0.3980652093887329,0.6741409301757812
2,5,0.5077611804008484,0.43666398525238037,0.4693436324596405
2,6,0.44379186630249023,0.43412232398986816,0.5636689066886902
2,7,0.5201670527458191,0.478900671005249,0.5277009606361389
2,8,0.43275073170661926,0.4860573410987854,0.5173786878585815
2,9,0.530268669128418,0.5410284399986267,0.5759496092796326
2,10,0.43748173117637634,0.5461491346359253,0.4358709156513214
2,11,0.5030444264411926,0.5430409908294678,0.4899481534957886
2,12,0.45892778038978577,0.5463067889213562,0.6131880283355713
2,13,0.4963153302669525,0.6281255483627319,0.41208893060684204
2,14,0.45730364322662354,0.6272105574607849,0.5035352110862732
2,15,0.49030163884162903,0.6890460848808289,0.39222511649131775
2,16,0.4517199993133545,0.6946461200714111,0.33080989122390747
3,0,0.4840776324272156,0.39939290285110474,0.44089165329933167
3,1,0.48852989077568054,0.39118310809135437,0.5128270387649536
3,2,0.47584906220436096,0.39116382598876953,0.5037911534309387
3,3,0.49259909987449646,0.39463627338409424,0.5967186689376831
3,4,0.46318569779396057,0.39816221594810486,0.675216555595398
3,5,0.5079492926597595,0.43659260869026184,0.4784868061542511
3,6,0.44384583830833435,0.4341585040092468,0.5642058849334717
3,7,0.520423412322998,0.47893640398979187,0.5291213393211365
