frame,keypoint_index,y,x,confidence
0,0,0.4836726486682892,0.3991153836250305,0.44143587350845337
0,1,0.48875927925109863,0.3908925950527191,0.5299873352050781
0,2,0.4760517179965973,0.3906369209289551,0.49169662594795227
0,3,0.4932917654514313,0.39681321382522583,0.6182804703712463
0,4,0.4637603461742401,0.3989503085613251,0.6808210611343384
0,5,0.5069594979286194,0.4376751184463501,0.4642741084098816
0,6,0.44504547119140625,0.435672789812088,0.48899826407432556
0,7,0.5170071125030518,0.4753553569316864,0.5273767709732056
0,8,0.4282483458518982,0.48637205362319946,0.37147995829582214
0,9,0.5285622477531433,0.5421617031097412,0.5354521870613098
0,10,0.4393329620361328,0.5476552844047546,0.40100765228271484
0,11,0.49532651901245117,0.5406350493431091,0.5358396768569946
0,12,0.46038228273391724,0.5435528755187988,0.628625750541687
0,13,0.4976480305194855,0.625508725643158,0.39303430914878845
0,14,0.45910415053367615,0.6259755492210388,0.5506151914596558
0,15,0.49266913533210754,0.6902244091033936,0.400743305683136
0,16,0.456961452960968,0.703417181968689,0.35120078921318054
1,0,0.4824047088623047,0.39675992727279663,0.5285896062850952
1,1,0.4882276952266693,0.39092281460762024,0.520308256149292
1,2,0.47523754835128784,0.3906535506248474,0.48966529965400696
1,3,0.49293047189712524,0.3968624472618103,0.6254675388336182
1,4,0.46309882402420044,0.39892181754112244,0.6933308839797974
1,5,0.5069465637207031,0.43763354420661926,0.4697916507720947
1,6,0.4448525905609131,0.43561530113220215,0.49451079964637756
1,7,0.5168662071228027,0.4753323197364807,0.5261116027832031
1,8,0.42824307084083557,0.48624172806739807,0.37102407217025757
1,9,0.5286408066749573,0.5422588586807251,0.5374666452407837
1,10,0.43943318724632263,0.5475314259529114,0.4015584886074066
1,11,0.49546459317207336,0.5399318337440491,0.5433650612831116
1,12,0.4604099988937378,0.5429992079734802,0.6284528374671936
1,13,0.49783948063850403,0.625146210193634,0.39697936177253723
1,14,0.45926448702812195,0.6254561543464661,0.5442302227020264
1,15,0.49277403950691223,0.6900748610496521,0.39966434240341187
1,16,0.4569363296031952,0.7030236124992371,0.35135579109191895
2,0,0.48209965229034424,0.39669069647789,0.5268237590789795
2,1,0.4880126416683197,0.39090457558631897,0.5186587572097778
2,2,0.475048303604126,0.3906257152557373,0.4885559380054474
2,3,0.49287503957748413,0.39695072174072266,0.6308807134628296
2,4,0.4629541337490082,0.39898231625556946,0.6937956809997559
2,5,0.5073133111000061,0.4375121593475342,0.4797029197216034
