frame,keypoint_index,y,x,confidence
0,0,0.48002326488494873,0.396158903837204,0.5245901942253113
0,1,0.4864370822906494,0.3899807035923004,0.41840359568595886
0,2,0.47316762804985046,0.38936054706573486,0.5545690655708313
0,3,0.4917641878128052,0.3945128917694092,0.5866962671279907
0,4,0.46201762557029724,0.39818453788757324,0.6808324456214905
0,5,0.5059861540794373,0.43669044971466064,0.4388333857059479
0,6,0.44479992985725403,0.4341092109680176,0.5638439655303955
0,7,0.516921877861023,0.47930002212524414,0.5402452945709229
0,8,0.4349001944065094,0.48523658514022827,0.5043776035308838
0,9,0.5243305563926697,0.5410671234130859,0.5081468820571899
0,10,0.4399813115596771,0.5444806218147278,0.4138297438621521
0,11,0.49555015563964844,0.5384661555290222,0.5364624261856079
0,12,0.4625396132469177,0.5405324697494507,0.6242715120315552
0,13,0.4925304651260376,0.6210798621177673,0.46449485421180725
0,14,0.4607551395893097,0.6235308647155762,0.5656187534332275
0,15,0.4870498478412628,0.6864878535270691,0.35320448875427246
0,16,0.45720866322517395,0.6941336989402771,0.45171409845352173
1,0,0.4801374673843384,0.39585307240486145,0.5198414921760559
1,1,0.4864828884601593,0.3897329568862915,0.4145168364048004
1,2,0.47325262427330017,0.38913410902023315,0.5583028793334961
1,3,0.4917602837085724,0.3945077359676361,0.5880804657936096
1,4,0.46215227246284485,0.39808189868927,0.6788555979728699
1,5,0.506277859210968,0.4368743300437927,0.44137638807296753
1,6,0.4447116255760193,0.43414291739463806,0.5654516816139221
1,7,0.5172431468963623,0.48020896315574646,0.5383499264717102
1,8,0.4347445070743561,0.48500433564186096,0.508596658706665
1,9,0.5242999792098999,0.5412697196006775,0.5059710741043091
1,10,0.4398757219314575,0.5450128316879272,0.4131828546524048
1,11,0.49566981196403503,0.5389660000801086,0.537137508392334
1,12,0.4623703360557556,0.5409010648727417,0.6242235898971558
1,13,0.4927300810813904,0.6217763423919678,0.4634724259376526
1,14,0.4606493413448334,0.624048113822937,0.5638266205787659
1,15,0.4868503212928772,0.6865542531013489,0.35764050483703613
1,16,0.45755934715270996,0.6939852237701416,0.45373213291168213
2,0,0.4796833097934723,0.3959745764732361,0.5209748148918152
2,1,0.48610740900039673,0.389842689037323,0.4085546135902405
2,2,0.47293224930763245,0.3892809748649597,0.5476889610290527
2,3,0.4915345013141632,0.3943324387073517,0.5833572149276733
2,4,0.46194833517074585,0.3981909453868866,0.6833808422088623
2,5,0.506313145160675,0.43679702281951904,0.43517664074897766
2,6,0.4448181986808777,0.43430671095848083,0.5542495250701904
2,7,0.5171772837638855,0.4799243211746216,0.5401822924613953
2,8,0.4347718060016632,0.4853809177875519,0.5082480907440186
2,9,0.524688720703125,0.5410072803497314,0.5042596459388733
2,10,0.44017407298088074,0.5451024770736694,0.41362065076828003
2,11,0.4958820641040802,0.5389478802680969,0.5366905331611633
2,12,0.4626023769378662,0.54117751121521,0.6231074333190918
2,13,0.4928801655769348,0.621345579624176,0.4541225731372833
2,14,0.46099385619163513,0.624006986618042,0.5578625202178955
2,15,0.48726195096969604,0.6869829297065735,0.36834070086479187
2,16,0.4580676257610321,0.6944732666015625,0.46446505188941956
3,0,0.4798160195350647,0.3959754705429077,0.5212947130203247
3,1,0.48637473583221436,0.3898443579673767,0.41479820013046265
3,2,0.47309622168540955,0.38924166560173035,0.5490576028823853
3,3,0.49191462993621826,0.3944159746170044,0.5870256423950195
3,4,0.4620990753173828,0.39811843633651733,0.681453287601471
3,5,0.506712019443512,0.4368404448032379,0.43689602613449097
3,6,0.444880872964859,0.4342317283153534,0.5571725964546204
3,7,0.5170904397964478,0.4803914725780487,0.5268504023551941
3,8,0.4347616732120514,0.4856169819831848,0.5116387009620667
3,9,0.5246371030807495,0.5414750576019287,0.5141521692276001
3,10,0.4403396248817444,0.5456323027610779,0.41392385959625244
3,11,0.4953397512435913,0.5394054651260376,0.5196837186813354
3,12,0.4620550870895386,0.5415658354759216,0.6205161809921265
3,13,0.4931834042072296,0.6223453283309937,0.45257920026779175
3,14,0.46037429571151733,0.62501460313797,0.5518144965171814
3,15,0.4875635504722595,0.6875070333480835,0.36660274863243103
3,16,0.45729175209999084,0.694420576095581,0.4672003388404846
4,0,0.4798290729522705,0.39618176221847534,0.5173645615577698
4,1,0.4863804876804352,0.3900507688522339,0.4208557903766632
4,2,0.4731237292289734,0.3894209861755371,0.5417680740356445
4,3,0.49194809794425964,0.3945504128932953,0.5838375091552734
4,4,0.4620725214481354,0.3982548415660858,0.6835709810256958
4,5,0.5066507458686829,0.4370324909687042,0.42576149106025696
4,6,0.44496169686317444,0.43454739451408386,0.5417643189430237
4,7,0.5172399282455444,0.48014262318611145,0.525934100151062
4,8,0.43464896082878113,0.4856858551502228,0.5124116539955139
4,9,0.5255545973777771,0.5405799746513367,0.5177086591720581
4,10,0.44029152393341064,0.5448996424674988,0.4159718453884125
4,11,0.49542373418807983,0.5393984317779541,0.5105587840080261
4,12,0.4621850848197937,0.5416536927223206,0.6166639924049377
4,13,0.4930601716041565,0.6216742992401123,0.44581493735313416
4,14,0.46049386262893677,0.6243894100189209,0.5540529489517212
4,15,0.48844996094703674,0.6882213354110718,0.37104010581970215
4,16,0.4578041136264801,0.6947475671768188,0.4818498492240906
5,0,0.4800080358982086,0.3959030508995056,0.5126517415046692
5,1,0.4864949882030487,0.38976845145225525,0.41932404041290283
5,2,0.4733465015888214,0.38923099637031555,0.5467654466629028
5,3,0.4919300079345703,0.39414501190185547,0.5785940289497375
5,4,0.46212345361709595,0.39807698130607605,0.6797698736190796
5,5,0.5064089298248291,0.4369312524795532,0.413068950176239
5,6,0.44508683681488037,0.43458518385887146,0.5356423258781433
5,7,0.51732337474823,0.4798170030117035,0.5220606923103333
5,8,0.4347558319568634,0.486374169588089,0.5129043459892273
5,9,0.5256960391998291,0.5404011607170105,0.5148652791976929
5,10,0.4406190514564514,0.5446666479110718,0.41933080554008484
5,11,0.49550458788871765,0.5392175912857056,0.516875684261322
5,12,0.4624408483505249,0.5415930151939392,0.6192262172698975
5,13,0.49356529116630554,0.6211740374565125,0.4414111077785492
5,14,0.46108806133270264,0.6239703893661499,0.559556782245636
