frame,keypoint_index,y,x,confidence
0,0,0.47085121273994446,0.5115699768066406,0.4397520124912262
0,1,0.4718654751777649,0.5031708478927612,0.42939725518226624
0,2,0.4672694206237793,0.5071700811386108,0.3615332841873169
0,3,0.4839235544204712,0.49110084772109985,0.511295735836029
0,4,0.47643813490867615,0.49799951910972595,0.30961599946022034
0,5,0.516295313835144,0.5105124711990356,0.5665013194084167
0,6,0.47932666540145874,0.5109037756919861,0.347871869802475
0,7,0.5395804047584534,0.5665054321289062,0.494018018245697
0,8,0.48226746916770935,0.5750061869621277,0.3251379728317261
0,9,0.5140160322189331,0.5936391949653625,0.3591461181640625
0,10,0.46851304173469543,0.6041926145553589,0.26667046546936035
0,11,0.5498484373092651,0.5934528112411499,0.39104631543159485
0,12,0.5298644304275513,0.5949307680130005,0.34223508834838867
0,13,0.4938426613807678,0.6153230667114258,0.2909716069698334
0,14,0.4634734094142914,0.615084707736969,0.31016311049461365
0,15,0.5098327398300171,0.7022383809089661,0.26901620626449585
0,16,0.48348134756088257,0.6968166828155518,0.29593878984451294
1,0,0.47087255120277405,0.5116449594497681,0.4417745769023895
1,1,0.47191694378852844,0.5033100247383118,0.4346756339073181
1,2,0.4672335684299469,0.5071961283683777,0.36456453800201416
1,3,0.4839112460613251,0.4912624955177307,0.5146668553352356
1,4,0.4763209819793701,0.49797090888023376,0.3147068917751312
1,5,0.5165218710899353,0.5106574892997742,0.5648900270462036
1,6,0.4790676236152649,0.5108943581581116,0.3515968918800354
1,7,0.5344282388687134,0.569348156452179,0.4603220224380493
1,8,0.4815574288368225,0.5749789476394653,0.3232356905937195
1,9,0.513817310333252,0.5939364433288574,0.3621264398097992
1,10,0.46825724840164185,0.6042380928993225,0.26848575472831726
1,11,0.5502231121063232,0.5933305621147156,0.39419835805892944
1,12,0.5298470258712769,0.594742476940155,0.3382543921470642
1,13,0.494091659784317,0.615733802318573,0.2937265932559967
1,14,0.4634580612182617,0.615166962146759,0.3185981512069702
1,15,0.5094700455665588,0.7026823163032532,0.26985111832618713
1,16,0.48337799310684204,0.6968423128128052,0.30013343691825867
2,0,0.47123193740844727,0.5124595761299133,0.44895806908607483
