Frame,ms,footscan Z_L,footscan Z_R
0.0,0.0,19.48,25.59
1.0,3.95,19.48,25.4
2.0,7.9,20.05,25.78
3.0,11.86,20.25,26.36
4.0,15.81,20.25,26.36
5.0,19.76,20.25,26.36
6.0,23.71,20.25,26.36
7.0,27.66,20.44,26.36
8.0,31.62,20.25,26.17
9.0,35.57,20.25,26.17
10.0,39.52,20.25,26.17
11.0,43.47,19.86,26.17
12.0,47.42,19.86,26.17
13.0,51.37,19.67,26.17
14.0,55.33,20.05,26.17
15.0,59.28,20.05,26.36
16.0,63.23,20.05,26.17
17.0,67.18,20.05,26.36
18.0,71.13,20.05,26.36
19.0,75.09,20.25,25.98
20.0,79.04,20.05,25.98
21.0,82.99,20.05,25.98
22.0,86.94,19.86,25.78
23.0,90.89,20.05,25.78
24.0,94.85,19.86,26.17
25.0,98.8,19.86,26.36
26.0,102.75,19.86,26.36
27.0,106.7,19.86,26.36
28.0,110.65,19.86,26.36
29.0,114.61,20.25,26.17
30.0,118.56,20.25,26.17
31.0,122.51,20.25,26.17
32.0,126.46,20.25,26.17
33.0,130.41,20.25,26.17
34.0,134.36,20.25,26.17
35.0,138.32,20.05,26.17
36.0,142.27,20.05,26.17
37.0,146.22,19.86,26.36
38.0,150.17,20.05,26.17
39.0,154.12,20.05,26.17
40.0,158.08,20.05,25.78
41.0,162.03,20.05,25.98
42.0,165.98,20.05,25.59
43.0,169.93,20.05,25.59
44.0,173.88,19.86,25.59
45.0,177.84,20.05,25.98
46.0,181.79,20.05,25.98
47.0,185.74,20.25,25.98
48.0,189.69,20.05,25.4
49.0,193.64,19.86,25.4
50.0,197.6,19.86,25.21
51.0,201.55,19.67,25.21
52.0,205.5,19.67,25.02
53.0,209.45,19.48,25.02
54.0,213.4,19.48,24.83
55.0,217.35,19.29,24.83
56.0,221.31,19.29,25.02
57.0,225.26,19.1,24.45
58.0,229.21,18.91,24.26
59.0,233.16,18.72,24.26
60.0,237.11,18.53,23.87
61.0,241.07,18.53,23.87
62.0,245.02,18.53,23.87
63.0,248.97,18.14,23.87
64.0,252.92,18.14,23.11
65.0,256.87,17.76,23.11
66.0,260.83,17.38,23.11
67.0,264.78,17.0,22.92
68.0,268.73,16.62,22.35
69.0,272.68,16.43,21.96
70.0,276.63,16.23,20.44
71.0,280.59,15.85,20.25
72.0,284.54,15.28,19.86
73.0,288.49,15.09,19.48
74.0,292.44,14.32,18.53
75.0,296.39,14.13,17.95
76.0,300.34,13.75,18.14
77.0,304.3,13.75,17.0
78.0,308.25,12.61,16.62
79.0,312.2,12.41,16.23
80.0,316.15,12.41,15.66
81.0,320.1,11.84,15.09
82.0,324.06,11.46,15.09
83.0,328.01,11.08,14.71
84.0,331.96,10.89,14.71
85.0,335.91,10.7,14.32
86.0,339.86,10.5,13.75
87.0,343.82,10.5,13.75
88.0,347.77,10.31,13.18
89.0,351.72,10.31,13.18
90.0,355.67,10.31,12.61
91.0,359.62,10.12,12.61
92.0,363.58,10.12,12.61
93.0,367.53,10.12,12.22
94.0,371.48,10.12,12.22
95.0,375.43,9.93,12.22
96.0,379.38,10.12,12.61
97.0,383.33,10.12,12.61
98.0,387.29,9.74,12.41
99.0,391.24,9.36,12.03
100.0,395.19,8.21,11.84
101.0,399.14,8.02,11.46
102.0,403.09,7.07,11.08
103.0,407.05,7.07,10.7
104.0,411.0,6.3,10.5
105.0,414.95,6.11,10.5
106.0,418.9,5.92,10.31
107.0,422.85,5.73,10.12
108.0,426.81,5.16,10.12
109.0,430.76,5.16,10.12
110.0,434.71,4.97,10.12
111.0,438.66,4.97,10.12
112.0,442.61,4.58,9.93
113.0,446.57,4.58,9.93
114.0,450.52,4.39,9.93
115.0,454.47,3.82,10.12
116.0,458.42,3.82,9.93
117.0,462.37,3.82,9.55
118.0,466.32,3.82,9.36
119.0,470.28,3.82,9.36
120.0,474.23,3.82,8.98
121.0,478.18,3.82,9.74
122.0,482.13,3.82,9.55
123.0,486.08,3.82,9.55
124.0,490.04,3.82,9.74
125.0,493.99,3.82,9.74
126.0,497.94,3.82,9.74
127.0,501.89,3.82,9.74
128.0,505.84,3.82,8.98
129.0,509.8,3.82,8.98
130.0,513.75,3.82,8.79
131.0,517.7,3.82,8.79
132.0,521.65,3.82,8.4
133.0,525.6,3.82,7.64
134.0,529.56,4.01,7.64
135.0,533.51,4.01,7.64
136.0,537.46,4.2,7.64
137.0,541.41,4.2,7.64
138.0,545.36,4.2,7.64
139.0,549.31,4.2,7.64
140.0,553.27,4.2,7.64
141.0,557.22,4.2,7.64
142.0,561.17,4.2,7.64
143.0,565.12,4.39,7.64
144.0,569.07,4.39,7.64
145.0,573.03,4.39,7.64
146.0,576.98,4.39,7.64
147.0,580.93,4.39,7.64
