Frame,ms,footscan Z_L,footscan Z_R
391.0,1545.19,235.88,256.7
392.0,1549.15,236.65,256.89
393.0,1553.1,239.7,256.51
394.0,1557.05,241.23,256.13
395.0,1561.0,243.14,257.08
396.0,1564.95,245.43,256.32
397.0,1568.91,247.15,256.89
398.0,1572.86,250.97,257.08
399.0,1576.81,254.03,257.66
400.0,1580.76,256.89,257.85
401.0,1584.71,259.37,259.37
402.0,1588.67,262.62,260.14
403.0,1592.62,266.25,261.48
404.0,1596.57,269.5,260.33
405.0,1600.52,271.22,260.33
406.0,1604.47,274.46,259.95
407.0,1608.42,276.37,259.95
408.0,1612.38,278.86,259.18
409.0,1616.33,281.72,259.18
410.0,1620.28,283.63,259.37
411.0,1624.23,285.16,259.37
412.0,1628.18,287.45,259.76
413.0,1632.14,288.98,260.14
414.0,1636.09,289.93,260.9
415.0,1640.04,291.65,260.71
416.0,1643.99,296.43,262.24
417.0,1647.94,298.34,262.05
418.0,1651.9,300.82,262.43
419.0,1655.85,301.2,262.43
420.0,1659.8,302.92,263.39
421.0,1663.75,303.5,263.96
422.0,1667.7,305.41,264.15
423.0,1671.66,306.93,263.96
424.0,1675.61,308.65,264.72
425.0,1679.56,310.37,265.68
426.0,1683.51,309.99,267.01
427.0,1687.46,310.94,267.4
428.0,1691.41,311.52,267.78
429.0,1695.37,312.66,268.54
430.0,1699.32,313.05,269.31
431.0,1703.27,313.62,270.26
432.0,1707.22,314.0,272.36
433.0,1711.17,314.38,273.13
434.0,1715.13,315.15,273.89
435.0,1719.08,316.29,274.08
436.0,1723.03,316.67,275.23
437.0,1726.98,317.25,274.46
438.0,1730.93,317.82,275.23
439.0,1734.89,318.39,275.23
440.0,1738.84,319.73,276.18
441.0,1742.79,320.11,276.56
442.0,1746.74,320.3,276.76
443.0,1750.69,320.69,277.33
444.0,1754.65,322.6,277.33
445.0,1758.6,324.31,278.09
446.0,1762.55,324.7,278.47
447.0,1766.5,326.03,279.24
448.0,1770.45,326.42,279.24
449.0,1774.4,326.42,280.0
450.0,1778.36,327.37,280.19
451.0,1782.31,328.9,280.58
452.0,1786.26,329.47,280.77
453.0,1790.21,330.43,281.72
454.0,1794.16,331.19,282.29
455.0,1798.12,331.0,283.06
456.0,1802.07,332.72,283.44
457.0,1806.02,333.48,284.01
458.0,1809.97,333.48,284.01
459.0,1813.92,334.82,285.54
460.0,1817.88,336.16,286.11
461.0,1821.83,336.92,286.88
462.0,1825.78,339.78,287.26
463.0,1829.73,339.98,287.64
464.0,1833.68,339.21,287.26
465.0,1837.64,339.78,286.5
466.0,1841.59,341.12,286.88
467.0,1845.54,342.65,286.5
468.0,1849.49,342.84,286.88
469.0,1853.44,343.03,287.07
470.0,1857.39,344.94,286.69
471.0,1861.35,344.94,286.5
472.0,1865.3,346.09,286.69
473.0,1869.25,346.47,287.26
474.0,1873.2,346.85,287.26
475.0,1877.15,348.0,287.07
476.0,1881.11,347.81,287.26
477.0,1885.06,347.81,286.31
478.0,1889.01,348.19,286.31
479.0,1892.96,349.14,285.92
480.0,1896.91,348.38,286.11
481.0,1900.87,348.57,286.11
482.0,1904.82,348.76,284.59
483.0,1908.77,349.53,284.01
484.0,1912.72,350.86,283.44
485.0,1916.67,352.01,284.01
486.0,1920.63,352.77,283.82
487.0,1924.58,353.73,282.68
