Frame,ms,footscan Z_L,footscan Z_R
0.0,0.0,21.2,18.72
1.0,3.95,21.2,20.82
2.0,7.9,21.58,21.96
3.0,11.86,22.35,22.73
4.0,15.81,23.11,23.11
5.0,19.76,23.3,24.64
6.0,23.71,24.26,25.02
7.0,27.66,25.02,26.36
8.0,31.62,25.4,29.41
9.0,35.57,26.93,30.56
10.0,39.52,27.89,32.47
11.0,43.47,29.6,34.19
12.0,47.42,29.99,34.57
13.0,51.37,31.13,35.91
14.0,55.33,33.62,37.24
15.0,59.28,36.1,40.49
16.0,63.23,36.67,43.93
17.0,67.18,38.58,45.84
18.0,71.13,41.26,49.66
19.0,75.09,44.88,53.48
20.0,79.04,46.99,57.68
21.0,82.99,48.32,61.88
22.0,86.94,51.19,66.66
23.0,90.89,57.49,70.1
24.0,94.85,61.69,75.44
25.0,98.8,65.7,80.41
26.0,102.75,70.29,86.14
27.0,106.7,75.06,91.11
28.0,110.65,80.6,98.55
29.0,114.61,87.09,104.67
30.0,118.56,92.25,110.78
31.0,122.51,97.41,116.89
32.0,126.46,103.14,123.58
33.0,130.41,110.21,131.02
34.0,134.36,116.89,139.05
35.0,138.32,125.29,144.01
36.0,142.27,135.04,150.32
37.0,146.22,146.11,158.72
38.0,150.17,155.66,165.98
39.0,154.12,167.51,170.56
40.0,158.08,178.39,181.07
41.0,162.03,186.8,188.51
42.0,165.98,195.39,197.3
43.0,169.93,203.99,204.18
44.0,173.88,214.68,212.39
45.0,177.84,223.28,218.69
46.0,181.79,232.64,227.48
47.0,185.74,239.89,237.6
48.0,189.69,247.92,246.01
49.0,193.64,257.08,254.79
50.0,197.6,265.68,263.19
51.0,201.55,275.8,271.79
52.0,205.5,285.16,277.9
53.0,209.45,291.84,281.53
54.0,213.4,299.29,286.5
55.0,217.35,304.83,291.46
56.0,221.31,310.75,294.33
57.0,225.26,315.72,297.57
58.0,229.21,323.36,298.72
59.0,233.16,327.56,301.97
60.0,237.11,332.53,303.88
61.0,241.07,337.3,306.55
62.0,245.02,341.31,307.51
63.0,248.97,346.85,309.8
64.0,252.92,349.14,312.66
65.0,256.87,353.54,314.57
66.0,260.83,356.97,316.67
67.0,264.78,357.36,317.25
68.0,268.73,360.41,317.63
69.0,272.68,364.23,319.16
70.0,276.63,367.48,320.3
71.0,280.59,369.2,322.02
72.0,284.54,371.68,322.4
73.0,288.49,373.4,323.36
74.0,292.44,374.55,324.31
75.0,296.39,375.31,324.51
76.0,300.34,376.07,324.89
77.0,304.3,377.22,324.89
78.0,308.25,380.66,325.27
79.0,312.2,383.71,324.51
80.0,316.15,385.24,324.12
81.0,320.1,386.58,323.55
82.0,324.06,386.2,323.17
83.0,328.01,386.96,322.98
84.0,331.96,387.34,320.88
85.0,335.91,389.44,318.78
86.0,339.86,390.4,317.06
87.0,343.82,392.31,316.48
88.0,347.77,393.07,315.15
89.0,351.72,394.41,314.38
90.0,355.67,394.22,314.0
91.0,359.62,395.56,312.47
92.0,363.58,396.13,312.66
93.0,367.53,397.85,312.09
94.0,371.48,397.85,309.99
95.0,375.43,397.28,306.36
96.0,379.38,398.8,304.45
97.0,383.33,398.23,302.92
