Frame,ms,footscan Z_L,footscan Z_R
0.0,0.0,83.61,96.77
1.0,3.95,83.21,96.57
2.0,7.9,83.0,96.77
3.0,11.86,83.21,96.37
4.0,15.81,83.41,96.37
5.0,19.76,83.41,96.37
6.0,23.71,84.02,96.37
7.0,27.66,83.81,95.76
8.0,31.62,83.41,95.15
9.0,35.57,83.21,94.75
10.0,39.52,82.6,94.54
11.0,43.47,82.6,94.95
12.0,47.42,82.6,94.95
13.0,51.37,82.4,94.95
14.0,55.33,81.99,95.15
15.0,59.28,81.79,95.76
16.0,63.23,81.79,95.76
17.0,67.18,82.4,95.56
18.0,71.13,82.8,95.76
19.0,75.09,82.8,95.76
20.0,79.04,82.6,95.76
21.0,82.99,83.0,95.56
22.0,86.94,82.6,95.35
23.0,90.89,82.8,95.76
24.0,94.85,82.19,95.76
25.0,98.8,81.99,95.76
26.0,102.75,81.99,95.76
27.0,106.7,82.4,95.35
28.0,110.65,82.6,95.76
29.0,114.61,82.19,95.96
30.0,118.56,83.21,96.57
31.0,122.51,83.41,97.38
32.0,126.46,83.81,96.97
33.0,130.41,83.81,96.97
34.0,134.36,84.02,96.97
35.0,138.32,83.61,96.57
36.0,142.27,83.61,96.77
37.0,146.22,83.61,97.18
38.0,150.17,83.81,97.18
39.0,154.12,84.02,96.97
40.0,158.08,85.03,96.97
41.0,162.03,85.03,96.97
42.0,165.98,84.42,97.18
43.0,169.93,84.02,97.38
44.0,173.88,84.02,97.18
45.0,177.84,84.22,97.18
46.0,181.79,83.81,97.18
47.0,185.74,83.81,97.58
48.0,189.69,83.81,97.58
49.0,193.64,83.21,97.58
50.0,197.6,82.8,97.18
51.0,201.55,82.4,97.18
52.0,205.5,82.4,97.38
53.0,209.45,82.4,97.38
54.0,213.4,82.8,97.38
55.0,217.35,82.6,97.58
56.0,221.31,82.19,96.57
57.0,225.26,82.19,96.57
58.0,229.21,82.19,96.57
59.0,233.16,81.99,96.57
60.0,237.11,81.18,96.57
61.0,241.07,80.58,96.37
62.0,245.02,80.17,95.76
63.0,248.97,79.16,95.15
64.0,252.92,78.75,94.54
65.0,256.87,78.55,94.14
66.0,260.83,78.15,93.94
67.0,264.78,78.15,93.13
68.0,268.73,77.74,92.32
69.0,272.68,76.93,91.1
70.0,276.63,76.53,88.88
71.0,280.59,75.51,87.26
72.0,284.54,74.7,87.05
73.0,288.49,74.3,85.64
74.0,292.44,73.69,85.64
75.0,296.39,73.49,84.83
76.0,300.34,73.08,84.22
77.0,304.3,72.68,84.02
78.0,308.25,72.48,83.81
79.0,312.2,72.48,83.21
80.0,316.15,72.48,83.21
81.0,320.1,72.27,83.0
82.0,324.06,72.48,82.6
83.0,328.01,72.48,82.4
84.0,331.96,71.67,82.4
85.0,335.91,70.86,80.98
86.0,339.86,70.25,80.17
87.0,343.82,69.85,79.97
88.0,347.77,69.85,79.36
89.0,351.72,69.44,78.55
90.0,355.67,69.24,77.13
91.0,359.62,68.23,76.32
92.0,363.58,66.0,75.31
93.0,367.53,65.19,74.3
94.0,371.48,64.38,73.29
95.0,375.43,63.57,72.68
96.0,379.38,63.37,71.87
97.0,383.33,62.35,71.87
98.0,387.29,61.54,71.46
99.0,391.24,60.74,71.26
100.0,395.19,59.72,70.05
101.0,399.14,58.1,69.24
102.0,403.09,57.29,68.43
103.0,407.05,56.08,67.62
104.0,411.0,56.08,66.2
105.0,414.95,56.08,65.19
106.0,418.9,56.08,64.58
107.0,422.85,54.66,63.97
108.0,426.81,54.46,63.57
109.0,430.76,53.85,63.37
110.0,434.71,53.85,62.15
111.0,438.66,53.85,61.34
112.0,442.61,53.45,60.74
113.0,446.57,53.85,60.13
114.0,450.52,53.85,59.12
115.0,454.47,53.45,58.71
116.0,458.42,53.04,58.51
117.0,462.37,53.04,58.31
118.0,466.32,52.23,58.1
119.0,470.28,51.83,57.7
120.0,474.23,51.83,56.89
121.0,478.18,51.62,56.08
122.0,482.13,51.62,55.67
123.0,486.08,51.62,55.88
124.0,490.04,51.42,54.66
125.0,493.99,51.22,54.66
126.0,497.94,50.81,54.05
127.0,501.89,51.02,54.26
128.0,505.84,50.81,52.84
129.0,509.8,50.21,52.84
130.0,513.75,50.21,52.43
131.0,517.7,50.21,52.23
132.0,521.65,50.21,52.23
133.0,525.6,50.01,52.23
134.0,529.56,50.01,52.03
135.0,533.51,50.01,51.83
136.0,537.46,49.8,51.83
137.0,541.41,49.6,51.83
138.0,545.36,49.6,51.83
139.0,549.31,49.8,51.42
140.0,553.27,50.01,51.62
141.0,557.22,49.6,51.62
142.0,561.17,49.8,51.62
143.0,565.12,50.01,51.62
144.0,569.07,50.01,51.62
145.0,573.03,50.01,51.62
146.0,576.98,50.21,51.62
147.0,580.93,50.61,51.62
148.0,584.88,50.81,51.62
149.0,588.83,50.61,51.62
150.0,592.79,50.61,52.03
151.0,596.74,51.42,52.23
152.0,600.69,50.41,51.83
153.0,604.64,51.02,52.03
154.0,608.59,51.02,51.62
155.0,612.55,50.81,51.62
156.0,616.5,50.81,51.62
157.0,620.45,50.81,52.23
158.0,624.4,50.81,52.43
159.0,628.35,51.02,52.84
160.0,632.3,51.02,53.04
161.0,636.26,51.62,53.45
162.0,640.21,51.83,53.45
163.0,644.16,51.83,53.85
164.0,648.11,52.23,54.46
165.0,652.06,52.23,55.07
166.0,656.02,53.45,55.67
