Frame,ms,footscan Z_L,footscan Z_R
0.0,0.0,430.63,528.13
1.0,3.95,429.4,526.9
2.0,7.9,428.79,525.67
3.0,11.86,427.96,521.56
4.0,15.81,427.35,519.3
5.0,19.76,426.73,517.05
6.0,23.71,425.91,513.97
7.0,27.66,423.65,513.76
8.0,31.62,419.55,509.45
9.0,35.57,418.52,507.4
10.0,39.52,417.5,504.12
11.0,43.47,416.68,502.47
12.0,47.42,416.88,500.83
13.0,51.37,414.42,497.55
14.0,55.33,412.57,494.47
15.0,59.28,412.36,490.36
16.0,63.23,409.49,485.03
17.0,67.18,405.59,480.92
18.0,71.13,404.77,477.64
19.0,75.09,404.98,472.1
20.0,79.04,401.49,467.58
21.0,82.99,396.77,464.5
22.0,86.94,395.12,458.55
23.0,90.89,389.99,454.24
24.0,94.85,387.12,449.93
25.0,98.8,383.01,444.8
26.0,102.75,378.29,439.66
27.0,106.7,373.78,435.35
28.0,110.65,370.29,430.43
29.0,114.61,366.8,425.5
30.0,118.56,362.49,420.99
31.0,122.51,357.77,418.32
32.0,126.46,355.3,413.6
33.0,130.41,351.61,411.75
34.0,134.36,349.35,406.21
35.0,138.32,347.71,402.31
36.0,142.27,343.6,396.15
37.0,146.22,339.91,391.02
38.0,150.17,333.96,384.45
39.0,154.12,332.72,379.32
40.0,158.08,329.65,372.54
41.0,162.03,324.92,369.67
42.0,165.98,320.82,362.9
43.0,169.93,316.51,359.0
44.0,173.88,313.22,353.25
45.0,177.84,308.3,348.32
46.0,181.79,304.6,343.19
47.0,185.74,297.63,338.68
48.0,189.69,294.96,334.57
49.0,193.64,290.85,330.47
50.0,197.6,287.57,327.39
51.0,201.55,284.28,322.87
52.0,205.5,281.41,317.95
53.0,209.45,281.41,317.54
54.0,213.4,277.1,314.05
55.0,217.35,275.87,315.07
56.0,221.31,274.84,315.28
57.0,225.26,272.17,315.07
58.0,229.21,269.09,315.07
59.0,233.16,270.12,314.25
60.0,237.11,268.89,315.28
61.0,241.07,266.63,314.25
62.0,245.02,267.66,315.07
63.0,248.97,266.84,315.28
64.0,252.92,266.22,316.71
65.0,256.87,267.04,317.33
66.0,260.83,267.86,317.54
67.0,264.78,266.22,318.97
68.0,268.73,266.22,318.97
69.0,272.68,267.66,320.82
70.0,276.63,269.71,323.69
71.0,280.59,271.15,325.75
72.0,284.54,275.05,328.21
73.0,288.49,277.3,330.67
74.0,292.44,280.38,334.37
75.0,296.39,283.46,336.21
76.0,300.34,285.31,339.7
77.0,304.3,288.18,341.76
78.0,308.25,290.44,346.48
79.0,312.2,292.7,350.79
80.0,316.15,295.37,355.1
81.0,320.1,299.88,358.18
82.0,324.06,304.19,363.31
83.0,328.01,308.91,367.62
84.0,331.96,313.84,373.98
85.0,335.91,317.54,379.73
86.0,339.86,321.64,386.09
87.0,343.82,324.92,392.04
88.0,347.77,326.98,397.79
89.0,351.72,331.7,404.57
90.0,355.67,334.98,408.47
91.0,359.62,337.45,415.65
92.0,363.58,340.11,420.58
93.0,367.53,344.22,423.65
94.0,371.48,345.86,429.4
95.0,375.43,347.3,432.69
96.0,379.38,350.58,435.76
97.0,383.33,352.22,437.41
98.0,387.29,354.28,440.49
99.0,391.24,356.53,442.95
100.0,395.19,359.82,446.03
101.0,399.14,363.31,447.26
102.0,403.09,366.8,448.9
103.0,407.05,369.47,448.9
104.0,411.0,372.54,450.34
105.0,414.95,375.83,452.39
106.0,418.9,376.65,453.01
107.0,422.85,379.32,451.77
108.0,426.81,382.81,451.36
109.0,430.76,384.04,449.72
110.0,434.71,383.63,447.87
111.0,438.66,384.45,444.59
112.0,442.61,384.04,442.74
113.0,446.57,384.66,440.07
114.0,450.52,385.27,439.25
115.0,454.47,386.3,438.02
116.0,458.42,386.91,437.41
117.0,462.37,385.48,436.17
118.0,466.32,384.86,433.92
119.0,470.28,385.89,431.66
120.0,474.23,385.68,428.79
121.0,478.18,385.48,429.4
122.0,482.13,384.86,427.96
123.0,486.08,386.09,427.35
124.0,490.04,386.71,426.73
125.0,493.99,387.73,426.73
126.0,497.94,387.94,426.53
127.0,501.89,388.97,425.71
128.0,505.84,390.81,425.91
129.0,509.8,392.04,425.3
130.0,513.75,392.66,425.71
131.0,517.7,393.07,425.91
132.0,521.65,394.1,426.94
133.0,525.6,395.53,427.76
134.0,529.56,396.56,428.99
135.0,533.51,399.23,429.61
136.0,537.46,399.23,432.07
137.0,541.41,400.25,431.25
138.0,545.36,401.28,431.04
139.0,549.31,402.51,431.86
140.0,553.27,403.74,433.1
141.0,557.22,406.82,433.92
142.0,561.17,409.29,435.56
143.0,565.12,412.16,436.17
144.0,569.07,413.8,438.02
145.0,573.03,415.65,438.02
146.0,576.98,417.09,439.66
147.0,580.93,419.75,440.28
148.0,584.88,420.78,441.51
149.0,588.83,423.04,442.33
150.0,592.79,425.09,444.18
151.0,596.74,425.3,443.97
152.0,600.69,427.96,445.41
153.0,604.64,427.76,446.64
154.0,608.59,428.79,447.87
155.0,612.55,431.04,448.9
156.0,616.5,432.28,449.31
157.0,620.45,435.15,448.9
158.0,624.4,434.74,448.7
159.0,628.35,434.94,446.03
160.0,632.3,437.0,444.8
161.0,636.26,438.64,444.39
162.0,640.21,438.84,445.0
163.0,644.16,442.54,444.39
164.0,648.11,442.95,442.95
165.0,652.06,442.33,440.69
166.0,656.02,442.33,438.84
167.0,659.97,441.92,437.2
168.0,663.92,442.74,436.59
169.0,667.87,443.77,433.71
170.0,671.82,443.97,432.48
171.0,675.78,445.0,430.02
172.0,679.73,444.8,428.58
173.0,683.68,444.18,427.76
174.0,687.63,444.8,424.48
175.0,691.58,443.77,424.06
176.0,695.54,443.97,422.01
177.0,699.49,443.97,421.4
178.0,703.44,442.95,420.16
179.0,707.39,445.0,418.73
180.0,711.34,444.59,418.52
181.0,715.29,445.62,417.29
182.0,719.25,444.59,415.44
183.0,723.2,446.85,412.78
184.0,727.15,446.44,410.93
185.0,731.1,446.85,410.93
186.0,735.05,446.85,408.88
187.0,739.01,447.05,404.98
188.0,742.96,449.31,403.74
189.0,746.91,449.72,400.87
190.0,750.86,451.36,398.61
191.0,754.81,451.16,394.51
192.0,758.77,451.77,392.45
193.0,762.72,452.19,390.81
194.0,766.67,452.8,386.3
195.0,770.62,454.65,382.81
196.0,774.57,454.85,378.91
197.0,778.53,455.67,376.03
198.0,782.48,454.85,370.9
199.0,786.43,454.24,366.59
200.0,790.38,453.21,361.67
201.0,794.33,452.6,356.53
202.0,798.28,454.03,352.43
203.0,802.24,450.75,347.3
204.0,806.19,450.75,340.52
205.0,810.14,449.93,333.96
206.0,814.09,450.34,325.34
207.0,818.04,449.93,317.95
208.0,822.0,452.39,308.71
209.0,825.95,446.44,299.06
210.0,829.9,445.82,292.7
211.0,833.85,444.8,286.54
212.0,837.8,445.21,279.56
213.0,841.76,443.15,272.38
214.0,845.71,440.49,265.19
215.0,849.66,438.02,256.37
216.0,853.61,435.97,253.08
217.0,857.56,432.28,247.95
218.0,861.52,429.61,245.49
219.0,865.47,427.14,243.44
220.0,869.42,424.06,243.03
221.0,873.37,418.11,242.62
222.0,877.32,413.39,243.85
223.0,881.27,407.44,243.85
224.0,885.23,402.1,244.46
225.0,889.18,397.38,244.67
226.0,893.13,394.3,246.11
227.0,897.08,390.2,247.54
228.0,901.03,387.73,249.39
229.0,904.99,383.01,252.67
230.0,908.94,379.11,254.93
231.0,912.89,376.24,259.24
232.0,916.84,375.01,264.37
233.0,920.79,371.72,268.07
234.0,924.75,370.08,275.87
235.0,928.7,370.49,285.1
236.0,932.65,373.37,293.31
237.0,936.6,376.24,300.09
238.0,940.55,378.91,312.4
239.0,944.51,382.81,320.82
240.0,948.46,385.89,330.67
241.0,952.41,387.73,340.73
242.0,956.36,389.58,348.53
243.0,960.31,391.63,357.97
244.0,964.26,393.48,367.21
245.0,968.22,393.07,376.03
246.0,972.17,393.07,383.01
247.0,976.12,392.25,390.2
248.0,980.07,391.43,395.74
249.0,984.02,391.43,401.28
250.0,987.98,392.04,406.62
251.0,991.93,392.04,411.95
252.0,995.88,392.45,416.68
253.0,999.83,391.02,420.99
254.0,1003.78,391.84,428.79
255.0,1007.74,389.99,435.35
256.0,1011.69,388.97,440.49
257.0,1015.64,386.5,450.75
258.0,1019.59,387.73,455.88
259.0,1023.54,384.24,462.04
260.0,1027.49,382.19,467.58
261.0,1031.45,381.37,471.68
262.0,1035.4,381.58,474.97
263.0,1039.35,380.55,479.28
264.0,1043.3,380.14,481.13
265.0,1047.25,379.93,484.0
266.0,1051.21,379.73,487.9
267.0,1055.16,381.99,494.06
268.0,1059.11,380.55,499.19
269.0,1063.06,377.88,503.71
270.0,1067.01,376.44,506.58
271.0,1070.97,377.68,508.63
272.0,1074.92,377.47,511.71
273.0,1078.87,376.44,514.17
274.0,1082.82,375.83,517.66
275.0,1086.77,375.83,524.03
276.0,1090.73,375.62,529.77
277.0,1094.68,376.86,533.06
278.0,1098.63,378.7,538.6
279.0,1102.58,378.09,544.76
280.0,1106.53,375.62,549.48
281.0,1110.48,375.01,552.76
282.0,1114.44,376.03,557.28
283.0,1118.39,377.27,559.33
284.0,1122.34,375.42,563.85
285.0,1126.29,377.06,566.72
286.0,1130.24,379.52,567.75
287.0,1134.2,382.6,568.16
288.0,1138.15,384.45,570.62
289.0,1142.1,387.73,570.82
290.0,1146.05,389.38,572.67
291.0,1150.0,390.2,574.52
292.0,1153.96,390.81,575.75
293.0,1157.91,393.07,574.52
294.0,1161.86,393.28,578.42
295.0,1165.81,393.28,579.65
296.0,1169.76,394.1,579.65
297.0,1173.72,394.51,580.27
298.0,1177.67,396.15,583.76
299.0,1181.62,397.38,582.32
300.0,1185.57,399.64,583.76
301.0,1189.52,401.49,583.76
302.0,1193.47,404.36,582.73
303.0,1197.43,405.18,581.09
304.0,1201.38,408.67,579.65
305.0,1205.33,410.11,578.01
306.0,1209.28,411.95,577.6
307.0,1213.23,413.39,575.55
