Frame,ms,footscan Z_L,footscan Z_R
0.0,0.0,3.72,14.87
1.0,3.95,3.72,14.68
2.0,7.9,3.72,14.12
3.0,11.86,3.53,14.12
4.0,15.81,3.16,13.94
5.0,19.76,2.97,13.75
6.0,23.71,2.79,13.75
7.0,27.66,2.42,13.75
8.0,31.62,2.42,13.75
9.0,35.57,2.42,13.01
10.0,39.52,2.42,12.64
11.0,43.47,2.23,12.64
12.0,47.42,1.86,12.45
13.0,51.37,1.86,12.45
14.0,55.33,1.67,12.45
15.0,59.28,1.67,12.45
16.0,63.23,1.49,12.27
17.0,67.18,1.3,12.08
18.0,71.13,1.12,11.52
19.0,75.09,1.12,10.78
20.0,79.04,0.93,10.41
21.0,82.99,0.93,10.22
22.0,86.94,0.93,9.48
23.0,90.89,0.93,9.48
24.0,94.85,0.93,9.48
25.0,98.8,0.93,9.29
26.0,102.75,0.93,8.92
27.0,106.7,0.93,8.92
28.0,110.65,0.93,8.92
29.0,114.61,0.93,8.92
30.0,118.56,0.93,8.36
31.0,122.51,0.93,8.18
32.0,126.46,0.93,8.18
33.0,130.41,0.93,8.18
34.0,134.36,0.93,7.81
35.0,138.32,0.93,7.81
36.0,142.27,1.12,7.62
37.0,146.22,1.12,7.43
38.0,150.17,1.12,7.25
39.0,154.12,1.12,7.25
40.0,158.08,1.12,7.06
41.0,162.03,1.12,6.88
42.0,165.98,1.12,6.88
43.0,169.93,1.12,6.88
44.0,173.88,0.93,6.88
45.0,177.84,0.93,6.88
46.0,181.79,0.93,7.06
47.0,185.74,0.93,7.06
48.0,189.69,0.93,7.06
49.0,193.64,0.93,7.06
50.0,197.6,1.3,7.06
51.0,201.55,0.93,7.43
52.0,205.5,1.12,7.81
53.0,209.45,1.12,7.81
54.0,213.4,1.12,7.99
55.0,217.35,1.12,7.99
56.0,221.31,1.3,8.36
57.0,225.26,1.3,8.36
58.0,229.21,1.3,8.73
59.0,233.16,1.3,8.73
60.0,237.11,1.3,8.55
61.0,241.07,1.3,7.99
62.0,245.02,1.3,7.62
63.0,248.97,1.3,7.62
64.0,252.92,1.49,7.43
65.0,256.87,1.49,7.43
66.0,260.83,1.49,7.06
67.0,264.78,1.49,7.25
68.0,268.73,1.3,6.69
69.0,272.68,1.3,6.5
70.0,276.63,1.49,6.5
71.0,280.59,1.49,6.32
72.0,284.54,1.49,5.95
73.0,288.49,1.67,5.95
74.0,292.44,2.23,6.13
75.0,296.39,4.27,7.06
76.0,300.34,5.02,7.06
77.0,304.3,8.18,7.25
78.0,308.25,10.78,7.43
79.0,312.2,13.38,7.43
80.0,316.15,15.98,7.43
81.0,320.1,18.03,8.18
82.0,324.06,21.0,8.18
83.0,328.01,22.3,8.55
84.0,331.96,23.04,8.92
85.0,335.91,23.23,8.18
86.0,339.86,24.16,8.18
87.0,343.82,26.39,8.18
88.0,347.77,27.88,8.73
89.0,351.72,32.15,9.29
90.0,355.67,39.03,9.66
91.0,359.62,47.58,10.04
92.0,363.58,58.17,10.96
93.0,367.53,70.06,11.52
94.0,371.48,84.93,14.5
95.0,375.43,102.03,17.28
96.0,379.38,117.82,21.19
97.0,383.33,132.51,26.2
98.0,387.29,147.56,33.64
99.0,391.24,164.1,42.93
100.0,395.19,181.2,53.15
101.0,399.14,199.41,63.93
102.0,403.09,219.67,77.12
103.0,407.05,238.62,88.65
104.0,411.0,260.37,100.73
105.0,414.95,279.88,112.25
106.0,418.9,298.46,128.42
107.0,422.85,314.45,141.61
108.0,426.81,331.91,155.74
109.0,430.76,349.2,170.23
110.0,434.71,362.76,182.5
111.0,438.66,378.38,196.62
112.0,442.61,393.06,210.75
113.0,446.57,405.14,220.59
114.0,450.52,418.33,233.79
115.0,454.47,429.67,246.06
116.0,458.42,439.7,258.51
117.0,462.37,449.18,269.66
118.0,466.32,458.66,282.11
119.0,470.28,466.09,290.66
120.0,474.23,472.78,300.14
121.0,478.18,477.62,309.24
122.0,482.13,483.0,317.23
123.0,486.08,488.21,324.67
124.0,490.04,492.85,333.77
125.0,493.99,495.64,340.46
126.0,497.94,500.66,344.92
127.0,501.89,504.0,350.5
128.0,505.84,507.35,352.54
129.0,509.8,512.18,358.3
130.0,513.75,513.48,362.02
131.0,517.7,515.9,366.85
132.0,521.65,519.06,368.9
133.0,525.6,520.73,371.87
134.0,529.56,521.29,373.36
135.0,533.51,522.77,374.1
136.0,537.46,523.33,375.4
137.0,541.41,523.15,376.33
138.0,545.36,522.77,377.26
139.0,549.31,522.22,378.0
140.0,553.27,520.36,378.19
141.0,557.22,519.43,378.75
142.0,561.17,517.57,378.38
143.0,565.12,518.13,378.19
144.0,569.07,516.08,377.63
145.0,573.03,515.53,376.52
146.0,576.98,511.81,376.15
147.0,580.93,507.54,375.4
148.0,584.88,504.56,374.47
149.0,588.83,498.99,374.1
150.0,592.79,494.16,373.17
151.0,596.74,489.51,371.13
152.0,600.69,487.09,370.76
153.0,604.64,482.63,369.08
154.0,608.59,478.73,365.92
155.0,612.55,475.38,364.99
156.0,616.5,471.48,363.69
157.0,620.45,467.39,362.39
158.0,624.4,464.42,360.91
159.0,628.35,459.96,361.84
160.0,632.3,456.8,361.46
161.0,636.26,451.97,360.53
162.0,640.21,447.51,359.23
163.0,644.16,443.61,357.19
164.0,648.11,436.92,356.82
165.0,652.06,430.78,355.52
166.0,656.02,426.69,355.7
167.0,659.97,421.3,354.03
168.0,663.92,416.1,352.91
169.0,667.87,411.64,350.5
170.0,671.82,406.07,347.71
171.0,675.78,401.79,347.9
172.0,679.73,394.92,347.15
173.0,683.68,390.83,346.41
174.0,687.63,383.58,343.81
175.0,691.58,379.49,344.18
176.0,695.54,374.84,343.62
177.0,699.49,371.13,344.18
178.0,703.44,364.99,343.99
179.0,707.39,359.98,342.51
180.0,711.34,356.07,343.99
181.0,715.29,351.8,341.95
182.0,719.25,346.6,341.76
183.0,723.2,339.35,342.14
184.0,727.15,336.75,344.18
185.0,731.1,330.43,342.88
186.0,735.05,326.71,341.76
187.0,739.01,320.39,341.58
188.0,742.96,317.6,341.39
189.0,746.91,313.14,342.14
190.0,750.86,306.27,343.25
191.0,754.81,302.37,342.69
192.0,758.77,296.23,343.99
193.0,762.72,292.89,345.11
194.0,766.67,290.84,344.92
195.0,770.62,286.57,343.81
196.0,774.57,284.15,341.21
197.0,778.53,280.62,339.91
198.0,782.48,278.21,339.35
199.0,786.43,276.16,338.42
200.0,790.38,274.86,338.23
201.0,794.33,274.3,337.49
202.0,798.28,271.14,336.75
203.0,802.24,270.21,334.7
204.0,806.19,267.06,333.4
205.0,810.14,265.57,331.73
206.0,814.09,266.13,330.61
207.0,818.04,264.64,328.94
208.0,822.0,263.52,327.64
209.0,825.95,262.78,326.9
210.0,829.9,262.04,325.78
211.0,833.85,260.55,323.92
212.0,837.8,259.99,322.44
213.0,841.76,257.95,321.69
214.0,845.71,255.72,320.95
215.0,849.66,255.16,320.02
216.0,853.61,252.19,319.28
217.0,857.56,249.77,318.53
218.0,861.52,246.8,317.98
219.0,865.47,246.06,317.79
220.0,869.42,246.24,316.86
221.0,873.37,243.27,316.68
222.0,877.32,242.15,315.0
223.0,881.27,241.78,314.82
224.0,885.23,241.04,315.19
225.0,889.18,239.74,315.37
226.0,893.13,237.88,316.86
227.0,897.08,236.39,315.56
228.0,901.03,236.21,316.49
229.0,904.99,235.28,317.23
230.0,908.94,233.42,317.79
231.0,912.89,232.49,320.21
232.0,916.84,230.82,321.88
233.0,920.79,230.44,323.55
234.0,924.75,231.0,323.55
235.0,928.7,228.4,324.11
236.0,932.65,226.54,324.11
237.0,936.6,224.31,325.22
238.0,940.55,221.15,325.22
239.0,944.51,218.92,324.85
240.0,948.46,216.51,325.78
241.0,952.41,214.83,326.9
242.0,956.36,212.79,326.71
243.0,960.31,211.3,327.27
244.0,964.26,209.26,328.76
245.0,968.22,207.77,327.64
246.0,972.17,206.29,328.01
247.0,976.12,204.98,329.13
248.0,980.07,204.61,330.06
249.0,984.02,204.24,329.68
250.0,987.98,204.24,329.5
251.0,991.93,204.61,330.61
252.0,995.88,204.98,331.54
253.0,999.83,204.98,332.29
254.0,1003.78,205.17,333.59
255.0,1007.74,205.17,336.0
256.0,1011.69,205.36,337.49
257.0,1015.64,206.29,337.49
258.0,1019.59,207.03,337.86
259.0,1023.54,207.96,337.12
260.0,1027.49,208.14,336.75
261.0,1031.45,208.7,338.79
262.0,1035.4,208.7,339.53
263.0,1039.35,210.0,340.46
264.0,1043.3,210.19,341.21
265.0,1047.25,210.0,338.98
266.0,1051.21,210.19,339.16
267.0,1055.16,210.19,337.3
268.0,1059.11,209.44,332.84
269.0,1063.06,208.33,328.2
270.0,1067.01,207.77,323.74
271.0,1070.97,207.59,319.28
272.0,1074.92,207.77,315.75
273.0,1078.87,210.56,311.84
274.0,1082.82,209.44,308.5
275.0,1086.77,211.67,304.22
276.0,1090.73,213.72,304.41
277.0,1094.68,224.5,302.18
278.0,1098.63,226.54,300.88
279.0,1102.58,230.07,299.95
280.0,1106.53,231.0,300.14
281.0,1110.48,232.3,299.76
282.0,1114.44,233.42,298.83
283.0,1118.39,234.16,299.21
284.0,1122.34,236.58,298.28
285.0,1126.29,238.99,296.6
286.0,1130.24,242.52,294.56
287.0,1134.2,244.75,291.77
288.0,1138.15,247.36,288.99
289.0,1142.1,250.33,286.01
290.0,1146.05,253.86,286.2
291.0,1150.0,257.21,286.01
292.0,1153.96,260.92,284.34
293.0,1157.91,264.83,284.52
294.0,1161.86,267.98,286.75
295.0,1165.81,271.14,284.9
296.0,1169.76,275.42,284.71
297.0,1173.72,278.39,283.41
298.0,1177.67,281.74,282.11
299.0,1181.62,285.83,279.69
300.0,1185.57,288.61,280.44
301.0,1189.52,290.1,278.95
302.0,1193.47,296.6,278.39
303.0,1197.43,297.16,279.32
304.0,1201.38,300.32,278.95
305.0,1205.33,304.22,280.81
306.0,1209.28,305.34,281.74
307.0,1213.23,307.57,283.78
308.0,1217.19,309.61,284.34
309.0,1221.14,311.66,285.83
310.0,1225.09,314.26,285.45
311.0,1229.04,316.49,285.64
312.0,1232.99,317.79,286.01
313.0,1236.95,320.21,286.2
314.0,1240.9,321.32,284.34
315.0,1244.85,322.81,283.97
316.0,1248.8,323.18,283.97
317.0,1252.75,322.99,282.29
318.0,1256.71,322.44,281.74
319.0,1260.66,320.58,279.69
320.0,1264.61,320.76,277.46
321.0,1268.56,321.32,278.21
322.0,1272.51,320.76,278.21
323.0,1276.46,321.14,279.51
324.0,1280.42,321.51,279.88
325.0,1284.37,321.69,280.06
326.0,1288.32,321.69,284.52
327.0,1292.27,321.69,282.85
328.0,1296.22,323.18,283.6
329.0,1300.18,325.04,282.67
330.0,1304.13,327.64,282.11
331.0,1308.08,329.5,280.99
332.0,1312.03,331.73,280.99
333.0,1315.98,335.63,281.55
334.0,1319.94,339.72,282.29
335.0,1323.89,343.99,282.29
336.0,1327.84,346.6,282.67
337.0,1331.79,350.87,283.97
338.0,1335.74,354.77,287.5
339.0,1339.7,357.19,290.1
340.0,1343.65,360.91,294.56
341.0,1347.6,364.07,297.72
342.0,1351.55,368.9,301.06
