Frame,ms,footscan Z_L,footscan Z_R
0.0,0.0,25.71,30.57
1.0,3.95,25.51,30.17
2.0,7.9,26.12,30.17
3.0,11.86,26.12,30.37
4.0,15.81,26.12,30.37
5.0,19.76,25.91,30.37
6.0,23.71,25.91,30.17
7.0,27.66,25.71,30.17
8.0,31.62,25.51,30.17
9.0,35.57,25.31,29.96
10.0,39.52,25.91,29.96
11.0,43.47,25.91,29.96
12.0,47.42,26.12,29.96
13.0,51.37,25.51,29.96
14.0,55.33,25.31,29.96
15.0,59.28,25.51,29.96
16.0,63.23,25.51,29.56
17.0,67.18,25.71,29.36
18.0,71.13,25.71,29.15
19.0,75.09,25.51,29.15
20.0,79.04,25.51,29.15
21.0,82.99,25.31,28.95
22.0,86.94,25.51,28.95
23.0,90.89,25.31,28.75
24.0,94.85,25.31,28.75
25.0,98.8,25.31,28.34
26.0,102.75,24.7,27.94
27.0,106.7,24.5,27.74
28.0,110.65,24.5,27.74
29.0,114.61,24.5,27.74
30.0,118.56,24.29,27.74
31.0,122.51,24.29,27.53
32.0,126.46,24.29,27.53
33.0,130.41,24.29,26.52
34.0,134.36,24.09,26.32
35.0,138.32,23.89,26.32
36.0,142.27,23.69,26.32
37.0,146.22,23.89,26.32
38.0,150.17,23.89,25.91
39.0,154.12,23.69,25.91
40.0,158.08,23.08,25.91
41.0,162.03,23.08,25.1
42.0,165.98,23.08,25.1
43.0,169.93,23.08,25.1
44.0,173.88,23.08,24.7
45.0,177.84,23.08,24.7
46.0,181.79,22.88,24.7
47.0,185.74,22.88,24.9
48.0,189.69,22.67,24.5
49.0,193.64,21.66,24.29
50.0,197.6,21.66,24.09
51.0,201.55,22.27,24.09
52.0,205.5,22.07,24.09
53.0,209.45,22.07,24.09
54.0,213.4,21.86,24.09
55.0,217.35,21.26,23.89
56.0,221.31,21.05,23.89
57.0,225.26,21.05,23.89
58.0,229.21,21.05,23.89
59.0,233.16,21.05,23.89
60.0,237.11,20.85,23.69
61.0,241.07,20.85,23.48
62.0,245.02,20.85,22.88
63.0,248.97,20.85,22.07
64.0,252.92,20.85,22.07
65.0,256.87,20.65,21.86
66.0,260.83,20.25,21.86
67.0,264.78,20.45,21.66
68.0,268.73,20.65,21.86
69.0,272.68,20.65,21.86
70.0,276.63,20.45,21.86
71.0,280.59,20.45,21.66
72.0,284.54,20.25,21.66
73.0,288.49,20.25,21.66
74.0,292.44,20.04,21.66
75.0,296.39,20.04,21.86
76.0,300.34,19.84,21.66
77.0,304.3,19.64,21.66
78.0,308.25,19.23,21.66
79.0,312.2,19.44,21.46
80.0,316.15,19.23,21.66
81.0,320.1,19.23,21.66
82.0,324.06,19.23,21.66
83.0,328.01,19.44,21.66
84.0,331.96,19.44,21.66
85.0,335.91,19.44,21.66
86.0,339.86,19.44,21.66
87.0,343.82,19.84,21.66
88.0,347.77,19.84,21.66
89.0,351.72,19.44,21.26
90.0,355.67,19.44,21.26
91.0,359.62,19.44,21.26
92.0,363.58,19.03,21.26
93.0,367.53,18.83,21.26
94.0,371.48,18.83,21.26
95.0,375.43,18.83,21.05
96.0,379.38,18.83,21.05
97.0,383.33,18.83,21.05
98.0,387.29,19.44,21.05
99.0,391.24,19.44,20.85
100.0,395.19,18.83,20.85
101.0,399.14,18.42,20.85
102.0,403.09,18.42,20.45
103.0,407.05,18.42,20.45
104.0,411.0,18.83,20.25
105.0,414.95,18.83,20.25
106.0,418.9,18.83,20.25
107.0,422.85,19.03,20.25
108.0,426.81,19.03,19.44
109.0,430.76,19.03,19.44
110.0,434.71,19.03,19.03
111.0,438.66,18.63,18.83
112.0,442.61,18.42,18.63
