Frame,ms,footscan Z_L,footscan Z_R
319.0,1260.66,240.15,174.26
320.0,1264.61,226.4,166.46
321.0,1268.56,214.08,159.49
322.0,1272.51,203.21,150.87
323.0,1276.46,190.07,143.89
324.0,1280.42,181.86,138.14
325.0,1284.37,172.42,129.93
326.0,1288.32,164.41,124.8
327.0,1292.27,152.1,118.43
328.0,1296.22,144.3,109.81
329.0,1300.18,138.14,104.68
330.0,1304.13,129.52,99.76
331.0,1308.08,122.95,92.78
332.0,1312.03,115.97,87.65
333.0,1315.98,110.22,83.13
334.0,1319.94,104.27,77.18
335.0,1323.89,98.73,74.3
336.0,1327.84,92.16,69.17
337.0,1331.79,86.82,64.04
338.0,1335.74,82.51,60.35
339.0,1339.7,79.23,55.83
340.0,1343.65,74.1,51.93
341.0,1347.6,69.58,49.47
342.0,1351.55,67.74,45.77
343.0,1355.5,62.81,42.28
344.0,1359.45,60.14,38.38
345.0,1363.41,55.63,34.89
346.0,1367.36,51.52,31.82
347.0,1371.31,47.0,28.33
348.0,1375.26,43.31,24.84
349.0,1379.21,39.2,21.76
350.0,1383.17,35.51,17.65
351.0,1387.12,31.82,14.37
352.0,1391.07,28.12,12.52
353.0,1395.02,25.66,9.44
354.0,1398.97,23.6,8.21
355.0,1402.93,21.14,6.16
356.0,1406.88,19.5,5.13
357.0,1410.83,16.42,3.49
358.0,1414.78,16.22,3.08
359.0,1418.73,13.75,2.26
360.0,1422.69,12.52,1.85
361.0,1426.64,11.08,1.23
362.0,1430.59,10.06,1.03
363.0,1434.54,8.83,0.41
364.0,1438.49,7.39,0.0
365.0,1442.44,6.57,0.0
366.0,1446.4,6.57,0.0
367.0,1450.35,5.13,0.0
368.0,1454.3,4.31,0.0
369.0,1458.25,3.49,0.0
370.0,1462.2,2.26,0.0
371.0,1466.16,2.05,0.0
372.0,1470.11,2.05,0.0
373.0,1474.06,2.05,0.0
374.0,1478.01,2.05,0.0
375.0,1481.96,2.26,0.0
376.0,1485.92,2.26,0.0
377.0,1489.87,2.26,0.0
378.0,1493.82,2.26,0.0
379.0,1497.77,2.26,0.0
380.0,1501.72,2.26,0.0
381.0,1505.68,2.26,0.0
382.0,1509.63,2.26,0.0
383.0,1513.58,2.26,0.0
384.0,1517.53,2.67,0.0
385.0,1521.48,2.67,0.0
386.0,1525.43,2.67,0.0
387.0,1529.39,2.67,0.0
388.0,1533.34,2.87,0.0
389.0,1537.29,2.87,0.0
390.0,1541.24,2.87,0.0
391.0,1545.19,2.87,0.0
392.0,1549.15,2.87,0.0
393.0,1553.1,2.87,0.0
394.0,1557.05,2.87,0.0
395.0,1561.0,2.87,0.41
396.0,1564.95,2.87,0.41
397.0,1568.91,2.87,0.41
398.0,1572.86,2.46,1.03
399.0,1576.81,2.26,1.03
400.0,1580.76,2.05,1.23
401.0,1584.71,1.64,1.44
402.0,1588.67,2.26,1.64
403.0,1592.62,2.26,1.64
404.0,1596.57,2.46,1.64
